ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,5140aca3-a54f-4b18-8400-a79bae1171c4,1,,,3754223,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Crystal Palace,31,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3488, 'name': 'Wayne Hennessey'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3448, 'name': 'Martin Kelly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 34}, {'player': {'id': 3407, 'name': 'Scott Dann'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3693, 'name': 'Damien Delaney'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 3443, 'name': 'Joel Ward'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 3277, 'name': 'Yohan Cabaye'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 3464, 'name': 'James McArthur'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 3507, 'name': 'Wilfried Zaha'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 19688, 'name': 'Jason Puncheon'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 42}, {'player': {'id': 3589, 'name': 'Yannick Bolasie Yala'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3092, 'name': 'Dwight Gayle'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 16}]}",Crystal Palace,31,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,7c58be58-b146-484c-8991-dbf60ac0eeb6,2,,,3754223,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Crystal Palace,31,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4587, 'name': 'Matteo Darmian'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 36}, {'player': {'id': 10958, 'name': 'Chris Smalling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 12}, {'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 3602, 'name': 'Faustino Marcos Alberto Rojo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 3600, 'name': 'Morgan Schneiderlin'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 28}, {'player': {'id': 18414, 'name': 'Bastian Schweinsteiger'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 31}, {'player': {'id': 3294, 'name': 'Juan Manuel Mata García'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 3606, 'name': 'Ander Herrera Agüera'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 20039, 'name': 'Anthony Martial'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 3538, 'name': 'Wayne Mark Rooney'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Manchester United,39,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,46de6a18-adbf-4465-b936-ef9eb7a00fff,3,,,3754223,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Crystal Palace,31,['1642dbbf-0eef-4383-83f0-8ca64113dc0b'],0,,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1642dbbf-0eef-4383-83f0-8ca64113dc0b,4,,,3754223,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Crystal Palace,31,['46de6a18-adbf-4465-b936-ef9eb7a00fff'],0,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,ec3b7cd0-15d3-4933-908a-3986829acda4,1736,,,3754223,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,77,Crystal Palace,31,['b8a3d4e6-c384-4061-b67e-a9a941d0cf62'],0,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,b8a3d4e6-c384-4061-b67e-a9a941d0cf62,1737,,,3754223,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,77,Crystal Palace,31,['ec3b7cd0-15d3-4933-908a-3986829acda4'],0,,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.47048,,,,,,,,,,,,,,,ada3900a-0576-4fb7-825f-d54c16b6ab03,5,,"[61.0, 40.1]",3754223,0,,,,1.6142472,,Right Foot,,,"[60.9, 42.4]",Ground Pass,,2.302173,,,,Wayne Mark Rooney,3538.0,,,,,,Kick Off,1,From Kick Off,Ander Herrera Agüera,3606.0,Center Attacking Midfield,2,Manchester United,39,['dadbb913-78e8-49cb-81bf-f437e695eb38'],0,,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.071,Pass,
,,,,,,,,,,,,,,1.236594,,,,,,,,,,,,,,,6aeb139b-acb0-4e3d-9ac5-65c2b372367a,8,,"[60.9, 42.4]",3754223,0,,,,-2.825408,,Right Foot,,,"[44.7, 37.1]",Ground Pass,,17.04494,,,,Bastian Schweinsteiger,18414.0,,,,,,,1,From Kick Off,Wayne Mark Rooney,3538.0,Center Forward,2,Manchester United,39,['47fb8ad4-a7a4-480f-9cb1-9734cf79dfa4'],0,,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.621,Pass,
,,,,,,,,,,,,,,1.744203,,,,,,,,,,,,,,,4a315717-eabd-4a46-89bd-0c4e706077dd,12,,"[49.2, 32.4]",3754223,0,,,,-1.7575701,,Right Foot,,,"[44.4, 7.0]",Ground Pass,,25.849566,,,,Faustino Marcos Alberto Rojo,3602.0,,,,,,,1,From Kick Off,Bastian Schweinsteiger,18414.0,Left Center Midfield,2,Manchester United,39,"['393af6a4-5c87-4b95-8b66-43c82b05113a', '93249b5e-2997-4890-881d-78a3981e0389']",4,,,,,,,,,,,,,,,,,Manchester United,39,00:00:04.107,Pass,True
,,,,,,,,,,,,,,3.429621,,,,,,,,,,,,,,,1d486b36-9b33-4b69-800e-8cc979edd5df,16,,"[43.4, 5.7]",3754223,0,,,,0.16223069,,Left Foot,,,"[99.0, 14.8]",High Pass,,56.33977,,Incomplete,,,,,,,,,,1,From Kick Off,Faustino Marcos Alberto Rojo,3602.0,Left Back,2,Manchester United,39,"['4b63f1f7-28f1-46fb-8909-e2878f57ffd4', '55a92134-f94a-4e0d-9cd5-86bfd4766dee']",6,,,,,,,,,,,,,,,,,Manchester United,39,00:00:06.789,Pass,True
