50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.606243,,,,,,,,,,,,,,d34e5e43-20ea-4911-b396-96d66c8e5ac2,878,,"[38.3, 9.6]",3754320,20,,,,,2.6651251,,Right Foot,,,"[25.9, 16.0]",,Ground Pass,,13.954211,,,Eliaquim Mangala,3389.0,,,,,,,1,From Throw In,Fabian Delph,4597.0,Left Center Midfield,39,Manchester City,36,['018fa6fd-d4a0-400c-9808-684eaa951a85'],40,,,,,,,,,,,,,,,,,,,Manchester City,36,00:20:40.495,Pass,
,,,,,,,,,,,,,,,1.758596,,,,,,,,,,,,,,35791ecd-0010-4c72-9440-174b09cd81a6,882,,"[22.3, 23.0]",3754320,20,,,,,1.379235,,Right Foot,,,"[28.7, 56.0]",,Low Pass,,33.614876,,,Nicolás Hernán Otamendi,3090.0,,,,,,,1,From Throw In,Eliaquim Mangala,3389.0,Left Center Back,39,Manchester City,36,['2d0c7389-c59b-406c-b7e1-18583ed1eecb'],43,,,,,,,,,,,,,,,,,,,Manchester City,36,00:20:43.797,Pass,
,,,,,,,,,,,,,,,0.949594,,,,,,,,,,,,,,fc5f6d88-9c95-4ff5-83dc-350407f761ca,886,,"[37.7, 63.2]",3754320,20,,,,,-0.39091182,,Right Foot,,,"[54.2, 56.4]",,Ground Pass,,17.846289,,,Samir Nasri,20253.0,,,,,,,1,From Throw In,Nicolás Hernán Otamendi,3090.0,Right Center Back,39,Manchester City,36,"['694d62fb-d83f-47bb-b992-5fb840df0e3c', 'a331814e-06af-4227-ae28-1ab60f361e02']",46,,,,,,,,,,,,,,,,,,,Manchester City,36,00:20:46.879,Pass,True
,,,,,,,,,,,,,,,2.252288,,,,,,,,,,,,,,cd8b63de-5037-44fe-98ce-1e02228629a6,889,,"[55.0, 49.3]",3754320,20,,,,,-1.4337301,,Right Foot,,,"[61.4, 2.9]",,High Pass,,46.8393,,,Aleksandar Kolarov,5596.0,,,True,,,,1,From Throw In,Samir Nasri,20253.0,Right Midfield,39,Manchester City,36,['e9587d6a-6c20-43ef-a72c-d52697025450'],51,,,,,,,,,,,,,,,,,,,Manchester City,36,00:20:51.806,Pass,
,,,,,,,,,,,,,,,1.448646,,,,,,,,,,,,,,625119ca-f147-4921-a74a-45154653e9db,892,,"[61.2, 3.6]",3754320,20,,,,,2.2142975,,Left Foot,,,"[51.6, 16.4]",,Ground Pass,,16.0,,,Eliaquim Mangala,3389.0,,,,,,,1,From Throw In,Aleksandar Kolarov,5596.0,Left Back,39,Manchester City,36,['afa6425a-d2be-4d4d-9584-22beb7afc08e'],57,,,,,,,,,,,,,,,,,,,Manchester City,36,00:20:57.093,Pass,
,,,,,,,,,,,,,,,0.922995,,,,,,,,,,,,,,ab646d2f-b321-46bf-ac7e-bbc4e322869d,895,,"[52.5, 20.5]",3754320,20,,,,,1.2679114,,Left Foot,,,"[56.5, 33.3]",,Ground Pass,,13.410443,,,Fernando Luiz Rosa,3054.0,,,,,,,1,From Throw In,Eliaquim Mangala,3389.0,Left Center Back,39,Manchester City,36,['9db1f557-97e4-4011-91b0-cce02adf03aa'],59,,,,,,,,,,,,,,,,,,,Manchester City,36,00:20:59.710,Pass,
,,,,,,,,,,,,,,,0.898145,,,,,,,,,,,,,,c6f3c2b3-dabf-4621-b7e8-2163e94bcd38,898,,"[55.2, 35.2]",3754320,21,,,,,-0.038941342,,Right Foot,,,"[70.6, 34.6]",,Ground Pass,,15.411684,,,Kelechi Promise Iheanacho,3708.0,,,,,,,1,From Throw In,Fernando Luiz Rosa,3054.0,Right Center Midfield,39,Manchester City,36,['ae7d8e31-1054-4091-9d14-458c0523fab0'],1,,,,,,,,,,,,,,,,,,,Manchester City,36,00:21:01.761,Pass,
,,,,,,,,,,,,,,,0.75837,,,,,,,,,,,,,,5b028d1b-846a-4b61-8f72-975e0571d0aa,901,,"[65.7, 31.4]",3754320,21,,,,,-2.1112158,,Left Foot,,,"[61.2, 23.9]",,Ground Pass,,8.746428,,,Fabian Delph,4597.0,,,,,,,1,From Throw In,Kelechi Promise Iheanacho,3708.0,Right Center Forward,39,Manchester City,36,['fd74c9b8-5dd0-4b6f-a3d6-26b9579c7208'],3,,,,,,,,,,,,,,,,,,,Manchester City,36,00:21:03.759,Pass,
,,,,,,,,,,,,,,,1.341838,,,,,,,,,,,,,,fdce58d8-6383-40ca-a456-b7eef4bcfafb,904,,"[62.3, 21.3]",3754320,21,,,,,-1.3584765,,Right Foot,,,"[65.9, 4.6]",,Ground Pass,,17.083618,,,Aleksandar Kolarov,5596.0,,,,,,,1,From Throw In,Fabian Delph,4597.0,Left Center Midfield,39,Manchester City,36,['d47c2b56-d062-4d6a-941b-9878e750c509'],5,,,,,,,,,,,,,,,,,,,Manchester City,36,00:21:05.303,Pass,
,,,,,,,,,,,,,,,1.035848,,,,,,,,,,,,,,35d6f45d-4db1-4177-ada4-8653b3baeb2d,907,,"[65.9, 4.6]",3754320,21,,,,,-0.01754206,,Left Foot,,,"[77.3, 4.4]",,Ground Pass,,11.401754,,,Raheem Sterling,3233.0,,,,,,,1,From Throw In,Aleksandar Kolarov,5596.0,Left Back,39,Manchester City,36,['5da9a475-ea06-46ff-a267-21cd4afedc57'],7,,,,,,,,,,,,,,,,,,,Manchester City,36,00:21:07.784,Pass,
,,,,,,,,,,,,,,,0.954125,,,,,,,,,,,,,,d17311bb-4fd1-478f-98a7-fba582581d22,910,,"[77.3, 4.4]",3754320,21,,,,,1.0824624,,Right Foot,,,"[80.7, 10.8]",,Ground Pass,,7.2470684,,,Kelechi Promise Iheanacho,3708.0,,,,,,,1,From Throw In,Raheem Sterling,3233.0,Left Midfield,39,Manchester City,36,['af9011c8-6eb5-4943-88f2-c8fb876a5f8a'],8,,,,,,,,,,,,,,,,,,,Manchester City,36,00:21:08.884,Pass,
,,,,,,,,,,,,,,,1.096926,,,,,,,,,,,,,,df2e7c35-2486-4214-838f-57fd12d0d4f9,916,,"[77.1, 0.1]",3754320,21,,,,,1.3258177,,,,,"[79.2, 8.5]",,Low Pass,,8.658522,,,Raheem Sterling,3233.0,,,,,,Throw-in,1,From Throw In,Aleksandar Kolarov,5596.0,Left Back,40,Manchester City,36,['6066a363-113e-4b30-9aa3-61a3d4a0d1ba'],21,,,,,,,,,,,,,,,,,,,Manchester City,36,00:21:21.222,Pass,
,,,,,,,,,,,,,,,0.26904,,,,,,,,,,,,,,9b219f98-536d-4666-8dcd-69dec9902e30,919,,"[79.2, 8.9]",3754320,21,,,,,-1.8301281,,Right Foot,,,"[77.9, 4.0]",,Low Pass,,5.0695167,,,Aleksandar Kolarov,5596.0,,,,,,,1,From Throw In,Raheem Sterling,3233.0,Left Midfield,40,Manchester City,36,['d8199906-bd46-47a0-a488-2e672a27edcc'],22,,,,,,,,,,,,,,,,,,,Manchester City,36,00:21:22.359,Pass,
,,,,,,,,,,,,,,,2.384405,,,,,,,,,,,,,,25bb8b8a-0404-4bb3-a020-eeaf1062f19d,928,,"[51.2, 80.0]",3754320,21,,,,,-2.796037,,,,,"[36.2, 74.6]",,Low Pass,,15.942396,,,José Miguel da Rocha Fonte,3960.0,,,,,,Throw-in,1,From Throw In,Rhu-endly Martina,3590.0,Right Back,42,Southampton,25,['bf3a22ad-6c91-4146-bb31-407e5743f2d2'],34,,,,,,,,,,,,,,,,,,,Southampton,25,00:21:34.602,Pass,
,,,,,,,,,,,,,,,2.082914,,,,,,,,,,,,,,b3ba7dd6-126e-4ef0-9741-4c17509021de,931,,"[38.8, 72.7]",3754320,21,,,,,-1.5996345,,Right Foot,,,"[37.9, 41.5]",,Ground Pass,,31.212978,,,Virgil van Dijk,3669.0,,,,,,,1,From Throw In,José Miguel da Rocha Fonte,3960.0,Right Center Back,42,Southampton,25,['dc7f1bee-da3a-453d-a586-0c1f61c870fd'],37,,,,,,,,,,,,,,,,,,,Southampton,25,00:21:37.998,Pass,
,,,,,,,,,,,,,,,0.398844,,,,,,,,,,,,,,865fd05b-3936-4074-a793-314585771746,934,,"[56.1, 39.1]",3754320,21,,,,,-0.57790196,,Right Foot,,,"[67.6, 31.6]",,High Pass,,13.72953,Incomplete,,,,,,,,,,1,From Throw In,Virgil van Dijk,3669.0,Left Center Back,42,Southampton,25,['7389270c-45ed-4bbe-8afe-ed3fb6709012'],44,,,,,,,,,,,,,,,,,,,Southampton,25,00:21:44.732,Pass,
,,,,,,,,,,,,,,,3.93921,,,,,,,,,,,,,,f88603fc-e5f2-4e8e-a0ca-604b0b3bd98d,938,,"[50.3, 22.2]",3754320,21,,True,,,2.3993776,,Right Foot,,,"[16.5, 53.2]",,Low Pass,,45.863274,,,Fraser Forster,3970.0,,,,,,,1,From Throw In,Jordy Clasie,16181.0,Left Center Midfield,42,Southampton,25,"['cd661259-59ce-45f3-9d56-708c11012d67', 'e14b65c4-ada7-407e-88f9-33c4f3882018']",47,,,,,,,,,,,,,,,,,,,Southampton,25,00:21:47.713,Pass,True
,,,,,,,,,,,,,,,6.808777,,,,,,,,,,,,,,08c5c92b-35b3-4c08-8e58-21f71cf1c76b,940,,"[15.4, 50.0]",3754320,21,,,,,-0.12300819,,Right Foot,,,"[106.8, 38.7]",,High Pass,,92.09587,Incomplete,,Sadio Mané,3629.0,,,,,,,1,From Throw In,Fraser Forster,3970.0,Goalkeeper,42,Southampton,25,"['a0e53837-4663-4cfa-9aa6-95808c4d38e1', 'f3e1614c-c6ae-496f-ade1-ba65deca1b6b']",56,,,,,,,,,,,,,,,,,,,Southampton,25,00:21:56.442,Pass,
,,,,,,,,,,,,,,,3.571233,,,,,,,,,,,,,,0c18de0f-b636-4697-ac38-891164b49c8f,943,,"[12.5, 49.8]",3754320,22,,True,,,0.67474097,,Keeper Arm,,,"[28.5, 62.6]",,Ground Pass,,20.489998,,,Pablo Javier Zabaleta Girod,3052.0,,,,,,,1,Regular Play,Joe Hart,3291.0,Goalkeeper,43,Manchester City,36,['2c163e24-3bc0-4e2a-b7d2-e26aeb4b966e'],4,,,,,,,,,,,,,,,,,,,Manchester City,36,00:22:04.758,Pass,
,,,,,,,,,,,,,,,1.022827,,,,,,,,,,,,,,58c9cab9-9436-4a0e-824a-f44740f22e7f,945,,"[37.1, 71.6]",3754320,22,,,,,-2.1781015,,Right Foot,,,"[28.9, 59.8]",,Ground Pass,,14.369412,,,Nicolás Hernán Otamendi,3090.0,,,,,,,1,Regular Play,Pablo Javier Zabaleta Girod,3052.0,Right Back,43,Manchester City,36,['a60adce0-2b32-4ba5-ba89-90c8ee4cd81b'],10,,,,,,,,,,,,,,,,,,,Manchester City,36,00:22:10.611,Pass,
,,,,,,,,,,,,,,,1.13798,,,,,,,,,,,,,,243b3ba3-b7e8-47f8-b115-e5a4b7f1e1f1,948,,"[28.9, 55.8]",3754320,22,,,,,-0.079378314,,Left Foot,,,"[37.7, 55.1]",,Ground Pass,,8.827797,,,Samir Nasri,20253.0,,,,,,,1,Regular Play,Nicolás Hernán Otamendi,3090.0,Right Center Back,43,Manchester City,36,['9e20954d-9878-4da1-a3a1-ba574ed82401'],13,,,,,,,,,,,,,,,,,,,Manchester City,36,00:22:13.509,Pass,
,,,,,,,,,,,,,,,1.752789,,,,,,,,,,,,,,d1992af7-e650-4d4f-bb14-ea3b1e0156a7,951,,"[37.7, 54.9]",3754320,22,,,,,-2.1759076,,Right Foot,,,"[29.4, 42.9]",,Ground Pass,,14.590751,,,Nicolás Hernán Otamendi,3090.0,,,,,,,1,Regular Play,Samir Nasri,20253.0,Right Midfield,43,Manchester City,36,['85a3aaa9-4f08-4343-b155-265b68a76bb8'],15,,,,,,,,,,,,,,,,,,,Manchester City,36,00:22:15.702,Pass,
,,,,,,,,,,,,,,,2.187922,,,,,,,,,,,,,,2c90dc17-4dba-4b49-b255-0cc67b0c515d,954,,"[29.4, 42.9]",3754320,22,,,,,-1.220125,,Right Foot,,,"[43.3, 4.9]",,Low Pass,,40.462452,,,Aleksandar Kolarov,5596.0,,,,,,,1,Regular Play,Nicolás Hernán Otamendi,3090.0,Right Center Back,43,Manchester City,36,['33cd9703-0c4d-40be-b829-db367b4b32b3'],17,,,,,,,,,,,,,,,,,,,Manchester City,36,00:22:17.675,Pass,
,,,,,,,,,,,,,,,1.184876,,,,,,,,,,,,,,e5468f71-40a0-44d4-9802-8f05297c6595,957,,"[43.5, 3.4]",3754320,22,,,,,0.32028642,,Left Foot,,,"[64.0, 10.2]",,Ground Pass,,21.59838,,,Wilfried Guemiand Bony,3598.0,,,,,,,1,Regular Play,Aleksandar Kolarov,5596.0,Left Back,43,Manchester City,36,['0bf0176e-89a1-4c59-a1a9-7010e97f8808'],21,,,,,,,,,,,,,,,,,,,Manchester City,36,00:22:21.771,Pass,
,,,,,,,,,,,,,,,1.029953,,,,,,,,,,,,,,d30c0069-bf97-4cf1-b922-5977a56e998c,961,,"[64.4, 9.1]",3754320,22,,,,,-1.1341692,,Left Foot,,,"[67.2, 3.1]",,Ground Pass,,6.621178,,,Raheem Sterling,3233.0,,,,,,,1,Regular Play,Wilfried Guemiand Bony,3598.0,Left Center Forward,43,Manchester City,36,"['b0886695-9ec4-4360-b1c6-b772a4037603', 'db77380c-bdfd-4f7b-b357-981978340f9a']",23,,,,,,,,,,,,,,,,,,,Manchester City,36,00:22:23.108,Pass,True
,,,,,,,,,,,,,,,1.716039,,,,,,,,,,,,,,4f7d8ade-6567-4bec-84b2-9bd17a2993d4,965,,"[66.6, 5.3]",3754320,22,,,,,0.99869347,,Right Foot,,,"[75.1, 18.5]",,High Pass,,15.7,Incomplete,,,,,,,,,,1,Regular Play,Raheem Sterling,3233.0,Left Midfield,43,Manchester City,36,"['4ddbcf75-6ac1-433c-8751-a9f77a191ebc', 'e771c645-6dcc-4025-bf33-d9c91f246d66']",25,,,,,,,,,,,,,,,,,,,Manchester City,36,00:22:25.130,Pass,True
,,,,,,,,,,,,,,,1.503268,,,,,,,,,,,,,,e771c645-6dcc-4025-bf33-d9c91f246d66,966,,"[45.0, 61.6]",3754320,22,,,,,-0.026875248,,Right Foot,,,"[63.6, 61.1]",,Low Pass,,18.60672,Incomplete,,Sadio Mané,3629.0,,,,,,Recovery,1,Regular Play,Jordy Clasie,16181.0,Left Center Midfield,43,Manchester City,36,"['4f7d8ade-6567-4bec-84b2-9bd17a2993d4', 'd0193729-91a4-40f8-a20a-75fc94433313', 'f4b977c7-94d1-4646-b838-5315f8f94735']",26,,,,,,,,,,,,,,,,,,,Southampton,25,00:22:26.846,Pass,
,,,,,,,,,,,,,,,1.221982,,,,,,,,,,,,,,82a22de0-f5b9-4fdf-9ce7-a2f12f25002f,971,,"[59.7, 16.2]",3754320,22,,,,,-2.082027,,Right Foot,,,"[57.4, 12.1]",,Ground Pass,,4.7010636,Incomplete,,Aleksandar Kolarov,5596.0,,,,,,,1,Regular Play,Fernando Luiz Rosa,3054.0,Right Center Midfield,43,Manchester City,36,"['0322299a-36aa-4f9c-abc8-5a584c771dd2', '3fbf05f7-aaaa-465c-9518-57e53d675b14', 'd9b274d6-770e-4ba4-a4e8-e228eedca3ff']",29,,,,,,,,,,,,,,,,,,,Manchester City,36,00:22:29.453,Pass,True
,,,,,,,,,,,,,,,2.079583,,,,,,,,,,,,,,d44f0406-0f9f-4959-8378-f49ae4a7b272,976,,"[68.5, 65.8]",3754320,22,,,,,0.2547215,,Left Foot,,,"[95.0, 72.7]",,Ground Pass,,27.383572,,,Shane Long,3842.0,,,,,,,1,Regular Play,Steven Davis,3828.0,Center Attacking Midfield,43,Manchester City,36,"['2c783e3a-0587-4f2a-843d-5d14e61f7f20', 'f0d86790-0fbd-408a-b09d-193a84917456']",32,,,,,,,,,,,,,,,,,,,Southampton,25,00:22:32.672,Pass,True
,,,,,,,,,,,,,,,2.168618,,,,,,,,,,,,,,0dc0fc85-3e57-4efa-990c-a10f4e98d1bc,979,,"[101.6, 72.3]",3754320,22,,,,,-1.2933716,,Right Foot,True,,"[110.2, 42.1]",,Ground Pass,,31.400637,Incomplete,,Sadio Mané,3629.0,,,,,,,1,Regular Play,Shane Long,3842.0,Center Forward,43,Manchester City,36,"['783d6cba-1c16-4068-a964-6065fd117d5d', 'c9716f72-7507-4993-a166-60b37d8c1882']",34,,,,,,,,,,,,,,,,,,,Southampton,25,00:22:34.872,Pass,
,,,,,,,,,,,,,,,2.433417,,,,,,,,,,,,,,9c4f9966-2940-4203-a9ad-ec3f728887cf,982,,"[9.5, 42.7]",3754320,22,,True,,,0.7763894,,Keeper Arm,,,"[43.1, 75.7]",,Ground Pass,,47.095222,,,Samir Nasri,20253.0,,,,,,,1,From Keeper,Joe Hart,3291.0,Goalkeeper,44,Manchester City,36,['655bcc0c-86cc-4904-89e7-b75c1183d86e'],50,,,,,,,,,,,,,,,,,,,Manchester City,36,00:22:50.357,Pass,
,,,,,,,,,,,,,,,1.17827,,,,,,,,,,,,,,6fa06d49-daa9-4f3a-8f44-915c039a871e,984,,"[39.0, 64.7]",3754320,22,,,,,-2.8341951,,Right Foot,,,"[26.4, 60.7]",,Ground Pass,,13.219683,,,Nicolás Hernán Otamendi,3090.0,,,,,,,1,From Keeper,Samir Nasri,20253.0,Right Midfield,44,Manchester City,36,['d34a0225-cdbc-4a5b-834b-d80c2a3587a4'],53,,,,,,,,,,,,,,,,,,,Manchester City,36,00:22:53.718,Pass,
,,,,,,,,,,,,,,,2.585754,,,,,,,,,,,,,,ed68fc10-8da1-4366-a558-a61d70c05d7b,987,,"[28.3, 61.1]",3754320,22,,,,,-2.5035775,,Right Foot,,,"[7.8, 45.9]",,Ground Pass,,25.520384,,,Joe Hart,3291.0,,,,,,,1,From Keeper,Nicolás Hernán Otamendi,3090.0,Right Center Back,44,Manchester City,36,['03424ac3-6d68-4e13-ac54-bbb20cc1b696'],55,,,,,,,,,,,,,,,,,,,Manchester City,36,00:22:55.114,Pass,
,,,,,,,,,,,,,,,1.28868,,,,,,,,,,,,,,63d15f86-8de6-4ad8-93f2-db8ab6294be2,990,,"[7.8, 45.7]",3754320,23,,,,,0.71435684,,Right Foot,,,"[22.1, 58.1]",,Ground Pass,,18.927494,,,Nicolás Hernán Otamendi,3090.0,,,,,,,1,From Keeper,Joe Hart,3291.0,Goalkeeper,44,Manchester City,36,['96604ca0-95d2-493b-a026-665e77f2d3c8'],1,,,,,,,,,,,,,,,,,,,Manchester City,36,00:23:01.663,Pass,
,,,,,,,,,,,,,,,2.430488,,,,,,,,,,,,,,8e1ddf2d-10e4-4f7f-9d21-7ccc6f81ecb1,993,,"[22.1, 57.9]",3754320,23,,,,,-2.1513522,,Right Foot,,,"[7.8, 36.1]",,Ground Pass,,26.071632,,,Joe Hart,3291.0,,,,,,,1,From Keeper,Nicolás Hernán Otamendi,3090.0,Right Center Back,44,Manchester City,36,['bc4b00f5-b614-4551-8a47-9a582f7f9d9b'],6,,,,,,,,,,,,,,,,,,,Manchester City,36,00:23:06.347,Pass,
,,,,,,,,,,,,,,,1.333592,,,,,,,,,,,,,,52f4d345-a6b1-4652-bbac-02b90dd07091,996,,"[14.6, 32.2]",3754320,23,,,,,-1.137302,,Right Foot,,,"[22.7, 14.7]",,Ground Pass,,19.283672,,,Eliaquim Mangala,3389.0,,,,,,,1,From Keeper,Joe Hart,3291.0,Goalkeeper,44,Manchester City,36,['490e87d1-f066-4322-b419-bb97c4c7fd20'],10,,,,,,,,,,,,,,,,,,,Manchester City,36,00:23:10.262,Pass,
,,,,,,,,,,,,,,,1.293134,,,,,,,,,,,,,,dcadb007-06d1-4338-90e3-4a400f322a49,999,,"[23.2, 14.9]",3754320,23,,,,,-0.7378151,,Right Foot,,,"[36.4, 2.9]",,Ground Pass,,17.839283,,,Aleksandar Kolarov,5596.0,,,,,,,1,From Keeper,Eliaquim Mangala,3389.0,Left Center Back,44,Manchester City,36,['18e827fc-d2e9-423d-bc6c-5ba9a43c697b'],14,,,,,,,,,,,,,,,,,,,Manchester City,36,00:23:14.632,Pass,
,,,,,,,,,,,,,,,0.315147,,,,,,,,,,,,,,9338585b-ea43-4a81-ad39-6b7262736807,1002,,"[36.4, 2.9]",3754320,23,,,,,0.121352,,Left Foot,,,"[40.5, 3.4]",,Low Pass,,4.1303754,Incomplete,,,,,,,,,,1,From Keeper,Aleksandar Kolarov,5596.0,Left Back,44,Manchester City,36,['fa8d88aa-d0be-4a63-b0d4-a4cb63118421'],17,,,,,,,,,,,,,,,,,,,Manchester City,36,00:23:17.151,Pass,
,,,,,,,,,,,,,,,1.080822,,,,,,,,,,,,,,8ca7ce62-0d80-4703-a92b-9b58ef69f0e8,1007,,"[96.3, 55.1]",3754320,23,,,,,-1.7304984,,Left Foot,,,"[93.9, 40.2]",,Low Pass,,15.092051,,,Dušan Tadić,3831.0,,,,,,,1,Regular Play,Sadio Mané,3629.0,Right Wing,45,Southampton,25,"['44418546-7e45-4c05-9b90-ba64d001164d', '78ef4c6a-2130-4a4d-a40a-022e93385b37']",22,,,,,,,,,,,,,,,,,,,Southampton,25,00:23:22.925,Pass,True
,,,,,,,,,,,,,,,1.365805,,,,,,,,,,,,,,5ec3dedb-7545-4043-9e6e-b421aece58e3,1011,,"[93.7, 37.4]",3754320,23,,,,,1.9133772,,Left Foot,,,"[88.6, 51.7]",,Ground Pass,,15.182226,,,Victor Wanyama,3098.0,,,,,,,1,Regular Play,Dušan Tadić,3831.0,Left Wing,45,Southampton,25,['c4e3945e-4074-46e1-891a-0c9a2ee853ea'],25,,,,,,,,,,,,,,,,,,,Southampton,25,00:23:25.306,Pass,
,,,,,,,,,,,,,,,1.283584,,,,,,,,,,,,,,1e0a903c-4679-45eb-93bd-49ff0c4ba4c7,1014,,"[88.8, 55.4]",3754320,23,,,,,0.9747402,,Right Foot,,,"[100.4, 72.5]",,Ground Pass,,20.663252,,,Steven Davis,3828.0,,,,,,,1,Regular Play,Victor Wanyama,3098.0,Right Center Midfield,45,Southampton,25,['a4b6d585-20d6-40d4-8a10-209076ec677b'],26,,,,,,,,,,,,,,,,,,,Southampton,25,00:23:26.978,Pass,
,,,,,,,,,,,,,,,0.803414,,,,,,,,,,,,,,79b907fd-f7e8-4484-857e-8b9ae1500f6d,1017,,"[98.4, 73.5]",3754320,23,,,,,-1.2880169,,Left Foot,True,,"[106.1, 47.0]",,High Pass,,27.596014,Incomplete,,Sadio Mané,3629.0,,,,,,,1,Regular Play,Steven Davis,3828.0,Center Attacking Midfield,45,Southampton,25,"['33520f81-d604-4335-965e-5307b4fbc7e3', '3b57d6d9-9877-454a-b582-7f31e3331827']",30,,,,,,,,,,,,,,,,,,,Southampton,25,00:23:30.725,Pass,
,,,,,,,,,,,,,,,1.109943,,,,,,,,,,,,,,078a57f0-deb6-4001-a59c-e02386161e1b,1020,,"[89.0, 63.5]",3754320,23,,,,,-0.03736578,,Left Foot,,,"[99.7, 63.1]",,Low Pass,,10.707474,Incomplete,,Steven Davis,3828.0,,,,,,Recovery,1,Regular Play,Victor Wanyama,3098.0,Right Center Midfield,45,Southampton,25,"['56c28199-744d-42ee-812a-6bf286a62400', 'fd5b6d78-3431-4c3b-bec7-076e72c37188']",33,,,,,,,,,,,,,,,,,,,Southampton,25,00:23:33.052,Pass,
,,,,,,,,,,,,,,,3.223469,,,,,,,,,,,,,,9106b616-3698-4afc-842f-565e59d4341b,1024,,"[20.2, 16.0]",3754320,23,,,,,0.379314,,Left Foot,,,"[63.6, 33.3]",,High Pass,,46.72098,Incomplete,,,,,,,,,,1,Regular Play,Aleksandar Kolarov,5596.0,Left Back,45,Southampton,25,['27a6162a-3837-46c4-9ef5-0c6620187e4e'],35,,,,,,,,,,,,,,,,,,,Manchester City,36,00:23:35.282,Pass,
,,,,,,,,,,,,,,,1.554704,,,,,,,,,,,,,,27a6162a-3837-46c4-9ef5-0c6620187e4e,1025,,"[56.5, 46.8]",3754320,23,,,,,0.27746353,,Head,,,"[72.3, 51.3]",,High Pass,,16.42833,,,Victor Wanyama,3098.0,,,,,,Recovery,1,Regular Play,Virgil van Dijk,3669.0,Left Center Back,45,Southampton,25,"['11e26681-e367-48a6-a5b0-3e5eb0f4931f', '9106b616-3698-4afc-842f-565e59d4341b']",38,,,,,,,,,,,,,,,,,,,Southampton,25,00:23:38.505,Pass,
,,,,,,,,,,,,,,,1.330054,,,,,,,,,,,,,,3b62d5c0-d05e-441b-a54b-f7b4ffdb1847,1028,,"[72.3, 54.9]",3754320,23,,,,,2.352894,,Right Foot,,,"[57.2, 70.1]",,Ground Pass,,21.425451,,,José Miguel da Rocha Fonte,3960.0,,,,,,,1,Regular Play,Victor Wanyama,3098.0,Right Center Midfield,45,Southampton,25,['e7d82554-4906-452b-951f-264998a1021d'],40,,,,,,,,,,,,,,,,,,,Southampton,25,00:23:40.801,Pass,
,,,,,,,,,,,,,,,1.943965,,,,,,,,,,,,,,fcbcfa0b-9b5a-4062-82d2-5903cd1a01a8,1031,,"[57.2, 70.1]",3754320,23,,,,,0.2440021,,Right Foot,,,"[81.3, 76.1]",,Ground Pass,,24.835659,,,Rhu-endly Martina,3590.0,,,,,,,1,Regular Play,José Miguel da Rocha Fonte,3960.0,Right Center Back,45,Southampton,25,['d79345ef-7b1a-40b8-960c-b2593204e36b'],42,,,,,,,,,,,,,,,,,,,Southampton,25,00:23:42.729,Pass,
,,,,,,,,,,,,,,,2.401885,,,,,,,,,,,,,,0e761ca0-eaa8-45dc-94cc-6fa1d79fb7d7,1034,,"[86.9, 77.6]",3754320,23,,,,,-2.8696542,,Right Foot,,,"[66.1, 71.8]",,Ground Pass,,21.593517,,,José Miguel da Rocha Fonte,3960.0,,,,,,,1,Regular Play,Rhu-endly Martina,3590.0,Right Back,45,Southampton,25,['1c386ab4-61ac-4c9e-8e18-38be5491b6d0'],47,,,,,,,,,,,,,,,,,,,Southampton,25,00:23:47.221,Pass,
,,,,,,,,,,,,,,,1.520887,,,,,,,,,,,,,,669f5c77-cc9a-487a-ac46-e66ed22d2b19,1037,,"[65.5, 70.8]",3754320,23,,,,,-1.0234034,,Right Foot,,,"[71.9, 60.3]",,Ground Pass,,12.296747,,,Jordy Clasie,16181.0,,,,,,,1,Regular Play,José Miguel da Rocha Fonte,3960.0,Right Center Back,45,Southampton,25,['633c6664-ee67-4aba-a668-e0e1ec020dab'],50,,,,,,,,,,,,,,,,,,,Southampton,25,00:23:50.117,Pass,
