bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.281179,,,,,,,,,,,,,,4e5d55d5-36b9-4760-9caa-0724be724599,56,,"[71.5, 47.8]",3754335,0,,,,-2.4877827,,Right Foot,,,,"[63.8, 41.9]",,Ground Pass,,9.700516,,,Graham Dorrans,16334.0,,,,,,,1,Regular Play,Steven Whittaker,11124.0,Right Back,4,Norwich City,56,"['5d7531c3-eb72-4dc8-adc5-206c091b6b6d', 'a44284a7-04f2-4fcf-80e0-5f4987cad319']",36,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:36.526,Pass,True
,,,,,,,,,,,,,,,,,2.072959,,,,,,,,,,,,,,e0c3c845-f96d-4534-b56c-712df647b361,59,,"[65.9, 41.5]",3754335,0,,,,-1.5679795,,Right Foot,,,,"[66.0, 6.0]",,Ground Pass,,35.50014,,,Robert Brady,10967.0,,,,,,,1,Regular Play,Graham Dorrans,16334.0,Left Defensive Midfield,4,Norwich City,56,['36547774-a544-48e6-9544-91c7c8f59ac8'],38,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:38.512,Pass,
,,,,,,,,,,,,,,,,,1.306112,,,,,,,,,,,,,,601162b7-5fb0-40fe-89fa-4d8aefd6c062,62,,"[77.8, 9.4]",3754335,0,,,,-0.5815649,,Right Foot,,,,"[88.6, 2.3]",,Ground Pass,,12.924783,,,Matt Jarvis,22594.0,,,,,,,1,Regular Play,Robert Brady,10967.0,Left Back,4,Norwich City,56,['56c0e5c7-8f98-4f22-a8cc-8261c5287a44'],42,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:42.249,Pass,
,,,,,,,,,,,,,,,,,1.137854,,,,,,,,,,,,,,f09f6fc1-3a9b-46e1-808f-3eab5761a0bf,65,,"[88.6, 2.3]",3754335,0,,,,1.815775,,Right Foot,,,,"[85.4, 15.1]",,Ground Pass,,13.193938,,,Graham Dorrans,16334.0,,,,,,,1,Regular Play,Matt Jarvis,22594.0,Left Midfield,4,Norwich City,56,['56e37700-7c5d-4d19-a162-fefc82f126dd'],46,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:46.355,Pass,
,,,,,,,,,,,,,,,,,2.449892,,,,,,,,,,,,,,a5ffb97d-d546-484e-acdf-2dccf16c4f84,69,,"[83.8, 19.0]",3754335,0,,,,1.5750517,,Right Foot,,,,"[83.6, 66.0]",,Low Pass,,47.000427,,,Steven Whittaker,11124.0,,,True,,,,1,Regular Play,Graham Dorrans,16334.0,Left Defensive Midfield,4,Norwich City,56,"['4eb39a82-0145-4fa3-8f22-f81ee0c3d697', 'ced4f634-ce3e-48ae-9c78-122b51538adb']",50,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:50.264,Pass,True
,,,,,,,,,,,,,,,,,0.980481,,,,,,,,,,,,,,bee6787f-3000-409c-a66a-dffb8f2d8d3e,72,,"[84.4, 63.4]",3754335,0,,,,-1.2853721,,Right Foot,,,,"[92.0, 37.5]",,Low Pass,,26.992035,Incomplete,,,,,,,,,,1,Regular Play,Steven Whittaker,11124.0,Right Back,4,Norwich City,56,['d08ff9e9-e182-4d64-bb30-99a2f581e6e2'],54,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:54.876,Pass,
,,,,,,,,,,,,,,,,,4.735366,,,,,,,,,,,,,,d08ff9e9-e182-4d64-bb30-99a2f581e6e2,73,,"[28.1, 42.6]",3754335,0,,,,-0.44408336,,Left Foot,,,,"[85.9, 15.1]",,High Pass,,64.008514,Incomplete,,Jamie Vardy,10960.0,,,,,,Recovery,1,Regular Play,Danny Drinkwater,3662.0,Right Center Midfield,4,Norwich City,56,"['77358ee1-f804-4e54-bc85-b2b77cab942b', 'bee6787f-3000-409c-a66a-dffb8f2d8d3e', 'e2974385-d066-4a59-a4b9-d8a230b9b3e7']",55,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:55.857,Pass,
,,,,,,,,,,,,,,,,,3.786622,,,,,,,,,,,,,,75dcf087-2f49-47ef-90a5-ee0bf042ffe3,77,,"[82.9, 0.1]",3754335,1,,,,0.5191461,,,,,,"[120.0, 21.3]",,High Pass,,42.729965,Out,,Jeffrey Schlupp,3520.0,,,,,,Throw-in,1,From Throw In,Christian Fuchs,3812.0,Left Back,5,Leicester City,22,['198fc291-d02f-4c77-8950-b93ac0913e5c'],21,,,,,,,,,,,,,,,,,,Leicester City,22,00:01:21.420,Pass,
,,,,,,,,,,,,,,,,,2.614914,,,,,,,,,,,,,,189470ae-9498-49a2-95cb-576a810a60dc,79,,"[6.0, 36.0]",3754335,1,,,,-1.1154819,,Right Foot,,,,"[17.8, 11.9]",,Ground Pass,,26.833748,,,Sébastien Aymar Bassong Nguena,31296.0,,,,,,Goal Kick,1,From Goal Kick,John Ruddy,23635.0,Goalkeeper,6,Norwich City,56,['faa2e807-0a75-414a-89f0-c9d244cafa2a'],37,,,,,,,,,,,,,,,,,,Norwich City,56,00:01:37.132,Pass,
,,,,,,,,,,,,,,,,,1.26312,,,,,,,,,,,,,,3023e673-0544-4033-9761-2a221b09c869,81,,"[17.5, 11.8]",3754335,1,,,,2.2588599,,Left Foot,,,,"[4.1, 28.1]",,Ground Pass,,21.100948,,,John Ruddy,23635.0,,,,,,,1,From Goal Kick,Sébastien Aymar Bassong Nguena,31296.0,Left Center Back,6,Norwich City,56,['b487aab1-e442-4585-84a8-028bb37f6a5c'],39,,,,,,,,,,,,,,,,,,Norwich City,56,00:01:39.747,Pass,
,,,,,,,,,,,,,,,,,1.387661,,,,,,,,,,,,,,e33d8e55-cc07-416f-ac42-21e3f3984e2e,85,,"[5.9, 25.3]",3754335,1,,,,0.32175055,,Left Foot,,,,"[23.0, 31.0]",,Ground Pass,,18.024982,,,Alexander Banor Tettey,9463.0,,,,,,,1,From Goal Kick,John Ruddy,23635.0,Goalkeeper,6,Norwich City,56,"['1e5871fd-d041-4555-a5a0-c61aa3fcd06b', 'bc4140d3-70b2-4f43-920f-0cc5bb050736']",41,,,,,,,,,,,,,,,,,,Norwich City,56,00:01:41.855,Pass,True
,,,,,,,,,,,,,,,,,1.310583,,,,,,,,,,,,,,ff01af08-277f-4db2-a95b-59b770fc35f8,88,,"[50.1, 55.6]",3754335,1,,,,1.241046,,Right Foot,,,,"[56.5, 74.3]",,Ground Pass,,19.764868,,,Steven Whittaker,11124.0,,,,,,,1,From Goal Kick,Alexander Banor Tettey,9463.0,Right Defensive Midfield,6,Norwich City,56,['4e57e541-b13f-403d-91dc-41b68fabdf34'],48,,,,,,,,,,,,,,,,,,Norwich City,56,00:01:48.756,Pass,
,,,,,,,,,,,,,,,,,1.92481,,,,,,,,,,,,,,21a3507c-c48c-457a-878d-7819e3f9fb7c,91,,"[56.5, 74.3]",3754335,1,,,,-2.6925578,,Right Foot,,,,"[37.2, 65.0]",,Ground Pass,,21.423819,,,Russell Martin,21212.0,,,,,,,1,From Goal Kick,Steven Whittaker,11124.0,Right Back,6,Norwich City,56,['f37565bb-09ef-4e18-b538-e6748b412fee'],51,,,,,,,,,,,,,,,,,,Norwich City,56,00:01:51.469,Pass,
,,,,,,,,,,,,,,,,,3.136115,,,,,,,,,,,,,,0e7cebc1-3010-4640-a783-361d5e85e873,94,,"[37.2, 64.8]",3754335,1,,,,-1.7013853,,Right Foot,,,,"[31.5, 21.4]",,Ground Pass,,43.77271,,,Sébastien Aymar Bassong Nguena,31296.0,,,True,,,,1,From Goal Kick,Russell Martin,21212.0,Right Center Back,6,Norwich City,56,['0906fd7f-55ed-4ea9-a2a4-83bb8bd8d93b'],53,,,,,,,,,,,,,,,,,,Norwich City,56,00:01:53.966,Pass,
,,,,,,,,,,,,,,,,,2.021833,,,,,,,,,,,,,,ca95422f-1558-49b3-a11a-453f2e38d155,97,,"[31.4, 20.7]",3754335,1,,,,-0.6604486,,Left Foot,,,,"[54.7, 2.6]",,Ground Pass,,29.504236,,,Robert Brady,10967.0,,,,,,,1,From Goal Kick,Sébastien Aymar Bassong Nguena,31296.0,Left Center Back,6,Norwich City,56,['8759954c-756e-461b-9ae4-9607da77a294'],57,,,,,,,,,,,,,,,,,,Norwich City,56,00:01:57.685,Pass,
,,,,,,,,,,,,,,,,,1.317854,,,,,,,,,,,,,,3af88602-c146-4bdc-ac9f-bee422294d85,101,,"[55.8, 8.9]",3754335,2,,,,2.94878,,Left Foot,,,,"[34.8, 13.0]",,Ground Pass,,21.396496,,,Sébastien Aymar Bassong Nguena,31296.0,,,,,,,1,From Goal Kick,Robert Brady,10967.0,Left Back,6,Norwich City,56,"['41ebefef-c46f-45c6-a6cc-958bc4fe511e', '888a0015-685d-4f6d-a7d1-3281e3c59ee3']",3,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:03.025,Pass,True
,,,,,,,,,,,,,,,,,1.650801,,,,,,,,,,,,,,6edb876e-5a48-41ba-8181-08942e9e0ac6,104,,"[33.7, 16.2]",3754335,2,,,,0.6073624,,Left Foot,,,,"[53.7, 30.1]",,Ground Pass,,24.355904,,,Graham Dorrans,16334.0,,,,,,,1,From Goal Kick,Sébastien Aymar Bassong Nguena,31296.0,Left Center Back,6,Norwich City,56,['2237959d-68f1-4609-81fd-3f3c2f7e3b0c'],5,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:05.774,Pass,
,,,,,,,,,,,,,,,,,2.379648,,,,,,,,,,,,,,5fef0183-4edc-41b6-9b34-17c547a9e89d,108,,"[53.7, 30.3]",3754335,2,,,,1.8188443,,Right Foot,,,,"[44.0, 68.6]",,Ground Pass,,39.50924,,,Russell Martin,21212.0,,,,,,,1,From Goal Kick,Graham Dorrans,16334.0,Left Defensive Midfield,6,Norwich City,56,"['9679617c-a1e5-4037-addd-67fbb8a03065', 'bb32a884-a4b7-43f1-8bf9-942111899f98']",7,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:07.545,Pass,True
,,,,,,,,,,,,,,,,,1.048562,,,,,,,,,,,,,,4cce8727-a416-4029-b722-2195b2e3d0cb,111,,"[60.5, 60.9]",3754335,2,,,,-0.48928303,,Right Foot,,,,"[83.6, 48.6]",,Low Pass,,26.170593,,,Cameron Jerome,4807.0,,,,,,,1,From Goal Kick,Russell Martin,21212.0,Right Center Back,6,Norwich City,56,['8d4ed80e-03cc-4f38-8c46-0773717a917f'],12,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:12.232,Pass,
,,,,,,,,,,,,,,,,,3.084969,,,,,,,,,,,,,,7bfca1ac-1ef0-4b8d-8803-d419c5ecd9f0,114,,"[83.5, 48.3]",3754335,2,,,,0.62751913,,Right Foot,,,,"[106.8, 65.2]",,Low Pass,,28.783676,Incomplete,,Jonathan Howson,9578.0,,,,,,,1,From Goal Kick,Cameron Jerome,4807.0,Center Forward,6,Norwich City,56,"['027cb632-25ce-4517-bc89-3d6ec2e274d8', '58a0a762-919a-4936-b3b3-b28aeee0e8ff']",13,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:13.336,Pass,
,,,,,,,,,,,,,,,,,2.507371,,,,,,,,,,,,,,8a0cd20e-680b-443f-b3d6-346f57ad2ee2,118,,"[15.3, 0.1]",3754335,2,,,,0.18986747,,,,,,"[46.0, 6.0]",,High Pass,,31.261797,Incomplete,,Jamie Vardy,10960.0,,,,,,Throw-in,1,From Throw In,Christian Fuchs,3812.0,Left Back,7,Leicester City,22,"['6a0aa6cd-494c-40f2-8423-9d1b73480c9c', 'aa903bfa-316c-4c52-8fa5-9973341b99a6']",27,,,,,,,,,,,,,,,,,,Leicester City,22,00:02:27.839,Pass,
,,,,,,,,,,,,,,,,,1.455018,,,,,,,,,,,,,,6a0aa6cd-494c-40f2-8423-9d1b73480c9c,120,,"[74.1, 74.1]",3754335,2,,,,-0.0747269,,Head,,,,"[92.8, 72.7]",,High Pass,,18.752333,Incomplete,,Wes Hoolahan,10966.0,,,,,,Recovery,1,From Throw In,Steven Whittaker,11124.0,Right Back,7,Leicester City,22,"['52101615-32a1-45ca-91c4-afc9275c3cda', '8a0cd20e-680b-443f-b3d6-346f57ad2ee2', 'ecfb8f43-9076-410e-9fca-ae8e4ef13958']",30,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:30.347,Pass,
,,,,,,,,,,,,,,,,,1.668374,,,,,,,,,,,,,,52101615-32a1-45ca-91c4-afc9275c3cda,122,,"[27.3, 7.4]",3754335,2,,,,0.28151804,,Left Foot,,,,"[56.0, 15.7]",,High Pass,,29.876078,Incomplete,,Shinji Okazaki,3810.0,,,,,,Recovery,1,From Throw In,Christian Fuchs,3812.0,Left Back,7,Leicester City,22,"['21b973fd-61c0-49b5-8dd2-5f9f852ae32f', '6a0aa6cd-494c-40f2-8423-9d1b73480c9c', '806f6640-63e0-4e9a-8879-08c6b899272b']",31,,,,,,,,,,,,,,,,,,Leicester City,22,00:02:31.802,Pass,
,,,,,,,,,,,,,,,,,0.533608,,,,,,,,,,,,,,4cac9901-2b78-4cd4-be57-a40cb9f3c3fc,126,,"[68.2, 71.8]",3754335,2,,,,-0.63502675,,Right Foot,,,,"[77.7, 64.8]",,Ground Pass,,11.800424,Incomplete,,Cameron Jerome,4807.0,,,,,,,1,Regular Play,Alexander Banor Tettey,9463.0,Right Defensive Midfield,8,Norwich City,56,"['19b39f78-c725-4c27-966f-c4296897934d', 'a3e8b8e3-f313-4cd0-a322-39816816d4b9']",36,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:36.046,Pass,
,,,,,,,,,,,,,,,,,1.007839,,,,,,,,,,,,,,8cab58a5-ca3c-461c-a6ec-cbe511eff170,131,,"[79.9, 65.0]",3754335,2,,,,-2.5991611,,Left Foot,,,,"[72.6, 60.6]",,Ground Pass,,8.523497,,,Alexander Banor Tettey,9463.0,,,,,,,1,Regular Play,Wes Hoolahan,10966.0,Center Attacking Midfield,8,Norwich City,56,['ebca59fd-c990-41d9-9608-7f31f8e8bd59'],38,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:38.035,Pass,
,,,,,,,,,,,,,,,,,0.985296,,,,,,,,,,,,,,24d1e9b2-edb7-47d3-a5c9-d9b8940ad7b0,133,,"[72.6, 60.3]",3754335,2,,,,-1.8741763,,Right Foot,,,,"[69.0, 48.8]",,Ground Pass,,12.050311,,,Graham Dorrans,16334.0,,,,,,,1,Regular Play,Alexander Banor Tettey,9463.0,Right Defensive Midfield,8,Norwich City,56,['622bc530-b3a6-4eac-8008-29dc526f2257'],39,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:39.043,Pass,
,,,,,,,,,,,,,,,,,0.935884,,,,,,,,,,,,,,671f21ee-64ae-4ce1-8fc4-704ea3c8797e,136,,"[65.7, 42.5]",3754335,2,,,,-0.61121565,,Right Foot,,,,"[79.4, 32.9]",,Ground Pass,,16.728718,,,Matt Jarvis,22594.0,,,,,,,1,Regular Play,Graham Dorrans,16334.0,Left Defensive Midfield,8,Norwich City,56,['03f52261-ff9b-47e6-9b8b-10eb16f58d73'],41,,,,,,,,,,,,,,,,,,Norwich City,56,00:02:41.184,Pass,
