bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1c0ef635-de6c-450f-8194-7f9ce3cf8c1f,1,,,3754335,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norwich City,56,,0,,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 23635, 'name': 'John Ruddy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 11124, 'name': 'Steven Whittaker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 21212, 'name': 'Russell Martin'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 31296, 'name': 'Sébastien Aymar Bassong Nguena'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 10967, 'name': 'Robert Brady'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 9463, 'name': 'Alexander Banor Tettey'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 16334, 'name': 'Graham Dorrans'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 9578, 'name': 'Jonathan Howson'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 8}, {'player': {'id': 22594, 'name': 'Matt Jarvis'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 16}, {'player': {'id': 10966, 'name': 'Wes Hoolahan'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 4807, 'name': 'Cameron Jerome'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Norwich City,56,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,bff7c2d1-a6f1-4590-a3d4-ae4bd96c504e,2,,,3754335,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norwich City,56,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3270, 'name': 'Danny Simpson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 3520, 'name': 'Jeffrey Schlupp'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 15}, {'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 20}]}",Leicester City,22,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,ebb4f031-e5f3-44cb-9b86-f5154179a4da,3,,,3754335,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norwich City,56,['069c7d65-d863-47ed-9d12-77f95b84e9b9'],0,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,069c7d65-d863-47ed-9d12-77f95b84e9b9,4,,,3754335,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Norwich City,56,['ebb4f031-e5f3-44cb-9b86-f5154179a4da'],0,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,a3197c67-5799-4070-a5e4-c02210d18c74,1705,,,3754335,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,92,Norwich City,56,['6141b1ba-08d0-4216-b148-2e88c32fd02e'],0,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6141b1ba-08d0-4216-b148-2e88c32fd02e,1706,,,3754335,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,92,Norwich City,56,['a3197c67-5799-4070-a5e4-c02210d18c74'],0,,,,,,,,,,,,,,,,,,Norwich City,56,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.783234,,,,,,,,,,,,,,84a7d545-253e-48ec-a25b-5ef6394ff9b9,5,,"[61.0, 40.1]",3754335,0,,,,1.4337301,,Right Foot,,,,"[61.4, 43.0]",,Ground Pass,,2.9274561,,,Shinji Okazaki,3810.0,,,,,,Kick Off,1,From Kick Off,N''Golo Kanté,3961.0,Left Center Midfield,2,Leicester City,22,['2fd1443d-1805-4d7a-afa9-c188c3537e1a'],0,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.262,Pass,
,,,,,,,,,,,,,,,,,1.172635,,,,,,,,,,,,,,ec766f74-3fa8-45e8-80ef-8d42bb4a6ace,8,,"[62.0, 43.4]",3754335,0,,,,-2.5956073,,Right Foot,,,,"[54.1, 38.6]",,Ground Pass,,9.2439165,,,Danny Drinkwater,3662.0,,,,,,,1,From Kick Off,Shinji Okazaki,3810.0,Left Center Forward,2,Leicester City,22,['a2659704-fc8c-4e7a-a2e3-cb67b06ac395'],1,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:01.085,Pass,
,,,,,,,,,,,,,,,,,3.004318,,,,,,,,,,,,,,ce3351bc-5ec9-4931-ac21-fec2819344ca,11,,"[54.1, 38.6]",3754335,0,,,,0.85320354,,Right Foot,,,,"[89.1, 78.7]",,High Pass,,53.22603,Incomplete,,Jamie Vardy,10960.0,,,True,,,,1,From Kick Off,Danny Drinkwater,3662.0,Right Center Midfield,2,Leicester City,22,"['523326a6-ab70-497a-ac71-221fabd5376d', '60cf33f3-7143-4814-83b8-0ddd2bc4160a']",2,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:02.511,Pass,
,,,,,,,,,,,,,,,,,1.290251,,,,,,,,,,,,,,085550ad-7fdb-46f8-8795-49f1e025ea01,15,,"[88.7, 80.0]",3754335,0,,,,-1.0149255,,,,,,"[96.9, 66.8]",,Low Pass,,15.539627,,,Shinji Okazaki,3810.0,,,,,,Throw-in,1,From Throw In,Danny Simpson,3270.0,Right Back,3,Leicester City,22,['4332b5fb-7448-48c5-81f6-3f296f415005'],13,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:13.964,Pass,
,,,,,,,,,,,,,,,,,1.231023,,,,,,,,,,,,,,b3c25556-737f-49fd-867d-d3414a829db2,19,,"[89.7, 63.0]",3754335,0,,,,-3.0433187,,Right Foot,,,,"[75.5, 61.6]",,Ground Pass,,14.268847,,,N''Golo Kanté,3961.0,,,,,,,1,From Throw In,Shinji Okazaki,3810.0,Left Center Forward,3,Leicester City,22,['40ed18ec-10ee-4724-b4be-1fe908fab128'],17,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:17.716,Pass,
,,,,,,,,,,,,,,,,,1.444782,,,,,,,,,,,,,,206e2a45-9e72-49c7-93c8-f63d4a44bbea,22,,"[75.4, 59.4]",3754335,0,,,,-1.7859331,,Right Foot,,,,"[69.5, 32.4]",,Low Pass,,27.637114,,,Christian Fuchs,3812.0,,,,,,,1,From Throw In,N''Golo Kanté,3961.0,Left Center Midfield,3,Leicester City,22,['876708ba-b69e-4268-ac0e-8301719b8417'],19,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:19.443,Pass,
,,,,,,,,,,,,,,,,,0.837199,,,,,,,,,,,,,,0378db82-bc45-451d-a522-af69bc99c92b,33,,"[46.8, 5.3]",3754335,0,,,,1.1712809,,Right Foot,,,,"[50.6, 14.3]",,Ground Pass,,9.76934,,,N''Golo Kanté,3961.0,,,,,,,1,From Throw In,Christian Fuchs,3812.0,Left Back,3,Leicester City,22,"['0b60940c-c943-4051-8716-e2230e8f06a1', '1314b02b-4754-4e86-b72a-0335873c7db7']",29,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:29.378,Pass,True
,,,,,,,,,,,,,,,,,0.651242,,,,,,,,,,,,,,64576c35-e77b-448b-8bc8-9277892f78a2,35,,"[51.6, 20.1]",3754335,0,,,,-2.3036115,,Right Foot,,,,"[46.2, 14.1]",,Ground Pass,,8.072174,,,Christian Fuchs,3812.0,,,,,,,1,From Throw In,N''Golo Kanté,3961.0,Left Center Midfield,3,Leicester City,22,['cce1243f-f00c-4556-9764-c750f8175d88'],30,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:30.216,Pass,
,,,,,,,,,,,,,,,,,0.790446,,,,,,,,,,,,,,5cee5e1f-19db-4d53-a297-0d0543ff618d,38,,"[46.2, 14.3]",3754335,0,,,,0.112202816,,Left Foot,,,,"[53.3, 15.1]",,Ground Pass,,7.1449285,,,N''Golo Kanté,3961.0,,,,,,,1,From Throw In,Christian Fuchs,3812.0,Left Back,3,Leicester City,22,['6418ea9c-cf9e-426c-b093-10fbcf5c902b'],31,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:31.198,Pass,
