50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,3.659446,,,,,,,,,,,,,91b59bb0-58c0-433e-8d14-1dcbeb8df5b4,17,,,"[24.0, 17.2]",3754083,0,,,,,0.07511168,,Left Foot,,,,"[93.1, 22.4]",,High Pass,,69.29538,,,Incomplete,,,,,,,,,1,From Kick Off,Damien Delaney,3693.0,Left Center Back,2,Crystal Palace,31,['98cb648a-9bf1-499a-826d-75125472df62'],12,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:12.064,Pass,
,,,,,,,,,,,,,,,,,,,1.216186,,,,,,,,,,,,,04892f90-21d2-4a10-86dd-08aad3935526,21,,,"[76.5, 23.9]",3754083,0,,,,,-1.1237218,,Left Foot,,,,"[87.0, 2.0]",,Ground Pass,,24.287033,,,,,Wilfried Zaha,3507.0,,,,,,1,From Kick Off,Jason Puncheon,19688.0,Right Wing,2,Crystal Palace,31,['1513f542-782e-45a8-bd98-1ef4fc6692fc'],18,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:18.477,Pass,
,,,,,,,,,,,,,,,,,,,0.710249,,,,,,,,,,,,,d3a99fd7-bde1-4f59-9fbc-66d75fa8be96,29,,,"[98.1, 15.0]",3754083,0,,,,,2.2679887,,Right Foot,,,,"[91.4, 23.0]",,Ground Pass,,10.435037,,,,,Jason Puncheon,19688.0,,,,,,1,From Kick Off,Wilfried Zaha,3507.0,Left Wing,2,Crystal Palace,31,"['2fd19017-aad3-45c2-8af5-0d8a0fba7e5f', 'b92c7d78-e904-42a0-b3de-113eb3168d11']",22,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:22.901,Pass,True
,,,,,,,,,,,,,,,,,,,2.544153,,,,,,,,,,,,,eedda125-a956-48e0-ab76-34445df1d864,40,,,"[90.7, 11.1]",3754083,0,,,,,-0.39615583,,Left Foot,,,,"[111.5, 2.4]",,Low Pass,,22.546175,,,,,Bakary Sako,3469.0,,,,,,1,From Kick Off,Jason Puncheon,19688.0,Right Wing,2,Crystal Palace,31,['9f6804d2-c1fa-4337-a84a-43abfb837835'],26,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:26.529,Pass,
,,,,,,,,,,,,,,,,,,,0.300529,,,,,,,,,,,,,5c183258-be82-4685-81ac-481b42a3c672,44,,,"[118.3, 14.1]",3754083,0,,,,,1.3521274,,Left Foot,,,,"[118.5, 15.0]",,Ground Pass,,0.92195445,,,Incomplete,,,,,,,,,1,From Kick Off,Bakary Sako,3469.0,Center Attacking Midfield,2,Crystal Palace,31,"['6d4a3025-f664-4011-b02d-14ffc21bf7b8', '71f6bcd5-692c-490b-a337-fbd31bb78eb8']",32,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:32.040,Pass,True
,,,,,,,,,,,,,,,,,,,2.168034,,,,,,,,,,,,,cf7b51ea-ea22-4268-8503-49418551ce44,46,,,"[120.0, 0.1]",3754083,0,,,,,2.497428,,Right Foot,,,,"[95.9, 18.2]",,Ground Pass,,30.140007,,,,,Bakary Sako,3469.0,,,,,Corner,1,From Corner,Yohan Cabaye,3277.0,Left Defensive Midfield,3,Crystal Palace,31,['13b84d24-d717-4269-976b-e77aacc2065c'],55,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:55.441,Pass,
,,,,,,,,,,,,,,,,,,,0.100432,,,,,,,,,,,,,8c135f0d-3b0b-43a8-b42c-5114e5e98c45,50,,,"[117.1, 7.1]",3754083,1,,,,,1.5707964,,Left Foot,,,,"[117.1, 8.5]",,Low Pass,,1.4,,,Incomplete,,,,,,,,,1,From Corner,Bakary Sako,3469.0,Center Attacking Midfield,3,Crystal Palace,31,['ad7a981d-a717-4f97-b8e9-9b40c2c0765e'],0,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:00.948,Pass,
,,,,,,,,,,,,,,,,,,,2.324791,,,,,,,,,,,,,38b25b28-c765-4a32-9a4d-805cf83a0a4d,52,,,"[120.0, 0.1]",3754083,1,,,,,1.9054494,,Left Foot,,,,"[103.9, 46.4]",,High Pass,,49.019382,,,Incomplete,True,Connor Wickham,20641.0,,True,Outswinging,,Corner,1,From Corner,Jason Puncheon,19688.0,Right Wing,4,Crystal Palace,31,"['4db1c17f-3e6c-4d62-9ec1-e67d198cc0c7', '634f7d77-5273-47e0-8f75-beb6f44dafe4']",25,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:25.894,Pass,
,,,,,,,,,,,,,,,,,,,1.393436,,,,,,,,,,,,,c26b48bc-d9a7-499f-a15e-1eb2291dfd39,56,,,"[85.7, 13.1]",3754083,1,,,,,-0.56173605,,Left Foot,,,,"[100.0, 4.1]",,Ground Pass,,16.89645,,,Pass Offside,,Jason Puncheon,19688.0,,,,,Recovery,1,From Corner,Pape N''Diaye Souaré,4884.0,Left Back,4,Crystal Palace,31,['575c0e0e-b312-4bfa-94f4-b10891479765'],31,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:31.058,Pass,
,,,,,,,,,,,,,,,,,,,3.158843,,,,,,,,,,,,,f551c8aa-a5d1-42da-a77b-ce7e93c0564b,58,,,"[24.2, 69.2]",3754083,1,,True,,,-2.1357403,,Right Foot,,,,"[8.1, 43.8]",,Ground Pass,,30.072744,,,,,Thibaut Courtois,3509.0,,,,,Free Kick,1,From Free Kick,Branislav Ivanović,5594.0,Right Back,5,Chelsea,33,['baa3691f-0c00-4f5d-bb7b-b9669d8a60a7'],43,,,,,,,,,,,,,,,,,,Chelsea,33,00:01:43.699,Pass,
,,,,,,,,,,,,,,,,,,,1.026879,,,,,,,,,,,,,bf16fe6a-e2b9-4973-b631-b31ee53f1cd0,60,,,"[8.4, 36.2]",3754083,1,,,,,-0.91467315,,Left Foot,,,,"[17.1, 24.9]",,Ground Pass,,14.261136,,,,,Gary Cahill,3645.0,,,,,,1,From Free Kick,Thibaut Courtois,3509.0,Goalkeeper,5,Chelsea,33,['b8f0bb95-6e0e-4b02-87bf-9eacdba41901'],48,,,,,,,,,,,,,,,,,,Chelsea,33,00:01:48.265,Pass,
,,,,,,,,,,,,,,,,,,,2.566039,,,,,,,,,,,,,8ef28ae6-b07c-4b83-9d2c-566ee3286ff4,63,,,"[17.5, 25.4]",3754083,1,,,,,1.5641519,,Right Foot,,,,"[17.7, 55.5]",,Ground Pass,,30.100664,,,,,Kurt Happy Zouma,3456.0,,,,,,1,From Free Kick,Gary Cahill,3645.0,Left Center Back,5,Chelsea,33,['836224a6-520e-4f69-9eda-d540feff7555'],50,,,,,,,,,,,,,,,,,,Chelsea,33,00:01:50.335,Pass,
,,,,,,,,,,,,,,,,,,,1.459907,,,,,,,,,,,,,00cacd36-8387-4942-a09d-06569a8de9ff,66,,,"[20.1, 56.6]",3754083,1,,,,,-0.44872335,,Right Foot,,,,"[36.3, 48.8]",,Ground Pass,,17.979988,,,,,Nemanja Matić,3381.0,,,,,,1,From Free Kick,Kurt Happy Zouma,3456.0,Right Center Back,5,Chelsea,33,['2869d0f5-0a20-4556-b8af-339d43fd47c1'],54,,,,,,,,,,,,,,,,,,Chelsea,33,00:01:54.070,Pass,
,,,,,,,,,,,,,,,,,,,1.40564,,,,,,,,,,,,,4152a759-9440-4009-8862-6caf934c0c9a,70,,,"[50.5, 52.5]",3754083,1,,,,,-1.250995,,Left Foot,,,,"[55.6, 37.1]",,Ground Pass,,16.222515,,,,,Willian Borges da Silva,3472.0,,,,,,1,From Free Kick,Nemanja Matić,3381.0,Left Defensive Midfield,5,Chelsea,33,"['37147452-733d-44c3-ac6e-ac479ea70df5', '704f8962-9a40-4c8b-9993-04c87468079e']",57,,,,,,,,,,,,,,,,,,Chelsea,33,00:01:57.614,Pass,True
,,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,d8bedecd-ad14-49d3-ab5b-b0aa8714c24e,73,,,"[51.5, 23.0]",3754083,2,,,,,-1.3300489,,Right Foot,,,,"[55.6, 6.3]",,Ground Pass,,17.19593,,,,,Eden Hazard,3621.0,,,,,,1,From Free Kick,Willian Borges da Silva,3472.0,Center Attacking Midfield,5,Chelsea,33,['ed5f9bd5-cf31-4e06-92b3-129fbd5d6c9a'],1,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:01.440,Pass,
,,,,,,,,,,,,,,,,,,,2.423102,,,,,,,,,,,,,4f819997-04a0-42d0-b9e3-7f83f10a0196,76,,,"[52.4, 7.2]",3754083,2,,,,,2.482032,,Right Foot,,,,"[33.7, 21.7]",,Ground Pass,,23.663052,,,,,Gary Cahill,3645.0,,,,,,1,From Free Kick,Eden Hazard,3621.0,Left Wing,5,Chelsea,33,['1ae9af07-e566-4079-b35f-8bda7a5d7ea6'],3,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:03.277,Pass,
,,,,,,,,,,,,,,,,,,,1.363897,,,,,,,,,,,,,d5345124-65ea-4128-82d2-6001b691a150,79,,,"[32.9, 25.6]",3754083,2,,,,,1.5379723,,Right Foot,,,,"[34.0, 59.1]",,Ground Pass,,33.518055,,,,,Kurt Happy Zouma,3456.0,,,,,,1,From Free Kick,Gary Cahill,3645.0,Left Center Back,5,Chelsea,33,['5aa7bf81-868a-4b5c-94c9-7bdbc21bea1d'],6,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:06.956,Pass,
,,,,,,,,,,,,,,,,,,,2.101069,,,,,,,,,,,,,ba3b5be9-0116-4e95-a3d6-85c6dca955b1,82,,,"[35.9, 58.9]",3754083,2,,,,,0.5852503,,Right Foot,,,,"[61.1, 75.6]",,Ground Pass,,30.231276,,,,,Branislav Ivanović,5594.0,,,,,,1,From Free Kick,Kurt Happy Zouma,3456.0,Right Center Back,5,Chelsea,33,['c50aa659-3a37-4765-a6fd-da5c30753ae5'],9,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:09.549,Pass,
,,,,,,,,,,,,,,,,,,,2.48296,,,,,,,,,,,,,b3551179-4ee6-4fd7-bfd9-310dc51ad66c,84,,,"[61.1, 75.6]",3754083,2,,,,,-3.0186207,,Right Foot,,,,"[43.3, 73.4]",,Ground Pass,,17.93544,,,,,Nemanja Matić,3381.0,,,,,,1,From Free Kick,Branislav Ivanović,5594.0,Right Back,5,Chelsea,33,['8432b2da-e0d4-4730-8962-846dc94a882d'],11,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:11.650,Pass,
,,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,8ec978b8-c65d-4287-962f-6b3fa738edb3,86,,,"[43.3, 73.4]",3754083,2,,,,,-1.9994178,,Left Foot,,,,"[36.4, 58.3]",,Ground Pass,,16.601807,,,,,Kurt Happy Zouma,3456.0,,,,,,1,From Free Kick,Nemanja Matić,3381.0,Left Defensive Midfield,5,Chelsea,33,['33e01114-82fe-4e51-b1ae-a22c9d2c9a37'],14,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:14.133,Pass,
,,,,,,,,,,,,,,,,,,,1.018449,,,,,,,,,,,,,2b375839-104c-40c6-a6ad-1c1c54258ac1,89,,,"[38.3, 57.5]",3754083,2,,,,,-0.11870534,,Right Foot,,,,"[49.2, 56.2]",,Ground Pass,,10.977249,,,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Free Kick,Kurt Happy Zouma,3456.0,Right Center Back,5,Chelsea,33,['aa501283-c8b4-470d-af1c-66a129db3902'],16,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:16.505,Pass,
,,,,,,,,,,,,,,,,,,,1.646803,,,,,,,,,,,,,7855cc02-3cbb-405c-9f45-7e3891695ab1,95,,,"[54.1, 54.0]",3754083,2,,True,,,-1.665748,,Left Foot,,,,"[53.3, 45.6]",,Ground Pass,,8.438009,,,,,Francesc Fàbregas i Soler,3478.0,,,,,Free Kick,1,From Free Kick,Nemanja Matić,3381.0,Left Defensive Midfield,6,Chelsea,33,['31613d78-91c1-4e04-8962-8840cf650e68'],34,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:34.030,Pass,
,,,,,,,,,,,,,,,,,,,2.243828,,,,,,,,,,,,,3f634824-47a4-43d7-ad21-a53fa0bdb4b4,97,,,"[53.3, 45.6]",3754083,2,,,,,-1.8014022,,Right Foot,,,,"[47.9, 22.6]",,Ground Pass,,23.62541,,,,,Gary Cahill,3645.0,,,,,,1,From Free Kick,Francesc Fàbregas i Soler,3478.0,Right Defensive Midfield,6,Chelsea,33,['fa455635-bb60-45c1-9016-c1810c485251'],35,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:35.885,Pass,
,,,,,,,,,,,,,,,,,,,1.722803,,,,,,,,,,,,,349b3f21-4522-4f68-a83f-f955e4d72713,100,,,"[63.1, 22.4]",3754083,2,,,,,-1.285839,,Right Foot,,,,"[68.9, 2.6]",,Ground Pass,,20.632013,,,,,César Azpilicueta Tanco,3957.0,,,,,,1,From Free Kick,Gary Cahill,3645.0,Left Center Back,6,Chelsea,33,['d1d2c2bb-9219-4943-893b-f04cfa21853b'],42,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:42.387,Pass,
,,,,,,,,,,,,,,,,,,,1.373165,,,,,,,,,,,,,941033c0-01c9-41ff-9e36-62ac6563c53b,103,,,"[68.9, 2.6]",3754083,2,,,,,1.4773196,,Right Foot,,,,"[71.3, 28.2]",,Ground Pass,,25.712254,,,,,Eden Hazard,3621.0,,,,,,1,From Free Kick,César Azpilicueta Tanco,3957.0,Left Back,6,Chelsea,33,['d87d3509-ef5a-486f-898e-c8f21c85b6d2'],44,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:44.762,Pass,
,,,,,,,,,,,,,,,,,,,1.074658,,,,,,,,,,,,,217fe265-4c60-4f67-997f-88a24ebe878e,106,,,"[71.3, 28.2]",3754083,2,,,,,-2.3932147,,Right Foot,,,,"[67.1, 24.3]",,Ground Pass,,5.731492,,,,,Willian Borges da Silva,3472.0,,,,,,1,From Free Kick,Eden Hazard,3621.0,Left Wing,6,Chelsea,33,['dab580fc-35ac-4257-bbd8-2ffd1e49c07e'],46,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:46.637,Pass,
,,,,,,,,,,,,,,,,,,,2.640982,,,,,,,,,,,,,4bc52f27-006f-4d13-88d6-7e6193e9daa8,109,,,"[66.9, 24.9]",3754083,2,,,,,1.2559581,,Right Foot,,,,"[83.9, 77.1]",,High Pass,,54.898453,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,True,,,,1,From Free Kick,Willian Borges da Silva,3472.0,Center Attacking Midfield,6,Chelsea,33,['c226ba94-8d70-4c10-b530-8e1a4dde7f15'],48,,,,,,,,,,,,,,,,,,Chelsea,33,00:02:48.207,Pass,
,,,,,,,,,,,,,,,,,,,1.736523,,,,,,,,,,,,,acf3bd61-d31e-4231-97c9-6ce2dd7648fc,113,,,"[77.0, 25.6]",3754083,3,,,,,-1.0648459,,Right Foot,,,,"[89.3, 3.4]",,Ground Pass,,25.379717,,,,,César Azpilicueta Tanco,3957.0,,,,,,1,From Free Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,6,Chelsea,33,['83d864e1-3565-43df-abbe-4d6f4f5643d7'],1,,,,,,,,,,,,,,,,,,Chelsea,33,00:03:01.664,Pass,
,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,6f9b0dae-d2e3-4bb1-b2a4-c8c3edb32bf3,116,,,"[87.0, 3.9]",3754083,3,,,,,2.8275049,,Right Foot,,,,"[55.6, 14.1]",,Ground Pass,,33.01515,,,,,Gary Cahill,3645.0,,,,,,1,From Free Kick,César Azpilicueta Tanco,3957.0,Left Back,6,Chelsea,33,['772c0ee6-b28e-440f-bf80-a237b023b450'],4,,,,,,,,,,,,,,,,,,Chelsea,33,00:03:04.826,Pass,
,,,,,,,,,,,,,,,,,,,1.787688,,,,,,,,,,,,,247d6466-3fb2-439d-be71-8e67074327a0,119,,,"[57.2, 27.1]",3754083,3,,,,,1.6083374,,Right Foot,,,,"[56.4, 48.4]",,Ground Pass,,21.315018,,,,,Kurt Happy Zouma,3456.0,,,,,,1,From Free Kick,Gary Cahill,3645.0,Left Center Back,6,Chelsea,33,['157e261d-e9c3-4b70-b0e1-3208edf8524b'],9,,,,,,,,,,,,,,,,,,Chelsea,33,00:03:09.807,Pass,
,,,,,,,,,,,,,,,,,,,1.711929,,,,,,,,,,,,,33ac3bd1-3ef6-4225-9650-9fb00fd5a1ce,122,,,"[59.6, 49.7]",3754083,3,,,,,0.98671526,,Right Foot,,,,"[79.1, 79.2]",,Low Pass,,35.362408,,,,,Branislav Ivanović,5594.0,,,,,,1,From Free Kick,Kurt Happy Zouma,3456.0,Right Center Back,6,Chelsea,33,['138566e2-6fad-46fc-9968-c5ae103f50da'],12,,,,,,,,,,,,,,,,,,Chelsea,33,00:03:12.963,Pass,
,,,,,,,,,,,,,,,,,,,1.327676,,,,,,,,,,,,,8c866f16-0101-4bf6-9b67-425643ca5d41,125,,,"[89.7, 79.2]",3754083,3,,,,,-0.59115714,,Right Foot,,,,"[104.3, 69.4]",,Ground Pass,,17.584084,,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,From Free Kick,Branislav Ivanović,5594.0,Right Back,6,Chelsea,33,['92535b8d-8c32-4408-b475-6363559a19ad'],17,,,,,,,,,,,,,,,,,,Chelsea,33,00:03:17.043,Pass,
