50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c527e71a-4599-4f03-a10d-d7c14c39cbe6,1,,,3754162,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AFC Bournemouth,28,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6409, 'name': 'Adam Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 30}, {'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3463, 'name': 'Junior Stanislas'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",AFC Bournemouth,28,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,66925e82-be2a-470c-b0cf-ff4f4264c0e9,2,,,3754162,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AFC Bournemouth,28,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5264, 'name': 'Guillermo Varela Olivera'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 30}, {'player': {'id': 9648, 'name': 'Paddy McNair'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 10779, 'name': 'Cameron Borthwick-Jackson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 43}, {'player': {'id': 3296, 'name': 'Marouane Fellaini-Bakkioui'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 3293, 'name': 'Jesse Lingard'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 35}, {'player': {'id': 3294, 'name': 'Juan Manuel Mata García'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 2988, 'name': 'Memphis Depay'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 20039, 'name': 'Anthony Martial'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Manchester United,39,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4e867106-d8ab-4d8d-9c7f-5ffe8f62a860,3,,,3754162,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AFC Bournemouth,28,['e6b9c29d-b2b0-4d2f-ad4f-0ccf85cd8a0f'],0,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e6b9c29d-b2b0-4d2f-ad4f-0ccf85cd8a0f,4,,,3754162,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,AFC Bournemouth,28,['4e867106-d8ab-4d8d-9c7f-5ffe8f62a860'],0,,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,63d56258-1ad5-4b2e-bc6a-37a86c1f5c22,1635,,,3754162,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,105,Manchester United,39,['2fe3cc89-4eda-4dfe-b025-f68de963b4f2'],0,,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2fe3cc89-4eda-4dfe-b025-f68de963b4f2,1636,,,3754162,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,105,Manchester United,39,['63d56258-1ad5-4b2e-bc6a-37a86c1f5c22'],0,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.491396,,,,,,,,,,,,,192c1803-9703-4b51-b143-e2584ae9f50b,5,,"[60.0, 40.0]",3754162,0,,,,,1.2490457,,Right Foot,,,"[60.2, 40.6]",,Ground Pass,,0.6324555,,,Juan Manuel Mata García,3294.0,,,,,,Kick Off,1,From Kick Off,Anthony Martial,20039.0,Center Forward,2,Manchester United,39,['981cf68a-801a-484a-bd22-ad8bef45fb98'],0,,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.480,Pass,
,,,,,,,,,,,,,,,,,1.427357,,,,,,,,,,,,,989375a0-5a89-4b9d-b739-b872bbfd0d9d,8,,"[56.5, 40.0]",3754162,0,,,,,2.9415996,,Left Foot,,,"[34.3, 44.5]",,Ground Pass,,22.65149,,,Paddy McNair,9648.0,,,,,,,1,From Kick Off,Juan Manuel Mata García,3294.0,Center Attacking Midfield,2,Manchester United,39,['5b06a344-9e93-4da6-86a7-006e83773300'],1,,,,,,,,,,,,,,,,,Manchester United,39,00:00:01.699,Pass,
,,,,,,,,,,,,,,,,,3.388903,,,,,,,,,,,,,c38f8a31-f271-4ae8-9895-a4ae955d7c29,11,,"[38.1, 43.1]",3754162,0,,,,,-0.18697926,,Right Foot,,,"[82.5, 34.7]",,High Pass,,45.18761,Incomplete,,,,,,,,,,1,From Kick Off,Paddy McNair,9648.0,Right Center Back,2,Manchester United,39,['39694a49-5ec8-4295-8ce5-eb25058a5b47'],4,,,,,,,,,,,,,,,,,Manchester United,39,00:00:04.720,Pass,
,,,,,,,,,,,,,,,,,2.704205,,,,,,,,,,,,,39694a49-5ec8-4295-8ce5-eb25058a5b47,12,,"[37.6, 45.4]",3754162,0,,,,,-0.19595464,,Head,,,"[64.3, 40.1]",,High Pass,,27.220947,,,Joshua King,3346.0,,,,,,Recovery,1,Regular Play,Simon Francis,3608.0,Right Center Back,3,AFC Bournemouth,28,"['c38f8a31-f271-4ae8-9895-a4ae955d7c29', 'd3e32369-d657-4326-ab6d-6b616a38f7d8']",8,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:08.108,Pass,
,,,,,,,,,,,,,,,,,1.343995,,,,,,,,,,,,,443862ba-ba3f-41a0-8eeb-a79ebc55977d,15,,"[65.2, 39.6]",3754162,0,,,,,-2.4706347,,Other,,,"[55.5, 31.9]",,Low Pass,,12.384668,Incomplete,,,,,,,,,,1,Regular Play,Joshua King,3346.0,Center Forward,3,AFC Bournemouth,28,"['d4a4f708-fde6-4ee5-910f-41aef192357b', 'e3a5e7cd-722d-410a-99c0-6fc6e004c14e']",10,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:10.813,Pass,True
,,,,,,,,,,,,,,,,,2.976631,,,,,,,,,,,,,e3a5e7cd-722d-410a-99c0-6fc6e004c14e,16,,"[64.6, 48.2]",3754162,0,,,,,-0.34255806,,Right Foot,,,"[91.8, 38.5]",,High Pass,,28.877846,Incomplete,,,,,,,,,Recovery,1,Regular Play,Guillermo Varela Olivera,5264.0,Right Back,3,AFC Bournemouth,28,"['443862ba-ba3f-41a0-8eeb-a79ebc55977d', '4c2deea6-1c6a-4681-967d-512ffdcfa311']",12,,,,,,,,,,,,,,,,,Manchester United,39,00:00:12.157,Pass,
,,,,,,,,,,,,,,,,,2.023552,,,,,,,,,,,,,4c2deea6-1c6a-4681-967d-512ffdcfa311,17,,"[28.3, 41.6]",3754162,0,,,,,-0.5377168,,Head,,,"[50.1, 28.6]",,High Pass,,25.381884,,,Junior Stanislas,3463.0,,,,,,Recovery,1,Regular Play,Simon Francis,3608.0,Right Center Back,3,AFC Bournemouth,28,"['8d9c34fb-134b-46c5-addd-16d26525ed37', 'e3a5e7cd-722d-410a-99c0-6fc6e004c14e']",15,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:15.133,Pass,
