50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6a79a936-e516-41a6-a766-60c377b6e88f,1,,,3754221,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3340, 'name': 'Kyle Naughton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 9627, 'name': 'Neil Taylor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3462, 'name': 'Jack Frank Porteous Cork'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 3057, 'name': 'Jonjo Shelvey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3347, 'name': 'André Ayew Pelé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 3944, 'name': 'Gylfi Þór Sigurðsson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 3449, 'name': 'Wayne Routledge'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 15}, {'player': {'id': 20521, 'name': 'Bafétimbi Gomis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Swansea City,26,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6393da9a-d961-4907-8058-99fcb1b391a3,2,,,3754221,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4892, 'name': 'Sergio Germán Romero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 20}, {'player': {'id': 4587, 'name': 'Matteo Darmian'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 36}, {'player': {'id': 10958, 'name': 'Chris Smalling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 12}, {'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 3382, 'name': 'Luke Shaw'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 18414, 'name': 'Bastian Schweinsteiger'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 31}, {'player': {'id': 3600, 'name': 'Morgan Schneiderlin'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 28}, {'player': {'id': 3294, 'name': 'Juan Manuel Mata García'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 3606, 'name': 'Ander Herrera Agüera'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 2988, 'name': 'Memphis Depay'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 3538, 'name': 'Wayne Mark Rooney'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Manchester United,39,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b2c646e5-4d8c-4dee-b359-fd125877bf16,3,,,3754221,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,['1ee951de-aaf6-42b4-a28b-ca9b08c05c95'],0,,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,1ee951de-aaf6-42b4-a28b-ca9b08c05c95,4,,,3754221,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,['b2c646e5-4d8c-4dee-b359-fd125877bf16'],0,,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6b16b3c4-8a08-442f-9607-4010fdef71e1,1924,,,3754221,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,92,Manchester United,39,['785f8ef3-d1ea-4385-bfc3-b4471b48348e'],0,,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,785f8ef3-d1ea-4385-bfc3-b4471b48348e,1925,,,3754221,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,92,Manchester United,39,['6b16b3c4-8a08-442f-9607-4010fdef71e1'],0,,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.286664,,,,,,,,,,,,,08fe3523-4c09-47fa-9a67-e5b90a9f65f4,5,,"[60.0, 40.0]",3754221,0,,,,,1.2924967,,Right Foot,,,"[60.4, 41.4]",,Ground Pass,1.456022,,Wayne Mark Rooney,3538.0,,,,,,Kick Off,1,From Kick Off,Ander Herrera Agüera,3606.0,Center Attacking Midfield,2,Manchester United,39,['b94662b8-31ef-489d-b576-45a55cbf481a'],0,,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.883,Pass,
,,,,,,,,,,,,,,,,,,0.799201,,,,,,,,,,,,,953f7d6b-f38d-40c6-b951-06b65c67287e,7,,"[59.7, 41.4]",3754221,0,,,,,-2.9690146,,Right Foot,,,"[48.8, 39.5]",,Ground Pass,11.064357,,Bastian Schweinsteiger,18414.0,,,,,,,1,From Kick Off,Wayne Mark Rooney,3538.0,Center Forward,2,Manchester United,39,['79c2998e-e8fc-435e-b37a-ff322b82f1d8'],1,,,,,,,,,,,,,,,,,Manchester United,39,00:00:01.170,Pass,
,,,,,,,,,,,,,,,,,,1.272128,,,,,,,,,,,,,bae495fe-fc21-4bdf-aab8-3a20c22ed47b,11,,"[49.3, 39.7]",3754221,0,,,,,-0.8150924,,Right Foot,,,"[64.0, 24.1]",,Low Pass,21.434784,,Memphis Depay,2988.0,,,,,,,1,From Kick Off,Bastian Schweinsteiger,18414.0,Left Defensive Midfield,2,Manchester United,39,"['2bedd99d-a326-4a48-9bd3-ae30255d40cb', '530c0cb4-3215-4f39-9218-a59250a18fad']",3,,,,,,,,,,,,,,,,,Manchester United,39,00:00:03.650,Pass,True
,,,,,,,,,,,,,,,,,,0.737768,,,,,,,,,,,,,178cd365-da25-48c9-b80f-accb00281443,20,,"[65.3, 4.6]",3754221,0,,,,,0.28422552,,Left Foot,,,"[83.1, 9.8]",,Ground Pass,18.544003,,Ander Herrera Agüera,3606.0,,,,,,,1,From Kick Off,Luke Shaw,3382.0,Left Back,2,Manchester United,39,['79e28313-74e5-4305-a685-9b919b1d962d'],8,,,,,,,,,,,,,,,,,Manchester United,39,00:00:08.588,Pass,
