ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,0.0,,,,,,,,,,,,c48a6f1a-5259-467a-a4ce-fa25ddb2b5cc,1,,,3754257,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Crystal Palace,31,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3619, 'name': 'Alex McCarthy'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 12}, {'player': {'id': 3448, 'name': 'Martin Kelly'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 34}, {'player': {'id': 3407, 'name': 'Scott Dann'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 43695, 'name': 'Brede Hangeland'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 4884, 'name': ""Pape N''Diaye Souaré""}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 3277, 'name': 'Yohan Cabaye'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 3464, 'name': 'James McArthur'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 3469, 'name': 'Bakary Sako'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 26}, {'player': {'id': 19688, 'name': 'Jason Puncheon'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 42}, {'player': {'id': 3507, 'name': 'Wilfried Zaha'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 3589, 'name': 'Yannick Bolasie Yala'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Crystal Palace,31,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,90e88ba8-1e89-4d75-96cf-be9a20f254ce,2,,,3754257,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Crystal Palace,31,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3291, 'name': 'Joe Hart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 3101, 'name': 'Vincent Kompany'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3389, 'name': 'Eliaquim Mangala'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 5596, 'name': 'Aleksandar Kolarov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 6821, 'name': 'Jesús Navas González'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 15}, {'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 42}, {'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 20253, 'name': 'Samir Nasri'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 8}, {'player': {'id': 3598, 'name': 'Wilfried Guemiand Bony'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 14}, {'player': {'id': 3237, 'name': 'Sergio Leonel Agüero del Castillo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Manchester City,36,00:00:00.000,Starting XI,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,accab74f-3742-40e8-a446-fbaf018ab133,3,,,3754257,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Crystal Palace,31,['5c155f8b-8b78-4b26-ba51-f335b2e9f9b0'],0,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,5c155f8b-8b78-4b26-ba51-f335b2e9f9b0,4,,,3754257,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Crystal Palace,31,['accab74f-3742-40e8-a446-fbaf018ab133'],0,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,b5b3ba80-b6e9-421a-9903-0bd511947471,1584,,,3754257,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,113,Manchester City,36,['f059638a-d0b8-4132-a9cc-2e553bf5c9c1'],0,,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.0,,,,,,,,,,,,f059638a-d0b8-4132-a9cc-2e553bf5c9c1,1585,,,3754257,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,113,Manchester City,36,['b5b3ba80-b6e9-421a-9903-0bd511947471'],0,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:00.000,Half Start,
,,,,,,,,,,,,,0.767037,,,,,,,,,,,,82a9c217-4ee0-45de-a34f-112e08b5b31d,5,,"[61.0, 40.1]",3754257,0,,,,,2.8674252,,Right Foot,,,"[57.8, 41.0]",Ground Pass,,3.3241541,,,Gnégnéri Yaya Touré,3087.0,,,,,,Kick Off,1,From Kick Off,Wilfried Guemiand Bony,3598.0,Right Center Forward,2,Manchester City,36,['f6150e15-0e28-4be4-b8c9-b4ddef215276'],0,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:00.336,Pass,
,,,,,,,,,,,,,2.204545,,,,,,,,,,,,857f2d8f-f761-4ec9-9a0e-e2e88f747757,8,,"[57.1, 41.5]",3754257,0,,,,,-2.4520535,,Right Foot,,,"[34.3, 22.7]",Ground Pass,,29.551311,,,Eliaquim Mangala,3389.0,,,,,,,1,From Kick Off,Gnégnéri Yaya Touré,3087.0,Right Center Midfield,2,Manchester City,36,"['6293563f-4ae8-477a-94a8-65581c1a8b33', '9d0239d5-d890-4300-8c0f-069f71293ba0']",1,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:01.103,Pass,True
,,,,,,,,,,,,,1.871953,,,,,,,,,,,,407e0176-8416-461c-a941-84c2307202b0,11,,"[36.6, 22.9]",3754257,0,,,,,-1.0569978,,Right Foot,,,"[42.3, 12.8]",Ground Pass,,11.597413,,,Aleksandar Kolarov,5596.0,,,,,,,1,From Kick Off,Eliaquim Mangala,3389.0,Left Center Back,2,Manchester City,36,['d36c51d9-91f0-4cf3-848d-abcf2a624f49'],4,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:04.828,Pass,
,,,,,,,,,,,,,1.201231,,,,,,,,,,,,d64dc9d8-4229-4066-855f-1bf8efa9cbf1,14,,"[42.5, 12.8]",3754257,0,,,,,-0.09703939,,Left Foot,,,"[65.1, 10.6]",Ground Pass,,22.706827,,,Samir Nasri,20253.0,,,,,,,1,From Kick Off,Aleksandar Kolarov,5596.0,Left Back,2,Manchester City,36,['3cf80fda-1471-4650-9075-03f30c1bd8af'],7,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:07.536,Pass,
