bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,1.1836,,,,,,,,,,,,,dbbd05e5-ad25-42fc-b7f6-3ecd8550e0cb,16,,"[88.5, 74.1]",3754006,0,,,,True,-0.45942822,,,,"[98.0, 69.4]",,High Pass,,10.599056,Incomplete,José Leonardo Ulloa,3671.0,,,,,Recovery,1,From Throw In,Danny Simpson,3270.0,Right Back,3,West Bromwich Albion,27,"['14df1ce2-23b7-4412-bcb9-574a2656dcfd', '736b1eee-d47d-4983-ae06-eff844d93389', '9f1464a0-82df-4494-8df4-0cdfef51c2b0', 'b169f367-634f-47ac-8595-e55f74f404e3']",27,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:27.019,Pass,True
,,,,,,,,,,,,,,,,,0.08,,,,,,,,,,,,,0c911d72-2cd2-4a59-80b0-f9b726818268,20,,"[86.3, 68.7]",3754006,0,,,,True,1.5707964,,,,"[86.3, 70.8]",,High Pass,,2.1,Incomplete,N''Golo Kanté,3961.0,,,,,Recovery,1,From Throw In,Danny Drinkwater,3662.0,Right Center Midfield,3,West Bromwich Albion,27,"['c89ec86f-b976-4712-ade4-f4b1418498fd', 'cfc02be3-55bf-43e0-a1b3-5327b7332187', 'dddba585-9123-42ba-a403-84fa27a7bc6e']",29,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:29.743,Pass,True
,,,,,,,,,,,,,,,,,3.126068,,,,,,,,,,,,,8be31f66-55e8-4665-97d6-bae3ef162b38,32,,"[38.0, 21.1]",3754006,0,,,,,-0.18246181,,Right Foot,,"[98.7, 9.9]",,High Pass,,61.724632,Incomplete,James McClean,3514.0,,,,,Free Kick,1,From Free Kick,Jonathan Grant Evans,11012.0,Left Center Back,4,West Bromwich Albion,27,"['70787857-93d4-46da-93eb-7266b182e456', 'be16372f-59d1-4070-810a-a1367c0f44de']",58,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:58.060,Pass,
,,,,,,,,,,,,,,,,,1.250467,,,,,,,,,,,,,cfcd57f6-b2c5-4cc5-9f34-6d6a3a118c20,36,,"[95.8, 0.1]",3754006,1,,True,,,0.6791333,,,,"[112.4, 13.5]",,Low Pass,,21.333542,,Saido Berahino,4630.0,,,,,Throw-in,1,From Throw In,Chris Brunt,3541.0,Left Back,5,West Bromwich Albion,27,['f658ad38-6adf-4017-b61d-02f9cd06548f'],15,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:15.483,Pass,
,,,,,,,,,,,,,,,,,0.599236,,,,,,,,,,,,,1705db57-1171-4f50-a521-f6add6811970,40,,"[116.1, 5.7]",3754006,1,,,,,3.1415927,,Right Foot,,"[109.4, 5.7]",,Ground Pass,,6.7,,Chris Brunt,3541.0,,,,,,1,From Throw In,Saido Berahino,4630.0,Right Center Forward,5,West Bromwich Albion,27,['2eb9b8a5-9890-4d71-a6e4-9311490fb81c'],18,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:01:18.429,Pass,
,,,,,,,,,,,,,,,,,3.109538,,,,,,,,,,,,,5768c433-1764-4847-84e1-d43b0f07889e,49,,"[24.3, 55.0]",3754006,1,,,,,-0.9431669,,Left Foot,,"[57.6, 9.1]",,High Pass,,56.70714,,Jeffrey Schlupp,3520.0,,True,,,,1,From Throw In,Riyad Mahrez,3814.0,Right Midfield,5,West Bromwich Albion,27,['876c8f74-ee75-4851-badf-c5a5ecd1f1cb'],25,,,,,,,,,,,,,,,,,,Leicester City,22,00:01:25.676,Pass,
,,,,,,,,,,,,,,,,,3.63075,,,,,,,,,,,,,881fb1c4-6244-4ed2-88db-37dee4e2af16,54,,"[7.0, 36.1]",3754006,2,,,,,-0.3316512,,Right Foot,,"[67.4, 15.3]",,High Pass,,63.881138,,José Salomón Rondón Giménez,4041.0,,,,,Goal Kick,1,From Goal Kick,Glyn Oliver Myhill,5108.0,Goalkeeper,6,West Bromwich Albion,27,['b0ff8c1a-19ff-4fdf-87f5-5ce307bd7e37'],8,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:08.431,Pass,
,,,,,,,,,,,,,,,,,1.184888,,,,,,,,,,,,,d98e2622-f66a-4f38-8d4a-4aceb046d7c3,57,,"[67.4, 15.3]",3754006,2,,,,True,0.0,,,,"[78.8, 15.3]",,High Pass,,11.4,,Saido Berahino,4630.0,,,,,,1,From Goal Kick,José Salomón Rondón Giménez,4041.0,Left Center Forward,6,West Bromwich Albion,27,"['38333004-574c-45a6-a3a8-1e245635d6d1', '74ec619a-f9eb-4ec5-81f9-a17f7e572d2d']",12,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:12.062,Pass,True
,,,,,,,,,,,,,,,,,1.069661,,,,,,,,,,,,,efd02c01-c6dd-4d4d-af5e-db95fbd24e1f,68,,"[69.2, 6.9]",3754006,2,,,,,-0.29849893,,Right Foot,,"[74.4, 5.3]",,Ground Pass,,5.440588,,Chris Brunt,3541.0,,,,,,1,From Goal Kick,Saido Berahino,4630.0,Right Center Forward,6,West Bromwich Albion,27,['086b5984-20ab-4e9b-8096-0005a97132d5'],17,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:17.672,Pass,
,,,,,,,,,,,,,,,,,2.931193,,,,,,,,,,,,,a35827c1-53a2-44d0-9bab-f44339f9b520,71,,"[74.4, 5.3]",3754006,2,,,,,-0.06512516,,Right Foot,,"[92.8, 4.1]",,Ground Pass,,18.439089,Incomplete,James McClean,3514.0,,,,,,1,From Goal Kick,Chris Brunt,3541.0,Left Back,6,West Bromwich Albion,27,"['529b9a4d-cff5-44e0-9c32-1827ab513d4f', 'b734a06d-cdb1-4bdf-be71-ac59aa135f4a']",18,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:18.873,Pass,
,,,,,,,,,,,,,,,,,1.407105,,,,,,,,,,,,,e8eb7a66-fb7a-41dc-808e-6448f15ba352,76,,"[104.3, 0.1]",3754006,2,,,,,1.7942729,,,,"[100.3, 17.7]",,Low Pass,,18.048822,,Saido Berahino,4630.0,,,,,Throw-in,1,From Throw In,Chris Brunt,3541.0,Left Back,7,West Bromwich Albion,27,['d21377fa-621f-4b49-999c-a07f2a51a257'],36,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:36.903,Pass,
,,,,,,,,,,,,,,,,,1.944121,,,,,,,,,,,,,c971c9a7-b2c4-4126-9c31-d4f0114ac874,82,,"[77.0, 0.1]",3754006,2,,,,,2.6881785,,,,"[49.5, 13.5]",,Low Pass,,30.591011,,Jonathan Grant Evans,11012.0,,,,,Throw-in,1,From Throw In,Chris Brunt,3541.0,Left Back,8,West Bromwich Albion,27,['dec0a26a-4e17-4798-ac84-67bb33f492ca'],50,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:50.298,Pass,
,,,,,,,,,,,,,,,,,1.804665,,,,,,,,,,,,,3981c2ba-8010-44d7-9e76-556f1a1eb869,85,,"[49.5, 13.5]",3754006,2,,,,,1.7184737,,Left Foot,,"[44.1, 49.8]",,Ground Pass,,36.699455,,Gareth McAuley,3596.0,,,,,,1,From Throw In,Jonathan Grant Evans,11012.0,Left Center Back,8,West Bromwich Albion,27,['bc2e7cfb-4c3e-4fa2-abed-9503f2193db6'],53,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:53.391,Pass,
,,,,,,,,,,,,,,,,,3.715253,,,,,,,,,,,,,bd63bc12-2de5-4eda-b73f-ea81b0612183,88,,"[44.6, 50.1]",3754006,2,,,,,-0.5875146,,Right Foot,,"[91.9, 18.6]",,High Pass,,56.82904,Incomplete,Saido Berahino,4630.0,,,,,,1,From Throw In,Gareth McAuley,3596.0,Right Center Back,8,West Bromwich Albion,27,"['2e7c2f8c-ff3e-47e2-9b0a-9d8e69144dda', '53d27b95-3ded-413d-b381-d2023f39ac1b']",57,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:02:57.433,Pass,
,,,,,,,,,,,,,,,,,0.799763,,,,,,,,,,,,,2e7c2f8c-ff3e-47e2-9b0a-9d8e69144dda,90,,"[28.2, 61.5]",3754006,3,,,,True,0.8567056,,,,"[34.7, 69.0]",,High Pass,,9.924717,Incomplete,Riyad Mahrez,3814.0,,,,,Recovery,1,From Throw In,Danny Simpson,3270.0,Right Back,8,West Bromwich Albion,27,"['050cf5c5-e3e2-40a5-9bf9-632ffee052fa', '7df26ef0-34dc-4088-9aae-8160c6e4e92e', 'bd63bc12-2de5-4eda-b73f-ea81b0612183', 'c43e0780-329a-4300-9291-dced00c67f74']",1,,,,,,,,,,,,,,,,,,Leicester City,22,00:03:01.149,Pass,True
,,,,,,,,,,,,,,,,,1.45133,,,,,,,,,,,,,5d0da62e-9333-423b-9251-563ba5d8611b,95,,"[85.8, 7.8]",3754006,3,,,,,0.06347394,,Left Foot,,"[109.4, 9.3]",,Ground Pass,,23.647621,Incomplete,James McClean,3514.0,,,,,,1,From Throw In,Chris Brunt,3541.0,Left Back,8,West Bromwich Albion,27,"['916e4fb3-77a3-452b-8dc1-95b53e072a4a', 'f91b0e7c-22c0-4356-95c3-36c0e11b36ef']",3,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:03:03.972,Pass,
,,,,,,,,,,,,,,,,,1.825587,,,,,,,,,,,,,48ab017b-edf5-4abb-a172-9fedf4993437,101,,"[11.0, 80.0]",3754006,3,,,,,-0.40902826,,,,"[34.3, 69.9]",,High Pass,,25.394882,,José Leonardo Ulloa,3671.0,,,,,Throw-in,1,From Throw In,Danny Simpson,3270.0,Right Back,9,Leicester City,22,['8fed45e6-b598-45e2-b086-39999a8a1e48'],23,,,,,,,,,,,,,,,,,,Leicester City,22,00:03:23.482,Pass,
,,,,,,,,,,,,,,,,,1.763986,,,,,,,,,,,,,60b8d5ad-a5d5-45b7-873d-189fc30096b7,104,,"[34.7, 69.5]",3754006,3,,,,True,-0.2623305,,,,"[45.5, 66.6]",,High Pass,,11.182576,Incomplete,Jamie Vardy,10960.0,,,,,,1,From Throw In,José Leonardo Ulloa,3671.0,Right Center Forward,9,Leicester City,22,"['18fdb570-79c2-4622-bd8c-d1d36968d947', '20fbefcf-2ae1-4cb8-b282-a0a17bc12b3d', '6b723cc4-7f21-431e-acf1-7c90a04cd82d']",25,,,,,,,,,,,,,,,,,,Leicester City,22,00:03:25.308,Pass,True
,,,,,,,,,,,,,,,,,1.847902,,,,,,,,,,,,,18fdb570-79c2-4622-bd8c-d1d36968d947,106,,"[74.6, 13.5]",3754006,3,,,,True,0.124973424,,,,"[94.5, 16.0]",,High Pass,,20.056421,Incomplete,Saido Berahino,4630.0,,,,,Recovery,1,From Throw In,Jonathan Grant Evans,11012.0,Left Center Back,9,Leicester City,22,"['41ff9c00-5f59-4458-ab7c-84f3ea65f37e', '60b8d5ad-a5d5-45b7-873d-189fc30096b7', '9cbdb2de-e9d3-42e3-bfc6-b1f54d9a5210', '9d231a32-df8b-4062-ba5b-a36fbb199e53']",27,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:03:27.072,Pass,True
,,,,,,,,,,,,,,,,,2.110821,,,,,,,,,,,,,41ff9c00-5f59-4458-ab7c-84f3ea65f37e,110,,"[25.6, 64.1]",3754006,3,,,,True,-0.48603192,,,,"[41.5, 55.7]",,High Pass,,17.98249,Incomplete,Danny Drinkwater,3662.0,,,,,Recovery,1,From Throw In,N''Golo Kanté,3961.0,Left Center Midfield,9,Leicester City,22,"['18fdb570-79c2-4622-bd8c-d1d36968d947', '902398fc-3b11-4e4a-8863-2c90c470e87f', 'ce1b0253-23d1-4fa0-b72e-acc889f498f8', 'e5747e9a-bcff-4ac7-ba92-3cac74b09e6c']",28,,,,,,,,,,,,,,,,,,Leicester City,22,00:03:28.920,Pass,True
,,,,,,,,,,,,,,,,,1.361529,,,,,,,,,,,,,ce1b0253-23d1-4fa0-b72e-acc889f498f8,112,,"[78.6, 24.4]",3754006,3,,,,True,0.0,,,,"[88.8, 24.4]",,Low Pass,,10.2,Incomplete,Stéphane Sessègnon,2966.0,,,,,Recovery,1,From Throw In,Darren Fletcher,4022.0,Left Center Midfield,9,Leicester City,22,"['10fa7225-b378-4077-a1a2-087fcbfb4fbc', '41ff9c00-5f59-4458-ab7c-84f3ea65f37e', '5f34b163-ea60-4f08-bb49-64afd277dd51', 'f7dc47d9-d9b6-4072-b69c-186a52f1dc6e']",31,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:03:31.030,Pass,True
,,,,,,,,,,,,,,,,,0.996638,,,,,,,,,,,,,f7dc47d9-d9b6-4072-b69c-186a52f1dc6e,115,,"[31.3, 55.7]",3754006,3,,,,,-1.6247213,,Right Foot,,"[29.4, 20.5]",,Low Pass,,35.25124,,Jeffrey Schlupp,3520.0,,,,,Recovery,1,From Throw In,N''Golo Kanté,3961.0,Left Center Midfield,9,Leicester City,22,"['17a47dc8-41b7-4e12-82c7-a4c7e95c2ca2', 'ce1b0253-23d1-4fa0-b72e-acc889f498f8']",32,,,,,,,,,,,,,,,,,,Leicester City,22,00:03:32.392,Pass,
,,,,,,,,,,,,,,,,,2.255656,,,,,,,,,,,,,43696094-2360-45c7-9f72-c09cefa6f489,118,,"[39.0, 27.0]",3754006,3,,,,,-1.2577665,,Left Foot,,"[45.7, 6.3]",,Ground Pass,,21.757298,,Marc Albrighton,3307.0,,,,,,1,From Throw In,Jeffrey Schlupp,3520.0,Left Back,9,Leicester City,22,['517e2575-d07a-4c59-81d3-a479d1adc5bf'],34,,,,,,,,,,,,,,,,,,Leicester City,22,00:03:34.693,Pass,
,,,,,,,,,,,,,,,,,2.82223,,,,,,,,,,,,,2a6f68fd-0838-4ceb-8b83-6311016e46c6,121,,"[49.0, 6.7]",3754006,3,,,,,0.08715727,,Right Foot,,"[100.5, 11.2]",,High Pass,,51.696228,,Jamie Vardy,10960.0,,,,,,1,From Throw In,Marc Albrighton,3307.0,Left Midfield,9,Leicester City,22,['513e7514-2e0a-4a4c-865f-277752cabbed'],39,,,,,,,,,,,,,,,,,,Leicester City,22,00:03:39.120,Pass,
,,,,,,,,,,,,,,,,,1.092685,,,,,,,,,,,,,c6c0d7b8-2638-4837-b2eb-66b8f76bd681,127,,"[120.0, 0.1]",3754006,4,,,,,1.8775883,,Right Foot,,"[111.7, 26.3]",,High Pass,True,27.483267,Incomplete,Jamie Vardy,10960.0,,,Inswinging,,Corner,1,From Corner,Marc Albrighton,3307.0,Left Midfield,10,Leicester City,22,"['745af439-400f-4001-84b4-9089afbcb01a', 'dacd8fbb-6373-4f1f-b66e-9b7602827589']",12,,,,,,,,,,,,,,,,,,Leicester City,22,00:04:12.978,Pass,
,,,,,,,,,,,,,,,,,1.651897,,,,,,,,,,,,,567b283d-d41b-423e-b913-b441ae34ca93,131,,"[90.3, 9.5]",3754006,4,,,,,0.8492382,,Right Foot,True,"[110.8, 32.8]",,Low Pass,,31.034496,Pass Offside,José Leonardo Ulloa,3671.0,,,,,Recovery,1,From Corner,Marc Albrighton,3307.0,Left Midfield,10,Leicester City,22,['e0841ad8-dfb7-4044-a0ea-d12d1d02185e'],18,,,,,,,,,,,,,,,,,,Leicester City,22,00:04:18.447,Pass,
,,,,,,,,,,,,,,,,,3.721891,,,,,,,,,,,,,6ab40729-8e9b-418f-83b5-78d7288cfcc4,133,,"[8.4, 48.5]",3754006,4,,True,,,-0.38502216,,Right Foot,,"[77.0, 20.7]",,High Pass,,74.01891,,José Salomón Rondón Giménez,4041.0,,,,,Free Kick,1,From Free Kick,Glyn Oliver Myhill,5108.0,Goalkeeper,11,West Bromwich Albion,27,['bfc04db3-bdb8-482e-b812-c5f0dcecb2da'],47,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:04:47.694,Pass,
,,,,,,,,,,,,,,,,,0.975726,,,,,,,,,,,,,c9e4899e-1af3-4a51-91f4-06e0217ee7f6,135,,"[76.5, 20.7]",3754006,4,,,,True,-2.4864867,,,,"[68.3, 14.4]",,Low Pass,,10.340696,Incomplete,Chris Brunt,3541.0,,,,,,1,From Free Kick,José Salomón Rondón Giménez,4041.0,Left Center Forward,11,West Bromwich Albion,27,"['3fcb1f48-b16e-486d-a789-a62a87bde479', '61fb8854-4e94-4b63-aeee-2c2625a952a9', '831f43b2-951e-4bb1-9622-f955b410d996']",51,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:04:51.416,Pass,True
,,,,,,,,,,,,,,,,,2.473505,,,,,,,,,,,,,61fb8854-4e94-4b63-aeee-2c2625a952a9,138,,"[51.8, 65.7]",3754006,4,,,,,-0.3814801,,Left Foot,,"[87.2, 51.5]",,High Pass,,38.14184,,Jamie Vardy,10960.0,,,,,Recovery,1,From Free Kick,Riyad Mahrez,3814.0,Right Midfield,11,West Bromwich Albion,27,"['c9e4899e-1af3-4a51-91f4-06e0217ee7f6', 'ea3bbee1-154c-4153-9326-07442fae7382']",52,,,,,,,,,,,,,,,,,,Leicester City,22,00:04:52.392,Pass,
,,,,,,,,,,,,,,,,,2.220217,,,,,,,,,,,,,f853c7fd-7aee-44f3-8b8a-077b9104dcda,145,,"[13.1, 33.5]",3754006,4,,True,,,-1.3878646,,Keeper Arm,,"[16.8, 13.5]",,Ground Pass,,20.33937,,Jonathan Grant Evans,11012.0,,,,,,1,From Free Kick,Glyn Oliver Myhill,5108.0,Goalkeeper,11,West Bromwich Albion,27,['1bfce25b-7d23-4c64-a706-bb6c8f834da2'],58,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:04:58.412,Pass,
,,,,,,,,,,,,,,,,,2.913304,,,,,,,,,,,,,6e1bb725-43cb-44d2-ac03-3b6dba1eb2d5,147,,"[27.7, 12.7]",3754006,5,,,,,1.4486011,,Right Foot,,"[32.6, 52.6]",,Ground Pass,,40.199753,,Gareth McAuley,3596.0,,,,,,1,From Free Kick,Jonathan Grant Evans,11012.0,Left Center Back,11,West Bromwich Albion,27,['3dfaa5fe-0930-4f78-a589-a003461fa971'],5,,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:05:05.327,Pass,
