50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,6b5e96d7-443b-41cc-95ab-669a2069ded0,1,,,3754109,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur,38,,0,,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3594, 'name': 'Danny Rose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3037, 'name': 'Mousa Sidi Yaya Dembélé'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 3083, 'name': 'Heung-Min Son'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Tottenham Hotspur,38,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,72f61653-87d4-493c-a32a-b985d3af965e,2,,,3754109,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur,38,,0,,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 21254, 'name': 'Carl Jenkinson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 3316, 'name': 'James Tomkins'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 4280, 'name': 'Winston Reid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 3962, 'name': 'Diafra Sakho'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 28}, {'player': {'id': 3963, 'name': 'Victor Moses'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 4271, 'name': 'Andy Carroll'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",West Ham United,40,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,9ed07e08-f349-4d1b-b6dc-6046652f8821,3,,,3754109,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur,38,['5403383c-05c6-450e-8960-d2c52390f465'],0,,,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,5403383c-05c6-450e-8960-d2c52390f465,4,,,3754109,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Tottenham Hotspur,38,['9ed07e08-f349-4d1b-b6dc-6046652f8821'],0,,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,f3501f10-f96b-4ac8-b575-cee23e008eb1,1808,,,3754109,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,105,Tottenham Hotspur,38,['610c1e20-904f-447d-b93b-254840312597'],0,,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,610c1e20-904f-447d-b93b-254840312597,1809,,,3754109,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,105,Tottenham Hotspur,38,['f3501f10-f96b-4ac8-b575-cee23e008eb1'],0,,,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,,,0.601613,,,,,,,,,,440e775c-23aa-4e9d-9366-17d87758691a,5,,"[60.0, 40.0]",3754109,0,,,,,-0.7469556,,Left Foot,,,"[62.7, 37.5]",,Ground Pass,,3.679674,,,,Diafra Sakho,3962.0,,,,,,Kick Off,1,From Kick Off,Andy Carroll,4271.0,Center Forward,2,West Ham United,40,['056dd4d6-0070-4a10-93b8-5db9703270bb'],0,,,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:00.864,Pass,
,,,,,,,,,,,,,,,,,,,,1.2949,,,,,,,,,,0e482933-4173-467e-83aa-43059f81d79a,8,,"[60.3, 40.8]",3754109,0,,,,,-2.690523,,Right Foot,,,"[41.1, 31.5]",,Ground Pass,,21.333776,,,,Cheikhou Kouyaté,3684.0,,,,,,,1,From Kick Off,Diafra Sakho,3962.0,Right Wing,2,West Ham United,40,['50582936-53b4-41a0-ba6e-024f2dd53e04'],1,,,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:01.506,Pass,
,,,,,,,,,,,,,,,,,,,,5.116116,,,,,,,,,,6a1b31a7-e90e-4e6f-a6fd-e511571811be,11,,"[40.5, 33.2]",3754109,0,,,,,0.65777194,,Right Foot,,,"[89.3, 70.9]",,High Pass,,61.66628,,,,Diafra Sakho,3962.0,,,,,,,1,From Kick Off,Cheikhou Kouyaté,3684.0,Right Defensive Midfield,2,West Ham United,40,['aaa07248-206e-46b7-a717-25cb50be2367'],3,,,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:03.767,Pass,
,,,,,,,,,,,,,,,,,,,,1.952289,,,,,,,,,,b5899427-b610-4fef-b2d7-cd25efde256d,18,,"[13.3, 0.1]",3754109,0,,,,,0.23154376,,,,,"[37.9, 5.9]",,High Pass,,25.274492,,Incomplete,,Harry Kane,10955.0,,,,,,Throw-in,1,From Throw In,Danny Rose,3594.0,Left Back,3,Tottenham Hotspur,38,"['455a2862-ea97-4e98-a375-1f639a2976e3', 'b6ec553e-aa8a-44da-a8fc-5cd537a884bb']",23,,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:23.670,Pass,
