50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.3668,,,,,,,,,,,,,60226c75-f9a2-47fd-89ad-3e89c97a7a74,16,,"[36.6, 32.0]",3754176,0,,,,,1.7755008,,Right Foot,,,,"[30.6, 60.9]",Ground Pass,,29.516266,,,Winston Reid,4280.0,,,,,,,1,From Kick Off,Cheikhou Kouyaté,3684.0,Center Defensive Midfield,2,West Ham United,40,['f8579cec-90f2-4904-8d4a-8966f5144a58'],9,,,,,,,,,,,,,,,,,West Ham United,40,00:00:09.860,Pass,
,,,,,,,,,,,,,,,,1.343399,,,,,,,,,,,,,5f99eb49-541e-411a-a98d-5744f17e37e8,19,,"[30.6, 60.9]",3754176,0,,,,,-1.2089335,,Right Foot,,,,"[37.3, 43.2]",Ground Pass,,18.925644,,,Cheikhou Kouyaté,3684.0,,,,,,,1,From Kick Off,Winston Reid,4280.0,Right Center Back,2,West Ham United,40,['76828513-1501-45a5-82e2-94c2c2c8fa7a'],12,,,,,,,,,,,,,,,,,West Ham United,40,00:00:12.601,Pass,
,,,,,,,,,,,,,,,,1.830499,,,,,,,,,,,,,0c66e5da-5a98-47b5-a468-157d795abc48,23,,"[46.7, 37.2]",3754176,0,,,,,-1.752515,,Right Foot,,,,"[41.5, 8.9]",Ground Pass,,28.773773,,,Angelo Obinze Ogbonna,3843.0,,,,,,,1,From Kick Off,Cheikhou Kouyaté,3684.0,Center Defensive Midfield,2,West Ham United,40,"['2ad5871c-1191-4b1c-8997-cbe7a3d6a589', '6dd9782b-fa13-4168-bba5-e62c3cfd472f']",16,,,,,,,,,,,,,,,,,West Ham United,40,00:00:16.386,Pass,True
,,,,,,,,,,,,,,,,1.759999,,,,,,,,,,,,,8701f6e9-03b7-49b9-9d26-933c07130c40,26,,"[41.8, 8.9]",3754176,0,,,,,1.5862136,,Left Foot,,,,"[41.1, 54.3]",Ground Pass,,45.405396,,,Winston Reid,4280.0,,,True,,,,1,From Kick Off,Angelo Obinze Ogbonna,3843.0,Left Center Back,2,West Ham United,40,['b10c3825-1194-42a6-8575-e6b7836a5709'],19,,,,,,,,,,,,,,,,,West Ham United,40,00:00:19.490,Pass,
,,,,,,,,,,,,,,,,1.3555,,,,,,,,,,,,,495a5931-0dde-480f-b730-a2673a5d7407,29,,"[41.1, 54.3]",3754176,0,,,,,0.18201216,,Right Foot,,,,"[57.4, 57.3]",Ground Pass,,16.573774,,,Mark Noble,3874.0,,,,,,,1,From Kick Off,Winston Reid,4280.0,Right Center Back,2,West Ham United,40,['9e9c4cbb-7f48-4e6f-8de8-58034ba07b20'],22,,,,,,,,,,,,,,,,,West Ham United,40,00:00:22.582,Pass,
,,,,,,,,,,,,,,,,2.051498,,,,,,,,,,,,,04d19a1c-5622-42a5-b5f6-d536c53e16e0,31,,"[57.4, 57.3]",3754176,0,,,,,-2.8845844,,Right Foot,,,,"[41.8, 53.2]",Ground Pass,,16.129786,,,Winston Reid,4280.0,,,,,,,1,From Kick Off,Mark Noble,3874.0,Right Center Midfield,2,West Ham United,40,['61fab13b-fdff-48d1-8758-2fb7131b53ce'],23,,,,,,,,,,,,,,,,,West Ham United,40,00:00:23.938,Pass,
,,,,,,,,,,,,,,,,2.462199,,,,,,,,,,,,,05d60a34-0fdd-4373-9974-9b89328b04e7,35,,"[52.9, 55.6]",3754176,0,,,,,-0.93457747,,Right Foot,,,,"[88.8, 7.0]",High Pass,,60.4216,,,Aaron Cresswell,3062.0,,,True,,,,1,From Kick Off,Winston Reid,4280.0,Right Center Back,2,West Ham United,40,['7216ef5b-5028-4862-b582-66fc6cd57415'],29,,,,,,,,,,,,,,,,,West Ham United,40,00:00:29.183,Pass,
,,,,,,,,,,,,,,,,1.1713,,,,,,,,,,,,,cfec4da5-d5da-4a8f-87c4-9f35365a3e48,42,,"[102.1, 0.1]",3754176,0,,True,,,1.2649175,,,,,,"[105.7, 11.5]",Low Pass,,11.954915,,,Dimitri Payet,3491.0,,,,,,Throw-in,1,From Throw In,Aaron Cresswell,3062.0,Left Back,3,West Ham United,40,['05c98297-48ae-4f05-9b9c-2734c3f71263'],49,,,,,,,,,,,,,,,,,West Ham United,40,00:00:49.438,Pass,
,,,,,,,,,,,,,,,,0.6513,,,,,,,,,,,,,272b686e-c5ad-4218-9d34-4d68ec3fc8e8,44,,"[105.7, 11.5]",3754176,0,,,,,-0.9788255,,Right Foot,,,,"[109.6, 5.7]",Ground Pass,,6.9892774,,,Aaron Cresswell,3062.0,,,,,,,1,From Throw In,Dimitri Payet,3491.0,Left Wing,3,West Ham United,40,['c2aa65f3-5723-4fed-98b7-a8eb4da5fdaa'],50,,,,,,,,,,,,,,,,,West Ham United,40,00:00:50.610,Pass,
,,,,,,,,,,,,,,,,0.52,,,,,,,,,,,,,b6e67cc5-ad62-47a9-8aa3-ac4bf6c8628e,47,,"[109.6, 5.7]",3754176,0,,,,,-3.1205432,,Left Foot,,,,"[100.1, 5.5]",Ground Pass,,9.502105,,,Dimitri Payet,3491.0,,,,,,,1,From Throw In,Aaron Cresswell,3062.0,Left Back,3,West Ham United,40,['cd947d82-a998-4f78-b331-ccab2dd07a34'],52,,,,,,,,,,,,,,,,,West Ham United,40,00:00:52.842,Pass,
,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,6d56ce57-d2b5-4c6a-b0af-b6dcf6216015,50,,"[100.1, 5.5]",3754176,0,,,,,0.65818197,,Right Foot,,,,"[109.8, 13.0]",Ground Pass,,12.261321,,,Manuel Lanzini,3595.0,,,,,,,1,From Throw In,Dimitri Payet,3491.0,Left Wing,3,West Ham United,40,['216a57dc-fc5d-4e8b-b004-dbc696920ad1'],56,,,,,,,,,,,,,,,,,West Ham United,40,00:00:56.831,Pass,
,,,,,,,,,,,,,,,,2.34,,,,,,,,,,,,,a0dbedad-cb8e-45bc-b761-f008d972c6c4,53,,"[110.2, 22.8]",3754176,1,,,,,1.2396022,,Right Foot,True,,,"[120.0, 51.3]",High Pass,,30.13785,Out,,,,,,,,,,1,From Throw In,Manuel Lanzini,3595.0,Left Center Midfield,3,West Ham United,40,,0,,,,,,,,,,,,,,,,,West Ham United,40,00:01:00.264,Pass,
,,,,,,,,,,,,,,,,5.98004,,,,,,,,,,,,,cf32aead-a880-4886-b887-3f6d32531104,54,,"[6.0, 36.0]",3754176,1,,True,,,0.21878968,,Right Foot,,,,"[93.7, 55.5]",High Pass,,89.84175,Incomplete,,,,,,,,,Goal Kick,1,From Goal Kick,Wayne Hennessey,3488.0,Goalkeeper,4,Crystal Palace,31,['7a0b405f-5164-4e8b-b9fd-4c6e60fa9f2b'],28,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:28.627,Pass,
,,,,,,,,,,,,,,,,2.069734,,,,,,,,,,,,,7a0b405f-5164-4e8b-b9fd-4c6e60fa9f2b,55,,"[26.4, 24.6]",3754176,1,,,,,-0.47226807,,Head,,,,"[49.5, 12.8]",High Pass,,25.939352,Incomplete,,,,,,,,,Recovery,1,From Goal Kick,Angelo Obinze Ogbonna,3843.0,Left Center Back,4,Crystal Palace,31,"['6cea04dd-39fd-45a2-84bc-0cc15bd0b60f', 'cf32aead-a880-4886-b887-3f6d32531104']",34,,,,,,,,,,,,,,,,,West Ham United,40,00:01:34.607,Pass,
,,,,,,,,,,,,,,,,1.467065,,,,,,,,,,,,,6cea04dd-39fd-45a2-84bc-0cc15bd0b60f,56,,"[70.6, 67.3]",3754176,1,,,,,-0.37349716,,Left Foot,,,,"[85.4, 61.5]",High Pass,,15.895911,Incomplete,,Yannick Bolasie Yala,3589.0,,,,,,Recovery,1,From Goal Kick,Jason Puncheon,19688.0,Right Center Midfield,4,Crystal Palace,31,"['2a86b725-4338-49b7-85ee-a0eabe6bdce4', '5c8534d8-703a-4e58-9954-f533c5a59014', '7a0b405f-5164-4e8b-b9fd-4c6e60fa9f2b']",36,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:36.676,Pass,
,,,,,,,,,,,,,,,,2.401343,,,,,,,,,,,,,2a86b725-4338-49b7-85ee-a0eabe6bdce4,58,,"[34.7, 18.6]",3754176,1,,,,,0.25412476,,Left Foot,,,,"[57.8, 24.6]",High Pass,,23.866505,Incomplete,,,,,,,,,Recovery,1,From Goal Kick,Angelo Obinze Ogbonna,3843.0,Left Center Back,4,Crystal Palace,31,"['497f575f-dd85-49ef-93a1-672341aeba8b', '6cea04dd-39fd-45a2-84bc-0cc15bd0b60f']",38,,,,,,,,,,,,,,,,,West Ham United,40,00:01:38.143,Pass,
,,,,,,,,,,,,,,,,1.776752,,,,,,,,,,,,,497f575f-dd85-49ef-93a1-672341aeba8b,59,,"[62.3, 55.5]",3754176,1,,,,,-0.31001705,,Head,,,,"[85.4, 48.1]",High Pass,,24.25634,Incomplete,,Yannick Bolasie Yala,3589.0,,,,,,Recovery,1,From Goal Kick,Scott Dann,3407.0,Right Center Back,4,Crystal Palace,31,"['2a86b725-4338-49b7-85ee-a0eabe6bdce4', '463a7db9-0294-477e-bf27-c4ad27b8911b', '6d6e4e84-caf5-464c-b1a0-5b01c5200719']",40,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:40.545,Pass,
,,,,,,,,,,,,,,,,0.753192,,,,,,,,,,,,,463a7db9-0294-477e-bf27-c4ad27b8911b,62,,"[34.7, 32.0]",3754176,1,,,,True,0.058755822,,,,,,"[39.8, 32.3]",Low Pass,,5.108816,Incomplete,,Cheikhou Kouyaté,3684.0,,,,,,Recovery,1,From Goal Kick,Angelo Obinze Ogbonna,3843.0,Left Center Back,4,Crystal Palace,31,"['497f575f-dd85-49ef-93a1-672341aeba8b', '4b2c4498-8226-460c-9077-fead63c4a729', '67204a62-3319-401c-83da-89452c753c82', '6d4f6875-42c0-4e39-9175-463f79565526']",42,,,,,,,,,,,,,,,,,West Ham United,40,00:01:42.321,Pass,True
,,,,,,,,,,,,,,,,1.165866,,,,,,,,,,,,,4b2c4498-8226-460c-9077-fead63c4a729,64,,"[80.3, 47.8]",3754176,1,,,,,2.1479886,,Right Foot,,,,"[74.7, 56.4]",Low Pass,,10.262553,,,Jason Puncheon,19688.0,,,,,,Recovery,1,From Goal Kick,Yannick Bolasie Yala,3589.0,Center Forward,4,Crystal Palace,31,"['463a7db9-0294-477e-bf27-c4ad27b8911b', 'de9f7c3a-e3ae-47fa-bddd-375cacebd91e']",43,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:43.075,Pass,
,,,,,,,,,,,,,,,,1.086752,,,,,,,,,,,,,0eb1da82-b4a8-43a5-858f-b957886de521,67,,"[74.7, 56.4]",3754176,1,,,,,0.7853982,,Left Foot,,,,"[90.1, 71.8]",Ground Pass,,21.778889,,,Wilfried Zaha,3507.0,,,,,,,1,From Goal Kick,Jason Puncheon,19688.0,Right Center Midfield,4,Crystal Palace,31,['d92d230e-4e8b-4562-8cbe-39c92a068500'],44,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:44.737,Pass,
,,,,,,,,,,,,,,,,1.491417,,,,,,,,,,,,,a1e4c912-96c7-4f9f-9095-a526b09e084c,70,,"[90.3, 71.8]",3754176,1,,,,,-1.7171116,,Right Foot,,,,"[87.5, 52.8]",Ground Pass,,19.205208,,,Joel Ward,3443.0,,,,,,,1,From Goal Kick,Wilfried Zaha,3507.0,Right Midfield,4,Crystal Palace,31,['d61321a1-60f0-4f5c-b704-84b48b11fd73'],48,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:48.480,Pass,
,,,,,,,,,,,,,,,,1.034497,,,,,,,,,,,,,5fc809d6-04e7-4348-8f09-b4d140536f06,73,,"[87.5, 52.8]",3754176,1,,,,,-0.7853982,36b27a74-0822-4d64-a96d-c41c1cbc0060,Right Foot,,,,"[105.7, 34.6]",High Pass,,25.738688,,,Joe Ledley,4817.0,True,,,,,,1,From Goal Kick,Joel Ward,3443.0,Right Back,4,Crystal Palace,31,['659eef55-c55d-44a4-8a75-9717701e0723'],50,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:50.662,Pass,
,,,,,,,,,,,,,,,,3.485,,,,,,,,,,,,,8d3d84f1-bea3-440c-8255-1736a91bfef4,77,,"[12.4, 44.4]",3754176,1,,True,,,0.34738597,,Drop Kick,,,,"[64.6, 63.3]",High Pass,,55.516212,,,Emmanuel Emenike,128704.0,,,,,,,1,From Keeper,Adrián San Miguel del Castillo,3623.0,Goalkeeper,5,West Ham United,40,['dd354bf7-1c77-4cc1-9be9-5033094c6067'],56,,,,,,,,,,,,,,,,,West Ham United,40,00:01:56.035,Pass,
,,,,,,,,,,,,,,,,1.741272,,,,,,,,,,,,,16ffba99-7be0-4c44-8039-793acc0d32ca,85,,"[16.1, 42.3]",3754176,2,,True,,,0.62196726,,Right Foot,,,,"[54.6, 69.9]",High Pass,,47.370983,Incomplete,,Yannick Bolasie Yala,3589.0,,,,,,,1,From Keeper,Scott Dann,3407.0,Right Center Back,5,West Ham United,40,"['28b6b8c6-9da5-49ec-bd41-75acb3abe4a7', '5aaaefc5-1286-41eb-86f1-492f8e1185a8', '92b4d156-20c1-4a79-add1-ac89c2a8e283']",10,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:10.181,Pass,True
,,,,,,,,,,,,,,,,1.834416,,,,,,,,,,,,,92b4d156-20c1-4a79-add1-ac89c2a8e283,87,,"[65.5, 10.2]",3754176,2,,,,,1.6625624,,Head,,,,"[64.0, 26.5]",High Pass,,16.368874,Incomplete,,,,,,,,,Recovery,1,From Keeper,Angelo Obinze Ogbonna,3843.0,Left Center Back,5,West Ham United,40,"['16ffba99-7be0-4c44-8039-793acc0d32ca', 'c854a109-075c-4466-955f-ef17cd12c162']",11,,,,,,,,,,,,,,,,,West Ham United,40,00:02:11.922,Pass,
,,,,,,,,,,,,,,,,3.835382,,,,,,,,,,,,,c854a109-075c-4466-955f-ef17cd12c162,88,,"[56.1, 53.6]",3754176,2,,,,True,-0.14888994,,,,,,"[90.1, 48.5]",High Pass,,34.38037,Incomplete,,,,,,,,,Recovery,1,From Keeper,Wilfried Zaha,3507.0,Right Midfield,5,West Ham United,40,"['282c03c0-a531-4989-836d-6de22533ceaf', '92b4d156-20c1-4a79-add1-ac89c2a8e283', '9cdeae48-f2e6-499f-951b-cb0fb187245e']",13,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:13.756,Pass,True
,,,,,,,,,,,,,,,,0.78,,,,,,,,,,,,,9cdeae48-f2e6-499f-951b-cb0fb187245e,90,,"[30.0, 31.6]",3754176,2,,,,,2.7683413,,Right Foot,,,,"[15.7, 37.2]",Ground Pass,,15.357409,,,Adrián San Miguel del Castillo,3623.0,,,,,,Recovery,1,From Keeper,Winston Reid,4280.0,Right Center Back,5,West Ham United,40,"['2ca1d886-4b9f-4967-967c-972522106f06', 'c854a109-075c-4466-955f-ef17cd12c162']",17,,,,,,,,,,,,,,,,,West Ham United,40,00:02:17.592,Pass,
,,,,,,,,,,,,,,,,0.78,,,,,,,,,,,,,aedc3a4c-f27d-457c-8a42-1d7ef079edea,92,,"[15.7, 37.2]",3754176,2,,,,,0.072599456,,Right Foot,,,,"[21.2, 37.6]",Ground Pass,,5.5145264,,,Winston Reid,4280.0,,,,,,,1,From Keeper,Adrián San Miguel del Castillo,3623.0,Goalkeeper,5,West Ham United,40,['ab802271-022e-4ca6-b040-3c82516827bf'],18,,,,,,,,,,,,,,,,,West Ham United,40,00:02:18.372,Pass,
,,,,,,,,,,,,,,,,0.9577,,,,,,,,,,,,,81f76109-0212-4389-80b3-70609df8a09f,95,,"[24.9, 40.6]",3754176,2,,,,,0.111777045,,Right Foot,,,,"[34.7, 41.7]",Ground Pass,,9.861542,,,Cheikhou Kouyaté,3684.0,,,,,,,1,From Keeper,Winston Reid,4280.0,Right Center Back,5,West Ham United,40,['610d9845-c0de-4ac7-85a2-f3e6e91d703a'],20,,,,,,,,,,,,,,,,,West Ham United,40,00:02:20.625,Pass,
,,,,,,,,,,,,,,,,1.5406,,,,,,,,,,,,,62980487-d3cc-49db-be07-4b12385008cf,98,,"[40.7, 46.2]",3754176,2,,,,,1.2710203,,Right Foot,,,,"[49.2, 73.7]",Ground Pass,,28.783676,,,Mark Noble,3874.0,,,,,,,1,From Keeper,Cheikhou Kouyaté,3684.0,Center Defensive Midfield,5,West Ham United,40,['a5d1fe4a-5fb3-4322-8023-839d2d5fa322'],23,,,,,,,,,,,,,,,,,West Ham United,40,00:02:23.711,Pass,
,,,,,,,,,,,,,,,,1.1865,,,,,,,,,,,,,727ef408-ed90-429c-9585-131e1f031abe,101,,"[60.4, 63.9]",3754176,2,,,,,-1.3633001,,Right Foot,,,,"[64.0, 46.8]",Ground Pass,,17.474838,,,Manuel Lanzini,3595.0,,,,,,,1,From Keeper,Mark Noble,3874.0,Right Center Midfield,5,West Ham United,40,['39cb0aea-4cb2-43a4-b74c-31b9328958e2'],29,,,,,,,,,,,,,,,,,West Ham United,40,00:02:29.093,Pass,
,,,,,,,,,,,,,,,,1.2428,,,,,,,,,,,,,890cb1fb-abb4-4920-bdbb-00ebb2de4db2,105,,"[66.6, 44.7]",3754176,2,,,,,1.4315171,,Right Foot,,,,"[68.1, 55.4]",Ground Pass,,10.804628,,,Mark Noble,3874.0,,,,,,,1,From Keeper,Manuel Lanzini,3595.0,Left Center Midfield,5,West Ham United,40,"['0ef1e98f-6a31-4c20-ac35-5b1717103e66', '25ce29d1-1139-456f-b43a-ba510cc641b9']",30,,,,,,,,,,,,,,,,,West Ham United,40,00:02:30.308,Pass,True
,,,,,,,,,,,,,,,,2.1593,,,,,,,,,,,,,f2ac4557-ccdf-4285-80e8-94f41d19ed6a,107,,"[67.8, 55.8]",3754176,2,,,,,-2.7038014,,Right Foot,,,,"[34.9, 40.4]",Ground Pass,,36.325886,,,Winston Reid,4280.0,,,,,,,1,From Keeper,Mark Noble,3874.0,Right Center Midfield,5,West Ham United,40,['7b01ce3b-de09-4fe1-8c6e-9bdb34104db7'],31,,,,,,,,,,,,,,,,,West Ham United,40,00:02:31.550,Pass,
