ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.674498,,,,,,,,,,,d88cf853-1ba0-49c2-a184-879c8ce0f1ef,920,,,"[6.7, 10.2]",3754102,21,,,,,0.38793617,,Left Foot,,,"[57.6, 31.0]",,High Pass,,54.98591,,,,Jonathan Howson,9578.0,,,,,,,1,Regular Play,Martin Olsson,3576.0,Left Back,42,Norwich City,56,['efd9eb61-84df-44ce-81a3-6d296304d223'],55,,,,,,,,,,,,,,,,,,Norwich City,56,00:21:55.284,Pass,
,,,,,,,,,,,,,,,,2.258445,,,,,,,,,,,11632725-772e-4501-b566-3910f5bb4f25,922,,,"[57.0, 30.1]",3754102,21,,,,,-0.7443254,,Head,,,"[76.0, 12.6]",,High Pass,,25.831182,,,,Dieumerci Mbokani Bezua,23663.0,,,,,,,1,Regular Play,Jonathan Howson,9578.0,Center Attacking Midfield,42,Norwich City,56,['c755735b-d508-47e6-a035-bbe7ad79c804'],58,,,,,,,,,,,,,,,,,,Norwich City,56,00:21:58.048,Pass,
,,,,,,,,,,,,,,,,1.292964,,,,,,,,,,,48a2239b-200e-486c-905b-09db56449c86,931,,,"[100.7, 0.1]",3754102,22,,True,,,0.43662715,,,,,"[118.7, 8.5]",,Low Pass,,19.863535,,,,Dieumerci Mbokani Bezua,23663.0,,,,,,Throw-in,1,From Throw In,Martin Olsson,3576.0,Left Back,43,Norwich City,56,['c98d8582-e1cd-407a-ad36-ae51d840943e'],27,,,,,,,,,,,,,,,,,,Norwich City,56,00:22:27.388,Pass,
,,,,,,,,,,,,,,,,1.096817,,,,,,,,,,,bfe9fb41-b8e3-4c49-8042-97ce3885a26a,934,,,"[113.1, 6.8]",3754102,22,,,,,-3.0543149,,Right Foot,,,"[105.1, 6.1]",,Ground Pass,,8.030566,,,,Martin Olsson,3576.0,,,,,,,1,From Throw In,Dieumerci Mbokani Bezua,23663.0,Center Forward,43,Norwich City,56,"['d46247b7-1abe-4590-88ef-7495b993d0f8', 'e7f7a47e-22cd-4df9-8239-6180702ebbf8']",30,,,,,,,,,,,,,,,,,,Norwich City,56,00:22:30.005,Pass,True
,,,,,,,,,,,,,,,,1.797528,,,,,,,,,,,d32148a5-4089-4091-a9b6-25f411b8cf8f,937,,,"[107.2, 5.2]",3754102,22,,,,,1.5310619,,Left Foot,True,,"[108.5, 37.9]",,High Pass,,32.72583,,Incomplete,,,,,,,,,,1,From Throw In,Martin Olsson,3576.0,Left Back,43,Norwich City,56,['a83d8ec6-a92d-48a9-9e49-1931bc789122'],31,,,,,,,,,,,,,,,,,,Norwich City,56,00:22:31.158,Pass,
,,,,,,,,,,,,,,,,2.762412,,,,,,,,,,,58c7e465-51ab-4a2b-80ae-5f4ab9ff9da0,948,,,"[88.6, 8.1]",3754102,23,,,,,0.9953717,,Left Foot,True,,"[115.0, 48.8]",,High Pass,,48.51237,,Incomplete,,,,,,True,,,Free Kick,1,From Free Kick,Robert Brady,10967.0,Left Wing,44,Norwich City,56,['cf1549a6-0827-4d26-9fd3-ab9c1fceb194'],32,,,,,,,,,,,,,,,,,,Norwich City,56,00:23:32.804,Pass,
,,,,,,,,,,,,,,,,2.441043,,,,,,,,,,,255e9ccf-aea2-4091-91a3-92bbaaa807c3,951,,,"[12.9, 38.7]",3754102,23,,,,,1.0210787,,Keeper Arm,,,"[23.5, 56.0]",,Ground Pass,,20.28916,,,,Chancel Mbemba Mangulu,3044.0,,,,,,,1,From Keeper,Rob Elliot,3096.0,Goalkeeper,45,Newcastle United,37,['90b51b6f-5792-439e-ba19-d88c2bf5d083'],43,,,,,,,,,,,,,,,,,,Newcastle United,37,00:23:43.524,Pass,
,,,,,,,,,,,,,,,,1.923414,,,,,,,,,,,eeab70de-0735-4bdb-a9db-3e2ee35d166f,954,,,"[25.0, 57.5]",3754102,23,,,,,0.8557046,,Right Foot,,,"[38.2, 72.7]",,Ground Pass,,20.131567,,,,Daryl Janmaat,3650.0,,,,,,,1,From Keeper,Chancel Mbemba Mangulu,3044.0,Right Center Back,45,Newcastle United,37,['32d00fe9-68f3-4d79-9efd-a138923d33d4'],46,,,,,,,,,,,,,,,,,,Newcastle United,37,00:23:46.382,Pass,
,,,,,,,,,,,,,,,,4.138156,,,,,,,,,,,d252160b-64de-45a8-8575-2a26232f9196,957,,,"[56.8, 73.8]",3754102,23,,,,,-0.68749785,,Right Foot,,,"[93.7, 43.5]",,High Pass,,47.746204,,,,Aleksandar Mitrović,4269.0,,,,,,,1,From Keeper,Daryl Janmaat,3650.0,Right Back,45,Newcastle United,37,['34508a89-24ae-409d-a527-3ec0a723eea4'],50,,,,,,,,,,,,,,,,,,Newcastle United,37,00:23:50.915,Pass,
,,,,,,,,,,,,,,,,1.441415,,,,,,,,,,,59660b66-6e38-490c-a818-dabffc7d081a,963,,,"[39.2, 50.3]",3754102,23,,,,,0.7278347,,Right Foot,,,"[54.8, 64.2]",,Ground Pass,,20.894258,,,,Nathan Redmond,3286.0,,,,,,,1,From Keeper,Alexander Banor Tettey,9463.0,Left Center Midfield,45,Newcastle United,37,['85db5032-9a15-4866-b8bf-dc716d2a62ef'],57,,,,,,,,,,,,,,,,,,Norwich City,56,00:23:57.574,Pass,
,,,,,,,,,,,,,,,,1.871015,,,,,,,,,,,aa1aa5cb-9772-405d-b70c-76271dad3225,967,,,"[62.8, 76.3]",3754102,24,,,,,-1.0932608,,Right Foot,,,"[70.2, 62.0]",,Ground Pass,,16.101242,,Incomplete,,Jonathan Howson,9578.0,,,,,,,1,From Keeper,Nathan Redmond,3286.0,Right Wing,45,Newcastle United,37,"['4f633087-f57f-41dc-a419-29edbd661f43', 'afe82974-70e5-4227-9535-fba2168decda', 'bd8f4aac-344b-4b56-9e0a-f2a682e522e3']",2,,,,,,,,,,,,,,,,,,Norwich City,56,00:24:02.785,Pass,True
,,,,,,,,,,,,,,,,1.118395,,,,,,,,,,,afe82974-70e5-4227-9535-fba2168decda,969,,,"[49.9, 18.1]",3754102,24,,,,,-2.2950463,,Right Foot,,,"[38.4, 5.1]",,Ground Pass,,17.356554,,,,Paul Dummett,3065.0,,,,,,Recovery,1,From Keeper,Cheik Ismaël Tioté,42900.0,Right Center Midfield,45,Newcastle United,37,"['aa1aa5cb-9772-405d-b70c-76271dad3225', 'd4734dbd-afee-47ab-a2c8-6d2d29605452']",4,,,,,,,,,,,,,,,,,,Newcastle United,37,00:24:04.656,Pass,
,,,,,,,,,,,,,,,,3.824535,,,,,,,,,,,bb53dd04-1259-4e45-8331-8b4ee9110d23,972,,,"[36.3, 5.1]",3754102,24,,,,,2.6302588,,Left Foot,,,"[0.3, 25.3]",,Ground Pass,,41.280018,,,,Rob Elliot,3096.0,,,,,,,1,From Keeper,Paul Dummett,3065.0,Left Back,45,Newcastle United,37,['cc4ecd15-9c6c-44f9-8748-b0751dc397b2'],6,,,,,,,,,,,,,,,,,,Newcastle United,37,00:24:06.350,Pass,
,,,,,,,,,,,,,,,,5.344365,,,,,,,,,,,963ce50f-eb36-4821-80e6-0e99195e8280,975,,,"[14.2, 37.8]",3754102,24,,,,,0.03802514,,Left Foot,,,"[106.2, 41.3]",,High Pass,,92.06655,,Incomplete,,,,,,,,,,1,From Keeper,Rob Elliot,3096.0,Goalkeeper,45,Newcastle United,37,['e86e414b-06ca-4fdc-9bf7-03f3818abb6c'],18,,,,,,,,,,,,,,,,,,Newcastle United,37,00:24:18.249,Pass,
,,,,,,,,,,,,,,,,3.88296,,,,,,,,,,,96e8b218-5be2-482d-b0ad-d4854be12367,978,,,"[15.0, 38.6]",3754102,24,,,,,-0.9776258,,Keeper Arm,,,"[21.0, 29.7]",,Ground Pass,,10.733592,,,,Sébastien Aymar Bassong Nguena,31296.0,,,,,,,1,From Keeper,John Ruddy,23635.0,Goalkeeper,45,Newcastle United,37,['9544f40c-c025-4e6c-8cf2-128fc56b428d'],25,,,,,,,,,,,,,,,,,,Norwich City,56,00:24:25.272,Pass,
,,,,,,,,,,,,,,,,3.326939,,,,,,,,,,,31c33101-2796-4325-84d5-77910dd5b11c,982,,,"[52.2, 16.1]",3754102,24,,,,,0.45466918,,Left Foot,,,"[88.0, 33.6]",,Low Pass,,39.84834,,Incomplete,,,,,,,,,,1,From Keeper,Sébastien Aymar Bassong Nguena,31296.0,Left Center Back,45,Newcastle United,37,"['459fd379-3841-4b0c-a066-3038daef5c3d', '666097d6-d63c-4024-a528-488af04eef8d']",32,,,,,,,,,,,,,,,,,,Norwich City,56,00:24:32.304,Pass,True
,,,,,,,,,,,,,,,,3.724096,,,,,,,,,,,666097d6-d63c-4024-a528-488af04eef8d,983,,,"[32.1, 46.5]",3754102,24,,,,,-2.5779216,,Left Foot,,,"[10.9, 33.1]",,Ground Pass,,25.079872,,,,Rob Elliot,3096.0,,,,,,Recovery,1,From Keeper,Fabricio Coloccini,26207.0,Left Center Back,45,Newcastle United,37,"['31c33101-2796-4325-84d5-77910dd5b11c', '5de218c9-5093-4403-878d-7695e58d5f71']",35,,,,,,,,,,,,,,,,,,Newcastle United,37,00:24:35.630,Pass,
,,,,,,,,,,,,,,,,2.159653,,,,,,,,,,,a5d44294-7d21-4542-894d-a614ba020b65,986,,,"[10.7, 30.7]",3754102,24,,,,,1.2953702,,Left Foot,,,"[15.9, 49.1]",,Ground Pass,,19.12067,,,,Fabricio Coloccini,26207.0,,,,,,,1,From Keeper,Rob Elliot,3096.0,Goalkeeper,45,Newcastle United,37,['29f0804b-c727-4c29-93d8-aa63721540b6'],39,,,,,,,,,,,,,,,,,,Newcastle United,37,00:24:39.886,Pass,
,,,,,,,,,,,,,,,,3.282936,,,,,,,,,,,78d4fe20-b552-4bd8-af99-893530f02588,990,,,"[38.4, 69.4]",3754102,24,,,,,-0.3894906,,Right Foot,,,"[101.5, 43.5]",,High Pass,,68.20865,,Incomplete,,Aleksandar Mitrović,4269.0,,,,Through Ball,True,,1,From Keeper,Fabricio Coloccini,26207.0,Left Center Back,45,Newcastle United,37,"['5ada814a-f510-458d-9584-50b1ca43fbb5', '905fd612-fb72-46c2-9d93-2284ed856980', '9996042e-6a22-4611-8346-b897e7ffe0b3']",47,,,,,,,,,,,,,,,,,,Newcastle United,37,00:24:47.762,Pass,True
,,,,,,,,,,,,,,,,1.086328,,,,,,,,,,,a89680b9-0c52-4281-a245-4e538bbf1381,994,,,"[79.6, 80.0]",3754102,25,,,,,-1.4094212,,,,,"[81.7, 67.1]",,Low Pass,,13.069813,,,,Moussa Sissoko,3091.0,,,,,,Throw-in,1,From Throw In,Daryl Janmaat,3650.0,Right Back,46,Newcastle United,37,['2ca48c45-22e7-477e-97bc-e2f231cc3b0f'],6,,,,,,,,,,,,,,,,,,Newcastle United,37,00:25:06.153,Pass,
,,,,,,,,,,,,,,,,1.302294,,,,,,,,,,,379e9176-fd20-4de1-8dca-095ab7429f68,998,,,"[99.1, 69.0]",3754102,25,,,,,-1.2071277,d5585826-5155-413f-ad70-c0c8cdc35d58,Right Foot,True,,"[109.3, 42.2]",True,High Pass,,28.675425,,,,Georginio Wijnaldum,3567.0,,,,,,,1,From Throw In,Moussa Sissoko,3091.0,Right Midfield,46,Newcastle United,37,"['21ed5d48-0195-4c91-8592-131a44cafb7b', '9f9b9da1-2a86-46b2-af20-0bb018ae6405']",9,,,,,,,,,,,,,,,,,,Newcastle United,37,00:25:09.825,Pass,True
,,,,,,,,,,,,,,,,1.0552,,,,,,,,,,,2871385b-110f-474f-8aa5-4456b45f9737,1003,,,"[61.0, 40.1]",3754102,26,,True,,,2.928224,,Right Foot,,,"[55.0, 41.4]",,Ground Pass,,6.1392183,,,,Russell Martin,21212.0,,,,,,Kick Off,1,From Kick Off,Jonathan Howson,9578.0,Center Attacking Midfield,47,Norwich City,56,['b273b327-d1ca-400a-ab4a-29a57c4173c2'],13,,,,,,,,,,,,,,,,,,Norwich City,56,00:26:13.115,Pass,
,,,,,,,,,,,,,,,,2.09921,,,,,,,,,,,65f27efb-aed4-43ca-b9e7-9ea2359768ba,1005,,,"[32.1, 44.2]",3754102,26,,,,,1.1570317,,Right Foot,,,"[44.0, 71.3]",,Ground Pass,,29.597635,,,,Steven Whittaker,11124.0,,,,,,,1,From Kick Off,Russell Martin,21212.0,Right Center Back,47,Norwich City,56,['9c5e3233-2617-476d-9caf-7cc1f864b61e'],14,,,,,,,,,,,,,,,,,,Norwich City,56,00:26:14.170,Pass,
,,,,,,,,,,,,,,,,2.792674,,,,,,,,,,,e4e1da62-8359-4e63-acbf-845a12c3f612,1008,,,"[45.1, 71.3]",3754102,26,,,,,-0.08647733,,Right Foot,,,"[94.7, 67.0]",,High Pass,,49.78604,,Incomplete,,,,,,,,,,1,From Kick Off,Steven Whittaker,11124.0,Right Back,47,Norwich City,56,['e365bf1a-f1e8-490c-bbae-8cd164ae4c26'],18,,,,,,,,,,,,,,,,,,Norwich City,56,00:26:18.204,Pass,
,,,,,,,,,,,,,,,,2.680904,,,,,,,,,,,8b6a1bdb-a127-4689-8e79-4126e1435f30,1017,,,"[120.0, 0.1]",3754102,26,,,,,1.7529178,,Right Foot,,,"[110.0, 54.4]",,High Pass,,55.21313,,,True,Alexander Banor Tettey,9463.0,,,True,Outswinging,,Corner,1,From Corner,Nathan Redmond,3286.0,Right Wing,48,Norwich City,56,['c76d5fd2-8ee5-4e20-9c5b-83929034d16f'],50,,,,,,,,,,,,,,,,,,Norwich City,56,00:26:50.981,Pass,
,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,ded6b1c8-8232-485b-ae35-0be02e058a86,1019,,,"[108.5, 54.4]",3754102,26,,,,,-1.0616393,,Head,,,"[120.0, 33.8]",,High Pass,,23.592583,,Out,,,,,,,,,,1,From Corner,Alexander Banor Tettey,9463.0,Left Center Midfield,48,Norwich City,56,,53,,,,,,,,,,,,,,,,,,Norwich City,56,00:26:53.702,Pass,
,,,,,,,,,,,,,,,,2.076216,,,,,,,,,,,7f7506d7-db8c-460d-b37a-842fff51a058,1020,,,"[6.0, 44.0]",3754102,27,,True,,,0.32395807,,Right Foot,,,"[73.9, 66.8]",,High Pass,,71.62576,,Incomplete,,Aleksandar Mitrović,4269.0,,,,,,Goal Kick,1,From Goal Kick,Rob Elliot,3096.0,Goalkeeper,49,Newcastle United,37,"['783f5beb-5a49-45ec-a77b-1670723f1f0f', '9454f749-e679-45b4-a782-c7bb98768764']",41,,,,,,,,,,,,,,,,,,Newcastle United,37,00:27:41.679,Pass,
,,,,,,,,,,,,,,,,1.384619,,,,,,,,,,,60533f88-9bab-4149-bb4f-60fde19fd9cd,1024,,,"[68.1, 80.0]",3754102,27,,,,,-0.37744203,,,,,"[85.0, 73.3]",,High Pass,,18.179659,,Incomplete,,Aleksandar Mitrović,4269.0,,,,,,Throw-in,1,From Throw In,Daryl Janmaat,3650.0,Right Back,50,Newcastle United,37,"['45bc8bfd-f4f5-46a2-a3d7-694bc3cf4d11', '88eac1a5-5fc9-4bd2-b7a1-025c22af152b']",56,,,,,,,,,,,,,,,,,,Newcastle United,37,00:27:56.634,Pass,
,,,,,,,,,,,,,,,,1.795338,,,,,,,,,,,45bc8bfd-f4f5-46a2-a3d7-694bc3cf4d11,1026,,,"[35.1, 6.8]",3754102,27,,,,,1.7324177,,Head,,,"[32.1, 25.2]",,High Pass,,18.642962,,,,Russell Martin,21212.0,,,,,,Recovery,1,Regular Play,Martin Olsson,3576.0,Left Back,51,Norwich City,56,"['1332dfc0-d71d-48ab-818a-d611c0108c88', '60533f88-9bab-4149-bb4f-60fde19fd9cd']",58,,,,,,,,,,,,,,,,,,Norwich City,56,00:27:58.019,Pass,
,,,,,,,,,,,,,,,,0.648293,,,,,,,,,,,991335fa-55e2-4508-9564-9d7de146cd64,1028,,,"[32.7, 25.2]",3754102,27,,,,,-0.35595775,,Head,,,"[40.5, 22.3]",,Low Pass,,8.321658,,,,Jonathan Howson,9578.0,,,,,,,1,Regular Play,Russell Martin,21212.0,Right Center Back,51,Norwich City,56,['a33b1abe-0868-4055-ac72-616f1f0ad0db'],59,,,,,,,,,,,,,,,,,,Norwich City,56,00:27:59.869,Pass,
,,,,,,,,,,,,,,,,1.756195,,,,,,,,,,,bcb10b51-333c-46d2-bd90-bab128e79595,1030,,,"[40.5, 22.3]",3754102,28,,,,True,-0.075877436,,,,,"[57.6, 21.0]",,High Pass,,17.149343,,Incomplete,,Dieumerci Mbokani Bezua,23663.0,,,,,,,1,Regular Play,Jonathan Howson,9578.0,Center Attacking Midfield,51,Norwich City,56,"['5935778b-3c31-4723-ab35-1af73e901adf', '8cd300bc-9bc1-46c8-af4e-e12019a89687', 'e6b3dc5d-8c96-48fb-a7a7-c6a455d618d2']",0,,,,,,,,,,,,,,,,,,Norwich City,56,00:28:00.589,Pass,True
,,,,,,,,,,,,,,,,1.025491,,,,,,,,,,,5867b076-0e8d-4499-9ef2-78c4dd30ce56,1036,,,"[63.8, 54.7]",3754102,28,,,,,-1.7873466,,Right Foot,,,"[62.7, 49.7]",,Ground Pass,,5.1195703,,,,Jack Colback,9649.0,,,,,,,1,Regular Play,Chancel Mbemba Mangulu,3044.0,Right Center Back,52,Newcastle United,37,['725a734d-8bc6-450c-802b-e5fa7ed59e36'],3,,,,,,,,,,,,,,,,,,Newcastle United,37,00:28:03.730,Pass,
,,,,,,,,,,,,,,,,1.680176,,,,,,,,,,,02e38008-345f-4b5d-b9af-2879e23a7f4e,1039,,,"[61.8, 49.7]",3754102,28,,,,,2.278338,,Left Foot,,,"[48.8, 64.9]",,Ground Pass,,20.001,,,,Daryl Janmaat,3650.0,,,,,,,1,Regular Play,Jack Colback,9649.0,Left Center Midfield,52,Newcastle United,37,"['555911e2-947c-4eae-be53-98c7e408f9b7', '55633f9b-9ff1-42f0-b25e-7b10b0f45d86']",4,,,,,,,,,,,,,,,,,,Newcastle United,37,00:28:04.756,Pass,True
,,,,,,,,,,,,,,,,1.913147,,,,,,,,,,,08ac23e3-a989-4fb0-8414-65089475a412,1041,,,"[48.8, 66.6]",3754102,28,,,,,-2.1361327,,Right Foot,,,"[31.1, 38.7]",,Ground Pass,,33.040882,,,,Fabricio Coloccini,26207.0,,,,,,,1,Regular Play,Daryl Janmaat,3650.0,Right Back,52,Newcastle United,37,['8a1b36fa-9cf8-4eba-8954-b2ed0f982bee'],6,,,,,,,,,,,,,,,,,,Newcastle United,37,00:28:06.436,Pass,
,,,,,,,,,,,,,,,,1.098116,,,,,,,,,,,e26dc7c8-78c1-4376-a21d-4f9306f57640,1044,,,"[33.4, 37.8]",3754102,28,,,,,-1.1941924,,Right Foot,,,"[40.4, 20.1]",,Ground Pass,,19.033916,,,,Jack Colback,9649.0,,,,,,,1,Regular Play,Fabricio Coloccini,26207.0,Left Center Back,52,Newcastle United,37,['e3e80b73-b7b1-4e5b-a983-a0645b8b6bd5'],12,,,,,,,,,,,,,,,,,,Newcastle United,37,00:28:12.520,Pass,
,,,,,,,,,,,,,,,,1.271839,,,,,,,,,,,194916c7-3beb-4e80-a951-d3511a116d6f,1047,,,"[36.3, 17.5]",3754102,28,,,,,1.2574489,,Right Foot,,,"[42.1, 35.4]",,Ground Pass,,18.816216,,,,Cheik Ismaël Tioté,42900.0,,,,,,,1,Regular Play,Jack Colback,9649.0,Left Center Midfield,52,Newcastle United,37,['a71e1e16-e702-44ac-904d-a520cb3d40fb'],14,,,,,,,,,,,,,,,,,,Newcastle United,37,00:28:14.447,Pass,
,,,,,,,,,,,,,,,,1.87276,,,,,,,,,,,346892fb-ed06-4576-8253-ab9f7f0194f5,1055,,,"[92.9, 42.9]",3754102,28,,,,,0.08407103,,Right Foot,,,"[110.7, 44.4]",,High Pass,,17.86309,,Incomplete,,Jonathan Howson,9578.0,,,,,,,1,Regular Play,Dieumerci Mbokani Bezua,23663.0,Center Forward,52,Newcastle United,37,"['22363767-47e3-4cb0-b539-4ee3aa668a2a', '353e8ea9-b47b-4102-99f9-31c81ef0ad9d']",18,,,,,,,,,,,,,,,,,,Norwich City,56,00:28:18.975,Pass,
,,,,,,,,,,,,,,,,3.235641,,,,,,,,,,,fef909df-74ec-4840-8611-e352dd0f659d,1059,,,"[27.2, 20.9]",3754102,28,,,,,-0.06957956,,Left Foot,,,"[88.9, 16.6]",,High Pass,,61.849655,,Incomplete,,Aleksandar Mitrović,4269.0,,,,,,,1,Regular Play,Rob Elliot,3096.0,Goalkeeper,52,Newcastle United,37,"['8134980e-16dc-46ec-b218-203a639b6f87', 'd68a3d3e-c0c8-486b-8b6c-5b18483ab635']",39,,,,,,,,,,,,,,,,,,Newcastle United,37,00:28:39.872,Pass,
,,,,,,,,,,,,,,,,1.826818,,,,,,,,,,,d68a3d3e-c0c8-486b-8b6c-5b18483ab635,1062,,,"[31.2, 63.5]",3754102,28,,,,True,0.87172157,,,,,"[40.7, 74.8]",,Low Pass,,14.762791,,,,Nathan Redmond,3286.0,,,,,,Recovery,1,Regular Play,Russell Martin,21212.0,Right Center Back,52,Newcastle United,37,"['71a02636-bdbe-4159-a3df-dace2a32e08e', 'f85d914a-b9c7-4838-bbf5-7f00ec787b43', 'fef909df-74ec-4840-8611-e352dd0f659d']",43,,,,,,,,,,,,,,,,,,Norwich City,56,00:28:43.108,Pass,True
,,,,,,,,,,,,,,,,3.534732,,,,,,,,,,,db2f7a2d-b56d-4c38-9f78-cbf7ce5d4ea2,1066,,,"[40.1, 75.6]",3754102,28,,,,,-0.20783904,,Right Foot,,,"[69.5, 69.4]",,Ground Pass,,30.04663,,Incomplete,,,,,,,,,,1,Regular Play,Nathan Redmond,3286.0,Right Wing,52,Newcastle United,37,"['53252d21-dcd2-486a-ac5b-08f5e8eeddbd', '9841a5e3-26a2-4d16-9dfb-352987802172']",45,,,,,,,,,,,,,,,,,,Norwich City,56,00:28:45.013,Pass,True
,,,,,,,,,,,,,,,,2.262044,,,,,,,,,,,c8613384-5b04-4ae5-8f4f-10e6df97c321,1070,,,"[56.0, 5.1]",3754102,28,,,,,0.37686175,,Left Foot,,,"[93.9, 20.1]",,High Pass,,40.7604,,,,Ayoze Pérez Gutiérrez,3076.0,,,,,,,1,Regular Play,Fabricio Coloccini,26207.0,Left Center Back,52,Newcastle United,37,"['0f8ed99d-7f5a-4ff1-9d60-f136dd760de4', 'b1686ce8-e610-492b-af4a-2c8c8bbbffcb']",49,,,,,,,,,,,,,,,,,,Newcastle United,37,00:28:49.871,Pass,True
,,,,,,,,,,,,,,,,0.8164,,,,,,,,,,,9236ea14-4fac-4abb-a598-4aa0bbef6ec4,1073,,,"[93.9, 20.1]",3754102,28,,,,,1.724741,,Other,,,"[93.0, 25.9]",,Low Pass,,5.8694124,,Incomplete,,Aleksandar Mitrović,4269.0,,,,,,,1,Regular Play,Ayoze Pérez Gutiérrez,3076.0,Right Center Forward,52,Newcastle United,37,"['23e57ed5-311e-4b41-ba19-1988ba68ad6e', '81d8303d-1958-4379-9c6c-3b22c76455b8']",52,,,,,,,,,,,,,,,,,,Newcastle United,37,00:28:52.256,Pass,
,,,,,,,,,,,,,,,,0.846373,,,,,,,,,,,83b9169b-5c14-442d-aac9-f0a94123cda4,1077,,,"[30.8, 57.4]",3754102,28,,,,,1.5707964,,Left Foot,,,"[30.8, 68.5]",,Ground Pass,,11.1,,,,Steven Whittaker,11124.0,,,,,,,1,Regular Play,Sébastien Aymar Bassong Nguena,31296.0,Left Center Back,52,Newcastle United,37,['99afc3b6-df78-4980-9158-08ec966fd45b'],54,,,,,,,,,,,,,,,,,,Norwich City,56,00:28:54.903,Pass,
,,,,,,,,,,,,,,,,2.558409,,,,,,,,,,,f6de61da-fb7e-47ad-8e7b-915699068136,1080,,,"[39.4, 76.3]",3754102,28,,,,,0.0047846525,,Right Foot,,,"[81.2, 76.5]",,High Pass,,41.80048,,Incomplete,,,,,,,,,,1,Regular Play,Steven Whittaker,11124.0,Right Back,52,Newcastle United,37,['37312d4b-86a0-441c-8f37-36e7c7c0a849'],57,,,,,,,,,,,,,,,,,,Norwich City,56,00:28:57.400,Pass,
,,,,,,,,,,,,,,,,4.081264,,,,,,,,,,,a8ddb766-216d-4ef1-940b-d33c01a130a0,1084,,,"[38.4, 1.7]",3754102,29,,,,,2.7546082,,Right Foot,,,"[9.2, 13.6]",,High Pass,,31.53173,,,,Rob Elliot,3096.0,,,,,,,1,Regular Play,Fabricio Coloccini,26207.0,Left Center Back,52,Newcastle United,37,['c286d93d-c6fc-453b-9ac8-3dba247eae8f'],1,,,,,,,,,,,,,,,,,,Newcastle United,37,00:29:01.083,Pass,
,,,,,,,,,,,,,,,,2.344623,,,,,,,,,,,1607ae42-accd-4bec-ae76-76d97fc7e7f9,1087,,,"[8.8, 12.9]",3754102,29,,,,,-0.31942317,,Left Foot,,,"[47.5, 0.1]",,High Pass,,40.76187,,Out,,,,,,,,,,1,Regular Play,Rob Elliot,3096.0,Goalkeeper,52,Newcastle United,37,,5,,,,,,,,,,,,,,,,,,Newcastle United,37,00:29:05.224,Pass,
,,,,,,,,,,,,,,,,1.262204,,,,,,,,,,,399dc71f-b97e-481f-95fe-eb9be8f767e1,1088,,,"[72.6, 80.0]",3754102,29,,True,,,-0.63438284,,,,,"[83.2, 72.2]",,Low Pass,,13.160547,,,,Dieumerci Mbokani Bezua,23663.0,,,,,,Throw-in,1,From Throw In,Steven Whittaker,11124.0,Right Back,53,Norwich City,56,['56893f78-aab1-4f89-87bb-26fa3175b1e7'],33,,,,,,,,,,,,,,,,,,Norwich City,56,00:29:33.593,Pass,
,,,,,,,,,,,,,,,,2.995513,,,,,,,,,,,3dccec88-84e6-4bef-b334-e1d52806f34f,1095,,,"[74.7, 72.0]",3754102,30,,,,,-0.9356163,,Left Foot,,,"[107.5, 27.5]",,High Pass,,55.281914,,,,Sébastien Aymar Bassong Nguena,31296.0,,,True,,,Free Kick,1,From Free Kick,Robert Brady,10967.0,Left Wing,54,Norwich City,56,['b49965a6-0739-48fc-8f2e-14ff2ee8c67a'],52,,,,,,,,,,,,,,,,,,Norwich City,56,00:30:52.002,Pass,
,,,,,,,,,,,,,,,,1.114257,,,,,,,,,,,3ab4b125-abbf-44c8-9a58-c76b524e220d,1097,,,"[106.8, 27.5]",3754102,30,,,,True,1.181699,,,,,"[110.9, 37.5]",,High Pass,,10.807867,,Incomplete,,,,,,,,,,1,From Free Kick,Sébastien Aymar Bassong Nguena,31296.0,Left Center Back,54,Norwich City,56,"['87411798-46dc-4e47-82fc-97e725c71d47', '96412e10-1224-45a9-883b-bfc70d728c27']",54,,,,,,,,,,,,,,,,,,Norwich City,56,00:30:54.997,Pass,True
