50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,cf3a8325-bdee-4686-a340-76b14cbc68a1,1,,,3754010,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Newcastle United,37,,0,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 9467, 'name': 'Timothy Michael Krul'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 4840, 'name': 'Massadio Haïdara'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 9649, 'name': 'Jack Colback'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 3254, 'name': 'Florian Thauvin'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 20}, {'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 5}, {'player': {'id': 3076, 'name': 'Ayoze Pérez Gutiérrez'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 17}, {'player': {'id': 30289, 'name': 'Papiss Demba Cissé'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Newcastle United,37,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,da3977ce-ea22-4ee8-8e15-a4a4882cae4d,2,,,3754010,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Newcastle United,37,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3309, 'name': 'Sebastian Prödl'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 40118, 'name': 'Ikechi Anya'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 29}, {'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 22}, {'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 24}]}",Watford,23,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6d2aeec3-734a-4a29-9d4a-3708faee5550,3,,,3754010,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Newcastle United,37,['9d431cb5-596f-429b-9b58-9ddc96f5159c'],0,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9d431cb5-596f-429b-9b58-9ddc96f5159c,4,,,3754010,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Newcastle United,37,['6d2aeec3-734a-4a29-9d4a-3708faee5550'],0,,,,,,,,,,,,,,,,,,Watford,23,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4b96f12b-a2c1-4ef5-8056-984e3386d180,1629,,,3754010,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,112,Watford,23,['8eccde84-4d3e-4c50-97eb-ffd93793ccec'],0,,,,,,,,,,,,,,,,,,Watford,23,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8eccde84-4d3e-4c50-97eb-ffd93793ccec,1630,,,3754010,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,112,Watford,23,['4b96f12b-a2c1-4ef5-8056-984e3386d180'],0,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.606723,,,,,,,,,,,,13d65744-06ab-420a-813a-9655540e68b8,5,,"[61.0, 40.1]",3754010,0,,,,,1.3101939,,Right Foot,,,,"[62.2, 44.6]",,Ground Pass,,4.6572523,,,,Ayoze Pérez Gutiérrez,3076.0,,,,,,Kick Off,1,From Kick Off,Georginio Wijnaldum,3567.0,Left Center Midfield,2,Newcastle United,37,['932a4bc4-78e9-4a82-9ad6-14f577cdd045'],0,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.169,Pass,
,,,,,,,,,,,,,,,,1.412751,,,,,,,,,,,,111b20ee-60f0-4b70-884a-92710040567a,7,,"[62.0, 44.0]",3754010,0,,,,,-2.8484058,,Right Foot,,,,"[51.4, 40.8]",,Ground Pass,,11.072489,,,,Jack Colback,9649.0,,,,,,,1,From Kick Off,Ayoze Pérez Gutiérrez,3076.0,Left Midfield,2,Newcastle United,37,['ddafa241-70db-4c28-8ec2-370b94d8bd0b'],0,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.776,Pass,
,,,,,,,,,,,,,,,,2.943373,,,,,,,,,,,,352ab86d-0bf3-4c82-af4f-b7186644e4f0,10,,"[53.1, 41.6]",3754010,0,,,,,0.4537957,,Left Foot,,,,"[93.9, 61.5]",,High Pass,,45.394382,,Incomplete,,,,,,,,,,1,From Kick Off,Jack Colback,9649.0,Center Defensive Midfield,2,Newcastle United,37,['440ed4e7-10eb-4d05-a851-d04e05e5a7d3'],3,,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:03.471,Pass,
,,,,,,,,,,,,,,,,2.314673,,,,,,,,,,,,440ed4e7-10eb-4d05-a851-d04e05e5a7d3,11,,"[26.2, 18.6]",3754010,0,,,,,-0.5591248,,Head,,,,"[43.3, 7.9]",,Low Pass,,20.171762,,,,José Manuel Jurado Marín,6870.0,,,,,,Recovery,1,Regular Play,Ikechi Anya,40118.0,Left Back,3,Watford,23,"['08e505af-6b19-42e9-8b82-cad371e875a8', '352ab86d-0bf3-4c82-af4f-b7186644e4f0']",6,,,,,,,,,,,,,,,,,,Watford,23,00:00:06.414,Pass,
