50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,5e6fc32b-12b1-46dc-aad6-0153a5a767db,1,,,3754297,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,39,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3612, 'name': 'Ashley Young'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 10958, 'name': 'Chris Smalling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 12}, {'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 3602, 'name': 'Faustino Marcos Alberto Rojo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 18414, 'name': 'Bastian Schweinsteiger'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 31}, {'player': {'id': 3294, 'name': 'Juan Manuel Mata García'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 3538, 'name': 'Wayne Mark Rooney'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 3293, 'name': 'Jesse Lingard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 20039, 'name': 'Anthony Martial'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Manchester United,39,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,ebf0301d-e6ee-4efc-a001-92a73ebf2bcc,2,,,3754297,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,39,,0,,,,,,,,,,,,,,,,"{'formation': 451, 'lineup': [{'player': {'id': 5108, 'name': 'Glyn Oliver Myhill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3541, 'name': 'Chris Brunt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 3967, 'name': 'Claudio Ariel Yacob'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 3514, 'name': 'James McClean'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 14}, {'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 3490, 'name': 'James Morrison'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 2966, 'name': 'Stéphane Sessègnon'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 29}, {'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 33}]}",West Bromwich Albion,27,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,c41e232b-675a-4b24-bbd3-4487b20ebe39,3,,,3754297,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,39,['d385b170-475e-4c66-90ac-c05c4ec06936'],0,,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,d385b170-475e-4c66-90ac-c05c4ec06936,4,,,3754297,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,39,['c41e232b-675a-4b24-bbd3-4487b20ebe39'],0,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,13b9a1a2-cb40-4b97-8def-347223e55c5a,1830,,,3754297,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,81,West Bromwich Albion,27,['0c1b6dc7-4a7f-4899-b039-b38b043aecb8'],0,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0c1b6dc7-4a7f-4899-b039-b38b043aecb8,1831,,,3754297,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,81,West Bromwich Albion,27,['13b9a1a2-cb40-4b97-8def-347223e55c5a'],0,,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.541112,,,,,,,,,,,,,,,69b5eba7-2aaa-48ec-85ab-4c9cd6b35a8d,5,,"[60.0, 40.0]",3754297,0,,,,,-2.0988708,,Right Foot,,,,"[59.3, 38.8]",Ground Pass,,1.3892444,,,Wayne Mark Rooney,3538.0,,,,,Kick Off,1,From Kick Off,Anthony Martial,20039.0,Center Forward,2,Manchester United,39,['2ce2ff57-5233-456a-b8b4-12d845f50de6'],0,,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.310,Pass,
,,,,,,,,,,,,,,,,0.981097,,,,,,,,,,,,,,,76429987-49a7-4a82-a6a9-4834e22d9829,8,,"[59.3, 38.8]",3754297,0,,,,,3.0350459,,Right Foot,,,,"[40.6, 40.8]",Ground Pass,,18.806648,,,Bastian Schweinsteiger,18414.0,,,,,,1,From Kick Off,Wayne Mark Rooney,3538.0,Center Attacking Midfield,2,Manchester United,39,['6dd6abb4-a2ad-4d54-8fb6-36dd28b59ae9'],0,,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.931,Pass,
,,,,,,,,,,,,,,,,1.529389,,,,,,,,,,,,,,,df0ad0d4-486f-4951-85fe-69843f1337c1,11,,"[40.6, 41.3]",3754297,0,,,,,1.3074898,,Right Foot,,,,"[49.9, 75.8]",High Pass,,35.7315,,,Ashley Young,3612.0,,,,,,1,From Kick Off,Bastian Schweinsteiger,18414.0,Left Center Midfield,2,Manchester United,39,['ab07ef73-65e9-4b99-afa3-874db3f2e280'],3,,,,,,,,,,,,,,,,,Manchester United,39,00:00:03.394,Pass,
,,,,,,,,,,,,,,,,0.84975,,,,,,,,,,,,,,,9770f94b-a501-4505-901a-ebb4d2fac7ef,14,,"[58.7, 71.9]",3754297,0,,,,,-1.9609977,,Right Foot,,,,"[53.6, 59.5]",Ground Pass,,13.407833,,,Michael Carrick,4751.0,,,,,,1,From Kick Off,Ashley Young,3612.0,Right Back,2,Manchester United,39,['5e0f0852-8c31-49be-bfa5-131efaf98c6f'],8,,,,,,,,,,,,,,,,,Manchester United,39,00:00:08.133,Pass,
