bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,935ef064-f52d-463b-81b0-6d9468a88746,1,,,3754149,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 9563, 'name': 'Kristoffer Nordfeldt'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3973, 'name': 'Àngel Rangel Zaragoza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 6652, 'name': 'Jordi Amat Maas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 9629, 'name': 'Stephen Kingsley'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 35}, {'player': {'id': 4631, 'name': 'Leon Britton'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 3462, 'name': 'Jack Frank Porteous Cork'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 4045, 'name': 'Leroy Fer'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3449, 'name': 'Wayne Routledge'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 7063, 'name': 'Jefferson Antonio Montero Vite'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 3347, 'name': 'André Ayew Pelé'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Swansea City,26,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f2cddcd2-b4e4-44a1-b132-ac2031594310,2,,,3754149,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3291, 'name': 'Joe Hart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 30}, {'player': {'id': 3389, 'name': 'Eliaquim Mangala'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 20302, 'name': 'Gaël Clichy'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 6821, 'name': 'Jesús Navas González'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 15}, {'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 16003, 'name': 'Fernando Francisco Reges'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 17}, {'player': {'id': 3708, 'name': 'Kelechi Promise Iheanacho'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 72}, {'player': {'id': 3237, 'name': 'Sergio Leonel Agüero del Castillo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Manchester City,36,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ba67737d-df64-424f-bb07-19a2a2157594,3,,,3754149,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,['7e6072e8-b6fd-4009-ac8d-45c0b3650d4f'],0,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7e6072e8-b6fd-4009-ac8d-45c0b3650d4f,4,,,3754149,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Swansea City,26,['ba67737d-df64-424f-bb07-19a2a2157594'],0,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,True,7b69320b-c7ac-4390-a69a-c0320b600a0c,2118,,,3754149,45,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,103,Manchester City,36,['fe80c1f4-f9fa-4d1e-9603-c4d2751c5507'],0,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.3,,,,,,,,,,,True,fe80c1f4-f9fa-4d1e-9603-c4d2751c5507,2119,,,3754149,45,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,103,Manchester City,36,['7b69320b-c7ac-4390-a69a-c0320b600a0c'],0,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.056068,,,,,,,,,,,,16d9bb13-8424-4d18-97d5-146c0923db6b,5,,"[61.0, 40.1]",3754149,0,,,,,1.6295521,,Left Foot,,,"[60.8, 43.5]",Ground Pass,,3.4058774,,,Leroy Fer,4045.0,,,,,Kick Off,1,From Kick Off,André Ayew Pelé,3347.0,Center Forward,2,Swansea City,26,['fbaef4ad-4c06-4c56-98ba-425f7153a81c'],1,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:01.426,Pass,
,,,,,,,,,,,,,,,,,1.262848,,,,,,,,,,,,b8cbf52d-98c5-441a-a266-28028184f085,8,,"[60.7, 44.2]",3754149,0,,,,,-2.9361973,,Left Foot,,,"[51.1, 42.2]",Ground Pass,,9.806121,,,Leon Britton,4631.0,,,,,,1,From Kick Off,Leroy Fer,4045.0,Left Center Midfield,2,Swansea City,26,['3833478f-0816-45d8-a851-e413d0c094e4'],1,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:01.522,Pass,
,,,,,,,,,,,,,,,,,1.551728,,,,,,,,,,,,001cfa98-18f1-41ed-958c-de2964592312,12,,"[50.0, 42.9]",3754149,0,,,,,1.6800091,,Right Foot,,,"[47.5, 65.7]",Ground Pass,,22.936651,,,Àngel Rangel Zaragoza,3973.0,,,,,,1,From Kick Off,Leon Britton,4631.0,Center Defensive Midfield,2,Swansea City,26,"['01781f75-f244-43ed-9cb5-8cd2931c9c9f', '9baa8ef5-1b2c-44a9-82e6-ed7c842112cb']",3,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:03.576,Pass,True
,,,,,,,,,,,,,,,,,1.242656,,,,,,,,,,,,d951cc52-4176-4cb5-8a4d-5a70266e7ad4,16,,"[47.9, 69.1]",3754149,0,,,,,0.42200503,,Right Foot,,,"[62.6, 75.7]",Ground Pass,,16.113659,,,Wayne Routledge,3449.0,,,,,,1,From Kick Off,Àngel Rangel Zaragoza,3973.0,Right Back,2,Swansea City,26,"['939143a0-9471-41b6-bc0d-89fcf5c4ec37', 'e789e5c2-fcb8-4034-9b22-735d66fecdd3']",5,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:05.354,Pass,True
,,,,,,,,,,,,,,,,,1.391684,,,,,,,,,,,,8b76ae37-c1cf-41f5-b093-9b11c6760ea6,20,,"[62.9, 76.3]",3754149,0,,,,,-0.8690017,,Right Foot,,,"[71.1, 66.6]",Ground Pass,,12.701574,Incomplete,,,,,,,,,1,From Kick Off,Wayne Routledge,3449.0,Right Wing,2,Swansea City,26,"['18c2d60e-3ebd-4089-a657-6ea51bc4b4bf', '2d032789-c0f3-4f33-b1cb-9acab4062988']",6,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:06.877,Pass,True
,,,,,,,,,,,,,,,,,1.430432,,,,,,,,,,,,2d032789-c0f3-4f33-b1cb-9acab4062988,21,,"[49.0, 13.5]",3754149,0,,,,,-0.013332543,,Left Foot,,,"[64.0, 13.3]",Ground Pass,,15.001333,Incomplete,,Kevin De Bruyne,3089.0,,,,,Recovery,1,From Kick Off,Eliaquim Mangala,3389.0,Left Center Back,2,Swansea City,26,"['2fa4b37c-db80-4790-b2f9-cb2c8762bc66', '8b76ae37-c1cf-41f5-b093-9b11c6760ea6', '957b25fe-90e9-4611-ab7d-4d151e1cdebb']",8,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:08.269,Pass,
,,,,,,,,,,,,,,,,,0.807747,,,,,,,,,,,,20b79a61-d7a1-403c-a0a7-e34326a88a4d,26,,"[56.7, 66.5]",3754149,0,,,,,1.3370532,,Left Foot,,,"[58.7, 74.9]",Ground Pass,,8.634813,,,Wayne Routledge,3449.0,,,,,,1,From Kick Off,Leon Britton,4631.0,Center Defensive Midfield,2,Swansea City,26,"['00ff8738-c14b-4ffa-b89e-f517eb2883ae', '8fa974ed-9f07-4c80-a511-f19512efc7fb']",10,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:10.376,Pass,True
