bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,half_start_late_video_start,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,5.217643,,,,,,,,,,,,c33f0dee-ed77-4b05-b3b2-d93a94dea1a6,30,,"[58.6, 77.7]",3754149,0,,,,,-0.0693072,,Right Foot,,,"[111.9, 74.0]",High Pass,,53.42827,Incomplete,,André Ayew Pelé,3347.0,,,,,,1,From Kick Off,Wayne Routledge,3449.0,Right Wing,2,Swansea City,26,"['01a2700f-b988-4dee-b7e1-b263fc155b2d', 'c8215189-11b2-4020-b51a-9140b93dbf05', 'fb44ce2f-e326-4fe5-87d1-c3348e3ae528']",11,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:11.884,Pass,True
,,,,,,,,,,,,,,,,,1.723345,,,,,,,,,,,,01a2700f-b988-4dee-b7e1-b263fc155b2d,33,,"[8.2, 6.1]",3754149,0,,,,,1.7837347,,Right Foot,,,"[2.6, 32.0]",Ground Pass,,26.498491,,,Joe Hart,3291.0,,,,,Recovery,1,Regular Play,Eliaquim Mangala,3389.0,Left Center Back,3,Manchester City,36,"['b1fffba5-761a-4661-b7e3-e59bffde2362', 'c33f0dee-ed77-4b05-b3b2-d93a94dea1a6', 'c370d1dc-33ee-403d-84ce-298a4c51bedc']",17,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:17.102,Pass,True
,,,,,,,,,,,,,,,,,1.969854,,,,,,,,,,,,4c05fb95-142a-4e7b-8310-6ed8adae3306,36,,"[2.3, 40.2]",3754149,0,,,,,1.1166047,,Right Foot,,,"[10.6, 57.2]",Ground Pass,,18.91798,,,Nicolás Hernán Otamendi,3090.0,,,,,,1,Regular Play,Joe Hart,3291.0,Goalkeeper,3,Manchester City,36,['497c705b-4fd1-4d67-a0c1-f6f3b2504dc6'],20,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:20.571,Pass,
,,,,,,,,,,,,,,,,,4.231237,,,,,,,,,,,,d76e5c56-212e-4cca-8640-8fc68daf2666,40,,"[10.4, 57.5]",3754149,0,,,,,-0.022335313,,Right Foot,,,"[86.5, 55.8]",High Pass,,76.11899,Incomplete,,Kelechi Promise Iheanacho,3708.0,,,,,,1,Regular Play,Nicolás Hernán Otamendi,3090.0,Right Center Back,3,Manchester City,36,"['39057ae8-5a61-4421-96a7-0eeb90f2df8c', '59bbb28a-0f32-42bb-ba5e-85eec36aa5d9']",23,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:23.221,Pass,
,,,,,,,,,,,,,,,,,2.103585,,,,,,,,,,,,476a11c6-fd60-4b96-8e25-bc9fe330423b,45,,"[27.0, 30.7]",3754149,0,,,,,2.6399887,,Right Foot,,,"[8.4, 40.9]",Ground Pass,,21.213203,,,Kristoffer Nordfeldt,9563.0,,,,,,1,Regular Play,Jordi Amat Maas,6652.0,Left Center Back,4,Swansea City,26,"['24fdf603-5658-48fd-b0b4-8bad9fa92504', '97e95a29-a635-4c33-863a-f70050734930']",28,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:28.317,Pass,True
,,,,,,,,,,,,,,,,,1.94637,,,,,,,,,,,,76abeb93-0675-4a2f-8063-f2c66ac34a51,49,,"[8.9, 42.4]",3754149,0,,,,,-0.89568144,,Right Foot,,,"[35.0, 9.8]",High Pass,,41.760868,,,Stephen Kingsley,9629.0,,,,,,1,Regular Play,Kristoffer Nordfeldt,9563.0,Goalkeeper,4,Swansea City,26,"['75a417c4-a553-4c55-b1ff-4a158caae176', '86a95a9c-b85b-471d-86b3-622cb8663b1f']",30,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:30.460,Pass,True
,,,,,,,,,,,,,,,,,2.100828,,,,,,,,,,,,44f05898-1cf7-43a4-8d3e-a95eda8c589d,52,,"[35.0, 9.8]",3754149,0,,,,True,0.87055755,,,,,"[50.0, 27.6]",High Pass,,23.277456,,,Jefferson Antonio Montero Vite,7063.0,,,,,,1,Regular Play,Stephen Kingsley,9629.0,Left Back,4,Swansea City,26,"['94b41c6c-1c5d-4491-bc05-c9ee9192a466', 'cb962f11-62b5-43b2-9f76-d88b8b845df9']",32,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:32.447,Pass,True
,,,,,,,,,,,,,,,,,0.934311,,,,,,,,,,,,7f57cafb-9811-4708-8752-8f14a84a8000,55,,"[49.4, 28.5]",3754149,0,,,,,2.50757,,Left Foot,,,"[42.6, 33.5]",Low Pass,,8.440379,,,Leon Britton,4631.0,,,,,,1,Regular Play,Jefferson Antonio Montero Vite,7063.0,Left Wing,4,Swansea City,26,"['24393098-5373-4bcc-95bc-db6898d794a9', 'afd22724-86ed-4fb7-b32a-4f8327c8cc10']",34,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:34.548,Pass,True
,,,,,,,,,,,,,,,,,0.489502,,,,,,,,,,,,fcecb437-5e8e-4b7a-b92c-1c99ce756515,58,,"[47.9, 34.6]",3754149,0,,,,,1.6960629,,Right Foot,,,"[46.2, 48.1]",Ground Pass,,13.606616,,,Jack Frank Porteous Cork,3462.0,,,,,,1,Regular Play,Leon Britton,4631.0,Center Defensive Midfield,4,Swansea City,26,['d8b94e4b-e3d7-4704-a101-d422f63ce6c1'],39,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:39.360,Pass,
,,,,,,,,,,,,,,,,,1.255561,,,,,,,,,,,,dd015b83-3e41-45bb-abc9-a769aece19fa,61,,"[44.0, 49.8]",3754149,0,,,,,-2.101473,,Right Foot,,,"[34.2, 33.1]",Ground Pass,,19.36311,,,Jordi Amat Maas,6652.0,,,,,,1,Regular Play,Jack Frank Porteous Cork,3462.0,Right Center Midfield,4,Swansea City,26,['f5cdae7b-8abf-4c99-89e7-6f2453d9c3a7'],40,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:40.223,Pass,
,,,,,,,,,,,,,,,,,1.022169,,,,,,,,,,,,d5436708-6034-4caa-baed-e0a78edbb77a,64,,"[30.6, 32.6]",3754149,0,,,,,-0.7981634,,Right Foot,,,"[42.2, 20.7]",Ground Pass,,16.618362,,,Leroy Fer,4045.0,,,,,,1,Regular Play,Jordi Amat Maas,6652.0,Left Center Back,4,Swansea City,26,['b9fef2fd-9286-4459-ad35-7be13602d14a'],43,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:43.573,Pass,
,,,,,,,,,,,,,,,,,1.226182,,,,,,,,,,,,7ecba4da-c621-449f-bbf6-27743f281cc1,68,,"[49.2, 19.6]",3754149,0,,,,,0.9290954,,Left Foot,,,"[62.5, 37.4]",Low Pass,,22.220036,,,André Ayew Pelé,3347.0,,,,,,1,Regular Play,Leroy Fer,4045.0,Left Center Midfield,4,Swansea City,26,"['5ca07ade-d73d-4739-ae57-70c37961a13e', 'a7588139-7989-4b32-98ac-f9c515bdd400']",46,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:46.659,Pass,True
,,,,,,,,,,,,,,,,,1.23198,,,,,,,,,,,,f6cb347e-5e99-4788-b231-7551eaeb2888,72,,"[62.5, 37.0]",3754149,0,,,,,-2.5879114,,Left Foot,,,"[51.5, 30.2]",Ground Pass,,12.932131,,,Leon Britton,4631.0,,,,,,1,Regular Play,André Ayew Pelé,3347.0,Center Forward,4,Swansea City,26,"['7d31db9c-91db-4c97-850b-46cffe967e68', 'b4969dad-c4f9-4855-b489-f483ece03192']",47,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:47.973,Pass,True
,,,,,,,,,,,,,,,,,0.747372,,,,,,,,,,,,623a0cda-987b-4314-9b60-e5690ab5dddb,75,,"[51.5, 30.2]",3754149,0,,,,,1.0256966,,Right Foot,,,"[57.2, 39.6]",Ground Pass,,10.993179,,,André Ayew Pelé,3347.0,,,,,,1,Regular Play,Leon Britton,4631.0,Center Defensive Midfield,4,Swansea City,26,['1dc62c6a-0824-4925-9a32-13fbd8122ccc'],49,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:49.774,Pass,
,,,,,,,,,,,,,,,,,2.544361,,,,,,,,,,,,984a0a59-3af6-4b8e-b1c3-a9cee20b6097,81,,"[56.7, 39.3]",3754149,0,,True,,,1.6544715,,Left Foot,,,"[55.4, 54.8]",Ground Pass,,15.55442,,,Jack Frank Porteous Cork,3462.0,,,,,Free Kick,1,From Free Kick,Leon Britton,4631.0,Center Defensive Midfield,5,Swansea City,26,['b68779aa-7f2c-43d7-860d-97ed1d58138e'],57,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:57.085,Pass,
,,,,,,,,,,,,,,,,,1.459161,,,,,,,,,,,,5e919480-c1d7-4e3f-9c95-a514f0b711a8,83,,"[55.4, 54.8]",3754149,0,,True,,,1.0795584,,Right Foot,,,"[68.4, 79.1]",Ground Pass,,27.558846,,,Àngel Rangel Zaragoza,3973.0,,,,,,1,From Free Kick,Jack Frank Porteous Cork,3462.0,Right Center Midfield,5,Swansea City,26,['f64d0879-f432-441c-a523-603747dc7e77'],59,,,,,,,,,,,,,,,,,,Swansea City,26,00:00:59.996,Pass,
,,,,,,,,,,,,,,,,,1.775467,,,,,,,,,,,,4af0a740-0781-4c94-8d0e-d2e80d64309b,86,,"[70.8, 79.0]",3754149,1,,,,,-2.5879114,,Right Foot,,,"[65.3, 75.6]",Ground Pass,,6.4660654,,,Jack Frank Porteous Cork,3462.0,,,,,,1,From Free Kick,Àngel Rangel Zaragoza,3973.0,Right Back,5,Swansea City,26,"['36013e2a-c4b7-4a26-9a8b-86de9daf8e01', 'e690b709-9d61-4bc3-afcb-6138876dcca6']",3,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:03.513,Pass,True
,,,,,,,,,,,,,,,,,1.399709,,,,,,,,,,,,b69bac46-41f1-4568-b853-4cd1f7929539,90,,"[65.6, 74.5]",3754149,1,,,,,-2.645698,,Right Foot,,,"[47.3, 64.6]",Ground Pass,,20.80625,,,Federico Fernández,3290.0,,,,,,1,From Free Kick,Jack Frank Porteous Cork,3462.0,Right Center Midfield,5,Swansea City,26,"['129e8ee9-3058-4ed8-b9a6-bf0c055d311e', '79ca53b8-c7cb-486d-8c59-557e6113795a']",7,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:07.209,Pass,True
,,,,,,,,,,,,,,,,,1.880949,,,,,,,,,,,,2f150281-265c-4333-9d96-5e6649842bde,93,,"[42.6, 65.2]",3754149,1,,,,,-1.402,,Right Foot,,,"[47.9, 34.1]",Ground Pass,,31.548376,,,Jordi Amat Maas,6652.0,,,,,,1,From Free Kick,Federico Fernández,3290.0,Right Center Back,5,Swansea City,26,['b7e8fed0-687a-491f-ae27-87787414e230'],10,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:10.569,Pass,
,,,,,,,,,,,,,,,,,0.973699,,,,,,,,,,,,ee6e9da5-3253-4584-846f-b5a57b61cc19,96,,"[49.8, 32.1]",3754149,1,,,,,-0.305125,,Right Foot,,,"[62.5, 28.1]",Ground Pass,,13.315029,,,Leroy Fer,4045.0,,,,,,1,From Free Kick,Jordi Amat Maas,6652.0,Left Center Back,5,Swansea City,26,['a6a1cf0a-4f7c-44cb-9eb8-175ddd0094dd'],13,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:13.309,Pass,
,,,,,,,,,,,,,,,,,1.575541,,,,,,,,,,,,1028648f-63a8-4c00-b6c6-845158641222,99,,"[62.6, 27.0]",3754149,1,,,,,1.3363806,,Right Foot,,,"[65.8, 40.4]",Ground Pass,,13.776793,,,Leon Britton,4631.0,,,,,,1,From Free Kick,Leroy Fer,4045.0,Left Center Midfield,5,Swansea City,26,"['a2239536-e2e6-42a1-b060-b8978009e657', 'ad9ea68b-0878-45ab-9da9-d0735eca80f3']",14,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:14.282,Pass,True
,,,,,,,,,,,,,,,,,1.234957,,,,,,,,,,,,0eeb5152-5978-4595-b9b1-c4200b945d4d,102,,"[68.3, 41.6]",3754149,1,,,,,0.85032225,,Right Foot,,,"[83.4, 58.8]",Ground Pass,,22.88777,,,Wayne Routledge,3449.0,,,,,,1,From Free Kick,Leon Britton,4631.0,Center Defensive Midfield,5,Swansea City,26,['9d3b9685-913c-4335-91dc-8d53c1edc923'],16,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:16.737,Pass,
,,,,,,,,,,,,,,,,,1.335482,,,,,,,,,,,,4e97fe12-3f96-4f9b-b17c-505f2907b05a,104,,"[83.4, 58.8]",3754149,1,,,,,1.9179817,,Right Foot,,,"[77.9, 74.0]",Ground Pass,,16.164467,,,Àngel Rangel Zaragoza,3973.0,,,,,,1,From Free Kick,Wayne Routledge,3449.0,Right Wing,5,Swansea City,26,['8fb8f1be-1d32-45fc-942a-a5f7bcb878a9'],17,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:17.972,Pass,
,,,,,,,,,,,,,,,,,0.582607,,,,,,,,,,,,e1d10e06-f3b7-40bd-aebf-151151a875ac,108,,"[89.7, 75.9]",3754149,1,,,,,-1.1028569,,Right Foot,,,"[94.4, 66.6]",Ground Pass,,10.420173,,,Wayne Routledge,3449.0,,,,,,1,From Free Kick,Àngel Rangel Zaragoza,3973.0,Right Back,5,Swansea City,26,"['05d0c863-a752-4f8d-85bc-8f716abed703', 'c7e6affc-4596-4f1c-ac96-91562042ad63']",20,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:20.897,Pass,True
,,,,,,,,,,,,,,,,,1.347959,,,,,,,,,,,,b4208f37-e6e7-4629-97d8-f1d76286aa61,110,,"[94.4, 66.6]",3754149,1,,,,,0.8329813,,Right Foot,,,"[103.4, 76.5]",Ground Pass,,13.379462,,,Àngel Rangel Zaragoza,3973.0,,,,,,1,From Free Kick,Wayne Routledge,3449.0,Right Wing,5,Swansea City,26,['ff21d562-7522-4f54-9fe2-aa4903821f61'],21,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:21.479,Pass,
,,,,,,,,,,,,,,,,,0.494794,,,,,,,,,,,,d557b53e-c155-4b0b-bc29-2a684a974075,117,,"[116.7, 61.2]",3754149,1,,,,,-1.4968573,,Right Foot,,,"[117.3, 53.1]",Low Pass,,8.122191,Incomplete,,,,,,,,,1,From Free Kick,Àngel Rangel Zaragoza,3973.0,Right Back,5,Swansea City,26,['ab72a621-6056-46c9-ab5a-6decd338e30f'],26,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:26.095,Pass,
,,,,,,,,,,,,,,,,,1.439246,,,,,,,,,,,,c3bc3ded-ff43-45ab-a44b-a8accc2b5bc8,119,,"[120.0, 80.0]",3754149,1,,,,,-1.8328408,,Right Foot,,,"[111.9, 49.8]",High Pass,,31.267395,Incomplete,True,André Ayew Pelé,3347.0,,,,Outswinging,Corner,1,From Corner,Wayne Routledge,3449.0,Right Wing,6,Swansea City,26,"['31ecf8ce-e684-4990-99e3-4c7f323304d5', 'b72d9be6-7e53-49f0-806a-75b59f6519e7']",59,,,,,,,,,,,,,,,,,,Swansea City,26,00:01:59.668,Pass,
,,,,,,,,,,,,,,,,,2.057395,,,,,,,,,,,,a2e0f259-9508-4de9-8862-ff9e9cc597ff,123,,"[92.3, 45.7]",3754149,2,,,,,-0.4857959,,Head,,,"[104.8, 39.1]",High Pass,,14.135417,Incomplete,,,,,,,,Recovery,1,From Corner,Leon Britton,4631.0,Center Defensive Midfield,6,Swansea City,26,['264020b1-fee5-40f1-929b-5f7bf2128d54'],2,,,,,,,,,,,,,,,,,,Swansea City,26,00:02:02.866,Pass,
,,,,,,,,,,,,,,,,,1.303742,,,,,,,,,,,,264020b1-fee5-40f1-929b-5f7bf2128d54,124,,"[15.3, 41.0]",3754149,2,,,,,0.0,,Head,,,"[33.6, 41.0]",High Pass,,18.3,Incomplete,,Sergio Leonel Agüero del Castillo,3237.0,,,,,Recovery,1,From Corner,Eliaquim Mangala,3389.0,Left Center Back,6,Swansea City,26,"['408d1236-3a21-4dbc-9147-8edf4f770d91', '8b30963a-4463-4ce9-b2ff-4a2c745c10e9', 'a2e0f259-9508-4de9-8862-ff9e9cc597ff']",4,,,,,,,,,,,,,,,,,,Manchester City,36,00:02:04.923,Pass,
