ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.035164,,,,,,,,,,,,7b8e5b2e-1fa1-4dbb-9606-86d11b7602a2,15,,,"[41.1, 57.3]",3754076,0,,,,,-0.4549142,,Head,,,,"[50.3, 52.8]",,High Pass,,10.241582,,,Steven Fletcher,9554.0,,,,,,,1,Regular Play,Jeremain Lens,16457.0,Right Wing,3,Sunderland,41,['458d04a4-dbbc-484f-a6f1-24cc43f53f05'],8,,,,,,,,,,,,,,,,,,Sunderland,41,00:00:08.415,Pass,
,,,,,,,,,,,,,,,,1.113734,,,,,,,,,,,,4df0844e-1720-49a5-977d-77ee0db55262,23,,,"[88.9, 25.6]",3754076,0,,,,,0.9652517,,Right Foot,,,,"[96.1, 36.0]",,Ground Pass,,12.649111,Incomplete,,Diafra Sakho,3962.0,,,,,,,1,Regular Play,Victor Moses,3963.0,Left Wing,3,Sunderland,41,"['24bb3b99-84fa-4a50-aaa0-07528c83567e', '54830890-5992-4b77-a11c-47d934bcdbc4', 'fb7569d6-6c08-4605-b421-599e9887c0d5']",12,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:12.013,Pass,True
,,,,,,,,,,,,,,,,2.070862,,,,,,,,,,,,89ba02ce-885f-4f6e-a6b2-99ab4fde6ec1,27,,,"[28.9, 43.6]",3754076,0,,,,,0.3027217,,Right Foot,,,,"[63.8, 54.5]",,High Pass,,36.56255,Incomplete,,,,,,,,,,1,Regular Play,John O''Shea,16890.0,Left Center Back,3,Sunderland,41,['e3aae855-e374-408b-8820-e2890b4a7e4c'],14,,,,,,,,,,,,,,,,,,Sunderland,41,00:00:14.453,Pass,
,,,,,,,,,,,,,,,,2.121365,,,,,,,,,,,,256801fc-f92e-4f49-bf47-2424a72c1b30,30,,,"[48.3, 36.3]",3754076,0,,,,,1.2675785,,Right Foot,,,,"[59.0, 70.5]",,Ground Pass,,35.83476,,,Carl Jenkinson,21254.0,,,,,,,1,Regular Play,Winston Reid,4280.0,Left Center Back,4,West Ham United,40,['daa2ddef-e981-488d-8a81-342ba4f3078d'],19,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:19.385,Pass,
,,,,,,,,,,,,,,,,2.240776,,,,,,,,,,,,2525fb6d-55c1-445e-83ed-b08d967d7fa0,33,,,"[58.3, 70.5]",3754076,0,,,,,-2.3447008,,Right Foot,,,,"[45.4, 57.3]",,Ground Pass,,18.456707,,,James Tomkins,3316.0,,,,,,,1,Regular Play,Carl Jenkinson,21254.0,Right Back,4,West Ham United,40,['63552aa7-e636-4be1-96ce-08007b9cd744'],21,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:21.546,Pass,
,,,,,,,,,,,,,,,,1.849838,,,,,,,,,,,,6c4ded8b-ab68-4dfa-b703-ff2e9b417188,35,,,"[45.4, 57.3]",3754076,0,,,,,-1.6668303,,Right Foot,,,,"[43.3, 35.5]",,Ground Pass,,21.900913,,,Winston Reid,4280.0,,,,,,,1,Regular Play,James Tomkins,3316.0,Right Center Back,4,West Ham United,40,['71b330e2-2125-45bc-b57f-09062b005753'],23,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:23.787,Pass,
,,,,,,,,,,,,,,,,1.365512,,,,,,,,,,,,e14cb69e-4973-4c66-8a06-d0eac71bed4b,38,,,"[41.1, 36.8]",3754076,0,,,,,0.9324765,,Right Foot,,,,"[50.3, 49.2]",,Ground Pass,,15.4402075,,,Mark Noble,3874.0,,,,,,,1,Regular Play,Winston Reid,4280.0,Left Center Back,4,West Ham United,40,['e51b818f-e5e0-48db-ba39-bc4680ea9e8e'],27,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:27.934,Pass,
,,,,,,,,,,,,,,,,1.251095,,,,,,,,,,,,16998515-1ad3-409b-ab45-21d6a3b38d5b,41,,,"[50.3, 49.2]",3754076,0,,,,,2.339247,,Right Foot,,,,"[41.6, 58.2]",,Ground Pass,,12.517588,,,James Tomkins,3316.0,,,,,,,1,Regular Play,Mark Noble,3874.0,Left Defensive Midfield,4,West Ham United,40,['ea970e49-68bd-43c2-8479-522e785d8edd'],29,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:29.320,Pass,
,,,,,,,,,,,,,,,,1.480314,,,,,,,,,,,,77033dbe-5c3d-48f1-9e85-1372cff89808,44,,,"[44.5, 61.7]",3754076,0,,,,,0.8466931,,Right Foot,,,,"[57.5, 76.4]",,Ground Pass,,19.62371,,,Carl Jenkinson,21254.0,,,,,,,1,Regular Play,James Tomkins,3316.0,Right Center Back,4,West Ham United,40,['e2c18bf5-5332-419a-bbae-977b31911052'],32,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:32.087,Pass,
,,,,,,,,,,,,,,,,2.27561,,,,,,,,,,,,eaf58deb-4af5-4d82-b2f7-2204719c67da,46,,,"[57.5, 76.4]",3754076,0,,,,,-2.4159522,,Right Foot,,,,"[45.1, 65.4]",,Ground Pass,,16.575886,,,James Tomkins,3316.0,,,,,,,1,Regular Play,Carl Jenkinson,21254.0,Right Back,4,West Ham United,40,['3587281c-41f8-40f4-92cd-4ac648ab7e29'],33,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:33.567,Pass,
,,,,,,,,,,,,,,,,1.153456,,,,,,,,,,,,5d786e2e-0770-44a8-a3d8-01c8e07983a6,49,,,"[45.1, 64.8]",3754076,0,,,,,-0.91757107,,Right Foot,,,,"[52.6, 55.0]",,Ground Pass,,12.340584,,,Cheikhou Kouyaté,3684.0,,,,,,,1,Regular Play,James Tomkins,3316.0,Right Center Back,4,West Ham United,40,['2e2407d6-c489-45f5-9969-140144912fef'],36,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:36.734,Pass,
,,,,,,,,,,,,,,,,1.17137,,,,,,,,,,,,6a5aff97-89d9-46fd-9e48-8570c2f3bd22,52,,,"[52.8, 54.4]",3754076,0,,,,,2.664553,,Right Foot,,,,"[43.9, 59.0]",,Ground Pass,,10.018483,,,James Tomkins,3316.0,,,,,,,1,Regular Play,Cheikhou Kouyaté,3684.0,Right Defensive Midfield,4,West Ham United,40,['504638ca-1afe-4b12-adec-23b92e907d1d'],37,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:37.928,Pass,
,,,,,,,,,,,,,,,,1.651139,,,,,,,,,,,,d21ecacd-c314-407a-b6e7-a29c5da66e69,55,,,"[43.9, 59.0]",3754076,0,,,,,-1.6797383,,Right Foot,,,,"[41.1, 33.4]",,Ground Pass,,25.75267,,,Winston Reid,4280.0,,,,,,,1,Regular Play,James Tomkins,3316.0,Right Center Back,4,West Ham United,40,['f31881a5-9aeb-43cb-99f4-7aab828e5624'],39,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:39.139,Pass,
,,,,,,,,,,,,,,,,1.380729,,,,,,,,,,,,a6437e60-592b-4d41-a02d-b2cb773ce6cf,58,,,"[43.9, 32.5]",3754076,0,,,,,-1.3665149,,Right Foot,,,,"[49.1, 7.4]",,Ground Pass,,25.632986,,,Aaron Cresswell,3062.0,,,,,,,1,Regular Play,Winston Reid,4280.0,Left Center Back,4,West Ham United,40,['f3476a5b-3efd-43f1-a7f7-d3955e02dacc'],42,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:42.143,Pass,
,,,,,,,,,,,,,,,,2.677166,,,,,,,,,,,,daffe89d-268f-475e-9a17-d01794b41403,61,,,"[52.8, 8.6]",3754076,0,,,,,0.09045543,,Left Foot,,,,"[96.9, 12.6]",,High Pass,,44.281033,,,Diafra Sakho,3962.0,,,,,,,1,Regular Play,Aaron Cresswell,3062.0,Left Back,4,West Ham United,40,['593a1e4b-c6db-4ff1-afdd-ab737c4b5034'],45,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:45.998,Pass,
,,,,,,,,,,,,,,,,1.354529,,,,,,,,,,,,32776e3a-db18-4f73-b17f-b8085fc81f86,66,,,"[13.9, 80.0]",3754076,1,,,,,-0.31570834,,,,,,"[33.8, 73.5]",,High Pass,,20.93466,,,Ola Toivonen,4417.0,,,,,,Throw-in,1,From Throw In,DeAndre Yedlin,3658.0,Right Back,5,Sunderland,41,['e667a728-7461-44fc-b62e-8c87c6f96bc3'],4,,,,,,,,,,,,,,,,,,Sunderland,41,00:01:04.961,Pass,
,,,,,,,,,,,,,,,,1.672533,,,,,,,,,,,,0bae81f4-1462-48aa-92dd-aa76101c3027,69,,,"[33.8, 73.5]",3754076,1,,,,True,-1.3492204,,,,,,"[37.9, 55.3]",,High Pass,,18.656097,Incomplete,,Lee Cattermole,10783.0,,,,,,,1,From Throw In,Ola Toivonen,4417.0,Center Attacking Midfield,5,Sunderland,41,"['0cbb470f-3645-459f-898f-ee803d213e8c', '601fd446-82e8-4f10-b248-62c4038b4ea4', 'a6e87611-80a3-4868-8140-fcd87729e854']",6,,,,,,,,,,,,,,,,,,Sunderland,41,00:01:06.315,Pass,True
,,,,,,,,,,,,,,,,0.780398,,,,,,,,,,,,44a0f6e0-404b-4e63-8f68-ea5a3490dc12,80,,,"[37.9, 28.3]",3754076,1,,,,,-2.7383113,,Right Foot,,,,"[30.4, 25.1]",,Ground Pass,,8.15414,,,Fabio Borini,7171.0,,,,,,,1,From Throw In,Yann Gérard M''Vila,4429.0,Right Defensive Midfield,5,Sunderland,41,['9f142eeb-6750-463e-aeaf-4067459b331a'],14,,,,,,,,,,,,,,,,,,Sunderland,41,00:01:14.569,Pass,
,,,,,,,,,,,,,,,,0.133798,,,,,,,,,,,,51b28825-a7dc-4f8e-88cc-0197b6a0eb76,84,,,"[31.0, 27.7]",3754076,1,,,,,0.4636476,,Right Foot,,,,"[32.8, 28.6]",,Ground Pass,,2.0124612,Incomplete,,Ola Toivonen,4417.0,,,,,,,1,From Throw In,Fabio Borini,7171.0,Left Wing,5,Sunderland,41,"['143d9f7e-fd19-45f3-8c0f-c9210e455627', '48b12a5a-f13f-4c37-92a8-7ebf7befc8f9', '6f64880a-049b-4da8-be41-8b2f63c815d8']",15,,,,,,,,,,,,,,,,,,Sunderland,41,00:01:15.838,Pass,True
,,,,,,,,,,,,,,,,1.628727,,,,,,,,,,,,c58bfe9b-d5ef-4ece-8902-d4d2130de8e1,93,,,"[71.8, 38.5]",3754076,1,,,,,-2.1840036,,Right Foot,,,,"[64.2, 27.7]",,Ground Pass,,13.206059,,,John O''Shea,16890.0,,,,,,Free Kick,1,From Free Kick,Yann Gérard M''Vila,4429.0,Right Defensive Midfield,6,Sunderland,41,['dedf7496-7704-44b0-9aa6-af24b862fb1d'],56,,,,,,,,,,,,,,,,,,Sunderland,41,00:01:56.394,Pass,
,,,,,,,,,,,,,,,,0.735197,,,,,,,,,,,,dddb70df-3e53-4f97-b6a0-4492425476fe,96,,,"[64.2, 27.7]",3754076,1,,,,,1.2329181,,Left Foot,,,,"[66.8, 35.1]",,Ground Pass,,7.8434687,,,Yann Gérard M''Vila,4429.0,,,,,,,1,From Free Kick,John O''Shea,16890.0,Left Center Back,6,Sunderland,41,['e01a86cb-67d3-4e16-b2d2-110749498e68'],58,,,,,,,,,,,,,,,,,,Sunderland,41,00:01:58.062,Pass,
,,,,,,,,,,,,,,,,2.069856,,,,,,,,,,,,1aa5cd96-b371-463b-8c11-b4452b14f5f8,99,,,"[64.7, 42.3]",3754076,2,,,,,1.5339278,,Right Foot,,,,"[65.6, 66.7]",,Ground Pass,,24.416594,,,Lee Cattermole,10783.0,,,,,,,1,From Free Kick,Yann Gérard M''Vila,4429.0,Right Defensive Midfield,6,Sunderland,41,['083928bd-b185-44a8-8b52-6fe02b20e3ec'],3,,,,,,,,,,,,,,,,,,Sunderland,41,00:02:03.210,Pass,
,,,,,,,,,,,,,,,,0.972854,,,,,,,,,,,,9932d57b-cea4-4edf-9707-6acfde962f5e,103,,,"[63.0, 70.5]",3754076,2,,,,,0.5611634,,Right Foot,,,,"[70.0, 74.9]",,Ground Pass,,8.268011,,,DeAndre Yedlin,3658.0,,,,,,,1,From Free Kick,Lee Cattermole,10783.0,Left Defensive Midfield,6,Sunderland,41,"['da1e1c0c-b1a0-46a8-9b7f-a60c6149a3e3', 'e4b7891d-29dd-4f83-affe-7f5b3e0f31e2']",6,,,,,,,,,,,,,,,,,,Sunderland,41,00:02:06.707,Pass,True
,,,,,,,,,,,,,,,,0.8185,,,,,,,,,,,,d5869421-8592-46b2-8c1c-35b151a0efbe,110,,,"[50.1, 2.6]",3754076,2,,,,,1.7839273,,Right Foot,,,,"[47.2, 16.0]",,Ground Pass,,13.710216,,,Mark Noble,3874.0,,,,,,,1,Regular Play,Victor Moses,3963.0,Left Wing,7,West Ham United,40,['42202870-ff7c-4c3f-a168-5c8bd2787269'],9,,,,,,,,,,,,,,,,,,West Ham United,40,00:02:09.613,Pass,
,,,,,,,,,,,,,,,,0.867993,,,,,,,,,,,,0e1ddc4c-37df-4df6-9c63-758ca7b57d9c,114,,,"[46.6, 18.5]",3754076,2,,,,,0.109153464,,Right Foot,,,,"[61.2, 20.1]",,Ground Pass,,14.687409,,,Dimitri Payet,3491.0,,,,,,,1,Regular Play,Mark Noble,3874.0,Left Defensive Midfield,7,West Ham United,40,['071fd133-72dd-4c4d-ac94-56195072cf7f'],11,,,,,,,,,,,,,,,,,,West Ham United,40,00:02:11.073,Pass,
,,,,,,,,,,,,,,,,4.541255,,,,,,,,,,,,9e529b39-68f8-4f47-9ed6-eed2d6288832,121,,,"[59.5, 14.8]",3754076,2,,,,,0.06864199,,Left Foot,,,,"[107.5, 18.1]",,High Pass,,48.113304,Incomplete,,Diafra Sakho,3962.0,,,,,,,1,Regular Play,Dimitri Payet,3491.0,Center Attacking Midfield,7,West Ham United,40,"['bb6e2556-2cc1-400a-92f3-790f3ed96a7d', 'd5238e52-70fd-4051-99cb-33dd62775017']",12,,,,,,,,,,,,,,,,,,West Ham United,40,00:02:12.991,Pass,
,,,,,,,,,,,,,,,,2.178236,,,,,,,,,,,,b733b9ec-4f15-43b7-a044-18baa8bf81f1,125,,,"[57.1, 22.5]",3754076,2,,,,,0.13394493,,Head,,,,"[85.3, 26.3]",,High Pass,,28.454876,Incomplete,,,,,,,,,Recovery,1,Regular Play,Winston Reid,4280.0,Left Center Back,7,West Ham United,40,['8d64b922-29de-47cd-916c-a8e4eedb8beb'],20,,,,,,,,,,,,,,,,,,West Ham United,40,00:02:20.997,Pass,
,,,,,,,,,,,,,,,,1.881719,,,,,,,,,,,,8d64b922-29de-47cd-916c-a8e4eedb8beb,126,,,"[34.8, 53.8]",3754076,2,,,,,-1.0276067,,Right Foot,,,,"[38.0, 48.5]",,Ground Pass,,6.1911225,,,Lee Cattermole,10783.0,,,,,,Recovery,1,Regular Play,Sebastián Coates Nión,6300.0,Right Center Back,8,Sunderland,41,"['348e10c1-78e7-4f2f-9e68-beb2c32c019f', 'b733b9ec-4f15-43b7-a044-18baa8bf81f1']",23,,,,,,,,,,,,,,,,,,Sunderland,41,00:02:23.176,Pass,
,,,,,,,,,,,,,,,,1.527321,,,,,,,,,,,,320aaf37-71e3-464d-8cb5-212b91cd8935,129,,,"[39.5, 48.0]",3754076,2,,,,,-2.0857584,,Right Foot,,,,"[32.2, 35.1]",,Ground Pass,,14.822281,,,John O''Shea,16890.0,,,,,,,1,Regular Play,Lee Cattermole,10783.0,Left Defensive Midfield,8,Sunderland,41,['d19a7a71-4fdf-4f09-a368-a67a47232aa5'],25,,,,,,,,,,,,,,,,,,Sunderland,41,00:02:25.097,Pass,
,,,,,,,,,,,,,,,,1.635026,,,,,,,,,,,,e181f5d2-98ce-4d08-93bc-1c938f217ac9,132,,,"[35.7, 31.2]",3754076,2,,,,,-1.7271669,,Right Foot,,,,"[32.2, 9.0]",,Ground Pass,,22.474207,,,Billy Jones,10503.0,,,,,,,1,Regular Play,John O''Shea,16890.0,Left Center Back,8,Sunderland,41,['3e7228af-3a87-4391-bec8-9ae3f09c30be'],27,,,,,,,,,,,,,,,,,,Sunderland,41,00:02:27.876,Pass,
,,,,,,,,,,,,,,,,1.250404,,,,,,,,,,,,abb0c05c-8e60-439a-bc1c-107be3ffd8e1,135,,,"[32.2, 9.0]",3754076,2,,,,,2.080015,,Right Foot,,,,"[25.5, 21.0]",,Ground Pass,,13.743726,,,John O''Shea,16890.0,,,,,,,1,Regular Play,Billy Jones,10503.0,Left Back,8,Sunderland,41,['402f4f5d-5a60-4bf5-b61b-1b2225a18ad5'],30,,,,,,,,,,,,,,,,,,Sunderland,41,00:02:30.951,Pass,
,,,,,,,,,,,,,,,,0.99075,,,,,,,,,,,,fcd321aa-fd1f-4bac-96ec-92721f3aa386,138,,,"[25.5, 21.0]",3754076,2,,,,,0.03245613,,Right Foot,,,,"[40.9, 21.5]",,Ground Pass,,15.408114,,,Lee Cattermole,10783.0,,,,,,,1,Regular Play,John O''Shea,16890.0,Left Center Back,8,Sunderland,41,['e65a9819-fe95-4fff-8745-71157dd2cc9f'],33,,,,,,,,,,,,,,,,,,Sunderland,41,00:02:33.246,Pass,
,,,,,,,,,,,,,,,,1.241648,,,,,,,,,,,,de7a2664-8d9f-46b5-be99-8ec9dd998a7c,141,,,"[40.9, 21.5]",3754076,2,,,,,3.063971,,Left Foot,,,,"[31.9, 22.2]",,Ground Pass,,9.027182,,,John O''Shea,16890.0,,,,,,,1,Regular Play,Lee Cattermole,10783.0,Left Defensive Midfield,8,Sunderland,41,['d04d2e4a-65a1-48e0-811b-4e55d85d84b9'],34,,,,,,,,,,,,,,,,,,Sunderland,41,00:02:34.434,Pass,
