ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,1.630499,,,,,,,,,,,,f46096a2-fa6b-4192-a594-641b0214dc07,17,,"[44.7, 40.0]",3754283,0,,,,,-1.4920124,,Left Foot,,,"[46.8, 13.4]",,Ground Pass,,26.682766,,,,José Ramiro Funes Mori,4629.0,,,,,,1,From Kick Off,Gareth Barry,3633.0,Left Defensive Midfield,2,Everton,29,['93152489-c7c1-41d5-b2df-30b9bca013b0'],12,,,,,,,,,,,,,,,,,,Everton,29,00:00:12.326,Pass,
,,,,,,,,,,,,,,,,0.932198,,,,,,,,,,,,e41db9a2-de25-46b7-9bfd-aa06ed46186f,20,,"[52.7, 16.3]",3754283,0,,,,,0.7247439,,Left Foot,,,"[78.9, 39.5]",,High Pass,,34.99543,,Incomplete,,,,,,,,,1,From Kick Off,José Ramiro Funes Mori,4629.0,Left Center Back,2,Everton,29,['f324a628-e07f-4afa-8e0a-5529dcf3e390'],15,,,,,,,,,,,,,,,,,,Everton,29,00:00:15.857,Pass,
,,,,,,,,,,,,,,,,1.4846,,,,,,,,,,,,f324a628-e07f-4afa-8e0a-5529dcf3e390,21,,"[41.2, 40.6]",3754283,0,,,,,0.9928944,,Right Foot,,,"[44.2, 45.2]",,Low Pass,,5.491812,,,,Ashley Westwood,3583.0,,,,,Recovery,1,Regular Play,Idrissa Gana Gueye,3436.0,Left Center Midfield,3,Aston Villa,59,"['cc6626c3-4266-4e15-910e-85e0b5abc29b', 'e41db9a2-de25-46b7-9bfd-aa06ed46186f']",16,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:16.789,Pass,
,,,,,,,,,,,,,,,,0.6045,,,,,,,,,,,,e4a44a8e-bc3a-41a5-a952-13ab306806a5,23,,"[44.5, 46.8]",3754283,0,,,,,-1.7631919,,Right Foot,,,"[41.5, 31.4]",,Ground Pass,,15.6894865,,,,Idrissa Gana Gueye,3436.0,,,,,,1,Regular Play,Ashley Westwood,3583.0,Center Defensive Midfield,3,Aston Villa,59,['3affd0c9-6fbc-40fb-bb90-d40cafab5a99'],18,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:18.274,Pass,
,,,,,,,,,,,,,,,,2.271696,,,,,,,,,,,,22cf7dcd-b165-4fd9-8984-9d35a4880d44,25,,"[42.3, 31.4]",3754283,0,,,,,-0.046343606,,Right Foot,,,"[76.8, 29.8]",,Low Pass,,34.537083,,Incomplete,,,,,,,,,1,Regular Play,Idrissa Gana Gueye,3436.0,Left Center Midfield,3,Aston Villa,59,['a5b4a6b5-ac80-4ca7-aa0f-983c192a51bb'],18,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:18.878,Pass,
,,,,,,,,,,,,,,,,1.606599,,,,,,,,,,,,93db0e37-3162-4fbc-8edd-14c965fdb9fe,28,,"[29.8, 49.7]",3754283,0,,,,,-1.329368,,Right Foot,,,"[34.7, 29.8]",,Ground Pass,,20.494389,,,,José Ramiro Funes Mori,4629.0,,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,4,Everton,29,['604ed80d-079b-4596-8649-42f27dd72f6a'],24,,,,,,,,,,,,,,,,,,Everton,29,00:00:24.417,Pass,
,,,,,,,,,,,,,,,,1.012,,,,,,,,,,,,7168fa9d-e132-4502-ae6d-43f72f85abf0,31,,"[36.8, 27.1]",3754283,0,,,,,0.3414152,,Left Foot,,,"[56.5, 34.1]",,Ground Pass,,20.906698,,,,Ross Barkley,4275.0,,,,,,1,Regular Play,José Ramiro Funes Mori,4629.0,Left Center Back,4,Everton,29,['905d620f-e30c-4769-9dd0-694a5226d460'],26,,,,,,,,,,,,,,,,,,Everton,29,00:00:26.787,Pass,
,,,,,,,,,,,,,,,,1.6161,,,,,,,,,,,,011c961d-cdcb-474b-8b0e-75f49c3b0c80,34,,"[56.2, 34.7]",3754283,0,,,,,-2.7014701,,Right Foot,,,"[39.0, 26.6]",,Ground Pass,,19.011839,,,,José Ramiro Funes Mori,4629.0,,,,,,1,Regular Play,Ross Barkley,4275.0,Center Attacking Midfield,4,Everton,29,['8287f997-1218-468f-9f7b-b49cd69d4dec'],27,,,,,,,,,,,,,,,,,,Everton,29,00:00:27.928,Pass,
,,,,,,,,,,,,,,,,1.622199,,,,,,,,,,,,8ca65a71-a2b0-4c22-9556-84196369252f,37,,"[37.4, 26.6]",3754283,0,,,,,1.1250039,,Left Foot,,,"[48.2, 49.2]",,Ground Pass,,25.047955,,,,Gareth Barry,3633.0,,,,,,1,Regular Play,José Ramiro Funes Mori,4629.0,Left Center Back,4,Everton,29,['0600bf2d-3a76-461b-8d92-8ebb299cb13d'],31,,,,,,,,,,,,,,,,,,Everton,29,00:00:31.075,Pass,
,,,,,,,,,,,,,,,,1.0046,,,,,,,,,,,,aeb6eb4c-a663-4faf-8532-0f7b25e09d8b,41,,"[46.0, 47.1]",3754283,0,,,,,1.0002136,,Left Foot,,,"[54.6, 60.5]",,Ground Pass,,15.922312,,,,James McCarthy,3607.0,,,,,,1,Regular Play,Gareth Barry,3633.0,Left Defensive Midfield,4,Everton,29,['a2d53b0e-b47c-40f5-9da2-ca29cc80d1ae'],33,,,,,,,,,,,,,,,,,,Everton,29,00:00:33.552,Pass,
,,,,,,,,,,,,,,,,1.8722,,,,,,,,,,,,c6ea58e2-9e8b-4a28-90d5-1f368e8d34f5,44,,"[55.2, 63.8]",3754283,0,,,,,-1.9499892,,Left Foot,,,"[39.5, 24.4]",,Low Pass,,42.412853,,,,José Ramiro Funes Mori,4629.0,,,,,,1,Regular Play,James McCarthy,3607.0,Right Defensive Midfield,4,Everton,29,['87363a1e-2234-44bc-981a-046d940198c0'],38,,,,,,,,,,,,,,,,,,Everton,29,00:00:38.449,Pass,
,,,,,,,,,,,,,,,,1.190999,,,,,,,,,,,,8fd9dde3-59fb-45d3-858a-cdb7508bab35,47,,"[56.0, 27.9]",3754283,0,,,,,2.1938431,,Left Foot,,,"[46.3, 41.4]",,Ground Pass,,16.623478,,,,Gareth Barry,3633.0,,,,,,1,Regular Play,José Ramiro Funes Mori,4629.0,Left Center Back,4,Everton,29,['9094fe40-4565-41bc-a208-c70e3414d6fa'],47,,,,,,,,,,,,,,,,,,Everton,29,00:00:47.733,Pass,
,,,,,,,,,,,,,,,,1.242399,,,,,,,,,,,,ceb02eef-8f7b-4595-9ee0-f3c084122f82,50,,"[43.3, 41.1]",3754283,0,,,,,1.0032198,,Left Foot,,,"[57.9, 64.0]",,Ground Pass,,27.15824,,,,John Stones,3244.0,,,,,,1,Regular Play,Gareth Barry,3633.0,Left Defensive Midfield,4,Everton,29,['a49d3dce-9e92-4a91-bf33-0ac052b892b5'],50,,,,,,,,,,,,,,,,,,Everton,29,00:00:50.154,Pass,
,,,,,,,,,,,,,,,,0.591199,,,,,,,,,,,,82d60632-c643-4505-b16d-773240829452,53,,"[65.7, 69.9]",3754283,0,,,,,-0.56618065,,Right Foot,,,"[77.5, 62.4]",,Ground Pass,,13.981773,,,,James McCarthy,3607.0,,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,4,Everton,29,['e60fe027-03e2-460e-b5e1-ee07c6c2baf3'],55,,,,,,,,,,,,,,,,,,Everton,29,00:00:55.174,Pass,
,,,,,,,,,,,,,,,,1.2495,,,,,,,,,,,,0a80a8f8-74cb-413d-a2e8-94b4f1517f8f,55,,"[77.0, 60.5]",3754283,0,,,,,-2.8494945,,Left Foot,,,"[62.7, 56.2]",,Ground Pass,,14.932515,,,,Gareth Barry,3633.0,,,,,,1,Regular Play,James McCarthy,3607.0,Right Defensive Midfield,4,Everton,29,['1d5e8f62-5f62-4730-96fb-4dcbbba9c757'],55,,,,,,,,,,,,,,,,,,Everton,29,00:00:55.765,Pass,
,,,,,,,,,,,,,,,,1.828503,,,,,,,,,,,,793e3f62-80f8-4f04-a08f-35d4f8aa29e7,58,,"[63.2, 57.0]",3754283,0,,,,,-0.23676771,,Left Foot,,,"[103.4, 47.3]",,High Pass,,41.353718,,Incomplete,,Romelu Lukaku Menama,3289.0,,,,,,1,Regular Play,Gareth Barry,3633.0,Left Defensive Midfield,4,Everton,29,"['2bd4ed4d-c596-4d10-aaf1-1c335e14ee1a', 'e363efa6-bb80-49e5-8dd3-6c0506775f66']",58,,,,,,,,,,,,,,,,,,Everton,29,00:00:58.526,Pass,
,,,,,,,,,,,,,,,,0.9126,,,,,,,,,,,,2bd4ed4d-c596-4d10-aaf1-1c335e14ee1a,60,,"[16.7, 32.8]",3754283,1,,,,,0.0,,Head,,,"[31.3, 32.8]",,Low Pass,,14.6,,,,Ashley Westwood,3583.0,,,,,Recovery,1,Regular Play,Micah Richards,42700.0,Right Center Back,5,Aston Villa,59,"['793e3f62-80f8-4f04-a08f-35d4f8aa29e7', 'b5b79487-d1a2-4c3c-99d0-84edeb2d72a3']",0,,,,,,,,,,,,,,,,,,Aston Villa,59,00:01:00.354,Pass,
,,,,,,,,,,,,,,,,1.21,,,,,,,,,,,,2370775d-4b6a-4efb-8fd6-ed14b3fa8510,63,,"[32.6, 33.6]",3754283,1,,,,,-2.432238,,Right Foot,,,"[21.3, 23.9]",,Low Pass,,14.89228,,,,Kieran Richardson,42701.0,,,,,,1,Regular Play,Ashley Westwood,3583.0,Center Defensive Midfield,5,Aston Villa,59,['c79dde00-2c9d-4f00-ba99-3d48eb6246c6'],1,,,,,,,,,,,,,,,,,,Aston Villa,59,00:01:01.307,Pass,
,,,,,,,,,,,,,,,,3.220598,,,,,,,,,,,,7c30bdd4-8867-496f-a2b2-ec169b3c6d43,65,,"[21.3, 23.4]",3754283,1,,,,,0.101053216,,Left Foot,,,"[49.9, 26.3]",,High Pass,,28.746653,,,,Jordan Ayew,3450.0,,,,,,1,Regular Play,Kieran Richardson,42701.0,Left Back,5,Aston Villa,59,['4f80491f-45c3-4f7d-af5e-b1ab7ed769af'],2,,,,,,,,,,,,,,,,,,Aston Villa,59,00:01:02.517,Pass,
,,,,,,,,,,,,,,,,2.889498,,,,,,,,,,,,a806e012-bac1-4942-982f-6fa5c56cf664,67,,"[50.4, 26.3]",3754283,1,,,,,-0.6835843,,Head,,,"[68.2, 11.8]",,High Pass,,22.95844,,Incomplete,,,,,,,,,1,Regular Play,Jordan Ayew,3450.0,Center Forward,5,Aston Villa,59,['7245c805-0de2-4897-8bf6-e24e0e87a18a'],5,,,,,,,,,,,,,,,,,,Aston Villa,59,00:01:05.737,Pass,
,,,,,,,,,,,,,,,,1.155,,,,,,,,,,,,7390b12d-a987-4bfb-8e95-edb75264471d,70,,"[51.7, 68.9]",3754283,1,,,,,-0.051237166,,Right Foot,,,"[67.3, 68.1]",,Ground Pass,,15.6205,,,,James McCarthy,3607.0,,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,6,Everton,29,['a4b9c90d-81c2-4694-85b7-7f50f8815f9b'],9,,,,,,,,,,,,,,,,,,Everton,29,00:01:09.904,Pass,
,,,,,,,,,,,,,,,,1.5949,,,,,,,,,,,,c20ff42c-a3e1-4968-a883-be04988fd439,73,,"[67.3, 68.1]",3754283,1,,,,,-2.9139032,,Right Foot,,,"[50.9, 64.3]",,Ground Pass,,16.834488,,,,John Stones,3244.0,,,,,,1,Regular Play,James McCarthy,3607.0,Right Defensive Midfield,6,Everton,29,['a2412bcb-f908-4954-8367-3f289d4060b5'],11,,,,,,,,,,,,,,,,,,Everton,29,00:01:11.995,Pass,
,,,,,,,,,,,,,,,,0.9491,,,,,,,,,,,,70a381e3-5f6f-4339-a6d0-cf7ddf84829e,76,,"[48.2, 59.2]",3754283,1,,,,,-0.9119903,,Right Foot,,,"[53.0, 53.0]",,Ground Pass,,7.8409185,,,,James McCarthy,3607.0,,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,6,Everton,29,['1126bbb6-d032-4837-84f6-a6db57ea8d39'],13,,,,,,,,,,,,,,,,,,Everton,29,00:01:13.617,Pass,
,,,,,,,,,,,,,,,,0.864199,,,,,,,,,,,,b4a9b89d-a35e-4ee3-8611-eb890875865d,79,,"[55.7, 45.7]",3754283,1,,,,,-1.3961241,,Left Foot,,,"[58.4, 30.4]",,Ground Pass,,15.536408,,,,Ross Barkley,4275.0,,,,,,1,Regular Play,James McCarthy,3607.0,Right Defensive Midfield,6,Everton,29,['8c93576b-3057-412a-85b4-df61bcfaff3d'],16,,,,,,,,,,,,,,,,,,Everton,29,00:01:16.056,Pass,
,,,,,,,,,,,,,,,,1.1455,,,,,,,,,,,,daae5dac-b3d0-4207-8d2d-7f4d8345d4a6,83,,"[58.4, 28.7]",3754283,1,,,,,-2.488288,,Right Foot,,,"[42.2, 16.3]",,Ground Pass,,20.40098,,,,José Ramiro Funes Mori,4629.0,,,,,,1,Regular Play,Ross Barkley,4275.0,Center Attacking Midfield,6,Everton,29,"['522d56f1-596e-4249-99c2-86cfa10f2e6f', 'e2c9cc6e-7714-4c61-b2ef-978367946800']",17,,,,,,,,,,,,,,,,,,Everton,29,00:01:17.020,Pass,True
,,,,,,,,,,,,,,,,1.2066,,,,,,,,,,,,e7c7acbf-84f1-4024-87e9-ad9cc538d38f,86,,"[54.1, 20.4]",3754283,1,,,,,-0.99193424,,Right Foot,,,"[62.4, 7.7]",,Ground Pass,,15.171684,,,,Brendan Joel Zibusiso Galloway,30702.0,,,,,,1,Regular Play,José Ramiro Funes Mori,4629.0,Left Center Back,6,Everton,29,['9d71adb8-d07a-4297-ab1a-939acd2064f5'],21,,,,,,,,,,,,,,,,,,Everton,29,00:01:21.018,Pass,
,,,,,,,,,,,,,,,,2.069,,,,,,,,,,,,0eff9410-ccc1-4625-bdb4-f99fbb75a96f,89,,"[61.6, 6.9]",3754283,1,,,,,2.3964953,,Left Foot,,,"[48.7, 18.8]",,Ground Pass,,17.550499,,,,José Ramiro Funes Mori,4629.0,,,,,,1,Regular Play,Brendan Joel Zibusiso Galloway,30702.0,Left Back,6,Everton,29,['ac254d96-1342-4e55-b704-b8e744d631e0'],23,,,,,,,,,,,,,,,,,,Everton,29,00:01:23.184,Pass,
,,,,,,,,,,,,,,,,1.3652,,,,,,,,,,,,ae36a57c-7ded-4650-baac-38b2a1485c9e,92,,"[48.2, 19.6]",3754283,1,,,,,1.6869816,,Left Foot,,,"[43.8, 57.3]",,Ground Pass,,37.955894,,,,John Stones,3244.0,,,,,,1,Regular Play,José Ramiro Funes Mori,4629.0,Left Center Back,6,Everton,29,['14c5d695-b402-4a13-8981-7401460380c6'],25,,,,,,,,,,,,,,,,,,Everton,29,00:01:25.851,Pass,
,,,,,,,,,,,,,,,,1.671999,,,,,,,,,,,,1167cc0e-4f0d-4a72-8468-8ffc09577e33,95,,"[45.2, 57.8]",3754283,1,,,,,1.1329042,,Left Foot,,,"[53.3, 75.1]",,Ground Pass,,19.102356,,,,James McCarthy,3607.0,,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,6,Everton,29,['9a07fd64-9064-44fe-b782-83dcef5f1cac'],28,,,,,,,,,,,,,,,,,,Everton,29,00:01:28.338,Pass,
,,,,,,,,,,,,,,,,1.633,,,,,,,,,,,,f9fc2513-80be-4e50-a4ed-571cc322f300,98,,"[60.5, 62.4]",3754283,1,,,,,-1.7838401,,Left Foot,,,"[55.2, 37.9]",,Ground Pass,,25.066711,,,,José Ramiro Funes Mori,4629.0,,,,,,1,Regular Play,James McCarthy,3607.0,Right Defensive Midfield,6,Everton,29,['6e1c7679-0d9a-472f-a056-42e719ae4ce6'],36,,,,,,,,,,,,,,,,,,Everton,29,00:01:36.092,Pass,
,,,,,,,,,,,,,,,,0.7949,,,,,,,,,,,,f246ca95-258d-4627-bf6b-ac70c1279eb1,101,,"[54.6, 36.3]",3754283,1,,,,,-1.2786981,,Right Foot,,,"[58.9, 22.0]",,Ground Pass,,14.932515,,,,Ross Barkley,4275.0,,,,,,1,Regular Play,José Ramiro Funes Mori,4629.0,Left Center Back,6,Everton,29,['9747b2ac-c4ba-4f7c-9853-deb9e09bdf96'],39,,,,,,,,,,,,,,,,,,Everton,29,00:01:39.216,Pass,
,,,,,,,,,,,,,,,,1.4896,,,,,,,,,,,,03b2ff41-8a9e-4503-86a0-8044f0c72509,104,,"[54.9, 25.0]",3754283,1,,,,,1.5089705,,Right Foot,,,"[56.2, 46.0]",,Ground Pass,,21.0402,,,,Gareth Barry,3633.0,,,,,,1,Regular Play,Ross Barkley,4275.0,Center Attacking Midfield,6,Everton,29,['f299d122-436d-4ae4-888e-564f7f0826b3'],41,,,,,,,,,,,,,,,,,,Everton,29,00:01:41.399,Pass,
,,,,,,,,,,,,,,,,1.474,,,,,,,,,,,,7644d0a7-ac26-4e52-b6c6-4ee87a026110,108,,"[56.8, 46.0]",3754283,1,,,,,1.5038861,,Left Foot,,,"[58.1, 65.4]",,Ground Pass,,19.443508,,,,John Stones,3244.0,,,,,,1,Regular Play,Gareth Barry,3633.0,Left Defensive Midfield,6,Everton,29,"['9adbf959-1d68-4357-bd73-616093ccdad1', 'dcc221d9-1737-45de-9623-1027bd080cee']",43,,,,,,,,,,,,,,,,,,Everton,29,00:01:43.584,Pass,True
,,,,,,,,,,,,,,,,1.5225,,,,,,,,,,,,321ad58c-e9fc-4d08-b40d-f4360be579ab,111,,"[57.6, 68.6]",3754283,1,,,,,0.63998824,,Right Foot,,,"[71.3, 78.8]",,Ground Pass,,17.080105,,,,Séamus Coleman,4589.0,,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,6,Everton,29,['8678d656-375e-467b-bbfd-e74fa6d0074b'],45,,,,,,,,,,,,,,,,,,Everton,29,00:01:45.677,Pass,
,,,,,,,,,,,,,,,,1.5104,,,,,,,,,,,,aad6b32b-f45b-45cf-a779-4c47f76a4cba,114,,"[71.1, 78.6]",3754283,1,,,,,-1.9783231,,Right Foot,,,"[63.2, 60.3]",,Ground Pass,,19.932386,,,,Gareth Barry,3633.0,,,,,,1,Regular Play,Séamus Coleman,4589.0,Right Back,6,Everton,29,['4183cae7-f274-416c-9a5a-8bf5fbd1a62f'],47,,,,,,,,,,,,,,,,,,Everton,29,00:01:47.767,Pass,
