50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2464a44a-d513-46a6-97b6-62a42d38da9c,1,,,3754215,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,,0,,,,,,,,,,,,,,,"{'formation': 451, 'lineup': [{'player': {'id': 5108, 'name': 'Glyn Oliver Myhill'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3523, 'name': 'Craig Dawson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 25}, {'player': {'id': 3596, 'name': 'Gareth McAuley'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 20527, 'name': 'Jonas Olsson'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3541, 'name': 'Chris Brunt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 11012, 'name': 'Jonathan Grant Evans'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 2966, 'name': 'Stéphane Sessègnon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 29}, {'player': {'id': 3490, 'name': 'James Morrison'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 4022, 'name': 'Darren Fletcher'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 3514, 'name': 'James McClean'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 14}, {'player': {'id': 4041, 'name': 'José Salomón Rondón Giménez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 33}]}",West Bromwich Albion,27,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,abd3e689-3e12-4339-aeea-bb913ecd9c79,2,,,3754215,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3594, 'name': 'Danny Rose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 3037, 'name': 'Mousa Sidi Yaya Dembélé'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 3585, 'name': 'Erik Lamela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Tottenham Hotspur,38,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2c150103-06d1-44a6-b885-8ccf51a4f899,3,,,3754215,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,['921deb30-f50e-45e8-9b68-a17a99cbc9f8'],0,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,921deb30-f50e-45e8-9b68-a17a99cbc9f8,4,,,3754215,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Bromwich Albion,27,['2c150103-06d1-44a6-b885-8ccf51a4f899'],0,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,350ef9e3-ec18-46d9-9817-bb0b2c4dc897,1724,,,3754215,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,91,Tottenham Hotspur,38,['551ed018-eae4-4331-99ee-45119a7439df'],0,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,551ed018-eae4-4331-99ee-45119a7439df,1725,,,3754215,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,91,Tottenham Hotspur,38,['350ef9e3-ec18-46d9-9817-bb0b2c4dc897'],0,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.417408,,,,,,,,,,,,,1c2f04ae-40eb-4d44-9794-0bd5f1a3e098,5,,"[61.0, 40.1]",3754215,0,,,,,1.6563016,,Right Foot,,,,"[60.7, 43.6]",,Ground Pass,,3.5128336,,,Harry Kane,10955.0,,,,,Kick Off,1,From Kick Off,Bamidele Alli,3094.0,Center Attacking Midfield,2,Tottenham Hotspur,38,['298440e4-15cd-4335-98e5-8a96e703fa84'],0,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.563,Pass,
,,,,,,,,,,,,,,,,,,1.737312,,,,,,,,,,,,,309ccee7-6a8d-4224-b1a6-27279e3990b3,7,,"[60.4, 42.6]",3754215,0,,,,,-3.1042268,,Right Foot,,,,"[28.3, 41.4]",,Ground Pass,,32.12242,,,Jan Vertonghen,3077.0,,,,,,1,From Kick Off,Harry Kane,10955.0,Center Forward,2,Tottenham Hotspur,38,['58611e1f-283f-4444-86ff-d641ee2ed9e9'],0,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.981,Pass,
,,,,,,,,,,,,,,,,,,1.537376,,,,,,,,,,,,,8eaae01a-e337-48b5-a87f-13a956de27ec,10,,"[30.6, 40.6]",3754215,0,,,,,1.5407624,,Left Foot,,,,"[31.3, 63.9]",,Ground Pass,,23.310513,,,Toby Alderweireld,20005.0,,,,,,1,From Kick Off,Jan Vertonghen,3077.0,Left Center Back,2,Tottenham Hotspur,38,['f2d7c7e2-2190-41da-b2b7-e11498fe3223'],3,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:03.497,Pass,
,,,,,,,,,,,,,,,,,,4.698876,,,,,,,,,,,,,e47a321f-f9c7-4a98-a48d-0bd0cac48368,13,,"[45.0, 68.4]",3754215,0,,,,,-0.408044,,Right Foot,,,,"[110.0, 40.3]",,High Pass,,70.81391,Incomplete,,Harry Kane,10955.0,,,,,,1,From Kick Off,Toby Alderweireld,20005.0,Right Center Back,2,Tottenham Hotspur,38,"['2ae29022-5408-4e99-9620-7c7c4a097826', '9f4c1c02-a1a3-4bdb-9b2c-95ea05513c1a']",7,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:07.619,Pass,
