bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,358888ae-a0fc-4418-944e-7e53a0bd2c65,1,,,,3754178,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Aston Villa,59,,0,,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3041, 'name': 'Ciaran Clark'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 42701, 'name': 'Kieran Richardson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5685, 'name': 'Carlos Alberto Sánchez Moreno'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 7153, 'name': 'Jordan Veretout'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 6800, 'name': 'Carles Gil de Pareja Vicent'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 11117, 'name': 'Scott Sinclair'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Aston Villa,59,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6b276b30-64ef-4ec2-a86c-c39ca51a0277,2,,,,3754178,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Aston Villa,59,,0,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3522, 'name': 'Heurelho da Silva Gomes'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3991, 'name': 'Allan Romeo Nyom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3263, 'name': 'Craig Cathcart'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 15}, {'player': {'id': 3288, 'name': 'Miguel Ángel Britos Cabrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3306, 'name': 'Nathan Aké'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 16}, {'player': {'id': 3721, 'name': 'Etienne Capoue'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 29}, {'player': {'id': 3626, 'name': 'Ben Watson'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 23}, {'player': {'id': 36983, 'name': 'Juan Carlos Paredes Reasco'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 14}, {'player': {'id': 43081, 'name': 'Almen Abdi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 22}, {'player': {'id': 3454, 'name': 'Troy Deeney'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 5458, 'name': 'Odion Jude Ighalo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 24}]}",Watford,23,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,311f57ea-886f-44df-9482-8e6c62616b03,3,,,,3754178,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Aston Villa,59,['6d986d95-d4f2-44d5-bea6-15c0d5173094'],0,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6d986d95-d4f2-44d5-bea6-15c0d5173094,4,,,,3754178,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Aston Villa,59,['311f57ea-886f-44df-9482-8e6c62616b03'],0,,,,,,,,,,,,,,,,,,,Watford,23,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7e1e1819-9e21-4da7-9926-3913683e1d61,1479,,,,3754178,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,90,Aston Villa,59,['77acae45-9b29-46c5-bd01-c5fc31f28a06'],0,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,77acae45-9b29-46c5-bd01-c5fc31f28a06,1480,,,,3754178,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,90,Aston Villa,59,['7e1e1819-9e21-4da7-9926-3913683e1d61'],0,,,,,,,,,,,,,,,,,,,Watford,23,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.393983,,,,,,,,,,,,3142bcef-4d12-4f18-af74-43ed1c69f4e5,5,,,"[60.0, 40.0]",3754178,0,,,,,2.6779451,,Right Foot,,,,"[58.4, 40.8]",,Ground Pass,,1.7888544,,,,,Troy Deeney,3454.0,,,,,,Kick Off,1,From Kick Off,Odion Jude Ighalo,5458.0,Left Center Forward,2,Watford,23,['e93f91ce-ebcb-4d5c-9c7f-2fc1048a4567'],0,,,,,,,,,,,,,,,,,,,Watford,23,00:00:00.500,Pass,
,,,,,,,,,,,,,,,,1.437426,,,,,,,,,,,,a73817d4-e086-4300-8544-ab60cb0a5851,7,,,"[58.4, 40.8]",3754178,0,,,,,-2.4244642,,Right Foot,,,,"[45.9, 29.9]",,Ground Pass,,16.584932,,,,,Ben Watson,3626.0,,,,,,,1,From Kick Off,Troy Deeney,3454.0,Right Center Forward,2,Watford,23,['3f0671f0-08c3-49f4-b0a5-751409bbc86a'],0,,,,,,,,,,,,,,,,,,,Watford,23,00:00:00.894,Pass,
,,,,,,,,,,,,,,,,3.06541,,,,,,,,,,,,ada73f24-2681-451f-9a07-176463413727,10,,,"[45.9, 29.9]",3754178,0,,,,,0.5131938,,Right Foot,,,,"[93.1, 56.5]",,High Pass,,54.179333,,,Incomplete,,Juan Carlos Paredes Reasco,36983.0,,,,,,,1,From Kick Off,Ben Watson,3626.0,Left Defensive Midfield,2,Watford,23,"['7c4c2481-ff0d-48fa-9c01-e2497dadc383', 'd7c13193-6397-440c-b913-a89e9b66b163']",2,,,,,,,,,,,,,,,,,,,Watford,23,00:00:02.482,Pass,
,,,,,,,,,,,,,,,,0.947756,,,,,,,,,,,,7c4c2481-ff0d-48fa-9c01-e2497dadc383,12,,,"[27.0, 23.6]",3754178,0,,,,,0.008620476,,Right Foot,,,,"[38.6, 23.7]",,High Pass,,11.600431,,,Incomplete,,,,,,,,,Recovery,1,From Kick Off,Kieran Richardson,42701.0,Left Back,2,Watford,23,"['297df2b4-4954-4179-a9be-2a58b7ac94d5', 'ada73f24-2681-451f-9a07-176463413727']",5,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:05.547,Pass,
