bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,819923bc-4ece-4cad-ab54-d1064a70dc40,1,,,,3754321,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stoke City,30,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3643, 'name': 'Phil Bardsley'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3480, 'name': 'Geoff Cameron'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 4346, 'name': 'Gilbert Gianelli Imbula Wanga'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3533, 'name': 'Xherdan Shaqiri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 3325, 'name': 'Marko Arnautović'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3670, 'name': 'Jonathan Walters'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Stoke City,30,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,104ba46a-28bd-4079-9362-6f8870103ce8,2,,,,3754321,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stoke City,30,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 18672, 'name': 'Mark Bunn'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 31}, {'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 24380, 'name': 'Tetchi Jores Charlemagne Ulrich Okore'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 43}, {'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 7153, 'name': 'Jordan Veretout'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 6800, 'name': 'Carles Gil de Pareja Vicent'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 25}, {'player': {'id': 42699, 'name': 'Gabriel Imuetinyan Agbonlahor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Aston Villa,59,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5c4c8c89-b1ac-4964-9ad6-99539229e99b,3,,,,3754321,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stoke City,30,['98237117-a507-441f-ae24-dab1d64e1f23'],0,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,98237117-a507-441f-ae24-dab1d64e1f23,4,,,,3754321,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stoke City,30,['5c4c8c89-b1ac-4964-9ad6-99539229e99b'],0,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,7338c45b-bdf1-4d71-a9e8-12dfd18b81d9,1870,,,,3754321,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,85,Aston Villa,59,['98bd1712-5ad4-4fb3-bb83-961d5539dc01'],0,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,98bd1712-5ad4-4fb3-bb83-961d5539dc01,1871,,,,3754321,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,85,Aston Villa,59,['7338c45b-bdf1-4d71-a9e8-12dfd18b81d9'],0,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.564566,,,,,,,,,,,,,,a8400f74-2f96-4a67-aad9-600d7a5a1f01,5,,,"[60.0, 40.0]",3754321,0,,,,,-1.418147,,Right Foot,,,"[60.4, 37.4]",Ground Pass,,2.6305892,,,,Jonathan Walters,3670.0,,,,,Kick Off,1,From Kick Off,Gilbert Gianelli Imbula Wanga,4346.0,Left Defensive Midfield,2,Stoke City,30,['657bd668-cbd9-4482-97f9-772b33bd8334'],1,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:01.324,Pass,
,,,,,,,,,,,,,,,1.068251,,,,,,,,,,,,,,a3bb4f97-f330-4e78-85e9-d65c214364eb,8,,,"[60.8, 36.7]",3754321,0,,,,,2.9898274,,Left Foot,,,"[52.3, 38.0]",Ground Pass,,8.598837,,,,Glenn Whelan,9625.0,,,,,,1,From Kick Off,Jonathan Walters,3670.0,Center Forward,2,Stoke City,30,['3587a4c0-8158-4575-ba70-d8d7ad512744'],1,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:01.969,Pass,
,,,,,,,,,,,,,,,2.605127,,,,,,,,,,,,,,e5e3b17d-f8f1-411c-9186-cc0728da89be,12,,,"[51.2, 38.6]",3754321,0,,,,,-0.7712704,,Right Foot,,,"[83.5, 7.2]",High Pass,,45.0472,,Incomplete,,Marko Arnautović,3325.0,,,,,,1,From Kick Off,Glenn Whelan,9625.0,Right Defensive Midfield,2,Stoke City,30,"['855c8e65-d524-43e9-864b-b9edfe2612ab', 'b5d7959c-1dd0-47e2-8b1a-9b0ec1b5d87e']",3,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:03.716,Pass,
,,,,,,,,,,,,,,,0.486895,,,,,,,,,,,,,,b2ed5e31-8c38-4b03-a0b4-ed84aa6ede8f,16,,,"[64.4, 2.7]",3754321,0,,,,,0.18622284,,Head,,,"[71.3, 4.0]",Low Pass,,7.0213957,,,,Marko Arnautović,3325.0,,,,,Recovery,1,From Kick Off,Erik Pieters,3467.0,Left Back,2,Stoke City,30,['a026ab14-8114-4987-8d44-4321600bbf6a'],8,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:08.747,Pass,
