bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.776986,,,,,,,,,,,,,b0a8eb96-2cf8-4a0e-87d5-57bb1082829d,31,,,"[36.4, 71.8]",3754250,0,,True,,,-1.9799004,,Right Foot,,,,"[30.2, 57.5]",Ground Pass,,15.586212,,,Robert Huth,40123.0,,,,,Free Kick,1,From Free Kick,Wes Morgan,3813.0,Right Center Back,4,Leicester City,22,['1686a149-6197-498e-8d42-a15e47eee8e7'],34,,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:34.048,Pass,
,,,,,,,,,,,,,,,,,2.319744,,,,,,,,,,,,,493ededa-262e-416c-ab36-360eb02f87bc,33,,,"[38.4, 53.8]",3754250,0,,,,,-0.6684345,,Right Foot,,,,"[83.1, 18.5]",High Pass,,56.957703,Incomplete,,Marc Albrighton,3307.0,,,,,,1,From Free Kick,Robert Huth,40123.0,Left Center Back,4,Leicester City,22,"['2484b3f5-1630-4fbc-bbc4-56a703f25f59', '4b4de26d-febd-4528-bd95-e24d01b51576']",37,,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:37.510,Pass,
,,,,,,,,,,,,,,,,,1.387136,,,,,,,,,,,,,4b4de26d-febd-4528-bd95-e24d01b51576,35,,,"[37.0, 61.6]",3754250,0,,,,,0.08550529,,Head,,,,"[47.5, 62.5]",High Pass,,10.538501,,,Jordan Veretout,7153.0,,,,,Recovery,1,Regular Play,Leandro Bacuna,9533.0,Right Back,5,Aston Villa,59,"['493ededa-262e-416c-ab36-360eb02f87bc', 'cc8fb074-8006-48c8-96e0-6f86d1752b79']",39,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:39.829,Pass,
,,,,,,,,,,,,,,,,,1.052527,,,,,,,,,,,,,6d100f42-9bd6-48a0-9451-d550f6d7f276,39,,,"[46.9, 67.1]",3754250,0,,,,,2.9702134,,Right Foot,,,,"[36.5, 68.9]",Ground Pass,,10.55462,,,Leandro Bacuna,9533.0,,,,,,1,Regular Play,Jordan Veretout,7153.0,Right Center Midfield,5,Aston Villa,59,"['14b7aa4f-8e45-49bf-b1ff-9e330f417dd2', '50f699fc-9d9b-4ea6-8374-d7be6b89f062']",41,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:41.945,Pass,True
,,,,,,,,,,,,,,,,,3.08466,,,,,,,,,,,,,3853b6f5-062d-4c40-a8d0-930a8343b3cd,41,,,"[38.5, 72.3]",3754250,0,,,,,-0.03384124,,Right Foot,,,,"[76.9, 71.0]",High Pass,,38.421997,Incomplete,,,,,,,,,1,Regular Play,Leandro Bacuna,9533.0,Right Back,5,Aston Villa,59,['f84ed49e-6164-43e0-af65-9334f95abc70'],42,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:42.998,Pass,
,,,,,,,,,,,,,,,,,1.221728,,,,,,,,,,,,,a936a535-b4af-488d-8fae-fc984ffadaab,43,,,"[67.2, 80.0]",3754250,0,,,,,-0.9392528,,,,,,"[75.1, 69.2]",Low Pass,,13.380957,,,Libor Kozák,28247.0,,,,,Throw-in,1,From Throw In,Leandro Bacuna,9533.0,Right Back,6,Aston Villa,59,['abafca28-e851-4cbc-b111-8dea3cab517b'],55,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:55.603,Pass,
,,,,,,,,,,,,,,,,,0.800985,,,,,,,,,,,,,29d74b4d-321c-4409-8ad8-bcd06c8cc71f,47,,,"[72.8, 62.3]",3754250,0,,,,,2.69781,,Right Foot,,,,"[66.7, 65.2]",Low Pass,,6.7542577,,,Carles Gil de Pareja Vicent,6800.0,,,,,,1,From Throw In,Libor Kozák,28247.0,Center Forward,6,Aston Villa,59,['d0435eff-6893-4575-a349-d63b5676caea'],57,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:57.321,Pass,
,,,,,,,,,,,,,,,,,1.918773,,,,,,,,,,,,,5ded96fe-6fd6-423c-af88-cb8a0c26903e,51,,,"[64.7, 62.8]",3754250,1,,,,,3.1415927,,Right Foot,,,,"[48.4, 62.8]",Ground Pass,,16.3,Incomplete,,,,,,,,,1,From Throw In,Carles Gil de Pareja Vicent,6800.0,Right Wing,6,Aston Villa,59,['a778bc35-4760-4241-97e3-e3becca75311'],1,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:01:01.677,Pass,
,,,,,,,,,,,,,,,,,1.964751,,,,,,,,,,,,,90ae665f-78ff-47dc-bdb2-6e8cf7e0e75e,55,,,"[105.1, 14.4]",3754250,1,,,,,1.072729,,Left Foot,True,,,"[120.0, 41.8]",High Pass,,31.18926,Out,,Shinji Okazaki,3810.0,,,,,,1,From Throw In,Jamie Vardy,10960.0,Left Center Forward,6,Aston Villa,59,['bd12f1d8-253b-4781-9730-fa88c354580c'],7,,,,,,,,,,,,,,,,,,,Leicester City,22,00:01:07.714,Pass,
,,,,,,,,,,,,,,,,,3.432738,,,,,,,,,,,,,ebf773d3-1fb7-49fd-baa8-6a8879871e8f,57,,,"[6.0, 36.0]",3754250,1,,,,,-0.1855659,,Right Foot,,,,"[61.4, 25.6]",High Pass,,56.36772,,,Jordan Ayew,3450.0,,,,,Goal Kick,1,From Goal Kick,Mark Bunn,18672.0,Goalkeeper,7,Aston Villa,59,['0ff038bb-8c73-4bfb-82b5-6bd581c7a52b'],34,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:01:34.492,Pass,
,,,,,,,,,,,,,,,,,0.530413,,,,,,,,,,,,,addc910b-63ff-4ae1-b745-8b18bcca7087,60,,,"[61.4, 25.1]",3754250,1,,,,True,0.0,,,,,,"[69.8, 25.1]",Low Pass,,8.4,Incomplete,,,,,,,,,1,From Goal Kick,Jordan Ayew,3450.0,Left Wing,7,Aston Villa,59,"['e4a63b93-60a4-46a2-a6ca-8ab65f2e1040', 'f99af308-6f60-466f-89fd-14d84bf70b92']",37,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:01:37.925,Pass,True
,,,,,,,,,,,,,,,,,0.921389,,,,,,,,,,,,,9b47965d-bc30-4cac-be3e-2e2dd895fafc,63,,,"[45.2, 58.6]",3754250,1,,,,,0.07448879,,Right Foot,,,,"[51.9, 59.1]",Ground Pass,,6.718631,Incomplete,,,,,,,,Recovery,1,From Goal Kick,Wes Morgan,3813.0,Right Center Back,7,Aston Villa,59,"['7f318aa2-adb7-4784-acf5-e362676cd628', 'e7be6662-3b87-483d-a289-e20900fc45e6']",40,,,,,,,,,,,,,,,,,,,Leicester City,22,00:01:40.043,Pass,True
,,,,,,,,,,,,,,,,,2.387593,,,,,,,,,,,,,56bc7816-e4eb-4633-bcc1-1df38773302c,72,,,"[50.8, 75.6]",3754250,1,,,,,-0.28903496,,Right Foot,,,,"[92.5, 63.2]",High Pass,,43.504597,Pass Offside,,Jamie Vardy,10960.0,,,Through Ball,True,,1,From Goal Kick,Danny Drinkwater,3662.0,Right Defensive Midfield,7,Aston Villa,59,"['acbf4cf1-58b9-4001-b003-42cbd0d8b2ca', 'cecfc01b-c803-4209-a783-3998593f5cf0']",45,,,,,,,,,,,,,,,,,,,Leicester City,22,00:01:45.100,Pass,True
,,,,,,,,,,,,,,,,,2.562481,,,,,,,,,,,,,08c654df-f9bb-429e-9cfc-2db048bdab6f,74,,,"[40.4, 17.5]",3754250,2,,,,,0.16712561,,Right Foot,,,,"[89.6, 25.8]",High Pass,,49.89519,,,Libor Kozák,28247.0,,,,,Free Kick,1,From Free Kick,Mark Bunn,18672.0,Goalkeeper,8,Aston Villa,59,['ef34646e-97f2-4130-bb59-2ae96deafb02'],11,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:02:11.795,Pass,
,,,,,,,,,,,,,,,,,1.63399,,,,,,,,,,,,,4b53e30b-60c7-4282-a453-aea32a757b83,76,,,"[92.4, 23.3]",3754250,2,,,,True,-0.6213236,,,,,,"[101.2, 17.0]",High Pass,,10.822661,Incomplete,,Jordan Ayew,3450.0,,,,,,1,From Free Kick,Libor Kozák,28247.0,Center Forward,8,Aston Villa,59,"['44eb3f95-1488-4fc7-a851-6eb62b90f513', 'bd50417d-05c1-4a95-b174-10049f7a0945', 'cff5cf40-f708-41dd-bd21-d928fbde5620']",14,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:02:14.398,Pass,True
,,,,,,,,,,,,,,,,,0.940335,,,,,,,,,,,,,a47587fb-e970-46ac-919c-e31071986d0c,83,,,"[43.5, 41.0]",3754250,2,,,,True,-1.6233793,,,,,,"[43.3, 37.2]",Low Pass,,3.8052595,,,Marc Albrighton,3307.0,,,,,Recovery,1,From Free Kick,Shinji Okazaki,3810.0,Right Center Forward,8,Aston Villa,59,"['9f3987be-c59e-465f-8654-c8a4f4c459ea', 'de0beccc-f5b5-4d7e-872e-4da90c75fd98']",20,,,,,,,,,,,,,,,,,,,Leicester City,22,00:02:20.620,Pass,True
,,,,,,,,,,,,,,,,,0.716985,,,,,,,,,,,,,9f549b7b-aecc-44d2-8fb2-eb67cd238667,96,,,"[54.6, 24.3]",3754250,2,,,,,2.177179,,Right Foot,,,,"[50.3, 30.5]",Ground Pass,,7.545197,,,Marc Albrighton,3307.0,,,,,Recovery,1,Regular Play,Jamie Vardy,10960.0,Left Center Forward,9,Leicester City,22,['0ab53022-7819-43bb-8dfa-648b5ee3c1bf'],27,,,,,,,,,,,,,,,,,,,Leicester City,22,00:02:27.461,Pass,
,,,,,,,,,,,,,,,,,2.350616,,,,,,,,,,,,,d41d92b3-43a2-41ef-be5f-c383737a60ee,107,,,"[64.5, 46.4]",3754250,2,,,,,1.4464413,,Right Foot,,,,"[67.1, 67.2]",Ground Pass,,20.96187,,,Danny Simpson,3270.0,,,,,,1,Regular Play,Marc Albrighton,3307.0,Left Midfield,9,Leicester City,22,"['6ee398f7-f435-47dd-a804-890ad9e0c3fa', 'ec8abbe5-4ef4-40e0-b170-369104088899']",32,,,,,,,,,,,,,,,,,,,Leicester City,22,00:02:32.550,Pass,True
,,,,,,,,,,,,,,,,,1.12732,,,,,,,,,,,,,3f97554d-51ed-409d-b683-7b677f22361f,111,,,"[70.4, 76.8]",3754250,2,,,,,-2.7385736,,Right Foot,,,,"[57.5, 71.3]",Ground Pass,,14.023552,,,Wes Morgan,3813.0,,,,,,1,Regular Play,Danny Simpson,3270.0,Right Back,9,Leicester City,22,"['2a343fb2-613e-435f-9965-53daf9462afb', 'd2ec1558-e77d-4443-90d5-964f601cc738']",38,,,,,,,,,,,,,,,,,,,Leicester City,22,00:02:38.790,Pass,True
,,,,,,,,,,,,,,,,,2.250245,,,,,,,,,,,,,2aad373b-ba6f-4376-ae49-7c657ecec4cd,113,,,"[56.7, 71.0]",3754250,2,,,,,-0.18418978,,Right Foot,,,,"[93.2, 64.2]",High Pass,,37.12802,,,Shinji Okazaki,3810.0,,,,,,1,Regular Play,Wes Morgan,3813.0,Right Center Back,9,Leicester City,22,['cecaa316-3695-4b77-9384-610e06e35a73'],39,,,,,,,,,,,,,,,,,,,Leicester City,22,00:02:39.918,Pass,
,,,,,,,,,,,,,,,,,1.409585,,,,,,,,,,,,,292bf23f-5e51-47bc-9975-b13dc23305f7,116,,,"[93.2, 64.2]",3754250,2,,,,,-0.7614028,,Right Foot,,,,"[99.6, 58.1]",Low Pass,,8.84138,Incomplete,,Riyad Mahrez,3814.0,,,,,,1,Regular Play,Shinji Okazaki,3810.0,Right Center Forward,9,Leicester City,22,"['b1418fa9-4993-4ff0-b447-5ec97cde64c1', 'fe42bd9c-0f31-4fe1-8aaa-580a74ab53ae']",42,,,,,,,,,,,,,,,,,,,Leicester City,22,00:02:42.252,Pass,
,,,,,,,,,,,,,,,,,1.23461,,,,,,,,,,,,,fe42bd9c-0f31-4fe1-8aaa-580a74ab53ae,118,,,"[20.5, 22.0]",3754250,2,,,,,-0.34464732,,Right Foot,,,,"[32.2, 17.8]",Ground Pass,,12.431009,,,Idrissa Gana Gueye,3436.0,,,,,Recovery,1,Regular Play,Joleon Lescott,20285.0,Left Center Back,10,Aston Villa,59,"['292bf23f-5e51-47bc-9975-b13dc23305f7', 'cb6c532a-0ac6-4f15-bde3-b99125206e53']",43,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:02:43.662,Pass,
,,,,,,,,,,,,,,,,,0.200927,,,,,,,,,,,,,09b5a6fc-8f33-4981-8b86-d1a724642444,121,,,"[32.8, 16.9]",3754250,2,,,,,-1.060308,,Left Foot,,,,"[34.2, 14.4]",Ground Pass,,2.8653097,Incomplete,,,,,,,,,1,Regular Play,Idrissa Gana Gueye,3436.0,Center Defensive Midfield,10,Aston Villa,59,['2e093117-40e9-4707-83f9-a7d7b9c31b49'],44,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:02:44.827,Pass,
,,,,,,,,,,,,,,,,,0.859409,,,,,,,,,,,,,b30a5d0d-839b-4c71-8fb3-37670a0679fc,123,,,"[83.1, 73.0]",3754250,2,,,,,-1.297441,,Right Foot,,,,"[86.1, 62.3]",Low Pass,,11.112605,Incomplete,,,,,,,,Recovery,1,Regular Play,Danny Simpson,3270.0,Right Back,10,Aston Villa,59,['4b5f15a1-2c36-438f-805a-6c5f5ba58613'],46,,,,,,,,,,,,,,,,,,,Leicester City,22,00:02:46.093,Pass,
,,,,,,,,,,,,,,,,,1.055041,,,,,,,,,,,,,1f6b2d26-45e2-4c41-93d4-acf7744f3bbf,126,,,"[40.1, 19.3]",3754250,2,,,,,-0.6347622,,Right Foot,,,,"[53.0, 9.8]",Ground Pass,,16.02061,,,Jordan Ayew,3450.0,,,,,,1,Regular Play,Idrissa Gana Gueye,3436.0,Center Defensive Midfield,10,Aston Villa,59,['b32054d5-0bd8-4da7-b820-6341f9793b9b'],47,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:02:47.380,Pass,
,,,,,,,,,,,,,,,,,1.273209,,,,,,,,,,,,,a2dd2b16-faad-4ca7-bcca-25ccdcdde3ce,128,,,"[54.0, 11.9]",3754250,2,,,,,-2.781644,,Right Foot,,,,"[44.7, 8.4]",Ground Pass,,9.9368,,,Ashley Westwood,3583.0,,,,,,1,Regular Play,Jordan Ayew,3450.0,Left Wing,10,Aston Villa,59,['9994d32a-32da-4702-8ea4-4dc672337349'],48,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:02:48.435,Pass,
,,,,,,,,,,,,,,,,,0.535853,,,,,,,,,,,,,61084fcc-8307-408c-bf02-fce9fb1005b4,131,,,"[41.8, 6.5]",3754250,2,,,,,0.031904064,,Left Foot,,,,"[51.2, 6.8]",Low Pass,,9.404786,Incomplete,,Libor Kozák,28247.0,,,,,,1,Regular Play,Ashley Westwood,3583.0,Left Center Midfield,10,Aston Villa,59,"['6cf531e3-cc94-43e5-b561-a5976c88ba71', 'd1d3a0f9-7a12-43e8-85bb-022df9b2e684']",49,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:02:49.807,Pass,
,,,,,,,,,,,,,,,,,1.393959,,,,,,,,,,,,,614485a9-aca6-4c2b-9d24-bef6669a8ff4,134,,,"[51.8, 80.0]",3754250,3,,,,,-0.2688405,,,,,,"[71.4, 74.6]",High Pass,,20.330273,,,Shinji Okazaki,3810.0,,,,,Throw-in,1,From Throw In,Danny Simpson,3270.0,Right Back,11,Leicester City,22,['80b9ba81-1879-47a8-8658-5fbe8cdf5f0a'],15,,,,,,,,,,,,,,,,,,,Leicester City,22,00:03:15.664,Pass,
,,,,,,,,,,,,,,,,,1.355865,,,,,,,,,,,,,aa9e95b9-0348-4371-95da-1dc0e519ef82,137,,,"[71.7, 74.6]",3754250,3,,,,True,-0.53783554,,,,,,"[77.4, 71.2]",High Pass,,6.6370173,Incomplete,,,,,,,,,1,From Throw In,Shinji Okazaki,3810.0,Right Center Forward,11,Leicester City,22,"['6147d26b-517a-496e-ae16-29f809174f35', 'b8b31b97-1447-4989-9763-f188f961e771']",17,,,,,,,,,,,,,,,,,,,Leicester City,22,00:03:17.138,Pass,True
,,,,,,,,,,,,,,,,,5.767233,,,,,,,,,,,,,be4247a7-0377-4bed-b6dc-f0e6c97205db,145,,,"[53.9, 68.1]",3754250,3,,,,,0.0,,Right Foot,,,,"[120.0, 68.1]",High Pass,,66.1,Out,,Jamie Vardy,10960.0,,,,,,1,From Throw In,Wes Morgan,3813.0,Right Center Back,11,Leicester City,22,"['e913f655-9299-4bda-a5f0-21c5b6fb4a15', 'f91bf984-e814-4679-a6ad-bdf9f76e942f']",22,,,,,,,,,,,,,,,,,,,Leicester City,22,00:03:22.715,Pass,True
,,,,,,,,,,,,,,,,,3.692562,,,,,,,,,,,,,46316714-9b8f-40e9-8c52-b9904da115cf,148,,,"[6.0, 36.0]",3754250,3,,,,,-0.26940662,,Right Foot,,,,"[73.0, 17.5]",High Pass,,69.507195,Incomplete,,,,,,,,Goal Kick,1,From Goal Kick,Mark Bunn,18672.0,Goalkeeper,12,Aston Villa,59,['c50b1c36-022b-4054-a10a-45ec038e425c'],49,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:03:49.413,Pass,
,,,,,,,,,,,,,,,,,2.471477,,,,,,,,,,,,,c50b1c36-022b-4054-a10a-45ec038e425c,149,,,"[47.1, 62.6]",3754250,3,,,,,1.3339475,,Right Foot,,,,"[51.3, 80.0]",Low Pass,,17.899721,Out,,,,,,,,Recovery,1,From Goal Kick,N''Golo Kanté,3961.0,Left Defensive Midfield,12,Aston Villa,59,['46316714-9b8f-40e9-8c52-b9904da115cf'],53,,,,,,,,,,,,,,,,,,,Leicester City,22,00:03:53.106,Pass,
