50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2487ddb1-2d5f-4320-8500-31b827c84aca,1,,,3754073,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea,33,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 5594, 'name': 'Branislav Ivanović'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3456, 'name': 'Kurt Happy Zouma'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3645, 'name': 'Gary Cahill'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 12325, 'name': 'Abdul Rahman Baba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3381, 'name': 'Nemanja Matić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 3472, 'name': 'Willian Borges da Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 40122, 'name': 'Oscar dos Santos Emboaba Júnior'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Chelsea,33,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,815b0c00-90af-48bc-9c85-b84ef242c521,2,,,3754073,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea,33,,0,,,,,,,,,,,,,,,,,"{'formation': 451, 'lineup': [{'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6409, 'name': 'Adam Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 30}, {'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3463, 'name': 'Junior Stanislas'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",AFC Bournemouth,28,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,edef6c1c-aad9-464c-92c2-7033c348d97e,3,,,3754073,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea,33,['a842a432-88ae-4b7f-b4ff-9a3bad814026'],0,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a842a432-88ae-4b7f-b4ff-9a3bad814026,4,,,3754073,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea,33,['edef6c1c-aad9-464c-92c2-7033c348d97e'],0,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,002d2044-65dd-4614-9350-43fdb92b4df2,1796,,,3754073,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,102,AFC Bournemouth,28,['7185f418-c2e4-476d-b907-60c387e13f33'],0,,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7185f418-c2e4-476d-b907-60c387e13f33,1797,,,3754073,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,102,AFC Bournemouth,28,['002d2044-65dd-4614-9350-43fdb92b4df2'],0,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.379027,,,,,,,,,,,,52e491ac-76c1-403a-b31f-896c0ffd9914,5,,"[61.0, 40.1]",3754073,0,,,,,-2.6779451,,Right Foot,,,,"[60.4, 39.8]",Ground Pass,,0.6708204,,,,,Oscar dos Santos Emboaba Júnior,40122.0,,,,,Kick Off,1,From Kick Off,Eden Hazard,3621.0,Center Forward,2,Chelsea,33,['154e41ef-b4d7-4500-a93b-74bc739642fd'],0,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:00.300,Pass,
,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,80858ad9-3e27-4101-a6d8-226152dbda88,7,,"[59.8, 39.8]",3754073,0,,,,,2.649107,,Left Foot,,,,"[51.6, 44.2]",Ground Pass,,9.305912,,,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Kick Off,Oscar dos Santos Emboaba Júnior,40122.0,Center Attacking Midfield,2,Chelsea,33,['2652134e-020d-4db4-80ed-ee8dc1486258'],0,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:00.679,Pass,
,,,,,,,,,,,,,,,,,0.76,,,,,,,,,,,,852a7d8f-ca72-42f2-8a58-03f7d8c1220f,10,,"[50.0, 43.8]",3754073,0,,,,,-2.6098685,,Right Foot,,,,"[43.2, 39.8]",Ground Pass,,7.889233,,,,,Nemanja Matić,3381.0,,,,,,1,From Kick Off,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,2,Chelsea,33,['e7008093-e53c-45df-bad6-92ffdaa210cf'],3,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:03.079,Pass,
,,,,,,,,,,,,,,,,,3.294983,,,,,,,,,,,,68e39914-e153-49b3-8d01-00d6c12563bc,13,,"[42.6, 38.9]",3754073,0,,,,,-2.6205757,,Left Foot,,,,"[31.1, 32.3]",Ground Pass,,13.259336,,,,,Gary Cahill,3645.0,,,,,,1,From Kick Off,Nemanja Matić,3381.0,Left Center Midfield,2,Chelsea,33,['6d1c6513-011d-4e86-ab54-da32ae300e40'],4,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:04.816,Pass,
