50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,a9880b44-15d8-4049-afba-132bf0634715,1,,,3754296,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 33}, {'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 3475, 'name': 'Per Mertesacker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3394, 'name': 'Laurent Koscielny'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 6631, 'name': 'Mathieu Flamini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 3517, 'name': 'Aaron Ramsey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 5581, 'name': 'Joel Nathaniel Campbell Samuels'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 28}, {'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 3668, 'name': 'Theo Walcott'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 3604, 'name': 'Olivier Giroud'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",Arsenal,1,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,e8ac4a63-19a4-438a-b7a3-23a24e19f7da,2,,,3754296,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,,0,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 3291, 'name': 'Joe Hart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 3090, 'name': 'Nicolás Hernán Otamendi'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 30}, {'player': {'id': 3389, 'name': 'Eliaquim Mangala'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 5596, 'name': 'Aleksandar Kolarov'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 3089, 'name': 'Kevin De Bruyne'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 42}, {'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 25}, {'player': {'id': 4597, 'name': 'Fabian Delph'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 18}, {'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 3237, 'name': 'Sergio Leonel Agüero del Castillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Manchester City,36,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6b1183e0-26d3-47f5-bc4d-fdc83ff619d9,3,,,3754296,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,['9ab71aac-d4b2-401f-b891-dd2abb1cdcd7'],0,,,,,,,,,,,,,,,,,Manchester City,36,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,9ab71aac-d4b2-401f-b891-dd2abb1cdcd7,4,,,3754296,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Arsenal,1,['6b1183e0-26d3-47f5-bc4d-fdc83ff619d9'],0,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1ce35292-1e11-4b2c-ab5d-5869dd090290,1877,,,3754296,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,92,Manchester City,36,['375bc342-4afc-434d-9d62-42c861f6bc02'],0,,,,,,,,,,,,,,,,,Manchester City,36,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,375bc342-4afc-434d-9d62-42c861f6bc02,1878,,,3754296,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,92,Manchester City,36,['1ce35292-1e11-4b2c-ab5d-5869dd090290'],0,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.832832,,,,,,,,,,,,21fe6bfe-6c75-40ff-8ed9-f301a8520ec8,5,,"[60.0, 40.0]",3754296,0,,,,-2.5213432,,Left Foot,,,"[59.3, 39.5]",,Ground Pass,,0.86023253,,,,Mesut Özil,3496.0,,,,,Kick Off,1,From Kick Off,Olivier Giroud,3604.0,Center Forward,2,Arsenal,1,['70443cf4-d7f3-47b3-8f86-f6b59019b770'],1,,,,,,,,,,,,,,,,,Arsenal,1,00:00:01.798,Pass,
,,,,,,,,,,,,,,,,1.243532,,,,,,,,,,,,76852d89-bb8b-4400-aa92-4cfac0a3050b,7,,"[59.3, 39.2]",3754296,0,,,,-3.1147535,,Left Foot,,,"[44.4, 38.8]",,Ground Pass,,14.905368,,,,Laurent Koscielny,3394.0,,,,,,1,From Kick Off,Mesut Özil,3496.0,Center Attacking Midfield,2,Arsenal,1,['2759935b-b2bb-4109-a4b9-41ed41074793'],2,,,,,,,,,,,,,,,,,Arsenal,1,00:00:02.631,Pass,
,,,,,,,,,,,,,,,,3.212415,,,,,,,,,,,,55987620-ef3c-49b0-b71f-38b6d9f5e705,10,,"[42.6, 39.5]",3754296,0,,,,-0.6845887,,Right Foot,,,"[85.6, 4.4]",,High Pass,,55.506847,,Incomplete,,Theo Walcott,3668.0,,,,,,1,From Kick Off,Laurent Koscielny,3394.0,Left Center Back,2,Arsenal,1,"['2948ce81-251d-4f77-aeb6-7aea7e74aeab', 'fef699a9-fe58-433e-a66b-f3a08f4604d2']",5,,,,,,,,,,,,,,,,,Arsenal,1,00:00:05.683,Pass,
,,,,,,,,,,,,,,,,1.06229,,,,,,,,,,,,2948ce81-251d-4f77-aeb6-7aea7e74aeab,13,,"[34.5, 75.7]",3754296,0,,,True,1.2145767,,,,,"[36.1, 80.0]",,High Pass,,4.588028,,Out,,,,,,,,Recovery,1,From Kick Off,Bacary Sagna,7110.0,Right Back,2,Arsenal,1,"['55987620-ef3c-49b0-b71f-38b6d9f5e705', 'e5b0241e-2ba0-4c4d-ac18-50d287c7ac68']",8,,,,,,,,,,,,,,,,,Manchester City,36,00:00:08.896,Pass,True
