bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,b55f365d-3255-40f1-80cd-972d07c5d429,1,,,3754153,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stoke City,30,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4724, 'name': 'Glen Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 4035, 'name': 'Ryan Shawcross'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 8251, 'name': 'Marco van Ginkel'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 3533, 'name': 'Xherdan Shaqiri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 3325, 'name': 'Marko Arnautović'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 4913, 'name': 'Bojan Krkíc Pérez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Stoke City,30,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,f9086b46-e40b-42cb-a4fc-6922ceae5319,2,,,3754153,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stoke City,30,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3488, 'name': 'Wayne Hennessey'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3443, 'name': 'Joel Ward'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3407, 'name': 'Scott Dann'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3693, 'name': 'Damien Delaney'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 4884, 'name': ""Pape N''Diaye Souaré""}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 4817, 'name': 'Joe Ledley'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 3464, 'name': 'James McArthur'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 18}, {'player': {'id': 3507, 'name': 'Wilfried Zaha'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 19688, 'name': 'Jason Puncheon'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 42}, {'player': {'id': 20641, 'name': 'Connor Wickham'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 21}, {'player': {'id': 3589, 'name': 'Yannick Bolasie Yala'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Crystal Palace,31,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,d59491c6-518d-4b5f-b4d5-fc06a9ac0aaa,3,,,3754153,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stoke City,30,['566e83e1-a107-4169-8395-e979616d2cef'],0,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,566e83e1-a107-4169-8395-e979616d2cef,4,,,3754153,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stoke City,30,['d59491c6-518d-4b5f-b4d5-fc06a9ac0aaa'],0,,,,,,,,,,,,,,,,,Stoke City,30,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,6ea0ff98-d3c0-459c-ace8-2a494707fcb0,1690,,,3754153,45,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,94,Stoke City,30,['51e4d945-90fc-4577-97a7-d5e39015bb36'],0,,,,,,,,,,,,,,,,,Stoke City,30,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,51e4d945-90fc-4577-97a7-d5e39015bb36,1691,,,3754153,45,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,94,Stoke City,30,['6ea0ff98-d3c0-459c-ace8-2a494707fcb0'],0,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:00.000,Half Start,
,,,,,,,,,,,,,,0.696015,,,,,,,,,,,,,,,b38c3560-dc06-4f39-9d2b-c7268c81543c,5,,"[60.0, 40.0]",3754153,0,,,,-2.9255078,,Right Foot,,"[51.8, 38.2]",Ground Pass,,8.395237,,,,Glenn Whelan,9625.0,,,,,,Kick Off,1,From Kick Off,Bojan Krkíc Pérez,4913.0,Center Forward,2,Stoke City,30,['4a46197e-522d-41b4-8775-91caec07113d'],0,,,,,,,,,,,,,,,,,Stoke City,30,00:00:00.367,Pass,
,,,,,,,,,,,,,,1.20156,,,,,,,,,,,,,,,15b16777-6307-4440-9532-69a7a2d13542,9,,"[48.2, 38.5]",3754153,0,,,,2.2813346,,Right Foot,,"[37.1, 51.4]",Ground Pass,,17.018225,,,,Ryan Shawcross,4035.0,,,,,,,1,From Kick Off,Glenn Whelan,9625.0,Center Defensive Midfield,2,Stoke City,30,"['b026015a-3058-4875-b84d-9cd2de66663c', 'b6ddaf01-b4b0-46f6-a467-4df46edbde7a']",2,,,,,,,,,,,,,,,,,Stoke City,30,00:00:02.121,Pass,True
,,,,,,,,,,,,,,1.426043,,,,,,,,,,,,,,,685c55d3-d268-4cd0-81f4-8cb5c7ad4863,12,,"[35.2, 53.0]",3754153,0,,,,1.3400103,,Right Foot,,"[39.5, 71.3]",Ground Pass,,18.798405,,,,Glen Johnson,4724.0,,,,,,,1,From Kick Off,Ryan Shawcross,4035.0,Right Center Back,2,Stoke City,30,['0e871873-174e-4826-8186-dc485998ac5e'],4,,,,,,,,,,,,,,,,,Stoke City,30,00:00:04.357,Pass,
,,,,,,,,,,,,,,0.791736,,,,,,,,,,,,,,,876cb60a-998e-4663-8427-6df8fd3a4604,15,,"[39.5, 71.3]",3754153,0,,,,-1.2174773,,Right Foot,,"[44.7, 57.2]",Ground Pass,,15.028307,,,,Glenn Whelan,9625.0,,,,,,,1,From Kick Off,Glen Johnson,4724.0,Right Back,2,Stoke City,30,['0d7c049a-2848-4e2a-a453-ec2be1ebecbc'],6,,,,,,,,,,,,,,,,,Stoke City,30,00:00:06.480,Pass,
