bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.126591,,,,,,,,,,,,63470944-5062-424f-abfd-d309e5e54915,18,,"[25.9, 61.1]",3754326,0,,,,0.4636476,,Right Foot,,,,"[28.5, 62.4]",Low Pass,,2.9068885,,Incomplete,,,,,,,,,,1,From Kick Off,Jordi Amat Maas,6652.0,Right Center Back,2,Swansea City,26,"['dcd3cb40-6131-4c09-b0fa-653c51e93a26', 'ff75c720-18ee-4212-8866-9b9f15091906']",8,,,,,,,,,,,,,,,,Swansea City,26,00:00:08.170,Pass,True
,,,,,,,,,,,,,,,,,,1.404687,,,,,,,,,,,,63c60891-0075-4202-bfb3-69e0af862edd,20,,"[33.6, 80.0]",3754326,0,,,,-0.11643009,,,,,,"[50.7, 78.0]",High Pass,,17.216562,,,,Bafétimbi Gomis,20521.0,,,,,,Throw-in,1,From Throw In,Kyle Naughton,3340.0,Right Back,3,Swansea City,26,['cc44c6b9-1a6b-4205-ba42-6954c0182634'],20,,,,,,,,,,,,,,,,Swansea City,26,00:00:20.911,Pass,
,,,,,,,,,,,,,,,,,,1.308229,,,,,,,,,,,,414433b8-4221-4fd8-8262-e9886910d527,29,,"[71.5, 2.9]",3754326,0,,,,-3.038511,,Right Foot,,,,"[57.0, 1.4]",Ground Pass,,14.57738,,,,Pape N''Diaye Souaré,4884.0,,,,,,,1,Regular Play,Yohan Cabaye,3277.0,Center Attacking Midfield,4,Crystal Palace,31,['89c053a4-bc6b-4ce4-a824-e68108540c2c'],26,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:26.850,Pass,
,,,,,,,,,,,,,,,,,,0.937005,,,,,,,,,,,,e4a862fd-7f7c-46f9-ae0a-80714e97a95e,32,,"[56.1, 2.1]",3754326,0,,,,3.0316482,,Left Foot,,,,"[40.7, 3.8]",Ground Pass,,15.493547,,,,Brede Hangeland,43695.0,,,,,,,1,Regular Play,Pape N''Diaye Souaré,4884.0,Left Back,4,Crystal Palace,31,['3f7afc75-7894-4b7e-91e8-76849715bd78'],28,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:28.383,Pass,
,,,,,,,,,,,,,,,,,,1.529904,,,,,,,,,,,,40873cdf-1e5a-414e-a988-0b688b055c06,35,,"[39.4, 8.1]",3754326,0,,,,2.0452933,,Left Foot,,,,"[28.1, 30.1]",Ground Pass,,24.732367,,,,Scott Dann,3407.0,,,,,,,1,Regular Play,Brede Hangeland,43695.0,Left Center Back,4,Crystal Palace,31,['d2523108-fe7d-4bed-8dc0-5658a5bab785'],30,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:30.464,Pass,
,,,,,,,,,,,,,,,,,,1.794407,,,,,,,,,,,,9ea99d2a-e49a-4f29-881d-4c5c790738c8,38,,"[27.7, 32.4]",3754326,0,,,,1.2586113,,Right Foot,,,,"[40.9, 73.3]",Low Pass,,42.977318,,,,Joel Ward,3443.0,,,True,,,,1,Regular Play,Scott Dann,3407.0,Right Center Back,4,Crystal Palace,31,['bc7ce054-d68c-4dfa-b4c1-daeec15fc209'],34,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:34.014,Pass,
,,,,,,,,,,,,,,,,,,0.981057,,,,,,,,,,,,f8dad522-77c5-4d80-9896-4aad31f86154,41,,"[53.3, 71.8]",3754326,0,,,,-0.39386863,,Right Foot,,,,"[61.0, 68.6]",Ground Pass,,8.338465,,,,Wilfried Zaha,3507.0,,,,,,,1,Regular Play,Joel Ward,3443.0,Right Back,4,Crystal Palace,31,['cf551e65-8e22-4fec-8ec2-8a13e82e559b'],37,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:37.315,Pass,
,,,,,,,,,,,,,,,,,,1.453029,,,,,,,,,,,,2cf9e99c-b8d8-4387-9891-d25bd2bdc4c0,45,,"[58.2, 67.5]",3754326,0,,,,-2.6812024,,Right Foot,,,,"[33.6, 55.3]",Ground Pass,,27.45906,,,,Scott Dann,3407.0,,,,,,,1,Regular Play,Wilfried Zaha,3507.0,Right Wing,4,Crystal Palace,31,['68b5b056-4ce6-49c4-adc0-f4432da3d43f'],39,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:39.089,Pass,
,,,,,,,,,,,,,,,,,,4.106948,,,,,,,,,,,,245702a1-07bd-438b-84e0-c6bb252436c3,48,,"[40.5, 57.5]",3754326,0,,,,0.12921944,,Right Foot,,,,"[111.3, 66.7]",Low Pass,,71.39524,,Incomplete,,Joel Ward,3443.0,,,,,,,1,Regular Play,Scott Dann,3407.0,Right Center Back,4,Crystal Palace,31,"['e2c34001-7875-4753-93d1-1c2467953c54', 'f28c2dd6-16a6-470d-8224-7cf984c2dfca']",42,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:42.969,Pass,
,,,,,,,,,,,,,,,,,,0.960574,,,,,,,,,,,,443cbb17-213d-4c30-8261-94c2b88adce6,53,,"[112.4, 80.0]",3754326,1,,,,-1.9467573,,,,,,"[109.4, 72.4]",Low Pass,,8.170679,,,,Marouane Chamakh,50245.0,,,,,,Throw-in,1,From Throw In,Joel Ward,3443.0,Right Back,5,Crystal Palace,31,['28e061cf-0a01-4265-935b-fd0810f50f2d'],5,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:05.353,Pass,
,,,,,,,,,,,,,,,,,,0.605254,,,,,,,,,,,,e4912aab-df89-4920-838e-041229f0d848,56,,"[108.3, 71.6]",3754326,1,,,,1.2895641,,Right Foot,,,,"[109.6, 76.1]",Ground Pass,,4.6840153,,,,Joel Ward,3443.0,,,,,,,1,From Throw In,Marouane Chamakh,50245.0,Center Forward,5,Crystal Palace,31,['8b31155e-3787-4470-ba29-72f8602843fc'],7,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:07.128,Pass,
,,,,,,,,,,,,,,,,,,0.054012,,,,,,,,,,,,2de6e5ba-2f4e-4b43-8268-0f53e55cb0cb,60,,"[116.6, 76.1]",3754326,1,,,,-2.228685,,Right Foot,,,,"[114.9, 73.9]",Low Pass,,2.7802877,,Incomplete,,,,,,,,,,1,From Throw In,Joel Ward,3443.0,Right Back,5,Crystal Palace,31,['435a3d19-d4e0-494d-9b49-a0b7d7967d3e'],10,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:10.282,Pass,
,,,,,,,,,,,,,,,,,,0.871514,,,,,,,,,,,,28a15622-f45d-4e84-b662-58ceccf8cbf3,62,,"[115.4, 80.0]",3754326,1,,,,-2.3961732,,,,,,"[110.2, 75.2]",Low Pass,,7.0767226,,,,Wilfried Zaha,3507.0,,,,,,Throw-in,1,From Throw In,Joel Ward,3443.0,Right Back,6,Crystal Palace,31,['3530d2b2-3c19-40e7-89d5-4add71530377'],17,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:17.006,Pass,
,,,,,,,,,,,,,,,,,,0.819522,,,,,,,,,,,,384d1528-4437-4bb1-be6d-28b6e0a08978,70,,"[116.6, 59.6]",3754326,1,,,,-2.0676072,,Right Foot,,True,,"[112.1, 51.3]",Low Pass,,9.441399,,Incomplete,,,,,,,,,,1,From Throw In,Wilfried Zaha,3507.0,Right Wing,6,Crystal Palace,31,['ea2b5005-470a-447e-b27a-236873726c44'],25,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:25.600,Pass,
,,,,,,,,,,,,,,,,,,1.881574,,,,,,,,,,,,6335d162-972b-4b74-8af4-8cbcf1eb1353,74,,"[15.4, 42.9]",3754326,1,,,,-0.5153098,,Right Foot,,,,"[57.6, 19.0]",High Pass,,48.497936,,Incomplete,,Modou Barrow,9536.0,,,,,,Recovery,1,From Throw In,Jonjo Shelvey,3057.0,Right Center Midfield,6,Crystal Palace,31,"['b2915b15-26d7-4614-8d50-e6c7705381cf', 'ccda189e-068b-4352-beb1-e5ad312fc6f7', 'f8233512-4249-4db9-9e8e-ff6e8d29650f']",27,,,,,,,,,,,,,,,,Swansea City,26,00:01:27.937,Pass,True
,,,,,,,,,,,,,,,,,,4.112841,,,,,,,,,,,,b2915b15-26d7-4614-8d50-e6c7705381cf,76,,"[62.5, 61.1]",3754326,1,,,,-2.3121552,,Left Foot,,,,"[34.3, 30.3]",Low Pass,,41.75979,,,,Wayne Hennessey,3488.0,,,,,,Interception,1,From Throw In,Scott Dann,3407.0,Right Center Back,6,Crystal Palace,31,"['6335d162-972b-4b74-8af4-8cbcf1eb1353', '77eff7cf-cf21-4e59-a9c7-8c2b8eed509e']",29,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:29.819,Pass,
,,,,,,,,,,,,,,,,,,1.544044,,,,,,,,,,,,3722c210-db86-406d-8098-95526af3b5a3,78,,"[34.3, 30.3]",3754326,1,,,,-0.8920416,,Right Foot,,,,"[51.4, 9.1]",Ground Pass,,27.236923,,,,Pape N''Diaye Souaré,4884.0,,,,,,,1,From Throw In,Wayne Hennessey,3488.0,Goalkeeper,6,Crystal Palace,31,['ff20ddf5-6033-4ffb-a141-3ef2f7f4fd8b'],33,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:33.932,Pass,
,,,,,,,,,,,,,,,,,,2.822192,,,,,,,,,,,,45549082-3c6e-40c5-a156-fe7cf22be092,82,,"[57.4, 1.9]",3754326,1,,,,-0.04355597,,Left Foot,,,,"[98.7, 0.1]",High Pass,,41.339207,,Out,,Yohan Cabaye,3277.0,,,,,,,1,From Throw In,Pape N''Diaye Souaré,4884.0,Left Back,6,Crystal Palace,31,"['132b4ae0-378b-4a9b-afd3-bfdfadb69be0', '3848d8a8-5175-4bc2-a692-8337aadb7b94']",36,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:36.724,Pass,True
,,,,,,,,,,,,,,,,,,1.670516,,,,,,,,,,,,44aa423a-78f0-4e04-b916-11f85f7ec9d4,84,,"[22.7, 80.0]",3754326,1,,,,-0.47385132,,,,,,"[38.3, 72.0]",High Pass,,17.531685,,,,Bafétimbi Gomis,20521.0,,,,,,Throw-in,1,From Throw In,Kyle Naughton,3340.0,Right Back,7,Swansea City,26,['3e95afc8-a513-40ae-acfb-7bf068d2c932'],56,,,,,,,,,,,,,,,,Swansea City,26,00:01:56.387,Pass,
,,,,,,,,,,,,,,,,,,1.862128,,,,,,,,,,,,cf0fbc16-318c-40b7-98d5-2c3958ec3077,89,,"[82.6, 0.1]",3754326,2,,,,2.8921456,,,,,,"[56.3, 6.8]",High Pass,,27.140007,,,,Brede Hangeland,43695.0,,,,,,Throw-in,1,From Throw In,Pape N''Diaye Souaré,4884.0,Left Back,8,Crystal Palace,31,['f8a851c5-c6bd-4dac-b9c9-c6f053b99229'],8,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:08.649,Pass,
,,,,,,,,,,,,,,,,,,1.514303,,,,,,,,,,,,9b85ebe1-e57e-4573-89e0-c53aa342333b,92,,"[52.7, 14.1]",3754326,2,,,,2.2794225,,Right Foot,,,,"[40.1, 28.8]",Low Pass,,19.361044,,,,Scott Dann,3407.0,,,,,,,1,From Throw In,Brede Hangeland,43695.0,Left Center Back,8,Crystal Palace,31,['60d5ae50-0da0-480b-8e14-bd7836e0c7e1'],12,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:12.524,Pass,
,,,,,,,,,,,,,,,,,,2.700331,,,,,,,,,,,,65750b1a-66d8-429b-8751-99734de9f262,95,,"[40.1, 32.2]",3754326,2,,,,1.3802782,,Right Foot,,,,"[48.2, 74.2]",Low Pass,,42.77394,,,,Joel Ward,3443.0,,,True,,,,1,From Throw In,Scott Dann,3407.0,Right Center Back,8,Crystal Palace,31,['5a6b0659-9b1a-40eb-a3ce-9d0235bae0f9'],15,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:15.607,Pass,
,,,,,,,,,,,,,,,,,,1.936666,,,,,,,,,,,,25ff005c-fc7b-4a3f-b365-8b3781f35230,98,,"[42.0, 70.3]",3754326,2,,,,-2.3267913,,Left Foot,,,,"[25.5, 52.8]",Ground Pass,,24.052027,,,,Scott Dann,3407.0,,,,,,,1,From Throw In,Joel Ward,3443.0,Right Back,8,Crystal Palace,31,['ca8daad0-d349-4f4c-ae52-25bb3e657a02'],20,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:20.607,Pass,
,,,,,,,,,,,,,,,,,,2.415788,,,,,,,,,,,,a67f4cb6-4ac7-4dca-97f1-740135aa96da,101,,"[22.7, 51.7]",3754326,2,,,,-2.7392716,,Right Foot,,,,"[8.6, 45.7]",Ground Pass,,15.323511,,,,Wayne Hennessey,3488.0,,,,,,,1,From Throw In,Scott Dann,3407.0,Right Center Back,8,Crystal Palace,31,['a0fb6b33-589d-49cd-a9a1-a5613c43e8ed'],23,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:23.895,Pass,
,,,,,,,,,,,,,,,,,,3.955812,,,,,,,,,,,,0d085da6-74a8-4258-a9a4-086e2659ae8e,103,,"[8.6, 45.7]",3754326,2,,,,-0.21591195,,Right Foot,,,,"[89.3, 28.0]",High Pass,,82.61828,,Incomplete,,,,,,,,,,1,From Throw In,Wayne Hennessey,3488.0,Goalkeeper,8,Crystal Palace,31,['e097ca1f-3a9b-4653-8cd6-a7b8ed6c194c'],26,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:26.311,Pass,
,,,,,,,,,,,,,,,,,,1.617206,,,,,,,,,,,,e097ca1f-3a9b-4653-8cd6-a7b8ed6c194c,104,,"[30.8, 52.1]",3754326,2,,,,0.26448837,,Head,,,,"[45.2, 56.0]",High Pass,,14.91878,,,,Jonjo Shelvey,3057.0,,,,,,Recovery,1,Regular Play,Jordi Amat Maas,6652.0,Right Center Back,9,Swansea City,26,"['0d085da6-74a8-4258-a9a4-086e2659ae8e', '8496fa8b-b8d2-450b-b469-a0015ea6cd8e']",30,,,,,,,,,,,,,,,,Swansea City,26,00:02:30.267,Pass,
,,,,,,,,,,,,,,,,,,1.188892,,,,,,,,,,,,be6f2b8c-7646-43d7-9ebc-51f428ba5766,106,,"[45.2, 56.0]",3754326,2,,,,-0.80667156,,Head,,,,"[54.4, 46.4]",Low Pass,,13.296617,,Incomplete,,,,,,,,,,1,Regular Play,Jonjo Shelvey,3057.0,Right Center Midfield,9,Swansea City,26,['92313a50-dd07-47c3-bbd7-d38539f7e120'],31,,,,,,,,,,,,,,,,Swansea City,26,00:02:31.884,Pass,
,,,,,,,,,,,True,,,,,,,2.398954,,,,,,,,,,,,92313a50-dd07-47c3-bbd7-d38539f7e120,107,,"[65.7, 33.7]",3754326,2,,,,-0.6880812,,Right Foot,,,,"[86.5, 16.6]",High Pass,,26.926752,,Incomplete,,Yohan Cabaye,3277.0,,,,,,Interception,1,Regular Play,Mile Jedinak,5489.0,Right Defensive Midfield,9,Swansea City,26,"['7a8f73b2-95d0-4380-befc-c05b40669aed', 'be6f2b8c-7646-43d7-9ebc-51f428ba5766', 'e3257171-14f6-4ed0-83d2-ba756f4ed0d7']",33,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:33.073,Pass,
,,,,,,,,,,,,,,,,,,0.181483,,,,,,,,,,,,b3778a7b-5877-42bf-bdce-8acea26c2666,112,,"[31.9, 69.7]",3754326,2,,,,0.0,,Right Foot,,,,"[33.8, 69.7]",Low Pass,,1.9,,Incomplete,,,,,,,,,,1,Regular Play,Kyle Naughton,3340.0,Right Back,9,Swansea City,26,"['60b9512f-a307-4913-abe0-b9b9cef9e69c', '8a6f1992-573a-492f-8d10-15bb70bab19b']",36,,,,,,,,,,,,,,,,Swansea City,26,00:02:36.540,Pass,True
,,,,,,,,,,,,,,,,,,1.764626,,,,,,,,,,,,71a9b12d-a2a6-4955-868b-2afe60667eb3,114,,"[68.7, 6.4]",3754326,2,,,,0.6470472,,Head,,,,"[82.2, 16.6]",High Pass,,16.920107,,,,Marouane Chamakh,50245.0,,,,,,Recovery,1,Regular Play,Mile Jedinak,5489.0,Right Defensive Midfield,10,Crystal Palace,31,['5c4ad62b-7a2a-49bb-a978-2d8a86444bd7'],39,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:39.098,Pass,
,,,,,,,,,,,,,,,,,,1.274094,,,,,,,,,,,,493af7c0-b399-4a07-8d15-9920182c2b52,116,,"[82.2, 16.6]",3754326,2,,,,2.683021,,Head,,,,"[74.3, 20.5]",Low Pass,,8.810222,,,,James McArthur,3464.0,,,,,,,1,Regular Play,Marouane Chamakh,50245.0,Center Forward,10,Crystal Palace,31,['09aef056-08cd-4dc2-bdc0-228bdf4f5f12'],40,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:40.863,Pass,
,,,,,,,,,,,,,,,,,,0.854576,,,,,,,,,,,,2688ffd6-22dd-46dd-8775-05ee403b2567,119,,"[77.5, 18.8]",3754326,2,,,,-0.89308804,,Right Foot,,,,"[84.1, 10.6]",Ground Pass,,10.526158,,,,Yohan Cabaye,3277.0,,,,,,,1,Regular Play,James McArthur,3464.0,Left Defensive Midfield,10,Crystal Palace,31,['e25751d2-5d49-415b-b278-7877bc54b5bb'],42,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:42.767,Pass,
,,,,,,,,,,,,,,,,,,1.329565,,,,,,,,,,,,b2a0b912-f3e7-402e-b57c-27892de012ed,122,,"[81.1, 14.5]",3754326,2,,,,-2.084595,,Right Foot,,,,"[75.4, 4.4]",Ground Pass,,11.597413,,,,Pape N''Diaye Souaré,4884.0,,,,,,,1,Regular Play,Yohan Cabaye,3277.0,Center Attacking Midfield,10,Crystal Palace,31,['e3fcda0c-f29b-44b9-8fd1-e0b8efe54aba'],46,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:46.366,Pass,
,,,,,,,,,,,,,,,,,,1.150156,,,,,,,,,,,,8dd37c1d-651b-4a41-a7c2-1fe37217bd49,124,,"[76.0, 4.4]",3754326,2,,,,-0.05258306,,Left Foot,,,,"[91.2, 3.6]",Ground Pass,,15.221038,,,,James McArthur,3464.0,,,,,,,1,Regular Play,Pape N''Diaye Souaré,4884.0,Left Back,10,Crystal Palace,31,['d5a05c14-080b-4407-ac52-282475a9a02b'],47,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:47.695,Pass,
