50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,ed1cc05a-1fb5-4685-9162-422a814f758b,1,,,3754331,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United,40,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3586, 'name': 'Samuel Mark Byram'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 3482, 'name': 'James Collins'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 3843, 'name': 'Angelo Obinze Ogbonna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 28}, {'player': {'id': 3349, 'name': 'Michail Antonio'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 30}, {'player': {'id': 3491, 'name': 'Dimitri Payet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 27}, {'player': {'id': 128704, 'name': 'Emmanuel Emenike'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 29}]}",West Ham United,40,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,eb2429f7-ea44-4dd8-ae44-baedc95d3e02,2,,,3754331,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United,40,,0,,,,,,,,,,,,,,,,"{'formation': 451, 'lineup': [{'player': {'id': 9539, 'name': 'Vito Mannone'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 3658, 'name': 'DeAndre Yedlin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 16890, 'name': ""John O''Shea""}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 13846, 'name': 'Jan Kirchhoff'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 16295, 'name': ""Dame N''Doye""}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 10783, 'name': 'Lee Cattermole'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 4429, 'name': ""Yann Gérard M''Vila""}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 22}, {'player': {'id': 3337, 'name': 'Jermain Defoe'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Sunderland,41,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,34adc711-5005-4886-be4c-4ab9b9b9299e,3,,,3754331,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United,40,['da09c63c-5acf-4079-b88f-8f1979b63a3c'],0,,,,,,,,,,,,,,,,,West Ham United,40,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,da09c63c-5acf-4079-b88f-8f1979b63a3c,4,,,3754331,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United,40,['34adc711-5005-4886-be4c-4ab9b9b9299e'],0,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,577776aa-ed38-4b1e-b830-e9e724ea7fda,1661,,,3754331,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,104,Sunderland,41,['03c044d9-9069-446c-a34a-8c28ee6f8854'],0,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,03c044d9-9069-446c-a34a-8c28ee6f8854,1662,,,3754331,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,104,Sunderland,41,['577776aa-ed38-4b1e-b830-e9e724ea7fda'],0,,,,,,,,,,,,,,,,,West Ham United,40,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.357003,,,,,,,,,,,,,,,91138791-cb6b-4f9d-a77a-d43835f134f9,5,,"[60.0, 40.0]",3754331,0,,,,,-1.0209432,,Right Foot,,,"[61.9, 36.9]",Ground Pass,,3.6359317,,,,Wahbi Khazri,3196.0,,,,,Kick Off,1,From Kick Off,Jermain Defoe,3337.0,Center Forward,2,Sunderland,41,['c312a14b-3a02-4bcd-83cd-8b048333c6c8'],0,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.508,Pass,
,,,,,,,,,,,,,,,,,1.844892,,,,,,,,,,,,,,,31b361c1-9677-4999-a417-034226d30586,8,,"[62.9, 38.2]",3754331,0,,,,,0.9261283,,Right Foot,,,"[83.5, 65.6]",High Pass,,34.28002,,Incomplete,,Dame N''Doye,16295.0,,,,,,1,From Kick Off,Wahbi Khazri,3196.0,Left Midfield,2,Sunderland,41,"['5b147092-e06b-4aff-bdf0-01234d210095', 'a8ed3fff-8ce5-41bd-b1e6-c9eebd5286df']",2,,,,,,,,,,,,,,,,,Sunderland,41,00:00:02.443,Pass,
,,,,,,,,,,,,,,,,,3.583456,,,,,,,,,,,,,,,5b147092-e06b-4aff-bdf0-01234d210095,10,,"[36.6, 14.5]",3754331,0,,,,,0.5733127,,Left Foot,,,"[82.6, 44.2]",High Pass,,54.754818,,Incomplete,,Emmanuel Emenike,128704.0,,,,,Recovery,1,From Kick Off,Aaron Cresswell,3062.0,Left Back,2,Sunderland,41,"['0eec063f-c69b-4076-8506-10926e2c4e8b', '31b361c1-9677-4999-a417-034226d30586', '5d94919c-d4e4-4fca-8ca6-223bafab1eca']",4,,,,,,,,,,,,,,,,,West Ham United,40,00:00:04.288,Pass,
,,,,,,,,,,,,,,,,,3.063193,,,,,,,,,,,,,,,0eec063f-c69b-4076-8506-10926e2c4e8b,12,,"[37.5, 35.9]",3754331,0,,,,,0.17498736,,Right Foot,,,"[91.8, 45.5]",High Pass,,55.14209,,Incomplete,,Jermain Defoe,3337.0,,,,,Recovery,1,From Kick Off,John O''Shea,16890.0,Left Center Back,2,Sunderland,41,"['1bddbb8b-de8e-4ea9-a956-b0a1932bac1f', '2335215a-28d1-4f5f-975b-03adf30b3b60', '5b147092-e06b-4aff-bdf0-01234d210095']",7,,,,,,,,,,,,,,,,,Sunderland,41,00:00:07.871,Pass,
