50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,3.133201,,,,,,,,,,,,45013df2-b3e6-4f60-b0dd-c5dc4fa327be,17,,"[27.5, 59.3]",3754015,0,,,,,-2.4913177,,Right Foot,,"[8.7, 45.0]",Ground Pass,,23.620543,,,David de Gea Quintana,3333.0,,,,,,1,From Kick Off,Phil Jones,3314.0,Right Center Back,2,Manchester United,39,['0946c372-9792-460b-97a1-4a7ba2b1cb0a'],10,,,,,,,,,,,,,,,,,Manchester United,39,00:00:10.907,Pass,
,,,,,,,,,,,,,,,,,1.316338,,,,,,,,,,,,e0cd1135-78a0-4b04-bc6c-dc44a977fa07,20,,"[9.5, 46.8]",3754015,0,,,,,1.0614425,,Right Foot,,"[20.0, 65.6]",Ground Pass,,21.533463,,,Phil Jones,3314.0,,,,,,1,From Kick Off,David de Gea Quintana,3333.0,Goalkeeper,2,Manchester United,39,['d6048f1f-7f0c-4cc9-9299-c290f79e8397'],15,,,,,,,,,,,,,,,,,Manchester United,39,00:00:15.440,Pass,
,,,,,,,,,,,,,,,,,1.532093,,,,,,,,,,,,c2962b0f-ab13-4cb3-b6a9-5a470709e4a5,23,,"[24.0, 65.6]",3754015,0,,,,,-1.19029,,Right Foot,,"[29.0, 53.1]",Ground Pass,,13.462912,,,Morgan Schneiderlin,3600.0,,,,,,1,From Kick Off,Phil Jones,3314.0,Right Center Back,2,Manchester United,39,['9fe2ce56-44e0-46e1-ac23-9a9e68f336f8'],18,,,,,,,,,,,,,,,,,Manchester United,39,00:00:18.339,Pass,
,,,,,,,,,,,,,,,,,2.190284,,,,,,,,,,,,862991ba-226a-419f-ae3c-e39205b5744e,26,,"[29.0, 53.1]",3754015,0,,,,,-1.5081824,,Right Foot,,"[31.0, 21.2]",Ground Pass,,31.962635,,,Chris Smalling,10958.0,,,,,,1,From Kick Off,Morgan Schneiderlin,3600.0,Right Defensive Midfield,2,Manchester United,39,['5727cf19-49d5-4bae-a6aa-dcbbbd21b590'],21,,,,,,,,,,,,,,,,,Manchester United,39,00:00:21.582,Pass,
,,,,,,,,,,,,,,,,,1.528058,,,,,,,,,,,,0b63e006-3ce5-4f1b-a290-575e688308d5,29,,"[36.3, 16.5]",3754015,0,,,,,1.6287025,,Right Foot,,"[35.1, 37.2]",Ground Pass,,20.734753,,,Morgan Schneiderlin,3600.0,,,,,,1,From Kick Off,Chris Smalling,10958.0,Left Center Back,2,Manchester United,39,['08034697-a81d-4bdd-b1a4-54d7b27b4943'],26,,,,,,,,,,,,,,,,,Manchester United,39,00:00:26.526,Pass,
,,,,,,,,,,,,,,,,,1.812111,,,,,,,,,,,,b252ba23-27d5-494f-bc98-ea8670252e5a,32,,"[36.8, 38.0]",3754015,0,,,,,1.3200469,,Right Foot,,"[44.1, 66.5]",Ground Pass,,29.420061,,,Phil Jones,3314.0,,,,,,1,From Kick Off,Morgan Schneiderlin,3600.0,Right Defensive Midfield,2,Manchester United,39,['c81b6552-4965-47e2-a02f-eb32e56f70aa'],32,,,,,,,,,,,,,,,,,Manchester United,39,00:00:32.201,Pass,
,,,,,,,,,,,,,,,,,1.67379,,,,,,,,,,,,a59839c0-5fd4-438f-b1ea-487085bc7438,35,,"[49.9, 72.9]",3754015,0,,,,,0.23931071,,Right Foot,,"[79.0, 80.0]",Ground Pass,,29.95363,Out,,Luis Antonio Valencia Mosquera,3267.0,,,,,,1,From Kick Off,Phil Jones,3314.0,Right Center Back,2,Manchester United,39,['26988184-685e-4a51-95b7-5e109186b886'],36,,,,,,,,,,,,,,,,,Manchester United,39,00:00:36.074,Pass,
,,,,,,,,,,,,,,,,,3.17181,,,,,,,,,,,,2deda508-4513-405d-b5d6-63de4f7840cd,37,,"[42.3, 0.1]",3754015,0,,,,,0.7611815,,,,"[57.1, 14.2]",High Pass,,20.44138,,,Wilfried Guemiand Bony,3598.0,,,,,Throw-in,1,From Throw In,Aleksandar Kolarov,5596.0,Left Back,3,Manchester City,36,['f6a95cae-f74c-46cb-a40a-0a26b2023ba5'],44,,,,,,,,,,,,,,,,,Manchester City,36,00:00:44.020,Pass,
,,,,,,,,,,,,,,,,,1.632737,,,,,,,,,,,,0ade581e-f30e-4e43-8dd3-953b0957760c,48,,"[67.6, 12.4]",3754015,1,,True,,,2.7059097,,Right Foot,,"[61.8, 15.1]",Ground Pass,,6.397656,,,Nicolás Hernán Otamendi,3090.0,,,,,Free Kick,1,From Free Kick,Gnégnéri Yaya Touré,3087.0,Center Attacking Midfield,4,Manchester City,36,['3ce35b01-4b9a-418f-954b-deb49f69c48d'],5,,,,,,,,,,,,,,,,,Manchester City,36,00:01:05.049,Pass,
,,,,,,,,,,,,,,,,,0.991303,,,,,,,,,,,,31a73cbf-515c-4bd0-a365-9e71ebc030d8,50,,"[62.0, 15.1]",3754015,1,,True,,,-1.0071791,,Right Foot,,"[69.9, 2.6]",Ground Pass,,14.787157,,,Aleksandar Kolarov,5596.0,,,,,,1,From Free Kick,Nicolás Hernán Otamendi,3090.0,Left Center Back,4,Manchester City,36,['1a274373-7876-4a65-8e2b-297bec235311'],7,,,,,,,,,,,,,,,,,Manchester City,36,00:01:07.600,Pass,
,,,,,,,,,,,,,,,,,1.219667,,,,,,,,,,,,fc2efa49-ccb3-4a53-ac8c-90d55239e111,52,,"[69.9, 2.6]",3754015,1,,,,,2.6480627,,Left Foot,,"[55.4, 10.4]",Ground Pass,,16.464811,,,Nicolás Hernán Otamendi,3090.0,,,,,,1,From Free Kick,Aleksandar Kolarov,5596.0,Left Back,4,Manchester City,36,['7ccbab6a-0eaa-4bba-8e0f-6cf6c6233e22'],8,,,,,,,,,,,,,,,,,Manchester City,36,00:01:08.609,Pass,
,,,,,,,,,,,,,,,,,3.279715,,,,,,,,,,,,6de03cd6-5a19-4765-bf45-2301a8d85268,55,,"[48.7, 11.0]",3754015,1,,,,,2.5987659,,Right Foot,,"[18.2, 29.4]",Ground Pass,,35.620358,,,Joe Hart,3291.0,,,,,,1,From Free Kick,Nicolás Hernán Otamendi,3090.0,Left Center Back,4,Manchester City,36,['bf25132f-b3f7-4b87-925f-e1db66e3ead0'],11,,,,,,,,,,,,,,,,,Manchester City,36,00:01:11.146,Pass,
,,,,,,,,,,,,,,,,,1.908925,,,,,,,,,,,,a361a715-88ff-4ada-9235-7e446793f303,57,,"[19.0, 29.4]",3754015,1,,,,,-0.9367736,,Right Foot,,"[31.5, 12.4]",Ground Pass,,21.100948,,,Nicolás Hernán Otamendi,3090.0,,,,,,1,From Free Kick,Joe Hart,3291.0,Goalkeeper,4,Manchester City,36,['81046e24-5696-44cf-850a-535d92c8d756'],14,,,,,,,,,,,,,,,,,Manchester City,36,00:01:14.426,Pass,
,,,,,,,,,,,,,,,,,1.761668,,,,,,,,,,,,ef6f6385-47a0-487b-b884-03bcbdd6acbf,60,,"[30.1, 17.1]",3754015,1,,,,,1.6840817,,Right Foot,,"[26.3, 50.5]",Ground Pass,,33.61547,,,Vincent Kompany,3101.0,,,,,,1,From Free Kick,Nicolás Hernán Otamendi,3090.0,Left Center Back,4,Manchester City,36,['aed898d1-a954-4c84-aa92-00f3a6ad7826'],20,,,,,,,,,,,,,,,,,Manchester City,36,00:01:20.017,Pass,
,,,,,,,,,,,,,,,,,1.623361,,,,,,,,,,,,af727144-6aee-49fa-93ce-cba492e1b659,62,,"[22.9, 54.6]",3754015,1,,True,,,-2.3533776,,Right Foot,,"[5.2, 36.8]",Ground Pass,,25.10239,,,Joe Hart,3291.0,,,,,,1,From Free Kick,Vincent Kompany,3101.0,Right Center Back,4,Manchester City,36,['bc3ab3dd-5673-4810-aed8-420403d6c06e'],22,,,,,,,,,,,,,,,,,Manchester City,36,00:01:22.266,Pass,
,,,,,,,,,,,,,,,,,1.858195,,,,,,,,,,,,56da4bf3-7d54-4762-adea-40ef155cca76,64,,"[5.2, 37.2]",3754015,1,,,,,-0.7701322,,Right Foot,,"[18.5, 24.3]",Ground Pass,,18.528357,,,Nicolás Hernán Otamendi,3090.0,,,,,,1,From Free Kick,Joe Hart,3291.0,Goalkeeper,4,Manchester City,36,['fc2d8685-263a-40c4-85bf-72d88f3d09be'],23,,,,,,,,,,,,,,,,,Manchester City,36,00:01:23.889,Pass,
,,,,,,,,,,,,,,,,,6.25421,,,,,,,,,,,,98bd5684-2328-43da-8969-4eb7be6a4910,68,,"[34.8, 18.5]",3754015,1,,,,,0.48597243,,Left Foot,,"[84.4, 44.7]",High Pass,,56.094563,Incomplete,,Wilfried Guemiand Bony,3598.0,,,,,,1,From Free Kick,Nicolás Hernán Otamendi,3090.0,Left Center Back,4,Manchester City,36,"['c0ccb0a1-1b87-4519-9439-f53660e997fe', 'f115b54c-1019-4e67-8b66-a762745618c9']",30,,,,,,,,,,,,,,,,,Manchester City,36,00:01:30.387,Pass,
,,,,,,,,,,,,,,,,,2.858955,,,,,,,,,,,,c0ccb0a1-1b87-4519-9439-f53660e997fe,70,,"[35.7, 35.4]",3754015,1,,,,,-1.1540505,,Right Foot,,"[49.6, 4.0]",Ground Pass,,34.339046,,,Faustino Marcos Alberto Rojo,3602.0,,,,,Recovery,1,From Free Kick,Chris Smalling,10958.0,Left Center Back,4,Manchester City,36,"['98bd5684-2328-43da-8969-4eb7be6a4910', 'ea39a56f-b819-425d-8477-3cf82dbfa48b']",36,,,,,,,,,,,,,,,,,Manchester United,39,00:01:36.642,Pass,
,,,,,,,,,,,,,,,,,1.001534,,,,,,,,,,,,4b2e5320-efd8-4188-b9f8-5e57960ca698,73,,"[53.4, 3.1]",3754015,1,,,,,-0.17051344,,Left Foot,,"[68.5, 0.5]",Low Pass,,15.3222065,Out,,,,,,,,,1,From Free Kick,Faustino Marcos Alberto Rojo,3602.0,Left Back,4,Manchester City,36,['ca5a1a91-6762-46df-b888-be66b8bd86f5'],39,,,,,,,,,,,,,,,,,Manchester United,39,00:01:39.501,Pass,True
,,,,,,,,,,,,,,,,,1.253463,,,,,,,,,,,,4e76b431-cb34-4c7a-9705-66d5cd692b89,74,,"[53.0, 80.0]",3754015,1,,,,,-0.6246354,,,,"[70.2, 67.6]",High Pass,,21.203773,,,Wilfried Guemiand Bony,3598.0,,,,,Throw-in,1,From Throw In,Bacary Sagna,7110.0,Right Back,5,Manchester City,36,['099e1969-7f11-4ec6-8d9e-04e980ec14ce'],53,,,,,,,,,,,,,,,,,Manchester City,36,00:01:53.912,Pass,
,,,,,,,,,,,,,,,,,0.510413,,,,,,,,,,,,c95503bd-37f5-4d22-bb3c-edf087152a7d,78,,"[69.4, 67.6]",3754015,1,,,,,-1.3111666,,Left Foot,,"[71.1, 61.2]",Ground Pass,,6.6219335,,,Fernando Luiz Rosa,3054.0,,,,,,1,From Throw In,Wilfried Guemiand Bony,3598.0,Center Forward,5,Manchester City,36,['2c18c637-16ba-4152-9e19-8f1a70d1c1d2'],55,,,,,,,,,,,,,,,,,Manchester City,36,00:01:55.864,Pass,
,,,,,,,,,,,,,,,,,4.283532,,,,,,,,,,,,5ff71522-913b-4f8b-8ace-40b3f826d79c,84,,"[45.3, 17.4]",3754015,1,,,,,2.5755377,,Right Foot,,"[16.5, 35.7]",Ground Pass,,34.12228,,,David de Gea Quintana,3333.0,,,,,Recovery,1,Regular Play,Bastian Schweinsteiger,18414.0,Left Defensive Midfield,6,Manchester United,39,['1471157e-ac6b-4dcd-bf8c-7d886b471302'],58,,,,,,,,,,,,,,,,,Manchester United,39,00:01:58.445,Pass,
,,,,,,,,,,,,,,,,,1.255145,,,,,,,,,,,,ced01266-68d5-48b4-87bc-a992efe6e663,87,,"[16.5, 35.7]",3754015,2,,,,,-0.31656924,,Right Foot,,"[28.1, 31.9]",Ground Pass,,12.206555,,,Bastian Schweinsteiger,18414.0,,,,,,1,Regular Play,David de Gea Quintana,3333.0,Goalkeeper,6,Manchester United,39,['d1974d5f-e73f-4a8e-9e0a-62a318e13537'],3,,,,,,,,,,,,,,,,,Manchester United,39,00:02:03.446,Pass,
,,,,,,,,,,,,,,,,,1.694704,,,,,,,,,,,,1756bd2d-a5be-4700-ad3e-e0cf718c28cc,90,,"[34.7, 29.6]",3754015,2,,,,,1.4989203,,Right Foot,,"[36.5, 54.6]",Ground Pass,,25.064716,,,Phil Jones,3314.0,,,,,,1,Regular Play,Bastian Schweinsteiger,18414.0,Left Defensive Midfield,6,Manchester United,39,['fc924fb8-9a26-4968-a406-dc89ec098898'],8,,,,,,,,,,,,,,,,,Manchester United,39,00:02:08.302,Pass,
,,,,,,,,,,,,,,,,,1.239148,,,,,,,,,,,,1a0bbf69-aa3c-4c7b-890f-c74411a0bc84,93,,"[36.8, 54.6]",3754015,2,,,,,-1.5285679,,Right Foot,,"[37.4, 40.4]",Ground Pass,,14.21267,,,Bastian Schweinsteiger,18414.0,,,,,,1,Regular Play,Phil Jones,3314.0,Right Center Back,6,Manchester United,39,['9127d3b1-452d-4362-8773-7dbcbdf57201'],11,,,,,,,,,,,,,,,,,Manchester United,39,00:02:11.174,Pass,
,,,,,,,,,,,,,,,,,0.979166,,,,,,,,,,,,71fe007b-c784-48f8-9686-080ebde09377,96,,"[43.9, 44.4]",3754015,2,,,,,1.5707964,,Right Foot,,"[43.9, 70.2]",Ground Pass,,25.8,,,Phil Jones,3314.0,,,,,,1,Regular Play,Bastian Schweinsteiger,18414.0,Left Defensive Midfield,6,Manchester United,39,['eba39906-59a7-4225-80eb-d01420479f5e'],18,,,,,,,,,,,,,,,,,Manchester United,39,00:02:18.520,Pass,
,,,,,,,,,,,,,,,,,1.224931,,,,,,,,,,,,2cd9ae7d-9e9e-42a0-9729-c5457b4a8327,99,,"[49.9, 69.4]",3754015,2,,,,,0.51136416,,Right Foot,,"[63.8, 77.2]",Ground Pass,,15.938946,,,Luis Antonio Valencia Mosquera,3267.0,,,,,,1,Regular Play,Phil Jones,3314.0,Right Center Back,6,Manchester United,39,['de7461e4-8933-42a5-beb6-098d7da0003c'],21,,,,,,,,,,,,,,,,,Manchester United,39,00:02:21.738,Pass,
,,,,,,,,,,,,,,,,,1.944686,,,,,,,,,,,,f0f18055-456a-4be6-866b-10dfb9f45c8c,103,,"[64.2, 74.9]",3754015,2,,,,,-2.7348456,,Right Foot,,"[44.7, 66.5]",Ground Pass,,21.232286,,,Phil Jones,3314.0,,,,,,1,Regular Play,Luis Antonio Valencia Mosquera,3267.0,Right Back,6,Manchester United,39,['eedae8c8-4f70-4ad3-814b-6021885bae16'],25,,,,,,,,,,,,,,,,,Manchester United,39,00:02:25.026,Pass,
,,,,,,,,,,,,,,,,,0.991071,,,,,,,,,,,,da77e6b0-c568-47ae-83ef-b938ed469e1d,106,,"[42.9, 65.9]",3754015,2,,,,,-1.58642,,Right Foot,,"[42.7, 53.1]",Ground Pass,,12.801562,,,Bastian Schweinsteiger,18414.0,,,,,,1,Regular Play,Phil Jones,3314.0,Right Center Back,6,Manchester United,39,['6a3d9a64-4288-4f8c-917f-bdcd055d5ee7'],30,,,,,,,,,,,,,,,,,Manchester United,39,00:02:30.140,Pass,
,,,,,,,,,,,,,,,,,1.156755,,,,,,,,,,,,9e256851-400f-4c54-aade-4a10c0e61940,109,,"[69.7, 55.8]",3754015,2,,,,,2.463222,,Right Foot,,"[63.0, 61.2]",Ground Pass,,8.605231,,,Ander Herrera Agüera,3606.0,,,,,,1,Regular Play,Bastian Schweinsteiger,18414.0,Left Defensive Midfield,6,Manchester United,39,['cec58bee-2ad2-40b0-b631-1d5a72e8ab99'],36,,,,,,,,,,,,,,,,,Manchester United,39,00:02:36.350,Pass,
,,,,,,,,,,,,,,,,,0.930829,,,,,,,,,,,,f2533d98-8cc1-4cdd-8e22-31fbf3eab7b0,112,,"[68.5, 65.0]",3754015,2,,,,,1.2738714,,Right Foot,,"[72.6, 78.4]",Ground Pass,,14.013208,,,Luis Antonio Valencia Mosquera,3267.0,,,,,,1,Regular Play,Ander Herrera Agüera,3606.0,Center Attacking Midfield,6,Manchester United,39,['9e0e6884-10f1-4f02-b792-5b60d697f1a8'],38,,,,,,,,,,,,,,,,,Manchester United,39,00:02:38.699,Pass,
,,,,,,,,,,,,,,,,,0.986224,,,,,,,,,,,,328e0cc3-f949-45f1-a962-e4c9a7256714,115,,"[72.2, 78.4]",3754015,2,,,,,-2.5652175,,Right Foot,,"[64.2, 73.2]",Ground Pass,,9.541489,,,Ander Herrera Agüera,3606.0,,,,,,1,Regular Play,Luis Antonio Valencia Mosquera,3267.0,Right Back,6,Manchester United,39,['e1c1f792-314f-4949-b116-d345dc3e3769'],40,,,,,,,,,,,,,,,,,Manchester United,39,00:02:40.733,Pass,
,,,,,,,,,,,,,,,,,1.679419,,,,,,,,,,,,bd905961-7249-4cc2-8a76-7e4ef57fec20,119,,"[63.8, 71.4]",3754015,2,,,,,-2.672626,,Right Foot,,"[48.8, 63.8]",Ground Pass,,16.81547,,,Morgan Schneiderlin,3600.0,,,,,,1,Regular Play,Ander Herrera Agüera,3606.0,Center Attacking Midfield,6,Manchester United,39,"['16b777b3-f9a8-40aa-9c65-1164f4bd7b5d', 'f583a447-e9aa-4b11-a80a-0e0e82278c68']",42,,,,,,,,,,,,,,,,,Manchester United,39,00:02:42.282,Pass,True
,,,,,,,,,,,,,,,,,2.71971,,,,,,,,,,,,4d0d48ec-f961-4f55-9255-85a70270dd32,122,,"[50.7, 60.4]",3754015,2,,,,,-1.3162193,,Right Foot,,"[64.7, 6.6]",High Pass,,55.591724,,,Faustino Marcos Alberto Rojo,3602.0,,True,,,,1,Regular Play,Morgan Schneiderlin,3600.0,Right Defensive Midfield,6,Manchester United,39,['d816c186-2b45-4820-b646-6b6a22fdfe82'],46,,,,,,,,,,,,,,,,,Manchester United,39,00:02:46.143,Pass,
