bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,7dbcfbd6-cdd5-436c-bac2-6490ec234c78,1,,,3754131,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United,40,,0,,,,,,,,,,,,,,,,"{'formation': 4321, 'lineup': [{'player': {'id': 20066, 'name': 'Darren Randolph'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 21254, 'name': 'Carl Jenkinson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 12}, {'player': {'id': 4280, 'name': 'Winston Reid'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 3843, 'name': 'Angelo Obinze Ogbonna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3897, 'name': 'Pedro Mba Obiang Avomo'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 21540, 'name': 'Kevin Nolan'}, 'position': {'id': 18, 'name': 'Right Attacking Midfield'}, 'jersey_number': 4}, {'player': {'id': 3491, 'name': 'Dimitri Payet'}, 'position': {'id': 20, 'name': 'Left Attacking Midfield'}, 'jersey_number': 27}, {'player': {'id': 3962, 'name': 'Diafra Sakho'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",West Ham United,40,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,63e0f7df-e245-45d3-9002-40a50e45963a,2,,,3754131,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United,40,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 20074, 'name': 'Artur Boruc'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 9626, 'name': 'Tommy Elphick'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3341, 'name': 'Steve Cook'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 30}, {'player': {'id': 13248, 'name': ""Eunan O''Kane""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 32}, {'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 4416, 'name': 'Max-Alain Gradel'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 3616, 'name': 'Callum Wilson'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 13}, {'player': {'id': 3346, 'name': 'Joshua King'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 17}]}",AFC Bournemouth,28,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,e44ba6ec-b942-4be2-ac37-2ea15b3d504d,3,,,3754131,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United,40,['94c6fc61-d923-46af-b030-06691219e0d5'],0,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,94c6fc61-d923-46af-b030-06691219e0d5,4,,,3754131,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United,40,['e44ba6ec-b942-4be2-ac37-2ea15b3d504d'],0,,,,,,,,,,,,,,,,,West Ham United,40,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,0459ae5c-53cf-435d-a64a-0ba2ab4ad0de,1648,,,3754131,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,109,West Ham United,40,['fa2887c6-83db-4524-bf01-0988f0726402'],0,,,,,,,,,,,,,,,,,West Ham United,40,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,fa2887c6-83db-4524-bf01-0988f0726402,1649,,,3754131,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,109,West Ham United,40,['0459ae5c-53cf-435d-a64a-0ba2ab4ad0de'],0,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.781366,,,,,,,,,,,,,,,86487991-fbe9-4666-b78b-7313a8fbc454,5,,"[60.0, 40.0]",3754131,0,,,,,-2.8696542,,Right Foot,,,,"[49.6, 37.1]",,Ground Pass,,10.796759,,,,Andrew Surman,3344.0,,,,,Kick Off,1,From Kick Off,Joshua King,3346.0,Left Center Forward,2,AFC Bournemouth,28,['243c1f2c-8923-4212-97b9-a58726bbb03a'],1,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:01.003,Pass,
,,,,,,,,,,,,,,,2.241875,,,,,,,,,,,,,,,2564c7f6-4a2e-497d-a3b3-e37ce8f0a4c9,8,,"[50.2, 36.8]",3754131,0,,,,,-1.8002175,,Left Foot,,,,"[42.4, 3.4]",,Ground Pass,,34.298687,,,,Charlie Daniels,3345.0,,,,,,1,From Kick Off,Andrew Surman,3344.0,Left Center Midfield,2,AFC Bournemouth,28,['a91fbc30-28e8-4f95-b807-0bd8652360cb'],2,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:02.429,Pass,
,,,,,,,,,,,,,,,5.759783,,,,,,,,,,,,,,,c17792cb-62b7-42a7-b935-df3624f72698,15,,"[53.0, 4.7]",3754131,0,,,,,-0.07551403,,Left Foot,,,,"[113.8, 0.1]",,High Pass,,60.973766,,Out,,Callum Wilson,3616.0,,,,,,1,From Kick Off,Charlie Daniels,3345.0,Left Back,2,AFC Bournemouth,28,['04c1c645-7a86-4651-aa85-c52b1205a29b'],7,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:07.430,Pass,
,,,,,,,,,,,,,,,1.889027,,,,,,,,,,,,,,,6b938dce-668c-4443-9ef2-d5b5ae533ea0,17,,"[7.1, 80.0]",3754131,0,,,,,-0.15677834,,,,,,"[36.2, 75.4]",,High Pass,,29.46133,,,,Cheikhou Kouyaté,3684.0,,,,,Throw-in,1,From Throw In,Carl Jenkinson,21254.0,Right Back,3,West Ham United,40,['d14dcaac-6e6c-4487-b919-cdfdf150dd45'],28,,,,,,,,,,,,,,,,,West Ham United,40,00:00:28.765,Pass,
