ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a2fd83cf-dda7-4965-8258-c4147a2d5a68,1,,,3754349,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United,40,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 3482, 'name': 'James Collins'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 3843, 'name': 'Angelo Obinze Ogbonna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3897, 'name': 'Pedro Mba Obiang Avomo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 3349, 'name': 'Michail Antonio'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 30}, {'player': {'id': 3595, 'name': 'Manuel Lanzini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 28}, {'player': {'id': 3491, 'name': 'Dimitri Payet'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 27}, {'player': {'id': 128704, 'name': 'Emmanuel Emenike'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 29}]}",West Ham United,40,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8b274802-a194-4076-a733-6de25f255baa,2,,,3754349,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United,40,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3308, 'name': 'Kieran Trippier'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3611, 'name': 'Kevin Wimmer'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 3086, 'name': 'Ben Davies'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 33}, {'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 40127, 'name': 'Ryan Mason'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 4831, 'name': 'Nacer Chadli'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 3585, 'name': 'Erik Lamela'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Tottenham Hotspur,38,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0e2ce5b1-4e7e-4055-897e-0fa13414c6df,3,,,3754349,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United,40,['94703a03-fe58-4f27-8d4f-3b072fa36945'],0,,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,94703a03-fe58-4f27-8d4f-3b072fa36945,4,,,3754349,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United,40,['0e2ce5b1-4e7e-4055-897e-0fa13414c6df'],0,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,814bfa48-b630-461f-bd86-54dbb6063d38,1546,,,3754349,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,100,Tottenham Hotspur,38,['6e3f9cfb-0902-4382-8b30-8614aee5ea63'],0,,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6e3f9cfb-0902-4382-8b30-8614aee5ea63,1547,,,3754349,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,100,Tottenham Hotspur,38,['814bfa48-b630-461f-bd86-54dbb6063d38'],0,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.17914,,,,,,,,,,,,,d1c09b13-e8cb-4355-a582-a8c591a17b68,5,,"[60.0, 40.0]",3754349,0,,,,1.5707964,,Right Foot,,,"[60.0, 41.9]",,Ground Pass,,1.9,,,Harry Kane,10955.0,,,,,,Kick Off,1,From Kick Off,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,2,Tottenham Hotspur,38,['d8a1c48f-5f34-4f7c-bad3-3d40c91a5334'],0,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.885,Pass,
,,,,,,,,,,,,,,,,,1.450902,,,,,,,,,,,,,3b62f74d-595a-4107-bec1-9151f19aec85,8,,"[58.2, 38.9]",3754349,0,,,,-2.888749,,Right Foot,,,"[37.3, 33.5]",,Ground Pass,,21.586338,,,Kevin Wimmer,3611.0,,,,,,,1,From Kick Off,Harry Kane,10955.0,Center Forward,2,Tottenham Hotspur,38,['73ddc3cc-fecd-439d-8558-f2849e607e92'],1,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:01.145,Pass,
,,,,,,,,,,,,,,,,,3.02243,,,,,,,,,,,,,15dfb0e1-9d42-4a2f-9801-c0c7496a752f,11,,"[38.6, 35.2]",3754349,0,,,,0.3955544,,Left Foot,,,"[94.4, 58.5]",,High Pass,,60.46925,,,Erik Lamela,3585.0,,,,,,,1,From Kick Off,Kevin Wimmer,3611.0,Left Center Back,2,Tottenham Hotspur,38,['fe12e869-bc63-45a8-be19-a7009cbc7268'],4,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:04.469,Pass,
,,,,,,,,,,,,,,,,,0.780488,,,,,,,,,,,,,3b403049-e6ae-4438-bed4-157c712a4671,14,,"[94.2, 58.5]",3754349,0,,,True,-1.091686,,,,,"[98.2, 50.8]",,High Pass,,8.676981,Incomplete,,Harry Kane,10955.0,,,,,,,1,From Kick Off,Erik Lamela,3585.0,Left Wing,2,Tottenham Hotspur,38,"['0009b6d3-10f2-46ea-8237-a74ba83520ac', '0d1c69f2-7d36-4c1c-8524-8c4d5efd964e', 'a1564724-6fb4-4bf1-9235-f211ca4212e1']",7,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:07.593,Pass,True
