50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,1.089506,,,,,,,,,,,,,,,8fbc0070-afcb-4017-ab72-69a2ea4bf065,2877,,"[108.9, 11.3]",3754317,81,,,,,1.502355,,Right Foot,True,,,"[110.6, 36.1]",High Pass,,24.858198,,,Incomplete,,,,,,,,,2,From Throw In,Vadis Odjidja-Ofoe,23742.0,Center Attacking Midfield,169,Norwich City,56,['b3780c19-6608-404c-9489-e0535f1a65b7'],0,,,,,,,,,,,,,,,,,,,Norwich City,56,00:36:00.020,Pass,
,,,,,,,,,,,,,,,,,,0.960382,,,,,,,,,,,,,,,7897b5ae-fc60-40df-a4b7-a0df074cd189,2879,,"[88.0, 27.2]",3754317,81,,,,,-1.7612314,,Other,,,,"[86.4, 18.9]",Low Pass,,8.45281,,,,,Youssouf Chafiq Mulumbu Ngangu,16932.0,,,,,Recovery,2,From Throw In,Alexander Banor Tettey,9463.0,Right Defensive Midfield,169,Norwich City,56,['12ff0ad5-5d12-4af7-a1cd-963ec3bb6e81'],3,,,,,,,,,,,,,,,,,,,Norwich City,56,00:36:03.064,Pass,
,,,,,,,,,,,,,,,,,,0.798289,,,,,,,,,,,,,,,1116592d-d390-4d87-8159-cc4689a7dfb4,2883,,"[85.0, 17.1]",3754317,81,,,,,2.117258,,Right Foot,,,,"[79.1, 26.8]",Ground Pass,,11.353414,,,,,Alexander Banor Tettey,9463.0,,,,,,2,From Throw In,Youssouf Chafiq Mulumbu Ngangu,16932.0,Left Defensive Midfield,169,Norwich City,56,['e929a71e-4da7-4531-8cfe-516787beaaa4'],4,,,,,,,,,,,,,,,,,,,Norwich City,56,00:36:04.995,Pass,
,,,,,,,,,,,,,,,,,,0.283669,,,,,,,,,,,,,,,1746982e-7c74-4a8e-b44d-f4b8481f7089,2887,,"[75.5, 21.1]",3754317,81,,,,,2.04169,,Right Foot,,,,"[72.7, 26.6]",Ground Pass,,6.1717095,,,Incomplete,,Timm Klose,9461.0,,,,,,2,From Throw In,Alexander Banor Tettey,9463.0,Right Defensive Midfield,169,Norwich City,56,"['5f9005aa-e580-4bcb-80e8-41835e9b0241', '624ac4ae-bb8d-456d-9093-90b780fa15f3', '8d4a92b7-19db-43af-9ac6-8f9ce53b6ad1']",6,,,,,,,,,,,,,,,,,,,Norwich City,56,00:36:06.937,Pass,True
,,,,,,,,,,,,,,,,,,0.318607,,,,,,,,,,,,,,,8a2070a0-be06-4abb-83a9-71dd34f18927,2897,,"[51.2, 29.6]",3754317,81,,,,,1.5946014,,Left Foot,,,,"[51.1, 33.8]",Ground Pass,,4.2011905,,,Incomplete,,Timm Klose,9461.0,,,,,,2,From Throw In,Youssouf Chafiq Mulumbu Ngangu,16932.0,Left Defensive Midfield,169,Norwich City,56,"['58780971-7b61-4f2e-95b4-855b24190563', 'a7269ef1-1ca9-46a6-b99f-87983dfdb253', 'f8e2e70b-f592-4d61-8163-906a01c7d48e']",11,,,,,,,,,,,,,,,,,,,Norwich City,56,00:36:11.401,Pass,True
,,,,,,,,,,,,,,,,,,1.573554,,,,,,,,,,,,,,,c41f1d4b-03fd-4cb2-9664-693e46489325,2906,,"[120.0, 80.0]",3754317,81,,True,,,-1.8390924,,Right Foot,,,,"[110.9, 46.9]",High Pass,,34.32812,,,Incomplete,True,,,,,Outswinging,,Corner,2,From Corner,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,170,Tottenham Hotspur,38,['0bf4bccf-8357-478c-bc7c-41b43e094d82'],59,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:36:59.275,Pass,
,,,,,,,,,,,,,,,,,,1.745851,,,,,,,,,,,,,,,aa6c239c-5012-4e8d-99d5-90e2f1127a0b,2918,,"[95.1, 72.8]",3754317,82,,True,,,-0.978369,,Right Foot,True,,,"[116.1, 41.6]",High Pass,,37.609043,,,Incomplete,,,,,,,,Free Kick,2,From Free Kick,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,171,Tottenham Hotspur,38,['76c64f06-4a6c-4774-9b4d-a37dbdd1b339'],55,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:37:55.255,Pass,
,,,,,,,,,,,,,,,,,,2.946153,,,,,,,,,,,,,,,3caad85b-9a98-4825-b060-6cc46b6dd589,2920,,"[7.6, 36.8]",3754317,83,,,,,0.32175055,,Drop Kick,,,,"[59.2, 54.0]",High Pass,,54.391174,,,Incomplete,,Vadis Odjidja-Ofoe,23742.0,,,,,,2,Regular Play,Declan Rudd,9014.0,Goalkeeper,172,Norwich City,56,"['3932b37d-d9c3-455a-be27-691eee45c9f2', 'b60b59fd-5554-459f-ad27-276da2275b16']",2,,,,,,,,,,,,,,,,,,,Norwich City,56,00:38:02.199,Pass,
,,,,,,,,,,,,,,,,,,2.201087,,,,,,,,,,,,,,,911aa006-c77d-4e6f-a2ac-a1bcf6c7b683,2923,,"[33.4, 80.0]",3754317,83,,,,,-0.2583239,,,,,,"[58.0, 73.5]",High Pass,,25.444252,,,,,Vadis Odjidja-Ofoe,23742.0,,,,,Throw-in,2,From Throw In,Ivo Daniel Ferreira Mendonca Pinto,10499.0,Right Back,173,Norwich City,56,['c6f17bea-62ec-42c0-ab65-f7f425b5a33d'],22,,,,,,,,,,,,,,,,,,,Norwich City,56,00:38:22.549,Pass,
,,,,,,,,,,,,,,,,,,0.961323,,,,,,,,,,,,,,,800a4d43-d463-4bc1-aacc-e21af3f785d3,2928,,"[61.5, 75.9]",3754317,83,,,,,-1.6207547,,Right Foot,,,,"[61.2, 69.9]",Low Pass,,6.0074954,,,Incomplete,,Dieumerci Mbokani Bezua,23663.0,,,,,,2,From Throw In,Vadis Odjidja-Ofoe,23742.0,Center Attacking Midfield,173,Norwich City,56,"['0b455dee-da94-464b-80f9-f4e271dbcadf', '640f923e-da85-4cca-8cf1-836782565419', 'ec7fab51-70bf-4641-87c1-8be558ec28e6']",26,,,,,,,,,,,,,,,,,,,Norwich City,56,00:38:26.014,Pass,True
,,,,,,,,,,,,,,,,,,3.616868,,,,,,,,,,,,,,,640f923e-da85-4cca-8cf1-836782565419,2930,,"[58.9, 10.2]",3754317,83,,,,,0.3176012,,Right Foot,,,,"[95.1, 22.1]",High Pass,,38.105774,,,Incomplete,,Harry Kane,10955.0,,,,,Interception,2,From Throw In,Eric Dier,10956.0,Right Defensive Midfield,173,Norwich City,56,"['800a4d43-d463-4bc1-aacc-e21af3f785d3', '91ecb4e5-56a9-4a04-81c1-75f80de349e2', 'c898ba23-a89b-4fc1-837c-6fbf4a6ea040']",26,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:38:26.976,Pass,
,,,,,,,,,,,,,,,,,,2.63314,,,,,,,,,,,,,,,f075c974-bac3-4573-a4af-ff40adafe71a,2935,,"[22.5, 64.4]",3754317,83,,True,,,-0.73471695,,Right Foot,,,,"[66.0, 25.1]",High Pass,,58.623714,,,Incomplete,,,,,,,,Free Kick,2,From Free Kick,Declan Rudd,9014.0,Goalkeeper,174,Norwich City,56,['25b7237d-6a10-4616-b48a-b7fa1a28590b'],48,,,,,,,,,,,,,,,,,,,Norwich City,56,00:38:48.991,Pass,
,,,,,,,,,,,,,,,,,,2.501171,,,,,,,,,,,,,,,5d7a889d-112b-400a-83b6-fb7d54c31c30,2942,,"[45.1, 25.6]",3754317,83,,,,,1.5796261,,Right Foot,,,,"[44.7, 70.9]",Ground Pass,,45.301765,,,,,Ivo Daniel Ferreira Mendonca Pinto,10499.0,,True,,,,2,From Free Kick,Cameron Jerome,4807.0,Left Midfield,174,Norwich City,56,['9cf35e9b-0c4d-44f6-baa8-5d7239f31510'],58,,,,,,,,,,,,,,,,,,,Norwich City,56,00:38:58.262,Pass,
,,,,,,,,,,,,,,,,,,1.457083,,,,,,,,,,,,,,,d513a7b6-faa4-4eaf-bf80-2598c7f28795,2945,,"[53.1, 74.4]",3754317,84,,,,,-0.86539584,,Right Foot,,,,"[64.0, 61.6]",Ground Pass,,16.812199,,,,,Alexander Banor Tettey,9463.0,,,,,,2,From Free Kick,Ivo Daniel Ferreira Mendonca Pinto,10499.0,Right Back,174,Norwich City,56,['cb85cbe5-9a17-4fd8-a35a-6cb959b6d14c'],2,,,,,,,,,,,,,,,,,,,Norwich City,56,00:39:02.332,Pass,
,,,,,,,,,,,,,,,,,,0.77115,,,,,,,,,,,,,,,766b92ca-c2a7-4fae-8316-e1f8181a972d,2949,,"[67.9, 65.0]",3754317,84,,,,,0.0,,Right Foot,,,,"[76.8, 65.0]",Ground Pass,,8.9,,,,,Jonathan Howson,9578.0,,,,,,2,From Free Kick,Alexander Banor Tettey,9463.0,Right Defensive Midfield,174,Norwich City,56,"['4272a378-c128-4376-889a-0b1133c3f44f', '48763318-1a2e-40ec-99ae-2024da9feeec']",4,,,,,,,,,,,,,,,,,,,Norwich City,56,00:39:04.558,Pass,True
,,,,,,,,,,,,,,,,,,3.476725,,,,,,,,,,,,,,,fcad4a08-eea4-4a30-a7a1-4d8a568a127a,2954,,"[76.8, 76.4]",3754317,84,,,,,-0.1558682,,Right Foot,,,,"[111.8, 70.9]",High Pass,,35.42951,,,,,Ivo Daniel Ferreira Mendonca Pinto,10499.0,,,,,,2,From Free Kick,Jonathan Howson,9578.0,Right Midfield,174,Norwich City,56,"['a63a9a7e-ef2e-442f-a544-c7b99bcb9da7', 'f771b518-45f9-417d-84f2-50c07eaf4d93']",9,,,,,,,,,,,,,,,,,,,Norwich City,56,00:39:09.022,Pass,True
,,,,,,,,,,,,,,,,,,1.829948,,,,,,,,,,,,,,,8d5d226a-4a35-45da-aa73-4bb223a26860,2957,,"[112.3, 69.9]",3754317,84,,,,,-1.6998461,,Right Foot,True,,,"[108.9, 43.7]",Low Pass,,26.41969,,,,,Dieumerci Mbokani Bezua,23663.0,,,,,,2,From Free Kick,Ivo Daniel Ferreira Mendonca Pinto,10499.0,Right Back,174,Norwich City,56,"['783f73e4-a688-4861-b7d0-73271d65d3fd', '99d00c08-887d-4d61-9928-b5a9c16a3db7']",12,,,,,,,,,,,,,,,,,,,Norwich City,56,00:39:12.499,Pass,True
,,,,,,,,,,,,,,,,,,0.749686,,,,,,,,,,,,,,,666e8e8d-13f9-4409-872f-b9cc48e79dec,2966,,"[108.7, 64.7]",3754317,84,,,,,2.9396586,,Left Foot,,,,"[96.0, 67.3]",Ground Pass,,12.96341,,,,,Jonathan Howson,9578.0,,,,,,2,From Free Kick,Ivo Daniel Ferreira Mendonca Pinto,10499.0,Right Back,174,Norwich City,56,['420e80b6-3598-4813-a835-d63c43b9485d'],18,,,,,,,,,,,,,,,,,,,Norwich City,56,00:39:18.603,Pass,
,,,,,,,,,,,,,,,,,,1.031385,,,,,,,,,,,,,,,c0d03b74-cdc2-472b-8d7c-cd5e8eae2c1f,2968,,"[96.0, 67.3]",3754317,84,,,,,-1.1557919,,Right Foot,True,,,"[104.9, 47.1]",Low Pass,,22.07374,,,,,Vadis Odjidja-Ofoe,23742.0,,,,,,2,From Free Kick,Jonathan Howson,9578.0,Right Midfield,174,Norwich City,56,['64424d5f-3d4c-4b80-9266-9296b4fad418'],19,,,,,,,,,,,,,,,,,,,Norwich City,56,00:39:19.352,Pass,
,,,,,,,,,,,,,,,,,,1.13083,,,,,,,,,,,,,,,fb4d2cdc-9dd5-4eb8-a8f0-ff5427eea431,2972,,"[103.7, 46.5]",3754317,84,,,,,-1.9832067,f3ce86d6-0197-47e6-b1db-c7eb60350ae5,Right Foot,,,,"[99.5, 36.9]",Low Pass,,10.47855,,,,,Youssouf Chafiq Mulumbu Ngangu,16932.0,True,,,,,2,From Free Kick,Vadis Odjidja-Ofoe,23742.0,Center Attacking Midfield,174,Norwich City,56,['26f8c45c-57e1-408b-820b-eb06aa4ab443'],21,,,,,,,,,,,,,,,,,,,Norwich City,56,00:39:21.238,Pass,
,,,,,,,,,,,,,,,,,,3.615863,,,,,,,,,,,,,,,4ee41d59-13c7-418b-bed3-63e74302eaf2,2976,,"[6.0, 36.0]",3754317,84,,True,,,-0.2232497,,Left Foot,,,,"[82.2, 18.7]",High Pass,,78.13917,,,Incomplete,,,,,,,,Goal Kick,2,From Goal Kick,Hugo Lloris,3099.0,Goalkeeper,175,Tottenham Hotspur,38,['f0bd63c0-acbd-4be8-8f07-f83f5e00687a'],49,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:39:49.380,Pass,
,,,,,,,,,,,,,,,,,,3.239288,,,,,,,,,,,,,,,f0bd63c0-acbd-4be8-8f07-f83f5e00687a,2977,,"[37.9, 61.4]",3754317,84,,,,,-2.731765,,Head,,,,"[13.5, 50.8]",Low Pass,,26.603008,,,,,Declan Rudd,9014.0,,,,,Recovery,2,Regular Play,Ivo Daniel Ferreira Mendonca Pinto,10499.0,Right Back,176,Norwich City,56,"['4ee41d59-13c7-418b-bed3-63e74302eaf2', 'cb615167-12fb-47d0-8b12-c3b4e419c63d']",52,,,,,,,,,,,,,,,,,,,Norwich City,56,00:39:52.996,Pass,
,,,,,,,,,,,,,,,,,,3.556288,,,,,,,,,,,,,,,b9f3bdbd-7de1-4f5c-8c59-10b8d7148e79,2980,,"[17.1, 58.8]",3754317,84,,,,,-0.24737005,,Right Foot,,,,"[76.1, 43.9]",High Pass,,60.852364,,,Incomplete,,,,,,,,,2,Regular Play,Declan Rudd,9014.0,Goalkeeper,176,Norwich City,56,['d517e1ba-7ff4-4a2a-a56a-c5c3007ca6a0'],59,,,,,,,,,,,,,,,,,,,Norwich City,56,00:39:59.556,Pass,
,,,,,,,,,,,,,,,,,,1.045172,,,,,,,,,,,,,,,d517e1ba-7ff4-4a2a-a56a-c5c3007ca6a0,2981,,"[44.0, 36.2]",3754317,85,,,,,0.017239671,,Head,,,,"[55.6, 36.4]",Low Pass,,11.601724,,,Incomplete,,,,,,,,Interception,2,Regular Play,Eric Dier,10956.0,Right Defensive Midfield,176,Norwich City,56,"['b9f3bdbd-7de1-4f5c-8c59-10b8d7148e79', 'e0441cb4-1776-49e0-bb85-68e1b27dcc02']",3,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:40:03.113,Pass,
,,,,,,,,,,,,,,,,,,1.323476,,,,,,,,,,,,,,,e0441cb4-1776-49e0-bb85-68e1b27dcc02,2982,,"[64.5, 43.7]",3754317,85,,,,,1.0325747,,Right Foot,,,,"[68.5, 50.4]",Low Pass,,7.8032045,,,,,Alexander Banor Tettey,9463.0,,,,,Recovery,2,Regular Play,Youssouf Chafiq Mulumbu Ngangu,16932.0,Left Defensive Midfield,176,Norwich City,56,"['42318f02-8f74-47bc-9060-326e026103a7', 'd517e1ba-7ff4-4a2a-a56a-c5c3007ca6a0']",4,,,,,,,,,,,,,,,,,,,Norwich City,56,00:40:04.158,Pass,
,,,,,,,,,,,,,,,,,,1.370524,,,,,,,,,,,,,,,e579e63e-cf1a-44a1-88ed-55fe65f54dd5,2986,,"[71.1, 59.0]",3754317,85,,,,,2.0576956,,Left Foot,,,,"[64.8, 70.9]",Ground Pass,,13.464768,,,,,Ivo Daniel Ferreira Mendonca Pinto,10499.0,,,,,,2,Regular Play,Alexander Banor Tettey,9463.0,Right Defensive Midfield,176,Norwich City,56,"['e40a57e1-0fa0-43b8-8ebe-83449d7a782a', 'e7f91599-46ea-46d5-a602-1484fa54f449']",7,,,,,,,,,,,,,,,,,,,Norwich City,56,00:40:07.008,Pass,True
,,,,,,,,,,,,,,,,,,1.914392,,,,,,,,,,,,,,,280bf6a9-e79a-4463-b6ed-c07339530225,2989,,"[66.5, 67.0]",3754317,85,,,,,-0.552789,,Right Foot,,,,"[96.0, 48.8]",High Pass,,34.662518,,,Incomplete,,,,,,,,,2,Regular Play,Ivo Daniel Ferreira Mendonca Pinto,10499.0,Right Back,176,Norwich City,56,['395fcfd1-6d4e-4ad0-87b9-5d7ba71d5947'],9,,,,,,,,,,,,,,,,,,,Norwich City,56,00:40:09.502,Pass,
,,,,,,,,,,,,,,,,,,2.049558,,,,,,,,,,,,,,,89f07796-5c7b-4cbb-9120-aa817529a8a1,2992,,"[76.1, 33.5]",3754317,85,,,,,-1.586259,,Right Foot,,,,"[75.8, 14.1]",Low Pass,,19.402319,,,,,Martin Olsson,3576.0,,,,,Recovery,2,Regular Play,Youssouf Chafiq Mulumbu Ngangu,16932.0,Left Defensive Midfield,176,Norwich City,56,['28ebeda0-6eac-44df-8531-2a45a2c1535f'],13,,,,,,,,,,,,,,,,,,,Norwich City,56,00:40:13.475,Pass,
,,,,,,,,,,,,,,,,,,0.936611,,,,,,,,,,,,,,,9b62a37a-6093-4359-9472-93ac0510c106,2995,,"[73.7, 14.1]",3754317,85,,,,,0.71106726,,Left Foot,,,,"[83.8, 22.8]",Ground Pass,,13.330417,,,,,Vadis Odjidja-Ofoe,23742.0,,,,,,2,Regular Play,Martin Olsson,3576.0,Left Back,176,Norwich City,56,['90f72478-8ac8-4774-92b7-e03e2a98d6a7'],18,,,,,,,,,,,,,,,,,,,Norwich City,56,00:40:18.757,Pass,
,,,,,,,,,,,,,,,,,,1.242625,,,,,,,,,,,,,,,ec8e029c-feb5-484a-bff5-7c7c6547254c,2999,,"[79.4, 30.2]",3754317,85,,,,,2.3495722,,Right Foot,,,,"[71.9, 37.8]",Ground Pass,,10.6775465,,,,,Alexander Banor Tettey,9463.0,,,,,,2,Regular Play,Vadis Odjidja-Ofoe,23742.0,Center Attacking Midfield,176,Norwich City,56,['32d2fc9d-8021-4a17-9ef4-d1021cec02c8'],21,,,,,,,,,,,,,,,,,,,Norwich City,56,00:40:21.496,Pass,
,,,,,,,,,,,,,,,,,,2.584223,,,,,,,,,,,,,,,5c6cbcf3-9b2c-4246-946e-56f0e9cf7e0f,3003,,"[71.5, 42.1]",3754317,85,,,,,1.4659194,,Right Foot,,,,"[75.1, 76.3]",Ground Pass,,34.38895,,,,,Ivo Daniel Ferreira Mendonca Pinto,10499.0,,,,,,2,Regular Play,Alexander Banor Tettey,9463.0,Right Defensive Midfield,176,Norwich City,56,"['9571af27-be70-4973-9514-df4968443c11', 'ff2c7dc4-09a8-4260-b128-d9a86cc8b56a']",23,,,,,,,,,,,,,,,,,,,Norwich City,56,00:40:23.506,Pass,True
,,,,,,,,,,,,,,,,,,2.016991,,,,,,,,,,,,,,,0add2ade-880e-4898-af2d-586e41b18a0a,3006,,"[74.1, 73.7]",3754317,85,,,,,0.13883896,,Right Foot,,,,"[97.0, 76.9]",Ground Pass,,23.1225,,,,,Jonathan Howson,9578.0,,,,,,2,Regular Play,Ivo Daniel Ferreira Mendonca Pinto,10499.0,Right Back,176,Norwich City,56,['c7f700bd-5feb-41f9-b54c-75902524e900'],26,,,,,,,,,,,,,,,,,,,Norwich City,56,00:40:26.296,Pass,
,,,,,,,,,,,,,,,,,,4.407015,,,,,,,,,,,,,,,dd7c497f-d456-415a-ab4a-85104d485766,3012,,"[91.7, 73.9]",3754317,86,,,,,-1.2888674,,Right Foot,True,,,"[109.6, 12.1]",High Pass,,64.34011,,,Incomplete,,,,,True,,,Free Kick,2,From Free Kick,Jonathan Howson,9578.0,Right Midfield,177,Norwich City,56,['d6f498fb-437e-4d08-ab1c-faa5bfc4e6e1'],34,,,,,,,,,,,,,,,,,,,Norwich City,56,00:41:34.524,Pass,
,,,,,,,,,,,,,,,,,,2.022043,,,,,,,,,,,,,,,136261a5-ac1f-4b8b-ab6e-1114b51a2e51,3019,,"[85.8, 0.1]",3754317,86,,True,,,1.8048861,,,,,,"[82.7, 13.1]",Low Pass,,13.364505,,,,,Youssouf Chafiq Mulumbu Ngangu,16932.0,,,,,Throw-in,2,From Throw In,Martin Olsson,3576.0,Left Back,178,Norwich City,56,['a2e02097-ec34-4ad6-871e-066f8118ec8a'],52,,,,,,,,,,,,,,,,,,,Norwich City,56,00:41:52.613,Pass,
,,,,,,,,,,,,,,,,,,0.60564,,,,,,,,,,,,,,,02d7967b-1ffc-4dee-ab18-171dfb3a6759,3021,,"[89.6, 3.4]",3754317,86,,True,,,3.1415927,,Right Foot,,,,"[82.4, 3.4]",Ground Pass,,7.2,,,,,Martin Olsson,3576.0,,,,,,2,From Throw In,Youssouf Chafiq Mulumbu Ngangu,16932.0,Left Defensive Midfield,178,Norwich City,56,['0153aeb1-8b54-4d3a-a278-a49f38f6f9e6'],54,,,,,,,,,,,,,,,,,,,Norwich City,56,00:41:54.723,Pass,
,,,,,,,,,,,,,,,,,,0.628399,,,,,,,,,,,,,,,39c30c56-3751-4f0c-8e55-e27eeb7d9219,3023,,"[82.0, 5.2]",3754317,86,,,,,1.5707964,,Left Foot,,,,"[82.0, 15.1]",Ground Pass,,9.9,,,,,Youssouf Chafiq Mulumbu Ngangu,16932.0,,,,,,2,From Throw In,Martin Olsson,3576.0,Left Back,178,Norwich City,56,['b13635b8-ed05-49a6-8f42-3ddad0415ad7'],55,,,,,,,,,,,,,,,,,,,Norwich City,56,00:41:55.632,Pass,
,,,,,,,,,,,,,,,,,,0.986067,,,,,,,,,,,,,,,54488dbb-7183-4ce4-9685-2ce9881382d5,3026,,"[80.4, 13.3]",3754317,86,,,,,-0.69865984,,Right Foot,,,,"[90.4, 4.9]",Ground Pass,,13.059862,,,,,Vadis Odjidja-Ofoe,23742.0,,,,,,2,From Throw In,Youssouf Chafiq Mulumbu Ngangu,16932.0,Left Defensive Midfield,178,Norwich City,56,"['0c910196-1863-42bb-83d8-b75e2aa257a1', 'bc66329b-2889-461b-9737-04ebee87222f']",56,,,,,,,,,,,,,,,,,,,Norwich City,56,00:41:56.261,Pass,True
,,,,,,,,,,,,,,,,,,4.019313,,,,,,,,,,,,,,,cdcda927-ef07-48ef-b9d3-8545d60e39fa,3033,,"[80.1, 17.1]",3754317,87,,,,,1.2935469,,Right Foot,,,,"[98.0, 80.0]",High Pass,,65.3974,,,Out,,Ivo Daniel Ferreira Mendonca Pinto,10499.0,,True,,,,2,From Throw In,Vadis Odjidja-Ofoe,23742.0,Center Attacking Midfield,178,Norwich City,56,['6b1195be-f7e4-4127-8b35-87e085633d28'],1,,,,,,,,,,,,,,,,,,,Norwich City,56,00:42:01.867,Pass,
,,,,,,,,,,,,,,,,,,0.595485,,,,,,,,,,,,,,,6f311a1d-a568-4071-a273-4dcc565b3421,3037,,"[87.6, 80.0]",3754317,88,,True,,,-2.5127964,,,,,,"[71.1, 68.0]",High Pass,,20.402206,,,,,Cameron Jerome,4807.0,,,,,Throw-in,2,From Throw In,Ivo Daniel Ferreira Mendonca Pinto,10499.0,Right Back,179,Norwich City,56,['f9ec0b59-0f78-4c7c-b09e-d3d7a92730c3'],0,,,,,,,,,,,,,,,,,,,Norwich City,56,00:43:00.166,Pass,
,,,,,,,,,,,,,,,,,,2.742354,,,,,,,,,,,,,,,a4408db0-6742-4c94-bf89-f274b8b1820a,3039,,"[71.9, 65.0]",3754317,88,,True,,,-1.9994674,,Head,,,,"[61.8, 42.9]",High Pass,,24.29856,,,,,Martin Olsson,3576.0,,,,,,2,From Throw In,Cameron Jerome,4807.0,Left Midfield,179,Norwich City,56,['ce83fde5-de73-41b9-baeb-60d410346f8c'],0,,,,,,,,,,,,,,,,,,,Norwich City,56,00:43:00.762,Pass,
,,,,,,,,,,,,,,,,,,2.821943,,,,,,,,,,,,,,,0708280a-9ac7-47cf-a561-948f4fe7c3b0,3045,,"[26.7, 72.3]",3754317,88,,,,,0.24497867,,Right Foot,,,,"[36.7, 74.8]",Ground Pass,,10.307764,,,,,Kyle Walker,3205.0,,,,,,2,From Throw In,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,179,Norwich City,56,['470cac4f-505d-42f1-ad3f-86ab5028782a'],9,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:43:09.138,Pass,
,,,,,,,,,,,,,,,,,,4.619756,,,,,,,,,,,,,,,095ec0eb-9dce-4cbe-8ecd-30b114df0f74,3051,,"[62.3, 47.9]",3754317,88,,,,,-0.520651,,Right Foot,,,,"[119.5, 15.1]",High Pass,,65.93694,,,Out,,Nacer Chadli,4831.0,,,,,Free Kick,2,From Free Kick,Toby Alderweireld,20005.0,Right Center Back,180,Tottenham Hotspur,38,['10a15ae0-d1d9-417c-8970-0be0e43145bd'],55,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:43:55.720,Pass,
,,,,,,,,,,,,,,,,,,2.874247,,,,,,,,,,,,,,,313935af-07f8-48f7-a4bc-c64cfe0d4cd5,3053,,"[7.0, 44.1]",3754317,89,,True,,,0.024958106,,Right Foot,,,,"[75.1, 45.8]",High Pass,,68.121216,,,Incomplete,,,,,,,,Goal Kick,2,From Goal Kick,Declan Rudd,9014.0,Goalkeeper,181,Norwich City,56,['11b15f64-425c-4de6-b669-66a683359d84'],18,,,,,,,,,,,,,,,,,,,Norwich City,56,00:44:18.484,Pass,
,,,,,,,,,,,,,,,,,,3.326052,,,,,,,,,,,,,,,2c3349a5-9770-497d-b590-acff2475c973,3056,,"[66.9, 46.5]",3754317,89,,,,,-0.6916147,,Right Foot,,,,"[89.0, 28.2]",High Pass,,28.693205,,,,,Cameron Jerome,4807.0,,,,,Recovery,2,From Goal Kick,Youssouf Chafiq Mulumbu Ngangu,16932.0,Left Defensive Midfield,181,Norwich City,56,['5c94fdfa-4063-43be-88d4-e54d4113b099'],22,,,,,,,,,,,,,,,,,,,Norwich City,56,00:44:22.268,Pass,
,,,,,,,,,,,,,,,,,,3.56698,,,,,,,,,,,,,,,93e3aff5-3c21-425f-ac7f-36af4b4a61a1,3058,,"[89.0, 28.2]",3754317,89,,,,,-2.4744308,,Head,,,,"[63.1, 7.8]",High Pass,,32.969227,,,,,Martin Olsson,3576.0,,,,,,2,From Goal Kick,Cameron Jerome,4807.0,Left Midfield,181,Norwich City,56,['02551dcf-6302-42b1-ac99-aeb0e68e70a5'],25,,,,,,,,,,,,,,,,,,,Norwich City,56,00:44:25.594,Pass,
,,,,,,,,,,,,,,,,,,0.978493,,,,,,,,,,,,,,,68710917-b753-43f7-be2b-2699d5e91643,3069,,"[61.0, 40.1]",3754317,91,,True,,,-2.89059,,Right Foot,,,,"[53.2, 38.1]",Ground Pass,,8.052329,,,,,Alexander Banor Tettey,9463.0,,,,,Kick Off,2,From Kick Off,Youssouf Chafiq Mulumbu Ngangu,16932.0,Left Defensive Midfield,182,Norwich City,56,['8ebc2795-e9d7-4c6c-a921-67cb0df5fa78'],8,,,,,,,,,,,,,,,,,,,Norwich City,56,00:46:08.383,Pass,
