50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2cb7534c-00ee-4518-9c8c-71a297bd6c2a,1,,,,3754082,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton,29,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 13042, 'name': 'Tim Howard'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 24}, {'player': {'id': 4589, 'name': 'Séamus Coleman'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 4629, 'name': 'José Ramiro Funes Mori'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 5836, 'name': 'Bryan Oviedo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 8}, {'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 3633, 'name': 'Gareth Barry'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 3726, 'name': 'Gerard Deulofeu Lázaro'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 26696, 'name': 'Arouna Koné'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Everton,29,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,245b8584-e524-47f3-9e44-b26c86165d41,2,,,,3754082,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton,29,,0,,,,,,,,,,,,,,,,,"{'formation': 3412, 'lineup': [{'player': {'id': 6871, 'name': 'Costel Fane Pantilimon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6300, 'name': 'Sebastián Coates Nión'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 40366, 'name': 'Wes Brown'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 5}, {'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 3658, 'name': 'DeAndre Yedlin'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 24}, {'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 3}, {'player': {'id': 10783, 'name': 'Lee Cattermole'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 4429, 'name': ""Yann Gérard M''Vila""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 42902, 'name': 'Adam Johnson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 3337, 'name': 'Jermain Defoe'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 18}, {'player': {'id': 9554, 'name': 'Steven Fletcher'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 26}]}",Sunderland,41,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,5fba0d99-05f2-4278-ab75-1a7d432cf3c7,3,,,,3754082,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton,29,['81dfe1ec-38b4-41ed-9336-814b3c11d94e'],0,,,,,,,,,,,,,,,,,,Everton,29,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,81dfe1ec-38b4-41ed-9336-814b3c11d94e,4,,,,3754082,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Everton,29,['5fba0d99-05f2-4278-ab75-1a7d432cf3c7'],0,,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,eb970841-d40a-49b2-8e4e-b4778d22228b,1802,,,,3754082,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,90,Everton,29,['82d1a760-1139-4efb-bf6e-63cda6fcd069'],0,,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,82d1a760-1139-4efb-bf6e-63cda6fcd069,1803,,,,3754082,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,90,Everton,29,['eb970841-d40a-49b2-8e4e-b4778d22228b'],0,,,,,,,,,,,,,,,,,,Everton,29,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.099298,,,,,,,,,,,3f9fbbfe-2319-4a02-a2f3-e241bff4aca2,5,,,"[61.0, 40.1]",3754082,0,,,,,1.8045396,,Left Foot,,,"[60.5, 42.2]",,Ground Pass,2.1587033,,,,,Ross Barkley,4275.0,,,,,,Kick Off,1,From Kick Off,Romelu Lukaku Menama,3289.0,Center Forward,2,Everton,29,['4b164c99-cc35-4bc9-b36a-fa39c91cc85e'],0,,,,,,,,,,,,,,,,,,Everton,29,00:00:00.465,Pass,
,,,,,,,,,,,,,,,,,2.148297,,,,,,,,,,,83821bbb-7c1d-4889-a48f-01aee217e4e9,8,,,"[61.5, 42.7]",3754082,0,,,,,-2.3380146,,Right Foot,,,"[39.9, 20.3]",,Ground Pass,31.11784,,,,,Bryan Oviedo,5836.0,,,,,,,1,From Kick Off,Ross Barkley,4275.0,Center Attacking Midfield,2,Everton,29,['41abf433-47e3-4936-9f26-3b5c986edb68'],0,,,,,,,,,,,,,,,,,,Everton,29,00:00:00.681,Pass,
,,,,,,,,,,,,,,,,,1.20613,,,,,,,,,,,91bbc49c-9a56-4397-94dc-858fdf7e026f,11,,,"[39.7, 20.3]",3754082,0,,,,,2.7693799,,Left Foot,,,"[25.1, 26.0]",,Ground Pass,15.673225,,,,,José Ramiro Funes Mori,4629.0,,,,,,,1,From Kick Off,Bryan Oviedo,5836.0,Left Back,2,Everton,29,['4f0580d7-f852-45e6-9f13-01445152b8d6'],3,,,,,,,,,,,,,,,,,,Everton,29,00:00:03.360,Pass,
,,,,,,,,,,,,,,,,,1.071531,,,,,,,,,,,a1fd2421-c950-4952-8238-19aea7c41111,14,,,"[25.1, 25.7]",3754082,0,,,,,0.28969157,,Left Foot,,,"[35.5, 28.8]",,Ground Pass,10.852189,,,,,Gareth Barry,3633.0,,,,,,,1,From Kick Off,José Ramiro Funes Mori,4629.0,Left Center Back,2,Everton,29,['5bb2fef4-6ad9-4af4-94f4-2b73d40e186a'],5,,,,,,,,,,,,,,,,,,Everton,29,00:00:05.747,Pass,
