50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,fa8b213f-1239-4c4c-b925-3d2211c70f88,1,,,3754191,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 20201, 'name': 'Maarten Stekelenburg'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 3329, 'name': 'Cédric Ricardo Alves Soares'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 20045, 'name': 'Ryan Bertrand'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 3098, 'name': 'Victor Wanyama'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 16181, 'name': 'Jordy Clasie'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 11062, 'name': 'Graziano Pellè'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Southampton,25,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,0ebeb3ea-8327-4605-9836-1b21372903c6,2,,,3754191,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,,0,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 24888, 'name': 'Adam Federici'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 23}, {'player': {'id': 6409, 'name': 'Adam Smith'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 3608, 'name': 'Simon Francis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 40218, 'name': 'Sylvain Distin'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 25}, {'player': {'id': 3345, 'name': 'Charlie Daniels'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 11}, {'player': {'id': 3344, 'name': 'Andrew Surman'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 3343, 'name': 'Dan Gosling'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 3049, 'name': 'Matt Ritchie'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 30}, {'player': {'id': 3646, 'name': 'Marc Pugh'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 7}, {'player': {'id': 3304, 'name': 'Harry Arter'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 3085, 'name': 'Glenn Murray'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",AFC Bournemouth,28,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,93facede-bf97-4383-a106-b0a86a7da8c9,3,,,3754191,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,['2fdce74c-c055-4c64-bdbf-3d9520f29ce7'],0,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,2fdce74c-c055-4c64-bdbf-3d9520f29ce7,4,,,3754191,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Southampton,25,['93facede-bf97-4383-a106-b0a86a7da8c9'],0,,,,,,,,,,,,,,,,,Southampton,25,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,6313e774-e350-432a-948d-f38a325800b3,1939,,,3754191,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,72,Southampton,25,['c9f759e7-7546-43c1-8af5-703a1ff0ab2d'],0,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,c9f759e7-7546-43c1-8af5-703a1ff0ab2d,1940,,,3754191,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,72,Southampton,25,['6313e774-e350-432a-948d-f38a325800b3'],0,,,,,,,,,,,,,,,,,Southampton,25,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.343818,,,,,,,,,,,6b99e9ef-bf38-4b67-92c6-e3e3e5f04f33,5,,"[61.0, 40.1]",3754191,0,,,,,1.4903253,,Right Foot,,,,"[61.5, 46.3]",,Ground Pass,,6.2201285,,Graziano Pellè,11062.0,,,,,,Kick Off,1,From Kick Off,Steven Davis,3828.0,Center Attacking Midfield,2,Southampton,25,['f42f723c-79ce-4bc0-b1b2-0ac311dba09c'],0,,,,,,,,,,,,,,,,,Southampton,25,00:00:00.754,Pass,
,,,,,,,,,,,,,,,,,,1.07261,,,,,,,,,,,2dd80feb-652e-4c88-b6fb-66f3a9896c9c,8,,"[60.7, 41.5]",3754191,0,,,,,-2.7023966,,Right Foot,,,,"[45.8, 34.5]",,Ground Pass,,16.462381,,Jordy Clasie,16181.0,,,,,,,1,From Kick Off,Graziano Pellè,11062.0,Center Forward,2,Southampton,25,['87cafa22-6185-480b-bd4c-f69f884eacff'],1,,,,,,,,,,,,,,,,,Southampton,25,00:00:01.111,Pass,
,,,,,,,,,,,,,,,,,,1.315575,,,,,,,,,,,230ef4c5-fa2b-4ad1-b6ca-25b29c63be6b,11,,"[46.6, 37.4]",3754191,0,,,,,2.0598426,,Right Foot,,,,"[37.5, 54.5]",,Ground Pass,,19.370596,,José Miguel da Rocha Fonte,3960.0,,,,,,,1,From Kick Off,Jordy Clasie,16181.0,Left Center Midfield,2,Southampton,25,['fef55b73-15f3-49bb-b67a-b0cfef360b04'],2,,,,,,,,,,,,,,,,,Southampton,25,00:00:02.828,Pass,
,,,,,,,,,,,,,,,,,,2.199682,,,,,,,,,,,529d9530-f89a-4722-9620-a49622b48b9f,14,,"[48.7, 59.2]",3754191,0,,,,,-0.4690239,,Right Foot,,,,"[85.8, 40.4]",,High Pass,,41.591465,,Graziano Pellè,11062.0,,,,,,,1,From Kick Off,José Miguel da Rocha Fonte,3960.0,Right Center Back,2,Southampton,25,['1d5bf2ca-b3d7-4d23-9929-2e0630734d44'],7,,,,,,,,,,,,,,,,,Southampton,25,00:00:07.041,Pass,
