ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,2.434586,,,,,,,,,,,,4469e2c6-4a43-40ca-b638-d6af319c93c5,17,,"[28.5, 49.7]",3754011,0,,,,,-2.634494,,Right Foot,,,"[8.7, 38.7]",,Ground Pass,,22.650387,,,Maarten Stekelenburg,20201.0,,,,,1,From Kick Off,José Miguel da Rocha Fonte,3960.0,Right Center Back,2,Southampton,25,['a43b66cf-7b04-4e5b-a105-c849a8a2b5ee'],11,,,,,,,,,,,,,,,,,Southampton,25,00:00:11.024,Pass,
,,,,,,,,,,,,,2.368162,,,,,,,,,,,,4c3ace9c-6b23-449b-aa6b-be7b258bc473,20,,"[8.7, 38.7]",3754011,0,,,,,-0.2415657,,Right Foot,,,"[63.9, 25.1]",,High Pass,,56.85068,,,Sadio Mané,3629.0,,,,,1,From Kick Off,Maarten Stekelenburg,20201.0,Goalkeeper,2,Southampton,25,['3f5d15c7-66a1-417a-a86f-6c8b1c26c461'],13,,,,,,,,,,,,,,,,,Southampton,25,00:00:13.498,Pass,
,,,,,,,,,,,,,1.639112,,,,,,,,,,,,bcaf1cdc-34e6-453b-bace-feb4495a0046,23,,"[50.7, 36.0]",3754011,0,,,,,1.5649993,,Right Foot,,,"[50.9, 70.5]",,Ground Pass,,34.50058,,,Maya Yoshida,3300.0,,,,,1,From Kick Off,Sadio Mané,3629.0,Center Attacking Midfield,2,Southampton,25,['198bdf48-4749-4109-a2a3-8521693fd186'],20,,,,,,,,,,,,,,,,,Southampton,25,00:00:20.214,Pass,
,,,,,,,,,,,,,1.801867,,,,,,,,,,,,ac3544c4-8337-4402-9abd-56cc08a5f16d,26,,"[50.9, 70.5]",3754011,0,,,,,-2.6086118,,Right Foot,,,"[37.0, 62.3]",,Ground Pass,,16.138464,,,José Miguel da Rocha Fonte,3960.0,,,,,1,From Kick Off,Maya Yoshida,3300.0,Right Back,2,Southampton,25,['5a1f649a-02a1-4494-a924-c4cbd991552d'],23,,,,,,,,,,,,,,,,,Southampton,25,00:00:23.817,Pass,
,,,,,,,,,,,,,1.041438,,,,,,,,,,,,dd155c87-88f2-4eeb-bd25-7cb9cc3dc867,29,,"[37.0, 62.3]",3754011,0,,,,,-0.26426002,,Right Foot,,,"[45.5, 60.0]",,Ground Pass,,8.80568,,,Victor Wanyama,3098.0,,,,,1,From Kick Off,José Miguel da Rocha Fonte,3960.0,Right Center Back,2,Southampton,25,['b74717e9-3670-453f-b00b-3f01ef5e18e5'],26,,,,,,,,,,,,,,,,,Southampton,25,00:00:26.882,Pass,
,,,,,,,,,,,,,6.64358,,,,,,,,,,,,88c5da57-27aa-483a-bebd-6164fcab92a8,33,,"[44.9, 55.1]",3754011,0,,,,,-0.008995259,,Left Foot,,,"[111.6, 54.5]",,High Pass,,66.7027,Incomplete,,,,,,,,1,From Kick Off,Victor Wanyama,3098.0,Right Center Midfield,2,Southampton,25,['487e2d30-e7e4-443a-af3e-a0a4d44cabd0'],28,,,,,,,,,,,,,,,,,Southampton,25,00:00:28.915,Pass,
,,,,,,,,,,,,,4.04445,,,,,,,,,,,,f6311f72-4b80-45d5-8502-feaa88b25026,36,,"[17.5, 44.8]",3754011,0,,,,,0.57767594,,Drop Kick,,,"[71.5, 80.0]",,High Pass,,64.4596,Out,,Juan Manuel Mata García,3294.0,,,,,1,From Kick Off,David de Gea Quintana,3333.0,Goalkeeper,2,Southampton,25,['2ea2a4ae-3891-479f-bbff-e83c4285c7b1'],48,,,,,,,,,,,,,,,,,Manchester United,39,00:00:48.594,Pass,
,,,,,,,,,,,,,1.755176,,,,,,,,,,,,ad0a37b7-5f01-406f-901b-abc2376714eb,38,,"[50.9, 0.1]",3754011,1,,,,,0.26681608,,,,,"[65.9, 4.2]",,High Pass,,15.550241,,,Graziano Pellè,11062.0,,,,Throw-in,1,From Throw In,Matt Targett,3651.0,Left Back,3,Southampton,25,['ad254307-dcd2-4aca-ba4b-3d72b4ea443d'],4,,,,,,,,,,,,,,,,,Southampton,25,00:01:04.633,Pass,
,,,,,,,,,,,,,0.786426,,,,,,,,,,,,08321391-eeb8-4362-998a-9729741e72c7,41,,"[62.6, 4.4]",3754011,1,,,,,3.0451188,,Right Foot,,,"[56.4, 5.0]",,High Pass,,6.228965,Incomplete,,Sadio Mané,3629.0,,,,,1,From Throw In,Graziano Pellè,11062.0,Center Forward,3,Southampton,25,"['1e6be7f2-8e7a-4c3b-8866-7a0c6f4c64f8', '8873efee-7c81-4aaa-8971-2f45fcaecef5']",7,,,,,,,,,,,,,,,,,Southampton,25,00:01:07.359,Pass,
,,,,,,,,,,,,,0.695605,,,,,,,,,,,,dd8dd836-b7f4-41ce-8fc5-4d7daf5d2443,46,,"[63.7, 73.7]",3754011,1,,,,,-1.9903549,,Right Foot,,,"[57.5, 59.8]",,Ground Pass,,15.220053,,,Morgan Schneiderlin,3600.0,,,,,1,Regular Play,Wayne Mark Rooney,3538.0,Center Attacking Midfield,4,Manchester United,39,['55dbffe3-308a-4e5d-b216-6c595cdbc1c6'],8,,,,,,,,,,,,,,,,,Manchester United,39,00:01:08.871,Pass,
,,,,,,,,,,,,,1.102993,,,,,,,,,,,,593254cd-65b4-4466-8ca8-479001f09839,48,,"[57.5, 59.8]",3754011,1,,,,,2.1870933,,Right Foot,,,"[55.8, 62.2]",,Ground Pass,,2.9410882,,,Michael Carrick,4751.0,,,,,1,Regular Play,Morgan Schneiderlin,3600.0,Left Defensive Midfield,4,Manchester United,39,['31f16be5-7860-4c3a-8748-8f747188c44f'],9,,,,,,,,,,,,,,,,,Manchester United,39,00:01:09.566,Pass,
,,,,,,,,,,,,,2.268787,,,,,,,,,,,,d4786c56-ff02-40d1-8efb-80f97f2d3de3,50,,"[55.8, 62.2]",3754011,1,,,,,-2.1081624,,Right Foot,,,"[44.3, 42.9]",,Ground Pass,,22.46642,,,Daley Blind,3311.0,,,,,1,Regular Play,Michael Carrick,4751.0,Right Defensive Midfield,4,Manchester United,39,['3adc8df6-9818-4706-873a-34b0befa1f47'],10,,,,,,,,,,,,,,,,,Manchester United,39,00:01:10.669,Pass,
,,,,,,,,,,,,,0.960008,,,,,,,,,,,,9bb72288-2560-4719-bfb6-5e00a9fb1a38,53,,"[52.5, 34.5]",3754011,1,,,,,-0.28092605,,Left Foot,,,"[72.6, 28.7]",,Ground Pass,,20.920086,,,Memphis Depay,2988.0,,,,,1,Regular Play,Daley Blind,3311.0,Left Center Back,4,Manchester United,39,['8a49ae2f-9a6e-4b93-b1ce-93a71b704441'],14,,,,,,,,,,,,,,,,,Manchester United,39,00:01:14.883,Pass,
,,,,,,,,,,,,,1.831152,,,,,,,,,,,,82a2f45a-8e87-49b7-9f5a-d26d4f6f2d75,55,,"[72.6, 28.7]",3754011,1,,,,,-2.9629617,,Right Foot,,,"[51.0, 24.8]",,Low Pass,,21.949259,,,Daley Blind,3311.0,,,,,1,Regular Play,Memphis Depay,2988.0,Left Wing,4,Manchester United,39,['695938b0-0281-4f05-aaef-43a823fea186'],15,,,,,,,,,,,,,,,,,Manchester United,39,00:01:15.843,Pass,
,,,,,,,,,,,,,0.902453,,,,,,,,,,,,f7b31e9c-0ba4-43f4-9e56-adbd487026cb,58,,"[51.0, 20.8]",3754011,1,,,,,0.9272952,,Left Foot,,,"[56.1, 27.6]",,Ground Pass,,8.5,,,Morgan Schneiderlin,3600.0,,,,,1,Regular Play,Daley Blind,3311.0,Left Center Back,4,Manchester United,39,['cc35ac99-cf32-424a-a18d-6f223f9e40ca'],19,,,,,,,,,,,,,,,,,Manchester United,39,00:01:19.300,Pass,
,,,,,,,,,,,,,1.022096,,,,,,,,,,,,75de8239-8b30-4ba0-9549-2d17b606dd7b,61,,"[56.1, 27.6]",3754011,1,,,,,1.4310875,,Right Foot,,,"[57.9, 40.4]",,Ground Pass,,12.925943,,,Michael Carrick,4751.0,,,,,1,Regular Play,Morgan Schneiderlin,3600.0,Left Defensive Midfield,4,Manchester United,39,['0ff6118f-08b4-4d75-96ee-5ff1a098796d'],21,,,,,,,,,,,,,,,,,Manchester United,39,00:01:21.532,Pass,
,,,,,,,,,,,,,0.981496,,,,,,,,,,,,43f1e6e3-b976-4369-bfb2-7001bd3cac10,64,,"[56.9, 39.2]",3754011,1,,,,,-2.4942005,,Right Foot,,,"[48.7, 33.0]",,Ground Pass,,10.280078,,,Morgan Schneiderlin,3600.0,,,,,1,Regular Play,Michael Carrick,4751.0,Right Defensive Midfield,4,Manchester United,39,['47cc110d-1fd0-40b3-8f7f-dc34435fca8e'],23,,,,,,,,,,,,,,,,,Manchester United,39,00:01:23.505,Pass,
,,,,,,,,,,,,,0.770656,,,,,,,,,,,,9d22170d-b3a8-4c5e-95aa-25c9b674641c,67,,"[53.3, 36.6]",3754011,1,,,,,0.46803355,,Right Foot,,,"[62.4, 41.2]",,Ground Pass,,10.1965685,,,Michael Carrick,4751.0,,,,,1,Regular Play,Morgan Schneiderlin,3600.0,Left Defensive Midfield,4,Manchester United,39,['a627ab54-8877-4eeb-b820-248f01c11640'],25,,,,,,,,,,,,,,,,,Manchester United,39,00:01:25.925,Pass,
,,,,,,,,,,,,,1.432205,,,,,,,,,,,,8f994c0d-6bb8-43e9-8c19-c0ec9f3d1c43,73,,"[56.9, 38.9]",3754011,1,,,,,-1.6103238,,Right Foot,,,"[56.2, 21.2]",,Ground Pass,,17.713837,,,Michael Carrick,4751.0,,,,Free Kick,1,From Free Kick,Morgan Schneiderlin,3600.0,Left Defensive Midfield,5,Manchester United,39,['84a4b944-80f9-48ce-bb0a-a667e15e2b02'],35,,,,,,,,,,,,,,,,,Manchester United,39,00:01:35.195,Pass,
,,,,,,,,,,,,,1.370613,,,,,,,,,,,,82006c60-89f3-42c6-a955-45e08261c9f4,76,,"[56.2, 21.2]",3754011,1,,,,,-1.1659045,,Right Foot,,,"[63.4, 4.4]",,Ground Pass,,18.277855,,,Faustino Marcos Alberto Rojo,3602.0,,,,,1,From Free Kick,Michael Carrick,4751.0,Right Defensive Midfield,5,Manchester United,39,['abc982d7-fedc-494c-90cc-6ae24f013470'],37,,,,,,,,,,,,,,,,,Manchester United,39,00:01:37.217,Pass,
,,,,,,,,,,,,,2.781301,,,,,,,,,,,,2ea7baa0-3943-4c1d-989e-af55dbf4c047,79,,"[63.4, 4.4]",3754011,1,,,,,2.3858469,,Left Foot,,,"[39.1, 27.3]",,Ground Pass,,33.390118,,,Daley Blind,3311.0,,,,,1,From Free Kick,Faustino Marcos Alberto Rojo,3602.0,Left Back,5,Manchester United,39,['cd10c7b5-809e-4ba3-ac56-f284148d5be1'],39,,,,,,,,,,,,,,,,,Manchester United,39,00:01:39.393,Pass,
,,,,,,,,,,,,,1.318554,,,,,,,,,,,,e2d85e62-1870-41c9-bc6f-ffa5593a32a5,81,,"[39.1, 27.3]",3754011,1,,,,,1.609451,,Left Foot,,,"[38.4, 45.4]",,Ground Pass,,18.113531,,,Chris Smalling,10958.0,,,,,1,From Free Kick,Daley Blind,3311.0,Left Center Back,5,Manchester United,39,['448ea5ca-ec6b-4561-b8ff-eccbc9b17e03'],42,,,,,,,,,,,,,,,,,Manchester United,39,00:01:42.175,Pass,
,,,,,,,,,,,,,1.840665,,,,,,,,,,,,6417ade0-da04-49a5-9a03-9f926d917d4c,84,,"[38.8, 50.1]",3754011,1,,,,,-1.7708491,,Right Foot,,,"[34.4, 28.4]",,Ground Pass,,22.14159,,,Daley Blind,3311.0,,,,,1,From Free Kick,Chris Smalling,10958.0,Right Center Back,5,Manchester United,39,['4242c92c-4c94-4cfb-8507-86c924124f6d'],46,,,,,,,,,,,,,,,,,Manchester United,39,00:01:46.303,Pass,
,,,,,,,,,,,,,1.523836,,,,,,,,,,,,2413f810-1515-428a-8921-4c74c6cb2d8a,87,,"[37.7, 27.6]",3754011,1,,,,,-1.2877005,,Left Foot,,,"[44.1, 5.6]",,Ground Pass,,22.912006,,,Faustino Marcos Alberto Rojo,3602.0,,,,,1,From Free Kick,Daley Blind,3311.0,Left Center Back,5,Manchester United,39,['e9315169-bbb5-4a1d-a365-4d3705f32fc5'],50,,,,,,,,,,,,,,,,,Manchester United,39,00:01:50.059,Pass,
,,,,,,,,,,,,,2.201061,,,,,,,,,,,,a7eeefb8-a52e-41b2-b2f6-47ff945b9056,91,,"[44.1, 2.8]",3754011,1,,,,,0.16648856,,Left Foot,,,"[80.4, 8.9]",,High Pass,,36.808968,,,Anthony Martial,20039.0,,,,,1,From Free Kick,Faustino Marcos Alberto Rojo,3602.0,Left Back,5,Manchester United,39,"['238c5046-d00a-4451-ae02-abd1995714d4', 'c39df2a8-416e-4284-ab2a-78e6c7296e53']",52,,,,,,,,,,,,,,,,,Manchester United,39,00:01:52.859,Pass,True
,,,,,,,,,,,,,1.857576,,,,,,,,,,,,715c4b94-d077-4658-8451-3977ef08a515,94,,"[80.4, 8.9]",3754011,1,,,,True,-0.77955025,,,,,"[89.0, 0.4]",,High Pass,,12.091733,Out,,Memphis Depay,2988.0,,,,,1,From Free Kick,Anthony Martial,20039.0,Center Forward,5,Manchester United,39,"['4b422c15-4388-4cac-b57f-2ff8846a59ac', 'c5942eea-a41e-45a8-b605-7c572ef59f2b']",55,,,,,,,,,,,,,,,,,Manchester United,39,00:01:55.060,Pass,True
,,,,,,,,,,,,,1.019317,,,,,,,,,,,,45389dce-6c55-42bc-9d02-3ce04fbd4439,96,,"[25.3, 80.0]",3754011,2,,,,,-1.1427069,,,,,"[30.0, 69.7]",,High Pass,,11.321661,,,Victor Wanyama,3098.0,,,,Throw-in,1,From Throw In,Maya Yoshida,3300.0,Right Back,6,Southampton,25,['9f6bed09-53e1-447f-9456-3ba108b82a14'],5,,,,,,,,,,,,,,,,,Southampton,25,00:02:05.479,Pass,
,,,,,,,,,,,,,0.853709,,,,,,,,,,,,e43dedde-57dc-40b3-8c3a-8fe4e4e97957,99,,"[30.0, 69.7]",3754011,2,,,,,2.306236,,Right Foot,,,"[24.3, 76.0]",,Ground Pass,,8.495881,,,Maya Yoshida,3300.0,,,,,1,From Throw In,Victor Wanyama,3098.0,Right Center Midfield,6,Southampton,25,['3cdf9801-c6b1-43a3-9e25-9a8277591480'],6,,,,,,,,,,,,,,,,,Southampton,25,00:02:06.539,Pass,
,,,,,,,,,,,,,0.956239,,,,,,,,,,,,a2ed51e1-9af2-426f-b917-d70cae376636,102,,"[24.3, 76.0]",3754011,2,,,,,-0.12970254,,Left Foot,,,"[45.0, 73.3]",,High Pass,,20.875345,Incomplete,,,,,,,,1,From Throw In,Maya Yoshida,3300.0,Right Back,6,Southampton,25,['17341d0a-d2ee-4c77-a73a-2683d9e8e692'],7,,,,,,,,,,,,,,,,,Southampton,25,00:02:07.432,Pass,
,,,,,,,,,,,,,1.6074,,,,,,,,,,,,17341d0a-d2ee-4c77-a73a-2683d9e8e692,103,,"[75.1, 6.8]",3754011,2,,,,,0.0,,Left Foot,,,"[87.2, 6.8]",,Low Pass,,12.1,Incomplete,,Memphis Depay,2988.0,,,,Recovery,1,From Throw In,Michael Carrick,4751.0,Right Defensive Midfield,6,Southampton,25,"['9ef9bd03-cee2-438d-811b-26f8595544bd', 'a2ed51e1-9af2-426f-b917-d70cae376636', 'ed67a71b-8274-4149-97c0-6a5bc34c6961']",8,,,,,,,,,,,,,,,,,Manchester United,39,00:02:08.389,Pass,
,,,,,,,,,,,,,2.186161,,,,,,,,,,,,1290fb38-c5a6-4e02-acc9-19e2de058a73,106,,"[84.7, 0.1]",3754011,2,,,,,2.1769962,,,,,"[68.2, 23.9]",,High Pass,,28.960146,,,Morgan Schneiderlin,3600.0,,,,Throw-in,1,From Throw In,Faustino Marcos Alberto Rojo,3602.0,Left Back,7,Manchester United,39,['adb2672a-09f0-4bd7-80fe-b1fcbdca95f2'],18,,,,,,,,,,,,,,,,,Manchester United,39,00:02:18.192,Pass,
,,,,,,,,,,,,,1.293534,,,,,,,,,,,,93fd5fc8-1a73-427b-b3c9-fdf64b746039,109,,"[69.0, 23.3]",3754011,2,,,,,-1.4689989,,Right Foot,,,"[70.9, 4.7]",,Ground Pass,,18.69679,,,Michael Carrick,4751.0,,,,,1,From Throw In,Morgan Schneiderlin,3600.0,Left Defensive Midfield,7,Manchester United,39,['ec7fdabc-d336-435a-9e8b-617a037b4f77'],21,,,,,,,,,,,,,,,,,Manchester United,39,00:02:21.113,Pass,
,,,,,,,,,,,,,1.100723,,,,,,,,,,,,ecd54bab-42a3-4def-a641-bf8522cff3f9,115,,"[63.1, 0.1]",3754011,2,,,,,1.1583859,,,,,"[69.4, 14.5]",,High Pass,,15.717824,,,Memphis Depay,2988.0,,,,Throw-in,1,From Throw In,Faustino Marcos Alberto Rojo,3602.0,Left Back,8,Manchester United,39,['8799811e-679d-4566-b03e-2afacf5ba414'],34,,,,,,,,,,,,,,,,,Manchester United,39,00:02:34.124,Pass,
,,,,,,,,,,,,,0.941889,,,,,,,,,,,,95fbcdc3-2df0-4379-be9b-137b4cb3f0ff,119,,"[69.8, 16.0]",3754011,2,,,,,-1.9997575,,Right Foot,,,"[63.9, 3.1]",,Low Pass,,14.185204,,,Faustino Marcos Alberto Rojo,3602.0,,,,,1,From Throw In,Memphis Depay,2988.0,Left Wing,8,Manchester United,39,"['24dd0b44-d1c4-472d-b0fb-be7bd0b945f0', '7da57d2b-7e40-4b0f-ae21-8396f80dee73']",35,,,,,,,,,,,,,,,,,Manchester United,39,00:02:35.588,Pass,True
,,,,,,,,,,,,,0.796599,,,,,,,,,,,,a2cdd0c8-97ec-4fdc-8f19-98660b927dd0,122,,"[63.9, 3.7]",3754011,2,,,,,0.08550529,,Left Foot,,,"[70.9, 4.3]",,Ground Pass,,7.025667,,,Memphis Depay,2988.0,,,,,1,From Throw In,Faustino Marcos Alberto Rojo,3602.0,Left Back,8,Manchester United,39,['9a716330-462e-48bf-be49-de226af7affd'],38,,,,,,,,,,,,,,,,,Manchester United,39,00:02:38.406,Pass,
