ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,True,,,,,,,2.239997,,,,,,,,,,,,,7c504418-131a-4732-9582-41bda352ad6e,37,,"[32.3, 50.6]",3754061,0,,,,,-2.9136255,,Right Foot,,,,"[7.3, 44.8]",,Ground Pass,,25.663982,,,Thibaut Courtois,3509.0,,,,,Interception,1,From Kick Off,César Azpilicueta Tanco,3957.0,Right Back,2,Chelsea,33,"['ae4ae471-6020-466e-8d32-ba76f1ced264', 'b87ca166-908f-4641-a1c7-867ec1de0c17']",27,,,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:27.647,Pass,
,,,,,,,,,,,,,,,,,,2.342804,,,,,,,,,,,,,9c768839-e168-4bbb-9e1a-97865d7e7639,39,,"[7.3, 44.8]",3754061,0,,,,,0.67604387,,Left Foot,,,,"[44.7, 74.8]",,High Pass,,47.945385,,,Willian Borges da Silva,3472.0,,,,,,1,From Kick Off,Thibaut Courtois,3509.0,Goalkeeper,2,Chelsea,33,['717e444d-9cd6-481c-a21a-17963ee79ce0'],29,,,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:29.887,Pass,
,,,,,,,,,,,,,,,,,,1.318845,,,,,,,,,,,,,949bb55e-4c11-4a1f-b06d-b0bca5caae63,41,,"[44.7, 74.8]",3754061,0,,,,,2.9856367,,Head,,,,"[28.8, 77.3]",,Low Pass,,16.09534,,,César Azpilicueta Tanco,3957.0,,,,,,1,From Kick Off,Willian Borges da Silva,3472.0,Right Wing,2,Chelsea,33,['5e16d941-bf03-4cf3-a184-b16a3359c3fc'],32,,,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:32.230,Pass,
,,,,,,,,,,,,,,,,,,1.187457,,,,,,,,,,,,,1f29e5a3-c2a4-4dd7-a49f-5f2b83e426b5,44,,"[28.8, 77.3]",3754061,0,,,,,-0.5171421,,Left Foot,,,,"[55.7, 62.0]",,Ground Pass,,30.946728,Incomplete,,,,,,,,,1,From Kick Off,César Azpilicueta Tanco,3957.0,Right Back,2,Chelsea,33,['e4c988ee-74f4-4928-b71a-1226ca82446c'],33,,,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:33.609,Pass,
,,,,,,,,,,,,,,,,,,2.151439,,,,,,,,,,,,,e4c988ee-74f4-4928-b71a-1226ca82446c,45,,"[64.4, 18.1]",3754061,0,,,,,-1.7387886,,Head,,,,"[61.5, 1.0]",,High Pass,,17.344164,,,Erik Pieters,3467.0,,,,,Recovery,1,Regular Play,Gilbert Gianelli Imbula Wanga,4346.0,Left Defensive Midfield,3,Stoke City,30,"['13813da4-0f18-4199-b9a7-cf7102c86082', '1f29e5a3-c2a4-4dd7-a49f-5f2b83e426b5']",34,,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:34.796,Pass,
,,,,,,,,,,,,,,,,,,1.539967,,,,,,,,,,,,,c111e870-ffc8-4514-af87-be44060475a7,48,,"[54.3, 4.1]",3754061,0,,,,,3.068663,,Left Foot,,,,"[32.4, 5.7]",,Ground Pass,,21.95837,,,Marc Muniesa Martínez,6560.0,,,,,,1,Regular Play,Erik Pieters,3467.0,Left Back,3,Stoke City,30,['26c4d9fc-a604-4b9e-ba84-299890efa93a'],39,,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:39.522,Pass,
,,,,,,,,,,,,,,,,,,2.416132,,,,,,,,,,,,,4f4fd581-b855-488f-9946-a7f2d97b6c04,50,,"[32.4, 5.7]",3754061,0,,,,,1.5936495,,Left Foot,,,,"[31.6, 40.7]",,Ground Pass,,35.00914,,,Philipp Wollscheid,40121.0,,,,,,1,Regular Play,Marc Muniesa Martínez,6560.0,Left Center Back,3,Stoke City,30,['54703bfb-6efa-4974-9e68-4d8ffd9a8ba7'],41,,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:41.062,Pass,
,,,,,,,,,,,,,,,,,,1.287938,,,,,,,,,,,,,1a682dc6-f41e-48c6-8010-c8c3099c7c97,53,,"[31.6, 40.7]",3754061,0,,,,,-0.8519663,,Right Foot,,,,"[45.6, 24.7]",,Ground Pass,,21.260292,,,Gilbert Gianelli Imbula Wanga,4346.0,,,,,,1,Regular Play,Philipp Wollscheid,40121.0,Right Center Back,3,Stoke City,30,['ad08b1fe-abbf-4217-83ef-90aa006a8b35'],44,,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:44.772,Pass,
,,,,,,,,,,,,,,,,,,1.221746,,,,,,,,,,,,,036186b3-fb11-4da5-82c0-1e499e774915,56,,"[46.7, 21.3]",3754061,0,,,,,-0.32915783,,Left Foot,,,,"[66.9, 14.4]",,Ground Pass,,21.34596,,,Marko Arnautović,3325.0,,,,,,1,Regular Play,Gilbert Gianelli Imbula Wanga,4346.0,Left Defensive Midfield,3,Stoke City,30,['26901868-6ed7-4136-ae77-978715782a2a'],49,,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:49.184,Pass,
,,,,,,,,,,,,,,,,,,1.067985,,,,,,,,,,,,,4ada91f0-43af-46f6-a28f-b7150d9e7aab,60,,"[54.5, 18.4]",3754061,0,,,,,1.3383869,,Right Foot,,,,"[58.5, 35.3]",,Ground Pass,,17.366922,,,Ibrahim Afellay,4891.0,,,,,,1,Regular Play,Marko Arnautović,3325.0,Left Wing,3,Stoke City,30,"['3a8d214f-ef50-4ac5-8b46-c68576613f88', 'aef1e85c-7139-404f-a34b-e6474e773d01']",53,,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:53.148,Pass,True
,,,,,,,,,,,,,,,,,,1.569746,,,,,,,,,,,,,1025e8b5-ed0a-42b1-8a2c-d0a98eb60c3a,63,,"[58.5, 35.5]",3754061,0,,,,,1.9098362,,Right Foot,,,,"[51.2, 56.2]",,Ground Pass,,21.949488,,,Philipp Wollscheid,40121.0,,,,,,1,Regular Play,Ibrahim Afellay,4891.0,Center Attacking Midfield,3,Stoke City,30,['8634ccc3-19ba-4b7b-9231-4f8e94bd3d42'],54,,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:54.432,Pass,
,,,,,,,,,,,,,,,,,,1.395516,,,,,,,,,,,,,b6e4fbe9-a3eb-4f90-ab4c-04817f99e2aa,66,,"[53.3, 60.9]",3754061,0,,,,,0.61848736,,Right Foot,,,,"[74.8, 76.2]",,Ground Pass,,26.388254,,,Geoff Cameron,3480.0,,,,,,1,Regular Play,Philipp Wollscheid,40121.0,Right Center Back,3,Stoke City,30,['bfb5ad72-36b8-4dc0-828f-ad6f30665856'],57,,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:57.147,Pass,
,,,,,,,,,,,,,,,,,,2.083141,,,,,,,,,,,,,5d839a6f-a0ab-4e01-8008-f0992c7cd028,70,,"[73.9, 77.0]",3754061,0,,,,,-0.055498507,,Right Foot,,,,"[99.1, 75.6]",,Ground Pass,,25.23886,,,Xherdan Shaqiri,3533.0,,,,,,1,Regular Play,Geoff Cameron,3480.0,Right Back,3,Stoke City,30,"['c01c8ff9-8bf0-47c2-b88d-25309f441f12', 'edce73ef-7dc5-4be8-9457-cdcdb98a6b10']",59,,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:59.204,Pass,True
,,,,,,,,,,,,,,,,,,0.104782,,,,,,,,,,,,,bd27a1cf-7023-40f7-a9b8-c133435d3a59,75,,"[100.2, 76.8]",3754061,1,,,,,-3.0466409,,Left Foot,,,,"[98.1, 76.6]",,Ground Pass,,2.1095023,Incomplete,,Geoff Cameron,3480.0,,,,,,1,Regular Play,Xherdan Shaqiri,3533.0,Right Wing,3,Stoke City,30,"['43ab2f20-6754-40b3-9a4b-e7439429a511', '72be39be-d108-4d32-a297-875d33532f2b', 'b6289838-5e25-4b3a-8eab-140c8fb46cd5']",2,,,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:02.920,Pass,True
,,,,,,,,,,,,,,,,,,1.329704,,,,,,,,,,,,,3d5e4ff2-44fb-4a2d-84ef-397605018c6a,78,,"[83.4, 80.0]",3754061,1,,True,,,-0.52053756,,,,,,"[106.6, 66.7]",,High Pass,,26.741915,Incomplete,,Mame Biram Diouf,3603.0,,,,,Throw-in,1,From Throw In,Geoff Cameron,3480.0,Right Back,4,Stoke City,30,"['305f18f6-abd3-4ba5-a7b9-277983ae835a', '34aeb88c-4132-4431-8365-8def4b4be425']",12,,,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:12.645,Pass,
,,,,,,,,,,,,,,,,,,1.378687,,,,,,,,,,,,,d8680036-45fe-481f-a302-de142f844671,81,,"[78.3, 69.8]",3754061,1,,,,,-0.3025557,,Head,,,,"[95.6, 64.4]",,High Pass,,18.12319,Incomplete,,,,,,,,Recovery,1,From Throw In,Geoff Cameron,3480.0,Right Back,4,Stoke City,30,['1275a4bb-5d43-4ca3-8ee6-901427f7da89'],16,,,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:16.617,Pass,
,,,,,,,,,,,,,,,,,,1.103552,,,,,,,,,,,,,4eb5f38c-5bf8-44d8-a7e8-f407dae1509b,83,,"[57.0, 67.9]",3754061,1,,,,,-0.81871915,,Head,,,,"[62.8, 61.7]",,High Pass,,8.489994,,,Glenn Whelan,9625.0,,,,,Recovery,1,From Throw In,Philipp Wollscheid,40121.0,Right Center Back,4,Stoke City,30,['6a27dbda-5ea2-43d7-bf93-120a6aa65294'],20,,,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:20.081,Pass,
,,,,,,,,,,,,,,,,,,3.197713,,,,,,,,,,,,,8da388c7-85f6-4450-bfbf-3a3838d6cf60,86,,"[61.1, 61.1]",3754061,1,,,,,-2.687417,,Right Foot,,,,"[31.4, 46.6]",,Ground Pass,,33.050568,,,Marc Muniesa Martínez,6560.0,,,,,,1,From Throw In,Glenn Whelan,9625.0,Right Defensive Midfield,4,Stoke City,30,['3a87b97c-0fdc-463d-9c18-3d03e657ff7c'],21,,,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:21.970,Pass,
,,,,,,,,,,,,,,,,,,2.378466,,,,,,,,,,,,,b4a211fc-b405-44b6-bc8b-eb7b587e1095,88,,"[31.4, 46.6]",3754061,1,,,,,-2.9572031,,Right Foot,,,,"[6.2, 41.9]",,Ground Pass,,25.634546,,,Jack Butland,3537.0,,,,,,1,From Throw In,Marc Muniesa Martínez,6560.0,Left Center Back,4,Stoke City,30,['b0885df8-563b-471b-91ec-56d9d92ae005'],25,,,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:25.167,Pass,
,,,,,,,,,,,,,,,,,,4.308057,,,,,,,,,,,,,57faf63f-6e9b-4ecb-8cf3-67964695dcca,90,,"[6.2, 41.9]",3754061,1,,,,,0.15374084,,Right Foot,,,,"[88.8, 54.7]",,High Pass,,83.585884,Incomplete,,Mame Biram Diouf,3603.0,,,,,,1,From Throw In,Jack Butland,3537.0,Goalkeeper,4,Stoke City,30,"['00c3ab3e-e8ef-47fe-bf55-d65666c64298', '28986481-7c1d-4dea-9c6b-877ae7ab24b8']",27,,,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:27.546,Pass,
,,,,,,,,,,,,,,,,,,1.701626,,,,,,,,,,,,,00c3ab3e-e8ef-47fe-bf55-d65666c64298,92,,"[31.3, 25.4]",3754061,1,,,,,1.9875699,,Head,,,,"[22.8, 44.6]",,Low Pass,,20.997381,,,Gary Cahill,3645.0,,,,,Recovery,1,Regular Play,Branislav Ivanović,5594.0,Left Center Back,5,Chelsea,33,"['57faf63f-6e9b-4ecb-8cf3-67964695dcca', 'b5356e7b-70e3-48f3-b299-055473ea1148']",31,,,,,,,,,,,,,,,,,,,,Chelsea,33,00:01:31.854,Pass,
,,,,,,,,,,,,,,,,,,2.08431,,,,,,,,,,,,,3eaa0bda-0030-476a-89b7-b6602dca873c,95,,"[20.4, 47.7]",3754061,1,,,,,1.3381525,,Right Foot,,,,"[27.2, 76.4]",,Ground Pass,,29.494576,,,César Azpilicueta Tanco,3957.0,,,,,,1,Regular Play,Gary Cahill,3645.0,Right Center Back,5,Chelsea,33,['8fce0271-f2af-4df9-88cc-635d674cb70b'],35,,,,,,,,,,,,,,,,,,,,Chelsea,33,00:01:35.752,Pass,
,,,,,,,,,,,,,,,,,,1.267581,,,,,,,,,,,,,2c13fb8d-57fa-4a1b-b4c7-ce5162f95703,97,,"[27.2, 76.4]",3754061,1,,,,,-1.5327195,,Right Foot,,,,"[27.6, 65.9]",,Ground Pass,,10.507616,,,John Michael Nchekwube Obinna,5475.0,,,,,,1,Regular Play,César Azpilicueta Tanco,3957.0,Right Back,5,Chelsea,33,['7e1fb0ac-5f85-41e3-84ee-85edbaf1db53'],37,,,,,,,,,,,,,,,,,,,,Chelsea,33,00:01:37.836,Pass,
,,,,,,,,,,,,,,,,,,1.395127,,,,,,,,,,,,,873432f3-be33-49b8-8f95-cef1bc700100,99,,"[27.6, 65.9]",3754061,1,,,,,0.09144729,,Right Foot,,,,"[50.5, 68.0]",,Ground Pass,,22.996086,,,Willian Borges da Silva,3472.0,,,,,,1,Regular Play,John Michael Nchekwube Obinna,5475.0,Right Defensive Midfield,5,Chelsea,33,['ff3a41e4-98c3-4ee2-acea-6aee897dcf36'],39,,,,,,,,,,,,,,,,,,,,Chelsea,33,00:01:39.103,Pass,
,,,,,,,,,,,,,,,,,,0.908178,,,,,,,,,,,,,c6c80db0-8cb0-44af-b469-1e2856c58b71,108,,"[77.2, 18.4]",3754061,1,,,,,1.4982494,,Right Foot,,,,"[79.7, 52.8]",,Ground Pass,,34.490723,,,Xherdan Shaqiri,3533.0,,,,,,1,Regular Play,Marko Arnautović,3325.0,Left Wing,6,Stoke City,30,['2b18740e-d1ad-4a52-839c-785c964f0c1b'],44,,,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:44.986,Pass,
