ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c76f54cd-5e5e-440d-bd42-56d28490ec18,1,,,3754061,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea,33,,0,,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3957, 'name': 'César Azpilicueta Tanco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 3645, 'name': 'Gary Cahill'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 24}, {'player': {'id': 5594, 'name': 'Branislav Ivanović'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 12325, 'name': 'Abdul Rahman Baba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 5475, 'name': 'John Michael Nchekwube Obinna'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 3381, 'name': 'Nemanja Matić'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3472, 'name': 'Willian Borges da Silva'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 40122, 'name': 'Oscar dos Santos Emboaba Júnior'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 3621, 'name': 'Eden Hazard'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 2956, 'name': 'Bertrand Isidore Traoré'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Chelsea,33,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6344491f-a9be-4a48-88d4-f78d4d42dfce,2,,,3754061,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea,33,,0,,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3480, 'name': 'Geoff Cameron'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 6560, 'name': 'Marc Muniesa Martínez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 4346, 'name': 'Gilbert Gianelli Imbula Wanga'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3533, 'name': 'Xherdan Shaqiri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 3325, 'name': 'Marko Arnautović'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 3603, 'name': 'Mame Biram Diouf'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Stoke City,30,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,aa77deef-5947-414e-a35e-ea1a54658a6f,3,,,3754061,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea,33,['b49b2fad-f24e-474d-b833-8367235b9a8a'],0,,,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b49b2fad-f24e-474d-b833-8367235b9a8a,4,,,3754061,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea,33,['aa77deef-5947-414e-a35e-ea1a54658a6f'],0,,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,72d2739d-e9ea-486f-baeb-4650240be049,1737,,,3754061,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,108,Stoke City,30,['481dc326-9854-4013-8c39-f59682b8dfa8'],0,,,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,481dc326-9854-4013-8c39-f59682b8dfa8,1738,,,3754061,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,108,Stoke City,30,['72d2739d-e9ea-486f-baeb-4650240be049'],0,,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.241687,,,,,,,,,,,,,d67656da-11ac-4c4d-8e93-9f0639421a26,5,,"[61.0, 40.1]",3754061,0,,,,,1.6396528,,Left Foot,,,,"[60.8, 43.0]",,Ground Pass,,2.9068885,,,Oscar dos Santos Emboaba Júnior,40122.0,,,,,Kick Off,1,From Kick Off,Bertrand Isidore Traoré,2956.0,Center Forward,2,Chelsea,33,['192ce440-bea8-403e-80b6-b95a33f54933'],0,,,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:00.206,Pass,
,,,,,,,,,,,,,,,,,,1.099657,,,,,,,,,,,,,87d5963e-5336-48fd-a31f-3561dfd04242,7,,"[61.7, 41.6]",3754061,0,,,,,-3.1198568,,Right Foot,,,,"[47.9, 41.3]",,Ground Pass,,13.803261,,,Nemanja Matić,3381.0,,,,,,1,From Kick Off,Oscar dos Santos Emboaba Júnior,40122.0,Center Attacking Midfield,2,Chelsea,33,['6441aefe-59a7-42f8-ade8-9ae47e0e0ba2'],0,,,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:00.448,Pass,
,,,,,,,,,,,,,,,,,,1.279999,,,,,,,,,,,,,afd0c6a9-2ca4-4597-a9cd-87f3a62b8590,10,,"[47.2, 38.4]",3754061,0,,,,,-1.8849134,,Left Foot,,,,"[40.8, 18.7]",,Ground Pass,,20.713522,,,Abdul Rahman Baba,12325.0,,,,,,1,From Kick Off,Nemanja Matić,3381.0,Left Defensive Midfield,2,Chelsea,33,['37f7f7ed-9a15-43b9-94b3-d456ec84be1b'],2,,,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:02.675,Pass,
,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,7dd2533e-1511-4649-b85f-f112f8313b59,13,,"[38.3, 18.8]",3754061,0,,,,,1.6648165,,Right Foot,,,,"[34.0, 64.4]",,Ground Pass,,45.80229,,,Gary Cahill,3645.0,,True,,,,1,From Kick Off,Abdul Rahman Baba,12325.0,Left Back,2,Chelsea,33,['8893981e-1083-435d-94af-c064841c5127'],5,,,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:05.403,Pass,
,,,,,,,,,,,,,,,,,,1.299199,,,,,,,,,,,,,51562f07-fdd4-4b94-85e2-278b3c372285,16,,"[34.0, 64.5]",3754061,0,,,,,-1.720212,,Right Foot,,,,"[29.8, 36.6]",,Ground Pass,,28.214357,,,Branislav Ivanović,5594.0,,,,,,1,From Kick Off,Gary Cahill,3645.0,Right Center Back,2,Chelsea,33,['b1e324a8-c048-40d9-af77-5aac0f2c09a2'],8,,,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:08.494,Pass,
,,,,,,,,,,,,,,,,,,1.471453,,,,,,,,,,,,,5832ad35-4606-4f6c-a702-941e4956b784,19,,"[30.2, 37.6]",3754061,0,,,,,1.0798414,,Right Foot,,,,"[44.1, 63.6]",,Ground Pass,,29.482368,,,John Michael Nchekwube Obinna,5475.0,,,,,,1,From Kick Off,Branislav Ivanović,5594.0,Left Center Back,2,Chelsea,33,['867aee95-8179-4c9f-8772-5c0d4ee61c09'],11,,,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:11.324,Pass,
,,,,,,,,,,,,,,,,,,1.696565,,,,,,,,,,,,,496fcd13-4a61-4d10-869e-e81400a671c7,21,,"[44.1, 63.6]",3754061,0,,,,,3.0235868,,Right Foot,,,,"[24.7, 65.9]",,Ground Pass,,19.535864,,,Gary Cahill,3645.0,,,,,,1,From Kick Off,John Michael Nchekwube Obinna,5475.0,Right Defensive Midfield,2,Chelsea,33,['ea194cfc-53cc-4aa4-af70-ae7aa5003376'],12,,,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:12.795,Pass,
,,,,,,,,,,,,,,,,,,3.104944,,,,,,,,,,,,,d8b102ab-dc03-4e5b-b2dd-f3f1a24bc4d5,24,,"[34.0, 58.8]",3754061,0,,,,,-1.2022805,,Right Foot,,,,"[55.2, 3.9]",,High Pass,,58.85108,,,Abdul Rahman Baba,12325.0,,True,,,,1,From Kick Off,Gary Cahill,3645.0,Right Center Back,2,Chelsea,33,['3e7586f0-8450-45c3-8d24-278efcaeb474'],16,,,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:16.777,Pass,
,,,,,,,,,,,,,,,,,,1.124553,,,,,,,,,,,,,5deb2def-7722-40c1-854e-d334601214de,27,,"[55.2, 3.9]",3754061,0,,,,,0.88459754,,Left Foot,,,,"[64.7, 15.5]",,Low Pass,,14.993666,,,Eden Hazard,3621.0,,,,,,1,From Kick Off,Abdul Rahman Baba,12325.0,Left Back,2,Chelsea,33,['9ab929bf-0240-451b-8a5f-6af4cea75bec'],20,,,,,,,,,,,,,,,,,,,,Chelsea,33,00:00:20.861,Pass,
,,,,,,,,,,,,,,,,,,1.11105,,,,,,,,,,,,,3936f9a8-12f4-42ae-a9ae-d72cf966b00a,32,,"[58.0, 63.6]",3754061,0,,,,,-0.5425028,,Right Foot,,,,"[72.1, 55.1]",,Ground Pass,,16.4639,,,Mame Biram Diouf,3603.0,,,,,,1,From Kick Off,Geoff Cameron,3480.0,Right Back,2,Chelsea,33,['9568ef91-6f0c-41a3-a4dd-342d4183da7c'],23,,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:23.855,Pass,
,,,,,,,,,,,,,,,,,,1.743278,,,,,,,,,,,,,ae4ae471-6020-466e-8d32-ba76f1ced264,35,,"[73.5, 54.7]",3754061,0,,,,,-1.0546467,,Left Foot,,,,"[87.8, 29.5]",,Ground Pass,,28.974644,Incomplete,,Marko Arnautović,3325.0,,,,,,1,From Kick Off,Mame Biram Diouf,3603.0,Center Forward,2,Chelsea,33,"['7c504418-131a-4732-9582-41bda352ad6e', 'cf85b85c-5717-4527-a9c0-4ae8b656e5d4']",25,,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:25.904,Pass,
