50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,2.554282,,,,,,,,,,,,,3f9217b3-c2fb-416b-98c8-cdbf7b9a574a,17,,"[28.5, 55.1]",3754310,0,,,,,-1.6308506,,Right Foot,,,"[26.6, 23.5]",Ground Pass,,31.657068,,,,,Daley Blind,3311.0,,,,,1,From Kick Off,Chris Smalling,10958.0,Right Center Back,2,Manchester United,39,['f03b6e13-c349-433a-be89-d61eac6c692d'],8,,,,,,,,,,,,,,,,,Manchester United,39,00:00:08.081,Pass,
,,,,,,,,,,,,,,,,,2.198473,,,,,,,,,,,,,9305e2b3-c98a-4c8f-b045-18921c002512,20,,"[30.4, 22.2]",3754310,0,,,,,1.5922216,,Left Foot,,,"[29.8, 50.2]",Ground Pass,,28.006428,,,,,Chris Smalling,10958.0,,,,,1,From Kick Off,Daley Blind,3311.0,Left Center Back,2,Manchester United,39,['29567134-ee9b-4edf-a1f3-d0dd1e40f830'],11,,,,,,,,,,,,,,,,,Manchester United,39,00:00:11.500,Pass,
,,,,,,,,,,,,,,,,,1.20405,,,,,,,,,,,,,dd1cd491-691e-4e38-9861-61bb21bd8120,23,,"[34.5, 56.0]",3754310,0,,,,,0.16093373,,Right Foot,,,"[49.9, 58.5]",Ground Pass,,15.601603,,,,,Juan Manuel Mata García,3294.0,,,,,1,From Kick Off,Chris Smalling,10958.0,Right Center Back,2,Manchester United,39,['8ebaf94b-013c-4346-8169-90f23fd25eb7'],14,,,,,,,,,,,,,,,,,Manchester United,39,00:00:14.518,Pass,
,,,,,,,,,,,,,,,,,1.472414,,,,,,,,,,,,,c0cd513a-ec28-4f0e-8a61-de4119bda148,26,,"[43.5, 59.0]",3754310,0,,,,,-2.8904316,,Left Foot,,,"[28.3, 55.1]",Ground Pass,,15.692355,,,,,Chris Smalling,10958.0,,,,,1,From Kick Off,Juan Manuel Mata García,3294.0,Right Center Midfield,2,Manchester United,39,['767fb7b2-3fa2-4fcd-b1c3-91c6665fea77'],16,,,,,,,,,,,,,,,,,Manchester United,39,00:00:16.705,Pass,
,,,,,,,,,,,,,,,,,2.148747,,,,,,,,,,,,,b6f5ce84-5b03-4157-8ab9-d0cb282f72f2,29,,"[28.3, 54.9]",3754310,0,,,,,-1.5646425,,Right Foot,,,"[28.5, 22.4]",Ground Pass,,32.500614,,,,,Daley Blind,3311.0,,,,,1,From Kick Off,Chris Smalling,10958.0,Right Center Back,2,Manchester United,39,['19494271-3193-4668-8579-6f185cc44e83'],19,,,,,,,,,,,,,,,,,Manchester United,39,00:00:19.030,Pass,
,,,,,,,,,,,,,,,,,1.188672,,,,,,,,,,,,,0b3e4757-769c-4858-98d6-968e537e65a0,32,,"[42.4, 9.8]",3754310,0,,,,,-0.495383,,Left Foot,,,"[54.8, 3.1]",Ground Pass,,14.094325,,,,,Matteo Darmian,4587.0,,,,,1,From Kick Off,Daley Blind,3311.0,Left Center Back,2,Manchester United,39,['291b54b8-1c7c-447d-ade6-58dca24c9de0'],24,,,,,,,,,,,,,,,,,Manchester United,39,00:00:24.284,Pass,
,,,,,,,,,,,,,,,,,2.669601,,,,,,,,,,,,,a6460614-c49c-47f3-b1fb-0adcfee2e5ab,35,,"[52.9, 3.4]",3754310,0,,,,,2.608981,,Right Foot,,,"[28.3, 17.9]",Ground Pass,,28.555386,,,,,Daley Blind,3311.0,,,,,1,From Kick Off,Matteo Darmian,4587.0,Left Back,2,Manchester United,39,['44b651b0-2f2c-474e-b8e2-9502ebf8f831'],26,,,,,,,,,,,,,,,,,Manchester United,39,00:00:26.261,Pass,
,,,,,,,,,,,,,,,,,1.130111,,,,,,,,,,,,,0ab46c7b-e63d-43fb-8f99-667ee2413e5e,38,,"[29.2, 18.1]",3754310,0,,,,,1.2246604,,Left Foot,,,"[33.6, 30.3]",Ground Pass,,12.969194,,,,,Morgan Schneiderlin,3600.0,,,,,1,From Kick Off,Daley Blind,3311.0,Left Center Back,2,Manchester United,39,['5fd75f21-1199-4e5b-9285-602b0725953d'],29,,,,,,,,,,,,,,,,,Manchester United,39,00:00:29.960,Pass,
,,,,,,,,,,,,,,,,,2.456441,,,,,,,,,,,,,6f562717-a188-4f5f-a92e-e4fca8fdc855,42,,"[32.4, 32.7]",3754310,0,,,,,1.7234457,,Right Foot,,,"[27.4, 65.2]",Ground Pass,,32.882366,,,,,Chris Smalling,10958.0,,,,,1,From Kick Off,Morgan Schneiderlin,3600.0,Center Defensive Midfield,2,Manchester United,39,"['b13fd9fa-a010-442e-9303-847c57aedae2', 'b5c3dbb2-9886-46f5-b958-5b8bdf1078fa']",31,,,,,,,,,,,,,,,,,Manchester United,39,00:00:31.992,Pass,True
,,,,,,,,,,,,,,,,,2.46196,,,,,,,,,,,,,82cf9438-dc87-46d6-8a36-508afb5a54ae,45,,"[28.7, 62.6]",3754310,0,,,,,-1.608657,,Right Foot,,,"[27.2, 23.0]",Ground Pass,,39.6284,,,,,Daley Blind,3311.0,,,,,1,From Kick Off,Chris Smalling,10958.0,Right Center Back,2,Manchester United,39,['32c4343e-b0f3-4a07-8d2d-e42882ff8409'],35,,,,,,,,,,,,,,,,,Manchester United,39,00:00:35.190,Pass,
,,,,,,,,,,,,,,,,,1.741823,,,,,,,,,,,,,67e98604-ec6f-420b-b99e-fa6268be4025,48,,"[42.6, 21.3]",3754310,0,,,,,-0.59759253,,Left Foot,,,"[68.9, 3.4]",Ground Pass,,31.813519,,,,,Anthony Martial,20039.0,,,,,1,From Kick Off,Daley Blind,3311.0,Left Center Back,2,Manchester United,39,['bf260193-e1f2-4bf9-9f1c-65c9a1a062e1'],40,,,,,,,,,,,,,,,,,Manchester United,39,00:00:40.232,Pass,
,,,,,,,,,,,,,,,,,1.126287,,,,,,,,,,,,,2faadca4-0b88-4ac6-b00b-c7fddc3c81c4,51,,"[65.9, 3.4]",3754310,0,,,,,-3.02069,,Right Foot,,,"[55.2, 2.1]",Ground Pass,,10.778683,,,,,Matteo Darmian,4587.0,,,,,1,From Kick Off,Anthony Martial,20039.0,Left Midfield,2,Manchester United,39,['f3b11b72-9e12-41bc-9feb-e348bccc5e17'],42,,,,,,,,,,,,,,,,,Manchester United,39,00:00:42.738,Pass,
,,,,,,,,,,,,,,,,,2.847085,,,,,,,,,,,,,af0ffb1f-21a4-46d9-93ea-9cc96d0af6e8,54,,"[55.0, 2.1]",3754310,0,,,,,2.3880985,,Right Foot,,,"[35.6, 20.3]",Ground Pass,,26.600752,,,,,Daley Blind,3311.0,,,,,1,From Kick Off,Matteo Darmian,4587.0,Left Back,2,Manchester United,39,['45be87f2-f1b4-41e2-be98-c6ec99f9e347'],44,,,,,,,,,,,,,,,,,Manchester United,39,00:00:44.552,Pass,
,,,,,,,,,,,,,,,,,1.660119,,,,,,,,,,,,,8f4eda58-6652-42e1-a9a7-6affa237c6c5,58,,"[47.8, 11.5]",3754310,0,,,,,-0.36861104,,Left Foot,,,"[71.1, 2.5]",Ground Pass,,24.97779,,,,,Matteo Darmian,4587.0,,,,,1,From Kick Off,Daley Blind,3311.0,Left Center Back,2,Manchester United,39,"['674841bc-58c8-4771-b71b-f8f09e2e461d', 'da2d8a55-d5c8-4e4a-b9a4-3a14b6a943cb']",50,,,,,,,,,,,,,,,,,Manchester United,39,00:00:50.376,Pass,True
,,,,,,,,,,,,,,,,,1.450808,,,,,,,,,,,,,b139c41d-4ae1-4af6-bd60-c05fdc9ff519,62,,"[78.1, 3.4]",3754310,0,,,,,1.1288844,,Right Foot,,,"[86.9, 22.0]",Low Pass,,20.576685,,,Incomplete,,Marcus Rashford,3318.0,,,,,1,From Kick Off,Matteo Darmian,4587.0,Left Back,2,Manchester United,39,"['563e3bc0-8816-4fec-a6ce-f72dea96db31', '95bef7cf-0750-49b3-893a-3a074bd15c0e', '9891a5c0-9673-467c-a56e-f05defe6c709']",52,,,,,,,,,,,,,,,,,Manchester United,39,00:00:52.996,Pass,True
,,,,,,,,,,,,,,,,,0.901863,,,,,,,,,,,,,89c12571-3d89-4020-82f0-72a35da70095,66,,"[36.0, 48.9]",3754310,0,,,,,-0.22792794,,Right Foot,,,"[55.4, 44.4]",Ground Pass,,19.91507,,,,,Chung-Yong Lee,3326.0,,,,,1,Regular Play,Adrian Mariappa,3731.0,Right Center Back,3,Crystal Palace,31,['cec119fc-68b5-4511-895f-8979883845f3'],55,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:55.748,Pass,
,,,,,,,,,,,,,,,,,1.677403,,,,,,,,,,,,,abcf8f4e-c3a6-4162-8542-4adbc8115d43,70,,"[44.7, 36.3]",3754310,0,,,,,-1.9012803,,Left Foot,,,"[35.3, 8.9]",Ground Pass,,28.967567,,,,,Pape N''Diaye Souaré,4884.0,,,,,1,Regular Play,Chung-Yong Lee,3326.0,Center Attacking Midfield,3,Crystal Palace,31,"['242edf7c-1cff-429d-93b7-519382106299', '6482ef87-8b2b-494c-8553-76698d46df4b']",58,,,,,,,,,,,,,,,,,Crystal Palace,31,00:00:58.995,Pass,True
,,,,,,,,,,,,,,,,,4.090208,,,,,,,,,,,,,0255286e-2384-4af2-984c-f5e32fb95a7d,73,,"[41.8, 9.2]",3754310,1,,,,,0.40235025,,Left Foot,,,"[103.6, 35.5]",High Pass,,67.16346,,,Incomplete,,Bakary Sako,3469.0,,,,,1,Regular Play,Pape N''Diaye Souaré,4884.0,Left Back,3,Crystal Palace,31,"['5a9565c2-c7ef-45cb-8fb8-8b911b39f6f1', '946f0407-f66f-40bf-a3ae-46df422e33b6']",2,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:02.174,Pass,
,,,,,,,,,,,,,,,,,1.662275,,,,,,,,,,,,,5c383878-f4c9-4b05-b092-9d95d869ebea,77,,"[15.0, 44.6]",3754310,1,,,,,-0.924619,,Right Foot,,,"[28.5, 26.7]",Ground Pass,,22.42008,,,,,Daley Blind,3311.0,,,,,1,Regular Play,David de Gea Quintana,3333.0,Goalkeeper,4,Manchester United,39,['1f743e90-2ca1-4e90-85d8-f27e29177c9b'],7,,,,,,,,,,,,,,,,,Manchester United,39,00:01:07.489,Pass,
,,,,,,,,,,,,,,,,,3.011781,,,,,,,,,,,,,8fd6e845-ac5a-44d3-90e2-abb98adce720,80,,"[29.2, 28.0]",3754310,1,,,,,1.5325009,,Left Foot,,,"[30.2, 54.1]",Ground Pass,,26.11915,,,,,Morgan Schneiderlin,3600.0,,,,,1,Regular Play,Daley Blind,3311.0,Left Center Back,4,Manchester United,39,['3a2d64fc-a78f-447e-8f8a-4bedb91f943a'],10,,,,,,,,,,,,,,,,,Manchester United,39,00:01:10.619,Pass,
,,,,,,,,,,,,,,,,,2.382346,,,,,,,,,,,,,f5a68d3f-f9a1-49e8-a819-649f0a57e485,83,,"[43.1, 47.4]",3754310,1,,,,,-1.6209472,,Right Foot,,,"[41.8, 21.5]",Ground Pass,,25.932606,,,,,Daley Blind,3311.0,,,,,1,Regular Play,Morgan Schneiderlin,3600.0,Center Defensive Midfield,4,Manchester United,39,['4da27f8f-e197-4072-b415-7155cf1f2aaf'],14,,,,,,,,,,,,,,,,,Manchester United,39,00:01:14.399,Pass,
,,,,,,,,,,,,,,,,,1.597757,,,,,,,,,,,,,7fa3066f-a292-4db4-bcc0-24509ea1aa61,86,,"[48.6, 17.0]",3754310,1,,,,,-0.87132835,,Left Foot,,,"[60.8, 2.5]",Ground Pass,,18.94967,,,,,Matteo Darmian,4587.0,,,,,1,Regular Play,Daley Blind,3311.0,Left Center Back,4,Manchester United,39,['eb19298a-9910-46b7-8484-f9a5135c6fa9'],18,,,,,,,,,,,,,,,,,Manchester United,39,00:01:18.739,Pass,
,,,,,,,,,,,,,,,,,1.251231,,,,,,,,,,,,,1df8d3a9-e158-4ded-92d0-68ef6891478e,90,,"[49.5, 80.0]",3754310,1,,,,,-0.54937446,,,,,"[59.3, 74.0]",Low Pass,,11.490866,,,,,Emmanuel Adebayor,26699.0,,,,Throw-in,1,From Throw In,Martin Kelly,3448.0,Right Back,5,Crystal Palace,31,['3781476e-9da6-4dc0-aedb-311e084b79cd'],26,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:26.586,Pass,
,,,,,,,,,,,,,,,,,0.57934,,,,,,,,,,,,,c8d9d6b6-2be9-4f74-964b-2ca9cc66dbfe,94,,"[59.9, 73.7]",3754310,1,,,,,0.9272952,,Right Foot,,,"[63.8, 78.9]",Ground Pass,,6.5,,,,,Wilfried Zaha,3507.0,,,,,1,From Throw In,Emmanuel Adebayor,26699.0,Center Forward,5,Crystal Palace,31,"['036a76dc-907d-4bb2-8507-d0e9825d5431', '1f30a6f4-6be5-4a8f-9f81-a7a82c560f1c']",28,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:28.208,Pass,True
,,,,,,,,,,,,,,,,,2.793892,,,,,,,,,,,,,c289ab35-53f6-400d-83b7-8d5a7996b59d,101,,"[57.4, 74.2]",3754310,1,,,,,-1.0399889,,Right Foot,,,"[85.4, 26.5]",High Pass,,55.31085,,,,,Damien Delaney,3693.0,,True,,Free Kick,1,From Free Kick,Martin Kelly,3448.0,Right Back,6,Crystal Palace,31,['a33fb4d4-dfe5-4578-b7c0-b4fd11623507'],50,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:50.921,Pass,
,,,,,,,,,,,,,,,,,0.8747,,,,,,,,,,,,,1ad7fb22-30aa-4cef-8627-c8f2ad1d5881,103,,"[85.4, 26.5]",3754310,1,,,,,-0.8739236,,Head,,,"[93.1, 17.3]",Low Pass,,11.997083,,,,,Bakary Sako,3469.0,,,,,1,From Free Kick,Damien Delaney,3693.0,Left Center Back,6,Crystal Palace,31,['fe3dca90-dc23-4c57-a9ec-a4e9980029b5'],53,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:53.799,Pass,
,,,,,,,,,,,,,,,,,2.251499,,,,,,,,,,,,,aed8f337-bf83-4d6d-988d-ec4387542318,106,,"[91.8, 14.1]",3754310,1,,,,,-3.0959392,,Left Foot,,,"[72.1, 13.2]",Ground Pass,,19.720547,,,,,Pape N''Diaye Souaré,4884.0,,,,,1,From Free Kick,Bakary Sako,3469.0,Left Wing,6,Crystal Palace,31,['8e468209-8ff8-403d-897a-3feb464f688f'],55,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:55.187,Pass,
,,,,,,,,,,,,,,,,,1.308344,,,,,,,,,,,,,4e1f4473-6140-486f-a236-424d41de037e,109,,"[77.5, 14.3]",3754310,1,,,,,-0.7118469,,Left Foot,,,"[87.7, 5.5]",Ground Pass,,13.471452,,,,,Bakary Sako,3469.0,,,,,1,From Free Kick,Pape N''Diaye Souaré,4884.0,Left Back,6,Crystal Palace,31,['cc86396d-382a-4edf-8a62-283e86d5c4e7'],58,,,,,,,,,,,,,,,,,Crystal Palace,31,00:01:58.302,Pass,
,,,,,,,,,,,,,,,,,1.847893,,,,,,,,,,,,,2ca199c7-8cda-4a26-a9ca-710cc9a03c72,113,,"[69.8, 14.7]",3754310,2,,,,,2.999181,,Left Foot,,,"[42.6, 18.6]",Ground Pass,,27.478172,,,,,Adrian Mariappa,3731.0,,,,,1,From Free Kick,Bakary Sako,3469.0,Left Wing,6,Crystal Palace,31,['513c3128-7580-45be-9bf7-1de7a2ae1beb'],2,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:02.694,Pass,
,,,,,,,,,,,,,,,,,0.984861,,,,,,,,,,,,,fcf09828-1a36-4334-a06a-d604653efc49,116,,"[43.0, 20.9]",3754310,2,,,,,1.7681919,,Right Foot,,,"[38.8, 41.9]",Ground Pass,,21.415882,,,,,Yohan Cabaye,3277.0,,,,,1,From Free Kick,Adrian Mariappa,3731.0,Right Center Back,6,Crystal Palace,31,['55ad0055-e89d-4c57-87aa-929824c5fbaf'],5,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:05.463,Pass,
,,,,,,,,,,,,,,,,,1.985762,,,,,,,,,,,,,b725f02d-d356-49a8-83ff-61a375f0b2c9,119,,"[39.6, 39.5]",3754310,2,,,,,3.08633,,Right Foot,,,"[16.1, 40.8]",Ground Pass,,23.53593,,,,,Julián Speroni,3487.0,,,,,1,From Free Kick,Yohan Cabaye,3277.0,Right Defensive Midfield,6,Crystal Palace,31,['5b07ab24-8d11-4d03-89b6-5e8aad4db671'],9,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:09.000,Pass,
,,,,,,,,,,,,,,,,,3.195085,,,,,,,,,,,,,056b3c1e-3ee9-4d49-93b8-9b5af6c462e8,122,,"[19.7, 40.8]",3754310,2,,,,,-0.62606966,,Right Foot,,,"[63.4, 9.2]",High Pass,,53.928192,,,Incomplete,,Bakary Sako,3469.0,,,,,1,From Free Kick,Julián Speroni,3487.0,Goalkeeper,6,Crystal Palace,31,"['06edc67f-1553-40fe-b251-ceee98e38b13', 'd72d642c-57f2-4375-a199-32cd0a46153f']",16,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:16.983,Pass,
,,,,,,,,,,,,,,,,,1.834832,,,,,,,,,,,,,d72d642c-57f2-4375-a199-32cd0a46153f,124,,"[56.7, 70.9]",3754310,2,,,,,0.90583163,,Head,,,"[63.6, 79.7]",Low Pass,,11.182576,,,Out,,,,,,,Recovery,1,From Free Kick,Jesse Lingard,3293.0,Right Midfield,6,Crystal Palace,31,['056b3c1e-3ee9-4d49-93b8-9b5af6c462e8'],20,,,,,,,,,,,,,,,,,Manchester United,39,00:02:20.178,Pass,
,,,,,,,,,,,,,,,,,1.317774,,,,,,,,,,,,,afe4e7dc-6f9a-4091-9781-9c0374f8585c,125,,"[56.1, 0.1]",3754310,2,,,,,0.5404195,,,,,"[69.1, 7.9]",Low Pass,,15.160475,,,Incomplete,,Emmanuel Adebayor,26699.0,,,,Throw-in,1,From Throw In,Pape N''Diaye Souaré,4884.0,Left Back,7,Crystal Palace,31,"['eb753c3f-17c6-41f6-b8b6-91853a7a651c', 'fafbe0fc-116a-4fdd-990b-622c793d3c55']",30,,,,,,,,,,,,,,,,,Crystal Palace,31,00:02:30.667,Pass,
