bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,3.483618,,,,,,,,,,,,,,,86e00063-bf99-4843-a5ba-d5824838896e,21,,"[76.2, 80.0]",3754146,0,,,,,-0.16985151,,,,"[114.1, 73.5]",,High Pass,,38.45335,,,,Jamie Vardy,10960.0,,,,,,Throw-in,1,From Throw In,Ritchie De Laet,28782.0,Right Back,4,Leicester City,22,['7df820c5-fbd8-48b7-8fdc-8f89c6f9cdd7'],30,,,,,,,,,,,,,,,,,Leicester City,22,00:00:30.935,Pass,
,,,,,,,,,,,,,,,,,,,1.914279,,,,,,,,,,,,,,,cdf0e30a-7bef-4308-8cb7-5b1e9dbda1fa,25,,"[114.9, 72.9]",3754146,0,,,,,-1.2975838,,Right Foot,,"[120.0, 54.7]",,High Pass,,18.901058,,Out,,Shinji Okazaki,3810.0,,,,,,,1,From Throw In,Jamie Vardy,10960.0,Left Center Forward,4,Leicester City,22,"['6be21cbe-d5ac-4035-ba30-9e2bf87d9631', '78c535ad-0a97-47b3-aab0-fbb0b8d8a082']",34,,,,,,,,,,,,,,,,,Leicester City,22,00:00:34.448,Pass,True
,,,,,,,,,,,,,,,,,,,3.085541,,,,,,,,,,,,,,,804e7f20-265f-4e4a-b2f2-4047360493c9,27,,"[6.0, 36.0]",3754146,0,,,,,-0.2503434,,Right Foot,,"[71.7, 19.2]",,High Pass,,67.813934,,,,Jonathan Walters,3670.0,,,,,,Goal Kick,1,From Goal Kick,Jack Butland,3537.0,Goalkeeper,5,Stoke City,30,['b0077d7b-9ddd-4d08-a22a-ba086ecb8eac'],56,,,,,,,,,,,,,,,,,Stoke City,30,00:00:56.609,Pass,
,,,,,,,,,,,,,,,,,,,2.326825,,,,,,,,,,,,,,,0a82f19f-96b0-408c-a178-10acc62a3106,30,,"[71.7, 19.2]",3754146,0,,,,True,-0.8017901,,,,"[77.7, 13.0]",,Low Pass,,8.627862,,,,Marko Arnautović,3325.0,,,,,,,1,From Goal Kick,Jonathan Walters,3670.0,Center Forward,5,Stoke City,30,"['1eb4b38b-9a10-408e-ae4b-6ae573d337cf', '80582aed-fd44-485c-924a-5523cd183ca2']",59,,,,,,,,,,,,,,,,,Stoke City,30,00:00:59.695,Pass,True
,,,,,,,,,,,,,,,,,,,1.208831,,,,,,,,,,,,,,,308e45cc-62e5-4d85-97c1-2f99a393acd4,33,,"[77.1, 3.6]",3754146,1,,,,,-3.1056368,,Right Foot,,"[63.2, 3.1]",,Ground Pass,,13.90899,,,,Erik Pieters,3467.0,,,,,,,1,From Goal Kick,Marko Arnautović,3325.0,Left Wing,5,Stoke City,30,['2eeb69d2-6612-49a1-9b01-44ca4a1aa536'],2,,,,,,,,,,,,,,,,,Stoke City,30,00:01:02.740,Pass,
,,,,,,,,,,,,,,,,,,,1.190622,,,,,,,,,,,,,,,28596c3a-1edc-40ad-ad62-bbddd5322116,36,,"[57.8, 4.0]",3754146,1,,,,,2.1046705,,Left Foot,,"[45.8, 24.3]",,Ground Pass,,23.58156,,,,Marc Wilson,13848.0,,,,,,,1,From Goal Kick,Erik Pieters,3467.0,Left Back,5,Stoke City,30,['e805c421-c3d2-431d-acd0-04738bc16e6a'],5,,,,,,,,,,,,,,,,,Stoke City,30,00:01:05.010,Pass,
,,,,,,,,,,,,,,,,,,,1.111521,,,,,,,,,,,,,,,913e7f85-fb63-4f71-9910-90a46ecb5c74,39,,"[43.1, 24.1]",3754146,1,,,,,1.5182133,,Right Foot,,"[44.1, 43.1]",,Ground Pass,,19.026299,,,,Geoff Cameron,3480.0,,,,,,,1,From Goal Kick,Marc Wilson,13848.0,Left Center Back,5,Stoke City,30,['dc52d265-d8f9-42ff-9f69-adf29e2342de'],7,,,,,,,,,,,,,,,,,Stoke City,30,00:01:07.623,Pass,
,,,,,,,,,,,,,,,,,,,1.867624,,,,,,,,,,,,,,,13b4f17d-edca-445e-b220-e27092cd4739,42,,"[44.6, 46.1]",3754146,1,,,,,1.2137302,,Right Foot,,"[51.8, 65.4]",,Ground Pass,,20.599272,,,,Glen Johnson,4724.0,,,,,,,1,From Goal Kick,Geoff Cameron,3480.0,Right Center Back,5,Stoke City,30,['4b752061-0438-41dd-9406-d5be1bbce469'],9,,,,,,,,,,,,,,,,,Stoke City,30,00:01:09.267,Pass,
,,,,,,,,,,,,,,,,,,,0.901167,,,,,,,,,,,,,,,de02c660-8fcc-4c1b-8162-b762cb77949e,45,,"[51.2, 69.5]",3754146,1,,,,,0.17930344,,Right Foot,,"[67.2, 72.4]",,Ground Pass,,16.260689,,,,Xherdan Shaqiri,3533.0,,,,,,,1,From Goal Kick,Glen Johnson,4724.0,Right Back,5,Stoke City,30,['acb5cdef-c10f-45e8-9992-a79993fc339a'],12,,,,,,,,,,,,,,,,,Stoke City,30,00:01:12.264,Pass,
,,,,,,,,,,,,,,,,,,,1.771123,,,,,,,,,,,,,,,24b83cac-8f49-4c48-b74e-95777d6e171b,48,,"[61.7, 72.7]",3754146,1,,,,,-2.3293967,,Left Foot,,"[38.1, 47.8]",,Low Pass,,34.306995,,Incomplete,,Geoff Cameron,3480.0,,,,,,,1,From Goal Kick,Xherdan Shaqiri,3533.0,Right Wing,5,Stoke City,30,"['0deec73a-b1f2-4ac8-b94b-1f476bc30637', 'e3cfc802-30cf-4f87-96fe-c0b43873b2e3']",15,,,,,,,,,,,,,,,,,Stoke City,30,00:01:15.223,Pass,
,,,,,,,,,,,,,,,,,,,3.983596,,,,,,,,,,,,,,,a3351b37-bc65-46dd-bbc1-7b6f14f066b8,58,,"[85.2, 39.1]",3754146,1,,,,,1.2879871,,Head,,"[95.4, 74.2]",,High Pass,,36.552017,,Incomplete,,Riyad Mahrez,3814.0,,,,,,Recovery,1,From Goal Kick,Danny Drinkwater,3662.0,Right Defensive Midfield,5,Stoke City,30,"['66c9e2d8-6077-4a32-94c0-43b058d94886', 'deae8291-903b-4034-ad0f-8807fa2454cd']",21,,,,,,,,,,,,,,,,,Leicester City,22,00:01:21.413,Pass,
,,,,,,,,,,,,,,,,,,,1.309404,,,,,,,,,,,,,,,66c9e2d8-6077-4a32-94c0-43b058d94886,60,,"[24.7, 5.9]",3754146,1,,,,,0.07525444,,Left Foot,,"[49.9, 7.8]",,Low Pass,,25.271526,,,,Marko Arnautović,3325.0,,,,,,Recovery,1,From Goal Kick,Erik Pieters,3467.0,Left Back,5,Stoke City,30,"['a3351b37-bc65-46dd-bbc1-7b6f14f066b8', 'ca39018d-148f-43ce-917c-0319ddf0decb']",25,,,,,,,,,,,,,,,,,Stoke City,30,00:01:25.397,Pass,
,,,,,,,,,,,,,,,,,,,1.04498,,,,,,,,,,,,,,,11920c7d-085d-44eb-9a0c-76afdacd418a,64,,"[49.9, 8.3]",3754146,1,,,,,2.6890147,,Right Foot,,"[39.0, 13.6]",,Ground Pass,,12.120231,,,,Glenn Whelan,9625.0,,,,,,,1,From Goal Kick,Marko Arnautović,3325.0,Left Wing,5,Stoke City,30,"['1ce98905-87e0-4274-9ac0-23674db57a55', '4d4f04d7-6b0b-473f-b71e-3e00987040e9']",27,,,,,,,,,,,,,,,,,Stoke City,30,00:01:27.587,Pass,True
,,,,,,,,,,,,,,,,,,,1.458466,,,,,,,,,,,,,,,1bcb55bf-9adf-4da6-a7b4-099e0cf2b26a,67,,"[41.8, 15.8]",3754146,1,,,,,-1.0035454,,Right Foot,,"[49.7, 3.4]",,Ground Pass,,14.702721,,,,Erik Pieters,3467.0,,,,,,,1,From Goal Kick,Glenn Whelan,9625.0,Right Defensive Midfield,5,Stoke City,30,['0cc72582-d14f-43fd-8171-193325364ce4'],31,,,,,,,,,,,,,,,,,Stoke City,30,00:01:31.791,Pass,
,,,,,,,,,,,,,,,,,,,0.757887,,,,,,,,,,,,,,,c1897f6e-d767-4a20-b5cf-8687c0ec459e,70,,"[50.3, 3.4]",3754146,1,,,,,-0.08057054,,Left Foot,,"[66.4, 2.1]",,Ground Pass,,16.1524,,,,Marko Arnautović,3325.0,,,,,,,1,From Goal Kick,Erik Pieters,3467.0,Left Back,5,Stoke City,30,['0ac33b3b-34c1-4c41-853d-9665ec214fa2'],34,,,,,,,,,,,,,,,,,Stoke City,30,00:01:34.407,Pass,
,,,,,,,,,,,,,,,,,,,4.291299,,,,,,,,,,,,,,,6f8f0ab7-f5f5-45d9-bdaa-2a7c4c0cb2ad,73,,"[63.4, 12.3]",3754146,1,,,,,0.5573766,,Right Foot,,"[114.9, 44.4]",,High Pass,,60.684925,,Incomplete,,Jonathan Walters,3670.0,,,,,,,1,From Goal Kick,Marko Arnautović,3325.0,Left Wing,5,Stoke City,30,"['54703fed-ebe2-483a-89be-31bb828a56fe', '6542d77b-b175-430e-bba1-0a062a04a150']",37,,,,,,,,,,,,,,,,,Stoke City,30,00:01:37.116,Pass,
,,,,,,,,,,,,,,,,,,,1.27358,,,,,,,,,,,,,,,84394a52-ee99-4a7c-9268-7904fcff8c69,77,,"[27.6, 55.1]",3754146,2,,,,,0.18196468,,Right Foot,,"[65.1, 62.0]",,Low Pass,,38.129517,,Incomplete,,,,,,,,,,1,From Goal Kick,Kasper Schmeichel,3815.0,Goalkeeper,5,Stoke City,30,['5c3b009e-20be-402a-bc13-0e1c7eb17d2e'],6,,,,,,,,,,,,,,,,,Leicester City,22,00:02:06.201,Pass,
,,,,,,,,,,,,,,,,,,,0.864284,,,,,,,,,,,,,,,19260313-f296-4c26-8cc7-54b607c85eaf,83,,"[52.4, 58.3]",3754146,2,,,,,0.7853982,,Right Foot,,"[57.2, 63.1]",,Ground Pass,,6.788225,,,,Danny Drinkwater,3662.0,,,,,,Recovery,1,Regular Play,Gökhan İnler,20230.0,Left Defensive Midfield,6,Leicester City,22,['42780fa8-a1ff-4d87-a51f-8d2c6e165ed6'],10,,,,,,,,,,,,,,,,,Leicester City,22,00:02:10.522,Pass,
,,,,,,,,,,,,,,,,,,,1.120615,,,,,,,,,,,,,,,8d9b14db-b27f-4ec1-a38e-e8fcef537005,86,,"[57.2, 63.1]",3754146,2,,,,,-1.3651559,,Right Foot,,"[60.6, 46.8]",,Ground Pass,,16.650826,,,,N''Golo Kanté,3961.0,,,,,,,1,Regular Play,Danny Drinkwater,3662.0,Right Defensive Midfield,6,Leicester City,22,['e567aac5-ff9d-444f-81b4-b23e91ee47ea'],11,,,,,,,,,,,,,,,,,Leicester City,22,00:02:11.850,Pass,
,,,,,,,,,,,,,,,,,,,0.667868,,,,,,,,,,,,,,,f3671a7d-669b-41c1-b166-6990887ff00b,90,,"[86.0, 44.2]",3754146,2,,,,,0.7199894,,Right Foot,,"[98.2, 54.9]",,Ground Pass,,16.227446,,Incomplete,,Shinji Okazaki,3810.0,,,,,,,1,Regular Play,N''Golo Kanté,3961.0,Left Midfield,6,Leicester City,22,"['7904b338-3ab5-4dd5-998a-9fcaaa8ac76d', 'da5ce748-2bfd-4271-b0c3-8295641dab5e', 'e18b54cb-472e-4102-8d1a-2f66c8be8377']",16,,,,,,,,,,,,,,,,,Leicester City,22,00:02:16.679,Pass,True
,,,,,,,,,,,,,,,,,,,1.716193,,,,,,,,,,,,,,,67b5088e-8a8e-42b4-81c1-97d0f75c6348,94,,"[20.8, 23.5]",3754146,2,,,,,-0.8812573,,Right Foot,,"[34.9, 6.4]",,Ground Pass,,22.163483,,,,Marko Arnautović,3325.0,,,,,,,1,Regular Play,Marc Wilson,13848.0,Left Center Back,7,Stoke City,30,['7959b49b-3c02-4bde-90f7-55a07c798ef6'],18,,,,,,,,,,,,,,,,,Stoke City,30,00:02:18.450,Pass,
,,,,,,,,,,,,,,,,,,,1.597045,,,,,,,,,,,,,,,76b00d84-d97c-4485-8b64-a2660dc1a6ec,97,,"[34.9, 6.4]",3754146,2,,,,,2.8894966,,Left Foot,,"[21.7, 9.8]",,Ground Pass,,13.630847,,,,Erik Pieters,3467.0,,,,,,,1,Regular Play,Marko Arnautović,3325.0,Left Wing,7,Stoke City,30,['047ec847-8f64-44bb-bf7e-9da977594a3c'],20,,,,,,,,,,,,,,,,,Stoke City,30,00:02:20.298,Pass,
,,,,,,,,,,,,,,,,,,,1.935271,,,,,,,,,,,,,,,4a9852e0-34ff-4b11-89c5-07cccd34a036,100,,"[24.7, 11.3]",3754146,2,,,,,1.2233738,,Left Foot,,"[39.8, 53.0]",,High Pass,,44.349747,,,,Xherdan Shaqiri,3533.0,,,True,,,,1,Regular Play,Erik Pieters,3467.0,Left Back,7,Stoke City,30,['a0315a59-ea09-4a93-b938-4d244d35dea6'],23,,,,,,,,,,,,,,,,,Stoke City,30,00:02:23.406,Pass,
,,,,,,,,,,,,,,,,,,,0.780461,,,,,,,,,,,,,,,3968b814-7087-4d95-847b-e54348af2c60,106,,"[73.2, 27.1]",3754146,2,,,,,-0.81986725,,Right Foot,,"[78.8, 21.1]",,Ground Pass,,8.207314,,,,Jamie Vardy,10960.0,,,,,,,1,Regular Play,Gökhan İnler,20230.0,Left Defensive Midfield,8,Leicester City,22,['fc4d2c86-5755-4eb3-9f0e-0a9c97f4ad7d'],29,,,,,,,,,,,,,,,,,Leicester City,22,00:02:29.346,Pass,
,,,,,,,,,,,,,,,,,,,0.723625,,,,,,,,,,,,,,,a01acd5b-e3bd-4e85-bd47-d0a03052e98f,109,,"[84.5, 21.6]",3754146,2,,,,,-3.0947518,,Left Foot,,"[78.1, 21.3]",,Ground Pass,,6.4070272,,,,Gökhan İnler,20230.0,,,,,,,1,Regular Play,Jamie Vardy,10960.0,Left Center Forward,8,Leicester City,22,['79005407-8762-4056-ac3d-479dba534809'],33,,,,,,,,,,,,,,,,,Leicester City,22,00:02:33.821,Pass,
,,,,,,,,,,,,,,,,,,,0.971105,,,,,,,,,,,,,,,10ebe949-12dd-46c4-a2e6-db2fa225ce9e,112,,"[78.1, 21.3]",3754146,2,,,,,-1.3694792,,Right Foot,,"[81.1, 6.6]",,Ground Pass,,15.002999,,,,Jeffrey Schlupp,3520.0,,,,,,,1,Regular Play,Gökhan İnler,20230.0,Left Defensive Midfield,8,Leicester City,22,['30fc15b3-2843-4c4b-8e14-7572c3f61a3c'],34,,,,,,,,,,,,,,,,,Leicester City,22,00:02:34.585,Pass,
,,,,,,,,,,,,,,,,,,,3.651021,,,,,,,,,,,,,,,b0aaf911-ea93-4e4e-b21b-24b0474e2131,115,,"[84.7, 7.2]",3754146,2,,,,,0.34727222,,Left Foot,,"[111.5, 16.9]",,Ground Pass,,28.501404,,,,Jamie Vardy,10960.0,,,,,,,1,Regular Play,Jeffrey Schlupp,3520.0,Left Back,8,Leicester City,22,['8018ef86-c1a6-4025-9c33-3a0d9a995c4e'],36,,,,,,,,,,,,,,,,,Leicester City,22,00:02:36.617,Pass,
,,,,,,,,,,,,,,,,,,,1.821138,,,,,,,,,,,,,,,f9eff33b-9e09-42c8-9bd3-b53b784b5d20,122,,"[7.3, 65.8]",3754146,2,,,,,-0.93669933,,Right Foot,,"[26.2, 40.1]",,Ground Pass,,31.901411,,,,Marco van Ginkel,8251.0,,,,,,,1,Regular Play,Glenn Whelan,9625.0,Right Defensive Midfield,9,Stoke City,30,['d49b085f-2edb-4623-ac2e-143612033044'],42,,,,,,,,,,,,,,,,,Stoke City,30,00:02:42.666,Pass,
,,,,,,,,,,,,,,,,,,,2.056708,,,,,,,,,,,,,,,95c3e743-15ea-4a6b-8901-ddcf386cc8d2,125,,"[26.2, 40.1]",3754146,2,,,,,1.5251659,,Right Foot,,"[27.2, 62.0]",,Ground Pass,,21.92282,,,,Glen Johnson,4724.0,,,,,,,1,Regular Play,Marco van Ginkel,8251.0,Left Defensive Midfield,9,Stoke City,30,['142d17e7-d084-4c65-8533-8d8b612fd2b6'],44,,,,,,,,,,,,,,,,,Stoke City,30,00:02:44.735,Pass,
,,,,,,,,,,,,,,,,,,,5.213982,,,,,,,,,,,,,,,eb868198-5323-4edb-9183-4d8d81c68e4f,128,,"[27.2, 62.0]",3754146,2,,,,,0.25951648,,Right Foot,,"[78.8, 75.7]",,Low Pass,,53.387733,,Incomplete,,Xherdan Shaqiri,3533.0,,,,,,,1,Regular Play,Glen Johnson,4724.0,Right Back,9,Stoke City,30,"['3f367470-a050-4d7f-af3a-f41acf6009ed', 'f4311195-9eec-4c27-adbf-1dd79cd3e228']",46,,,,,,,,,,,,,,,,,Stoke City,30,00:02:46.925,Pass,
,,,,,,,,,,,,,,,,,,,0.781722,,,,,,,,,,,,,,,9579e6e1-bef9-4883-9242-588222e2ec5f,132,,"[32.8, 5.3]",3754146,2,,,,,0.8724261,,Right Foot,,"[39.6, 13.4]",,Ground Pass,,10.575916,,,,Gökhan İnler,20230.0,,,,,,,1,Regular Play,Wes Morgan,3813.0,Left Center Back,10,Leicester City,22,['fbe50b88-6c18-4e0a-b41b-ff5df2e9b7af'],53,,,,,,,,,,,,,,,,,Leicester City,22,00:02:53.248,Pass,
