50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,70b5e25c-033c-43f1-adf5-ee871496669b,1,,,3754097,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,39,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 4892, 'name': 'Sergio Germán Romero'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 20}, {'player': {'id': 4587, 'name': 'Matteo Darmian'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 36}, {'player': {'id': 10958, 'name': 'Chris Smalling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 12}, {'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 3382, 'name': 'Luke Shaw'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 3600, 'name': 'Morgan Schneiderlin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 28}, {'player': {'id': 3294, 'name': 'Juan Manuel Mata García'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 2988, 'name': 'Memphis Depay'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 7}, {'player': {'id': 3612, 'name': 'Ashley Young'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 3538, 'name': 'Wayne Mark Rooney'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Manchester United,39,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,58744932-5b80-42e0-8648-08eb48660154,2,,,3754097,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,39,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3609, 'name': 'Michel Vorm'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3086, 'name': 'Ben Davies'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 33}, {'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 8520, 'name': 'Nabil Bentaleb'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 3037, 'name': 'Mousa Sidi Yaya Dembélé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 4831, 'name': 'Nacer Chadli'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Tottenham Hotspur,38,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d7bf0a57-243a-45e2-a597-fd214a5bd8ed,3,,,3754097,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,39,['02309f9c-f8e1-4920-89ba-a9ea9ed84022'],0,,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,02309f9c-f8e1-4920-89ba-a9ea9ed84022,4,,,3754097,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester United,39,['d7bf0a57-243a-45e2-a597-fd214a5bd8ed'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,e37edd92-100c-4565-ba69-41afab00e011,1973,,,3754097,45,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,91,Manchester United,39,['1223d76f-6850-468a-ab48-8a52f88a3ef7'],0,,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1223d76f-6850-468a-ab48-8a52f88a3ef7,1974,,,3754097,45,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,91,Manchester United,39,['e37edd92-100c-4565-ba69-41afab00e011'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.469881,,,,,,,,,,,,2f803d5d-ffb3-4353-892b-6c3f167a09aa,5,,"[61.0, 40.1]",3754097,0,,,,,-0.33929262,,Right Foot,,,"[62.7, 39.5]",Ground Pass,,1.8027756,,,Christian Dannemann Eriksen,3043.0,,,,,Kick Off,1,From Kick Off,Harry Kane,10955.0,Center Forward,2,Tottenham Hotspur,38,['57c45844-ac0a-4d91-9cc0-e8517feb91a9'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.310,Pass,
,,,,,,,,,,,,,,,,,0.347416,,,,,,,,,,,,23ebe4b5-40a5-4a93-9333-962fabe46672,7,,"[62.7, 39.2]",3754097,0,,,,,3.1415927,,Left Foot,,,"[58.1, 39.2]",Ground Pass,,4.6,,,Nabil Bentaleb,8520.0,,,,,,1,From Kick Off,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,2,Tottenham Hotspur,38,['88ae8297-e865-4fd1-baa9-4a57fde034f7'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.780,Pass,
,,,,,,,,,,,,,,,,,1.264742,,,,,,,,,,,,90d69842-089e-4028-8bca-98cee9f81f3d,10,,"[57.6, 39.2]",3754097,0,,,,,2.9857244,,Left Foot,,,"[43.6, 41.4]",Ground Pass,,14.1718025,,,Eric Dier,10956.0,,,,,,1,From Kick Off,Nabil Bentaleb,8520.0,Left Center Midfield,2,Tottenham Hotspur,38,['59b303fa-59e7-443b-9f5f-e11cf71461c6'],1,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:01.578,Pass,
,,,,,,,,,,,,,,,,,4.249953,,,,,,,,,,,,05a0f86e-0f37-42e7-9c93-27491fe862e7,13,,"[42.8, 44.6]",3754097,0,,,,,-0.67451876,,Right Foot,,,"[97.7, 0.7]",High Pass,,70.293816,Out,,Nacer Chadli,4831.0,,True,,,,1,From Kick Off,Eric Dier,10956.0,Right Center Midfield,2,Tottenham Hotspur,38,['51c12807-5067-45b6-a495-6175b5ff2bf2'],3,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:03.664,Pass,
