50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,764e1856-7430-4fad-8c42-ac8c981943a0,1,,,3754205,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Newcastle United,37,,0,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 9467, 'name': 'Timothy Michael Krul'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3650, 'name': 'Daryl Janmaat'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 3044, 'name': 'Chancel Mbemba Mangulu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 18}, {'player': {'id': 26207, 'name': 'Fabricio Coloccini'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 4840, 'name': 'Massadio Haïdara'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 9649, 'name': 'Jack Colback'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 16072, 'name': 'Vurnon Anita'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3091, 'name': 'Moussa Sissoko'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 3567, 'name': 'Georginio Wijnaldum'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 5}, {'player': {'id': 3254, 'name': 'Florian Thauvin'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 4269, 'name': 'Aleksandar Mitrović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 45}]}",Newcastle United,37,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,32a6abfc-fbe1-4bdf-9d1d-5c91dcb7ff00,2,,,3754205,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Newcastle United,37,,0,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 33}, {'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 6746, 'name': 'Gabriel Armando de Abreu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 3394, 'name': 'Laurent Koscielny'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 3437, 'name': 'Francis Joseph Coquelin'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 34}, {'player': {'id': 11386, 'name': 'Santiago Cazorla González'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 3525, 'name': 'Alex Oxlade-Chamberlain'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 3517, 'name': 'Aaron Ramsey'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 16}, {'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 3668, 'name': 'Theo Walcott'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Arsenal,1,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,6bb68a78-2cb1-4ef3-91c3-94ba3036ae73,3,,,3754205,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Newcastle United,37,['e76290a8-0ff2-40ba-a692-3ab3dbcb911c'],0,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,e76290a8-0ff2-40ba-a692-3ab3dbcb911c,4,,,3754205,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Newcastle United,37,['6bb68a78-2cb1-4ef3-91c3-94ba3036ae73'],0,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,dbbcce91-fe21-43ef-8b8e-5a8fcbef1162,1866,,,3754205,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,88,Newcastle United,37,['f26f52b8-548d-490c-9ea0-8ab548274a0a'],0,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,f26f52b8-548d-490c-9ea0-8ab548274a0a,1867,,,3754205,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,88,Newcastle United,37,['dbbcce91-fe21-43ef-8b8e-5a8fcbef1162'],0,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.511235,,,,,,,,,,,34a31eb5-11c1-4a8e-906f-ce033b043e13,5,,"[60.0, 40.0]",3754205,0,,,,,1.9756881,,Right Foot,,,,"[59.1, 42.1]",Ground Pass,,2.2847319,,,,Aleksandar Mitrović,4269.0,,,,,Kick Off,1,From Kick Off,Georginio Wijnaldum,3567.0,Center Attacking Midfield,2,Newcastle United,37,['39823c39-a489-4b02-812a-b5d7a1bf10dc'],0,,,,,,,,,,,,,,,Newcastle United,37,00:00:00.550,Pass,
,,,,,,,,,,,,,,,,1.01513,,,,,,,,,,,248383aa-1c25-46be-bf42-292295879cce,8,,"[58.9, 42.1]",3754205,0,,,,,3.1272051,,Right Foot,,,,"[45.0, 42.3]",Ground Pass,,13.901439,,,,Vurnon Anita,16072.0,,,,,,1,From Kick Off,Aleksandar Mitrović,4269.0,Center Forward,2,Newcastle United,37,['41c4b3cb-0efd-44ab-8846-b9243a5f333d'],1,,,,,,,,,,,,,,,Newcastle United,37,00:00:01.461,Pass,
,,,,,,,,,,,,,,,,2.684783,,,,,,,,,,,03de4f5c-ae3f-4f57-a0a2-1edf523e6618,11,,"[45.0, 42.3]",3754205,0,,,,,-1.7157577,,Right Foot,,,,"[39.0, 1.2]",Ground Pass,,41.53565,,,,Massadio Haïdara,4840.0,,True,,,,1,From Kick Off,Vurnon Anita,16072.0,Right Center Midfield,2,Newcastle United,37,['f81e58ef-dcec-433e-bedf-9c111776908a'],3,,,,,,,,,,,,,,,Newcastle United,37,00:00:03.337,Pass,
,,,,,,,,,,,,,,,,2.930455,,,,,,,,,,,f61c9810-a3f2-4f08-b3c3-b6b95b32bb93,14,,"[39.0, 1.2]",3754205,0,,,,,0.61355615,,Left Foot,,,,"[74.5, 26.2]",High Pass,,43.419464,,Incomplete,,Aleksandar Mitrović,4269.0,,,,,,1,From Kick Off,Massadio Haïdara,4840.0,Left Back,2,Newcastle United,37,"['021810d5-45ee-4f19-8e5e-abb6447bd7b0', 'e3e510e2-055a-4e4d-b848-5dd8df0ab470']",6,,,,,,,,,,,,,,,Newcastle United,37,00:00:06.097,Pass,
