ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,2.330395,,,,,,,,,,,dbc9b5c7-c83b-408b-b20e-5b481831b154,634,,"[78.8, 29.6]",3754325,14,,,,,1.2514381,,Right Foot,,,,"[87.1, 54.7]",Ground Pass,,26.436716,,,,James Ward-Prowse,3328.0,,,,,,1,Regular Play,Jay Rodriguez,3685.0,Left Midfield,30,Southampton,25,['0ecb9830-578a-43a7-872e-324da8c541cc'],50,,,,,,,,,,,,,,,,,Southampton,25,00:14:50.362,Pass,
,,,,,,,,,,,,,,,,1.042497,,,,,,,,,,,93dc0b5e-5fd2-429b-81e3-8a32b40bc492,640,,"[26.7, 13.6]",3754325,14,,,,,2.5722795,,Right Foot,,,,"[19.2, 18.4]",Ground Pass,,8.904493,,,,Chris Brunt,3541.0,,,,,Recovery,1,Regular Play,Craig Gardner,9485.0,Left Midfield,31,West Bromwich Albion,27,['e2083666-7a9e-4a6c-8d85-47f8e063b7e5'],55,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:14:55.558,Pass,
,,,,,,,,,,,,,,,,0.959196,,,,,,,,,,,131346cf-7950-4828-a5fb-dd61f45ef947,643,,"[20.5, 19.6]",3754325,14,,,,,0.9859187,,Left Foot,,,,"[25.4, 27.0]",Ground Pass,,8.875246,,,,Darren Fletcher,4022.0,,,,,,1,Regular Play,Chris Brunt,3541.0,Left Back,31,West Bromwich Albion,27,['eeb65c97-3220-4406-a5e6-9a67a029465e'],57,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:14:57.785,Pass,
,,,,,,,,,,,,,,,,1.026107,,,,,,,,,,,cb6f29bb-d506-41a4-8aef-1218e0083bfb,646,,"[26.2, 26.0]",3754325,14,,,,,3.1415927,,Right Foot,,,,"[15.2, 26.0]",Ground Pass,,11.0,,,,Jonathan Grant Evans,11012.0,,,,,,1,Regular Play,Darren Fletcher,4022.0,Right Defensive Midfield,31,West Bromwich Albion,27,['afba360e-9693-408c-8015-e84d247395a3'],59,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:14:59.682,Pass,
,,,,,,,,,,,,,,,,1.846348,,,,,,,,,,,570dc1dd-b98e-4f0d-9965-17c117caeef3,650,,"[15.7, 28.9]",3754325,15,,,,,0.5669173,,Right Foot,,,,"[50.1, 50.8]",High Pass,,40.77953,,,,Rickie Lambert,40124.0,,,,,,1,Regular Play,Jonathan Grant Evans,11012.0,Left Center Back,31,West Bromwich Albion,27,['2f2f02fa-359d-4cc8-8cb6-8c51cac4a6cc'],2,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:15:02.140,Pass,
,,,,,,,,,,,,,,,,3.292508,,,,,,,,,,,c9c82e43-54f7-4d96-8044-ae432d6f8959,654,,"[49.8, 53.2]",3754325,15,,,,,0.39353213,,Right Foot,,,,"[89.3, 69.6]",High Pass,,42.769264,,,,Callum McManaman,9551.0,,,,,,1,Regular Play,Rickie Lambert,40124.0,Right Center Forward,31,West Bromwich Albion,27,"['02020c18-274d-4e7a-93da-05bc2f5d5bd7', 'b12d9ca6-9f6c-4551-bbae-6f3aa4b43c73']",5,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:15:05.385,Pass,True
,,,,,,,,,,,,,,,,3.404473,,,,,,,,,,,86055d86-9df7-4788-a461-3efbdaf80cbe,659,,"[7.0, 36.1]",3754325,15,,True,,,-0.39479113,,Right Foot,,,,"[23.8, 29.1]",Ground Pass,,18.2,,,,Virgil van Dijk,3669.0,,,,,Goal Kick,1,From Goal Kick,Maarten Stekelenburg,20201.0,Goalkeeper,32,Southampton,25,['bfc46063-ac10-41ad-ae20-ad69740e9d8d'],57,,,,,,,,,,,,,,,,,Southampton,25,00:15:57.081,Pass,
,,,,,,,,,,,,,,,,1.599999,,,,,,,,,,,f0bc66d9-b507-4bc0-a3e6-46e37c6f3f51,661,,"[29.4, 27.3]",3754325,16,,True,,,0.76499283,,Left Foot,,,,"[36.9, 34.5]",Ground Pass,,10.396634,,,,Victor Wanyama,3098.0,,,,,,1,From Goal Kick,Virgil van Dijk,3669.0,Left Center Back,32,Southampton,25,['74242447-b8b0-4ae1-8713-3dfa35381f7d'],1,,,,,,,,,,,,,,,,,Southampton,25,00:16:01.469,Pass,
,,,,,,,,,,,,,,,,1.002458,,,,,,,,,,,f5ac22a0-cbae-4583-86c7-2983cb049df0,663,,"[43.4, 50.4]",3754325,16,,,,,1.0536284,,Right Foot,,,,"[49.6, 61.3]",Ground Pass,,12.539936,,,,José Miguel da Rocha Fonte,3960.0,,,,,,1,From Goal Kick,Victor Wanyama,3098.0,Center Defensive Midfield,32,Southampton,25,['eb3d6dcd-d9f8-4113-90b9-8c5fb128be1d'],5,,,,,,,,,,,,,,,,,Southampton,25,00:16:05.860,Pass,
,,,,,,,,,,,,,,,,1.562891,,,,,,,,,,,8212593f-1586-42bf-858b-75551236a035,666,,"[52.2, 61.9]",3754325,16,,,,,-1.5932645,,Right Foot,,,,"[52.0, 53.0]",Ground Pass,,8.902246,,,,Victor Wanyama,3098.0,,,,,,1,From Goal Kick,José Miguel da Rocha Fonte,3960.0,Right Center Back,32,Southampton,25,['a6ee677e-264b-422a-9de9-c246317cfe7d'],8,,,,,,,,,,,,,,,,,Southampton,25,00:16:08.420,Pass,
,,,,,,,,,,,,,,,,2.79173,,,,,,,,,,,c40aeb6e-772a-4dea-85e9-32bd8c1d6ac2,669,,"[55.5, 52.7]",3754325,16,,,,,-0.76395375,,Right Foot,,,,"[93.6, 16.2]",High Pass,,52.7623,,Incomplete,,Jay Rodriguez,3685.0,,,,,,1,From Goal Kick,Victor Wanyama,3098.0,Center Defensive Midfield,32,Southampton,25,"['3ef8612c-7161-4547-9666-01fc13f65d42', 'ef29bd4e-b058-42a0-bfd7-b25ab0ba077b']",11,,,,,,,,,,,,,,,,,Southampton,25,00:16:11.366,Pass,
,,,,,,,,,,,,,,,,2.447722,,,,,,,,,,,ef29bd4e-b058-42a0-bfd7-b25ab0ba077b,672,,"[26.5, 63.9]",3754325,16,,,,True,-0.6692565,,,,,,"[53.3, 42.7]",High Pass,,34.171333,,,,José Salomón Rondón Giménez,4041.0,,,,,Recovery,1,Regular Play,Craig Dawson,3523.0,Right Back,33,West Bromwich Albion,27,"['3291b0d6-af05-4917-841d-af0e6ba6fc22', 'c40aeb6e-772a-4dea-85e9-32bd8c1d6ac2', 'e26d5d9f-3e0c-4cc9-928d-c8de509ad301']",14,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:16:14.158,Pass,True
,,,,,,,,,,,,,,,,1.033799,,,,,,,,,,,1be2ba3e-672f-401b-bc41-cfc4fc0398ae,675,,"[54.4, 44.5]",3754325,16,,,,,2.7540689,,Right Foot,,,,"[39.7, 50.5]",High Pass,,15.877342,,,,Darren Fletcher,4022.0,,,,,,1,Regular Play,José Salomón Rondón Giménez,4041.0,Left Center Forward,33,West Bromwich Albion,27,"['387f1110-0643-4a15-96dd-684585119494', 'c11bc5fe-779b-4a21-a0d1-016eba99aa90']",16,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:16:16.605,Pass,True
,,,,,,,,,,,,,,,,1.306227,,,,,,,,,,,033d8862-4bf0-4915-86a4-097c30029c5f,677,,"[39.7, 50.5]",3754325,16,,,,,-0.6556956,,Head,,,,"[56.6, 37.5]",Low Pass,,21.321585,,,,Rickie Lambert,40124.0,,,,,,1,Regular Play,Darren Fletcher,4022.0,Right Defensive Midfield,33,West Bromwich Albion,27,['95b77190-77b2-45cf-b397-3180f830511a'],17,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:16:17.679,Pass,
,,,,,,,,,,,,,,,,3.189461,,,,,,,,,,,bf734d5e-7291-4cbb-b803-17f17b8700f0,679,,"[55.8, 37.9]",3754325,16,,,,,1.0882831,,Right Foot,,,,"[67.9, 61.0]",High Pass,,26.077192,True,Incomplete,,José Salomón Rondón Giménez,4041.0,,,,,,1,Regular Play,Rickie Lambert,40124.0,Right Center Forward,33,West Bromwich Albion,27,"['366c2ca3-31f7-4e61-bb74-6b9647147b22', '675afdbf-5a40-4c2a-b193-a3bbf2d8d11c']",18,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:16:18.985,Pass,
,,,,,,,,,,,,,,,,0.722564,,,,,,,,,,,76dd2c1f-cd2b-45d3-bfc7-ac07b3bf7709,683,,"[53.1, 14.3]",3754325,16,,,,,0.68231654,,Right Foot,,,,"[59.5, 19.5]",Ground Pass,,8.246211,,,,Victor Wanyama,3098.0,,,,,,1,Regular Play,Virgil van Dijk,3669.0,Left Center Back,34,Southampton,25,['10e740eb-e2b3-4018-87c7-58c86cc64769'],22,,,,,,,,,,,,,,,,,Southampton,25,00:16:22.927,Pass,
,,,,,,,,,,,,,,,,1.304039,,,,,,,,,,,71284418-021b-467c-bd9e-4a1b3598cde6,687,,"[57.4, 24.5]",3754325,16,,,,,2.4026725,,Right Foot,,,,"[39.4, 40.9]",Ground Pass,,24.35077,,,,José Miguel da Rocha Fonte,3960.0,,,,,,1,Regular Play,Victor Wanyama,3098.0,Center Defensive Midfield,34,Southampton,25,['559784ff-4c2c-483d-8a21-4ce683d5a9c9'],24,,,,,,,,,,,,,,,,,Southampton,25,00:16:24.771,Pass,
,,,,,,,,,,,,,,,,1.530904,,,,,,,,,,,07961131-7db1-4c32-a5cc-b18c3de78dc2,690,,"[38.6, 43.6]",3754325,16,,,,,1.4873254,,Right Foot,,,,"[40.7, 68.7]",Ground Pass,,25.187695,,,,Cédric Ricardo Alves Soares,3329.0,,,,,,1,Regular Play,José Miguel da Rocha Fonte,3960.0,Right Center Back,34,Southampton,25,['6d8db923-05e4-4236-aef3-4873875fce93'],27,,,,,,,,,,,,,,,,,Southampton,25,00:16:27.066,Pass,
,,,,,,,,,,,,,,,,3.346226,,,,,,,,,,,44c23ae6-f1df-4d2e-a3dc-56c5121705b4,694,,"[39.6, 75.6]",3754325,16,,,,,0.017239671,,Right Foot,,,,"[91.8, 76.5]",High Pass,,52.20776,,,,Dušan Tadić,3831.0,,,,,,1,Regular Play,Cédric Ricardo Alves Soares,3329.0,Right Back,34,Southampton,25,['0ee4f08e-3cac-4473-aa8c-a3fa1955ddbc'],30,,,,,,,,,,,,,,,,,Southampton,25,00:16:30.190,Pass,
,,,,,,,,,,,,,,,,0.78363,,,,,,,,,,,7f90f409-4ca3-4f4e-a7a6-8a24786e4fed,699,,"[20.6, 4.8]",3754325,16,,,,,2.4162316,,Right Foot,,,,"[10.9, 13.4]",Ground Pass,,12.96341,,,,Jonathan Grant Evans,11012.0,,,,,Recovery,1,Regular Play,Chris Brunt,3541.0,Left Back,35,West Bromwich Albion,27,['efdcf7c7-2579-4400-8f2c-a4752cfb6630'],35,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:16:35.777,Pass,
,,,,,,,,,,,,,,,,0.954382,,,,,,,,,,,8621be65-6265-4bc8-90e4-7df0fa17bbfa,702,,"[9.6, 12.6]",3754325,16,,,,,-1.3775848,,Right Foot,,,,"[11.4, 3.4]",Ground Pass,,9.3744335,,,,Chris Brunt,3541.0,,,,,,1,Regular Play,Jonathan Grant Evans,11012.0,Left Center Back,35,West Bromwich Albion,27,['53bf5698-f25d-4156-9ef8-f66398f643d1'],38,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:16:38.027,Pass,
,,,,,,,,,,,,,,,,0.903181,,,,,,,,,,,14d8ee12-1d2a-4af3-9aa1-3d39109af37a,705,,"[10.1, 2.8]",3754325,16,,,,,2.1962814,,Left Foot,,,,"[3.6, 11.8]",Ground Pass,,11.101802,,,,Jonathan Grant Evans,11012.0,,,,,,1,Regular Play,Chris Brunt,3541.0,Left Back,35,West Bromwich Albion,27,['c5cca94a-8cd8-40e5-87b0-8c957eca3f22'],39,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:16:39.784,Pass,
,,,,,,,,,,,,,,,,1.757598,,,,,,,,,,,9d95ee90-1001-43e7-aa39-ead9b7495c0b,709,,"[4.1, 10.9]",3754325,16,,,,,-0.16703369,,Left Foot,,,,"[38.5, 5.1]",Low Pass,,34.88553,,,,Craig Gardner,9485.0,,,,,,1,Regular Play,Jonathan Grant Evans,11012.0,Left Center Back,35,West Bromwich Albion,27,"['06939198-8fa5-4db8-be8c-ea46b4f7a842', 'aeeaec9e-e6e6-4954-bdbc-c98ef05c35b5']",41,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:16:41.519,Pass,True
,,,,,,,,,,,,,,,,1.051761,,,,,,,,,,,3e08f74a-7605-4251-a819-71bba2bc0e8f,713,,"[38.3, 9.6]",3754325,16,,,,,0.6911226,,Right Foot,,,,"[57.4, 25.4]",Low Pass,,24.788101,,,,Rickie Lambert,40124.0,,,,,,1,Regular Play,Craig Gardner,9485.0,Left Midfield,35,West Bromwich Albion,27,['be9ceebb-cce1-4855-8ff4-46837277e27e'],45,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:16:45.230,Pass,
,,,,,,,,,,,,,,,,0.894237,,,,,,,,,,,270d226a-a058-4140-9c50-f071a5ce9b46,717,,"[63.6, 26.5]",3754325,16,,,,,-0.5880026,,Right Foot,,,,"[78.0, 16.9]",Low Pass,,17.306646,,,,José Salomón Rondón Giménez,4041.0,,,,,,1,Regular Play,Rickie Lambert,40124.0,Right Center Forward,35,West Bromwich Albion,27,"['17e36c45-6876-448c-a5b6-95e43d231561', '6ce031bb-1b17-4f45-ae1a-20922102d067']",48,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:16:48.340,Pass,True
,,,,,,,,,,,,,,,,0.783117,,,,,,,,,,,1b6d8598-5bd1-4ed9-a00f-c58609e76569,720,,"[87.5, 19.2]",3754325,16,,,,,1.379489,,Right Foot,,,,"[92.4, 44.5]",Low Pass,,25.770138,,,,Rickie Lambert,40124.0,,,,,,1,Regular Play,José Salomón Rondón Giménez,4041.0,Left Center Forward,35,West Bromwich Albion,27,['35cb75cc-9553-4716-8ec8-2a9a4b839838'],53,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:16:53.437,Pass,
,,,,,,,,,,,,,,,,1.384832,,,,,,,,,,,7e5dbf63-f112-416f-b885-5861f3bbae40,724,,"[21.8, 30.0]",3754325,16,,,,,-0.15197228,,Left Foot,,,,"[32.9, 28.3]",Ground Pass,,11.229425,,,,Jay Rodriguez,3685.0,,,,,Recovery,1,Regular Play,Matt Targett,3651.0,Left Back,36,Southampton,25,['e7b9b4c2-e140-4d91-9f99-ea6e61e44011'],55,,,,,,,,,,,,,,,,,Southampton,25,00:16:55.516,Pass,
,,,,,,,,,,,,,,,,1.106878,,,,,,,,,,,282a609d-145c-4d52-ace6-0b4ff47cfb4d,726,,"[47.2, 31.0]",3754325,16,,True,,,2.1622353,,Right Foot,,,,"[38.2, 44.4]",Ground Pass,,16.14187,,,,James Ward-Prowse,3328.0,,,,,,1,Regular Play,Jay Rodriguez,3685.0,Left Midfield,36,Southampton,25,['67f2c30c-ebc0-4959-b42a-2c47660ae75f'],59,,,,,,,,,,,,,,,,,Southampton,25,00:16:59.248,Pass,
,,,,,,,,,,,,,,,,2.264851,,,,,,,,,,,f08fa5d5-d8e2-4616-b1c7-d4e64efafe4a,728,,"[48.2, 44.9]",3754325,17,,,,,-0.96871805,,Right Foot,,,,"[76.1, 4.3]",Low Pass,,49.262257,,,,Matt Targett,3651.0,,True,,,,1,Regular Play,James Ward-Prowse,3328.0,Right Center Midfield,36,Southampton,25,['c1f4c790-a607-42b8-b048-48e1bbc0d390'],3,,,,,,,,,,,,,,,,,Southampton,25,00:17:03.363,Pass,
,,,,,,,,,,,,,,,,1.842879,,,,,,,,,,,b8e265db-828a-4874-b7b7-df93c50d588f,731,,"[83.6, 9.5]",3754325,17,,,,,2.253814,,Left Foot,,,,"[70.5, 25.6]",Ground Pass,,20.756205,,,,Steven Davis,3828.0,,,,,,1,Regular Play,Matt Targett,3651.0,Left Back,36,Southampton,25,['a42f8eee-e31d-461d-9c99-89a4ab014fc0'],9,,,,,,,,,,,,,,,,,Southampton,25,00:17:09.308,Pass,
,,,,,,,,,,,,,,,,0.545873,,,,,,,,,,,1adcc112-64c0-4833-aa53-c66afddf1cba,734,,"[80.0, 28.8]",3754325,17,,,,,0.26107746,,Right Foot,,,,"[93.1, 32.3]",Low Pass,,13.559499,,,,Jay Rodriguez,3685.0,,,,,,1,Regular Play,Steven Davis,3828.0,Left Center Midfield,36,Southampton,25,['4680fda0-4ed3-4acc-9f0e-a473c96e7343'],13,,,,,,,,,,,,,,,,,Southampton,25,00:17:13.411,Pass,
,,,,,,,,,,,,,,,,2.087997,,,,,,,,,,,54d74ca8-9cce-4f62-8053-6285849a05a7,740,,"[93.9, 35.6]",3754325,17,,,,,0.029403288,,Right Foot,,,,"[110.9, 36.1]",High Pass,,17.00735,,Incomplete,,Jay Rodriguez,3685.0,,,Through Ball,True,,1,Regular Play,Graziano Pellè,11062.0,Center Forward,36,Southampton,25,"['3799cf4d-2157-4987-94ca-f3e788d305be', '9ee5c5f7-5786-46be-8598-95822225c608']",15,,,,,,,,,,,,,,,,,Southampton,25,00:17:15.375,Pass,
,,,,,,,,,,,,,,,,1.806703,,,,,,,,,,,7f502ecb-f1f8-4795-97cc-863be568f46c,743,,"[12.3, 55.3]",3754325,17,,,,,0.1378071,,Right Foot,,,,"[39.7, 59.1]",High Pass,,27.662249,,Incomplete,,,,,,,,Recovery,1,Regular Play,Craig Dawson,3523.0,Right Back,36,Southampton,25,['8a1c9fb4-f427-413b-ad23-7bb88733bff8'],20,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:17:20.479,Pass,
,,,,,,,,,,,,,,,,1.411307,,,,,,,,,,,6621306d-c0c0-4b0c-9a49-5bc3835fc157,746,,"[72.2, 22.7]",3754325,17,,,,,2.9510396,,Left Foot,,,,"[52.5, 26.5]",Ground Pass,,20.06315,,,,Virgil van Dijk,3669.0,,,,,,1,Regular Play,Steven Davis,3828.0,Left Center Midfield,36,Southampton,25,['b26d8bc8-99d3-4efe-a5b7-c7e65645dd96'],29,,,,,,,,,,,,,,,,,Southampton,25,00:17:29.154,Pass,
,,,,,,,,,,,,,,,,3.401668,,,,,,,,,,,020b6aa2-9dce-40f2-b81c-92922150d768,749,,"[52.5, 29.1]",3754325,17,,,,,1.4652469,,Right Foot,,,,"[56.6, 67.8]",Ground Pass,,38.916576,,,,José Miguel da Rocha Fonte,3960.0,,,,,,1,Regular Play,Virgil van Dijk,3669.0,Left Center Back,36,Southampton,25,['0ab2d629-7780-4a2f-bd56-a920ae975926'],31,,,,,,,,,,,,,,,,,Southampton,25,00:17:31.197,Pass,
,,,,,,,,,,,,,,,,1.731693,,,,,,,,,,,68983722-9a3d-4700-87d2-1dcbece55130,752,,"[70.3, 66.5]",3754325,17,,,,,-0.6777697,,Right Foot,,,,"[94.4, 47.1]",Ground Pass,,30.938164,,Incomplete,,,,,,,,,1,Regular Play,José Miguel da Rocha Fonte,3960.0,Right Center Back,36,Southampton,25,['c044f092-8823-4802-8831-d80801c87b72'],38,,,,,,,,,,,,,,,,,Southampton,25,00:17:38.009,Pass,
,,,,,,,,,,,,,,,,1.206134,,,,,,,,,,,8979dd83-170f-423b-8620-9dd74779edea,755,,"[24.9, 37.0]",3754325,17,,,,,1.0250046,,Right Foot,,,,"[36.5, 56.1]",Ground Pass,,22.346588,,,,Callum McManaman,9551.0,,,,,,1,Regular Play,Gareth McAuley,3596.0,Right Center Back,37,West Bromwich Albion,27,['36abcffc-eb22-4288-ba1f-b8a5cb13ef8c'],40,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:17:40.829,Pass,
,,,,,,,,,,,,,,,,1.047465,,,,,,,,,,,03a2b247-a983-43a7-b4e4-0c8345c75386,762,,"[74.0, 80.0]",3754325,17,,,,,-2.3948019,,,,,,"[61.9, 68.8]",Low Pass,,16.487875,,,,Darren Fletcher,4022.0,,,,,Throw-in,1,From Throw In,Craig Dawson,3523.0,Right Back,38,West Bromwich Albion,27,['2605f969-ab34-4388-8991-9ad52921fc9a'],55,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:17:55.472,Pass,
,,,,,,,,,,,,,,,,1.696853,,,,,,,,,,,b52aabb7-a574-4ac0-8521-7a1252f2af91,766,,"[50.6, 63.1]",3754325,17,,,,,-0.93378395,,Left Foot,,,,"[67.1, 40.8]",High Pass,,27.740583,,,,Rickie Lambert,40124.0,,,,,,1,From Throw In,Darren Fletcher,4022.0,Right Defensive Midfield,38,West Bromwich Albion,27,"['173de214-f9c6-4ef4-ba12-9f8849cdda02', 'f2caea72-4fe8-4445-b060-cf6937b16163']",59,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:17:59.667,Pass,True
,,,,,,,,,,,,,,,,2.049381,,,,,,,,,,,0bf3ad74-d140-4f81-91cd-c454a8046011,769,,"[70.1, 41.9]",3754325,18,,,,,-0.33289498,,Right Foot,,,,"[99.6, 31.7]",High Pass,,31.21362,,Incomplete,,Craig Gardner,9485.0,,,,,,1,From Throw In,Rickie Lambert,40124.0,Right Center Forward,38,West Bromwich Albion,27,"['0c77046a-2b41-4ce1-8bdf-759cca496291', 'a3bf910f-3154-4ebf-a6da-f47d0cbeebc3']",2,,,,,,,,,,,,,,,,,West Bromwich Albion,27,00:18:02.474,Pass,
,,,,,,,,,,,,,,,,2.994789,,,,,,,,,,,99a23946-09c5-4714-91a0-e2ee9b984d9c,773,,"[21.3, 45.2]",3754325,18,,,,,1.3623312,,Right Foot,,,,"[25.7, 66.0]",Ground Pass,,21.260292,,,,Cédric Ricardo Alves Soares,3329.0,,,,,Recovery,1,Regular Play,José Miguel da Rocha Fonte,3960.0,Right Center Back,39,Southampton,25,['6e2685f7-c172-4ba8-b63b-493eefb8f59b'],6,,,,,,,,,,,,,,,,,Southampton,25,00:18:06.323,Pass,
,,,,,,,,,,,,,,,,1.640493,,,,,,,,,,,b5c9529b-58d0-4fb8-85f8-56667b7b6aa6,776,,"[37.7, 78.0]",3754325,18,,,,,-2.38058,,Right Foot,,,,"[23.0, 64.0]",Ground Pass,,20.3,,,,José Miguel da Rocha Fonte,3960.0,,,,,,1,Regular Play,Cédric Ricardo Alves Soares,3329.0,Right Back,39,Southampton,25,['735e198b-10c9-41c0-86ab-b76756e63a9c'],12,,,,,,,,,,,,,,,,,Southampton,25,00:18:12.518,Pass,
,,,,,,,,,,,,,,,,2.058977,,,,,,,,,,,24e94c54-f6dd-415e-80dc-410643209fef,779,,"[25.7, 62.7]",3754325,18,,,,,-1.4963998,,Right Foot,,,,"[28.1, 30.5]",Ground Pass,,32.289318,,,,Virgil van Dijk,3669.0,,,,,,1,Regular Play,José Miguel da Rocha Fonte,3960.0,Right Center Back,39,Southampton,25,['6f6819b1-15b0-4801-a8b7-7dc38f2025f2'],15,,,,,,,,,,,,,,,,,Southampton,25,00:18:15.222,Pass,
,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,7d34498a-1668-46fb-b940-528b6fb30b8d,782,,"[32.6, 30.0]",3754325,18,,,,,0.92627686,,Left Foot,,,,"[44.4, 45.7]",Ground Pass,,19.64001,,,,Victor Wanyama,3098.0,,,,,,1,Regular Play,Virgil van Dijk,3669.0,Left Center Back,39,Southampton,25,['cfd4a75a-c3fd-4d35-8bea-6020216821da'],19,,,,,,,,,,,,,,,,,Southampton,25,00:18:19.112,Pass,
,,,,,,,,,,,,,,,,1.914008,,,,,,,,,,,862426ed-749e-4ab4-92ad-d2eccbe31881,786,,"[54.9, 40.4]",3754325,18,,,,,2.167973,,Right Foot,,,,"[44.7, 55.4]",Ground Pass,,18.13946,,,,José Miguel da Rocha Fonte,3960.0,,,,,,1,Regular Play,Victor Wanyama,3098.0,Center Defensive Midfield,39,Southampton,25,"['84880d48-3852-437b-a78b-73141559cd63', '9fb32df0-42b1-43e7-a896-02106642a14e']",23,,,,,,,,,,,,,,,,,Southampton,25,00:18:23.452,Pass,True
,,,,,,,,,,,,,,,,1.238108,,,,,,,,,,,60e6c1be-a780-4da8-9e92-6b94bc27cbc9,789,,"[56.2, 61.9]",3754325,18,,,,,0.8724261,,Left Foot,,,,"[63.0, 70.0]",Ground Pass,,10.575916,,,,Steven Davis,3828.0,,,,,,1,Regular Play,José Miguel da Rocha Fonte,3960.0,Right Center Back,39,Southampton,25,['e4f0b2c6-0479-48bd-8402-6ad4860f623b'],29,,,,,,,,,,,,,,,,,Southampton,25,00:18:29.185,Pass,
,,,,,,,,,,,,,,,,1.16004,,,,,,,,,,,75014453-7481-4690-aa29-97a96b6675fc,792,,"[76.5, 72.2]",3754325,18,,,,,0.104876935,,Right Foot,,,,"[93.6, 74.0]",Ground Pass,,17.194475,,,,Dušan Tadić,3831.0,,,,,,1,Regular Play,Steven Davis,3828.0,Left Center Midfield,39,Southampton,25,['946ff9a1-91da-432d-b112-e0e2824db6f2'],35,,,,,,,,,,,,,,,,,Southampton,25,00:18:35.153,Pass,
,,,,,,,,,,,,,,,,2.310477,,,,,,,,,,,18d1cd9f-459c-46cc-b7a0-06022ddc87a4,797,,"[92.3, 73.0]",3754325,18,,,,,-0.20770447,,Left Foot,,,,"[116.5, 67.9]",Ground Pass,,24.731558,,,,Cédric Ricardo Alves Soares,3329.0,,,,,,1,Regular Play,Dušan Tadić,3831.0,Right Midfield,39,Southampton,25,"['da863d8f-344b-4fe8-9d93-fdc8f1b6050b', 'dd632c85-b7fc-4e3c-a623-31453b65ce44']",39,,,,,,,,,,,,,,,,,Southampton,25,00:18:39.061,Pass,True
,,,,,,,,,,,,,,,,1.003941,,,,,,,,,,,ace120c7-d37e-44bf-aaf6-29aab8c54b9f,799,,"[116.5, 67.9]",3754325,18,,,,,-1.7074395,,Right Foot,True,,,"[113.2, 43.9]",High Pass,,24.225813,,Incomplete,,Jay Rodriguez,3685.0,,,,,,1,Regular Play,Cédric Ricardo Alves Soares,3329.0,Right Back,39,Southampton,25,"['b56166c3-b117-46bc-948e-32770f6b487a', 'be14726d-b01a-4287-b14f-62d1dd4be7f6']",41,,,,,,,,,,,,,,,,,Southampton,25,00:18:41.371,Pass,
