bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,928e9048-5d97-41fe-adf6-d3cf6f3cffe0,1,,,3754000,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sunderland,41,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6871, 'name': 'Costel Fane Pantilimon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3658, 'name': 'DeAndre Yedlin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 6300, 'name': 'Sebastián Coates Nión'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 4746, 'name': 'Younes Kaboul'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 4429, 'name': ""Yann Gérard M''Vila""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 43627, 'name': 'Jordi Gómez García-Penche'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 42902, 'name': 'Adam Johnson'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 4417, 'name': 'Ola Toivonen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 22281, 'name': 'Duncan Watmore'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 41}, {'player': {'id': 9554, 'name': 'Steven Fletcher'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 26}]}",Sunderland,41,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,86a72033-d265-486e-9238-6c3552f37fd6,2,,,3754000,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sunderland,41,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 20201, 'name': 'Maarten Stekelenburg'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 22}, {'player': {'id': 3300, 'name': 'Maya Yoshida'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 3960, 'name': 'José Miguel da Rocha Fonte'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3669, 'name': 'Virgil van Dijk'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 20045, 'name': 'Ryan Bertrand'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 3828, 'name': 'Steven Davis'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 16181, 'name': 'Jordy Clasie'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 3629, 'name': 'Sadio Mané'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 3328, 'name': 'James Ward-Prowse'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 16}, {'player': {'id': 3831, 'name': 'Dušan Tadić'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 11062, 'name': 'Graziano Pellè'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Southampton,25,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b4b612d3-93ee-43e2-adea-2d521676768b,3,,,3754000,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sunderland,41,['d50e0708-b14b-455a-bbae-68a2cfc7c08f'],0,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d50e0708-b14b-455a-bbae-68a2cfc7c08f,4,,,3754000,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sunderland,41,['b4b612d3-93ee-43e2-adea-2d521676768b'],0,,,,,,,,,,,,,,,,Southampton,25,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0c38c14d-eee9-4458-9b48-7ec4743881e5,1661,,,3754000,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,Sunderland,41,['f31e4412-d0fb-4ac6-8724-297be3c3d126'],0,,,,,,,,,,,,,,,,Southampton,25,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f31e4412-d0fb-4ac6-8724-297be3c3d126,1662,,,3754000,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,95,Sunderland,41,['0c38c14d-eee9-4458-9b48-7ec4743881e5'],0,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.652323,,,,,,,,,,,,,,b0cba03d-6925-458f-83ff-11e118ea49fc,5,,"[61.0, 40.1]",3754000,0,,,,,-2.2367656,,Left Foot,,,"[59.9, 38.7]",Ground Pass,,1.7804494,,,,Jordi Gómez García-Penche,43627.0,,,,,Kick Off,1,From Kick Off,Steven Fletcher,9554.0,Center Forward,2,Sunderland,41,['be5b8dad-f3d8-4dd3-a34a-22ce16bde43f'],0,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.333,Pass,
,,,,,,,,,,,,,,,,1.781662,,,,,,,,,,,,,,770009bd-a580-471a-be10-f0481a12c8ff,7,,"[59.7, 38.8]",3754000,0,,,,,2.8369682,,Left Foot,,,"[36.8, 46.0]",Low Pass,,24.005207,,,,Sebastián Coates Nión,6300.0,,,,,,1,From Kick Off,Jordi Gómez García-Penche,43627.0,Left Center Midfield,2,Sunderland,41,['a3e52bdc-15cd-4d74-b3d9-d6418787c4f0'],0,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.985,Pass,
,,,,,,,,,,,,,,,,3.809637,,,,,,,,,,,,,,b54df95b-66bb-4d12-9660-85288c142e20,10,,"[39.9, 45.0]",3754000,0,,,,,-0.6664927,,Right Foot,,,"[90.5, 5.2]",High Pass,,64.377014,,,Incomplete,,,,,,,,1,From Kick Off,Sebastián Coates Nión,6300.0,Right Center Back,2,Sunderland,41,['3a94d1c8-fde6-47fe-ad90-b1d406dcdc25'],4,,,,,,,,,,,,,,,,Sunderland,41,00:00:04.220,Pass,
,,,,,,,,,,,,,,,,2.04412,,,,,,,,,,,,,,67869af8-713a-4a0e-b4ac-1358cae6ab29,18,,"[120.0, 0.1]",3754000,0,,,,,1.6997429,,Right Foot,,,"[113.4, 51.0]",High Pass,True,51.326115,,,,Sebastián Coates Nión,6300.0,,,True,Inswinging,Corner,1,From Corner,Yann Gérard M''Vila,4429.0,Right Center Midfield,3,Sunderland,41,['5fbfb461-609c-4ba1-b2d5-be15d9f76474'],33,,,,,,,,,,,,,,,,Sunderland,41,00:00:33.679,Pass,
