50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,3.132452,,,,,,,,,,,,,,770b22a9-10b5-4c3e-81f8-0ab9cae511ff,16,,,"[7.0, 44.1]",3754311,0,,,,0.45057645,,Right Foot,,,"[68.6, 73.9]",,High Pass,,68.42953,,,Incomplete,Bafétimbi Gomis,20521.0,,,,,,Goal Kick,1,From Goal Kick,Łukasz Fabiański,3262.0,Goalkeeper,3,Swansea City,26,"['c2343ce7-4939-446c-ac5f-82732ea9133f', 'cd66097d-cac5-406b-aa0c-58fb6dc2b9c5']",42,,,,,,,,,,,,,,,,,Swansea City,26,00:00:42.691,Pass,
,,,,,,,,,,,,,,,0.888015,,,,,,,,,,,,,,cd66097d-cac5-406b-aa0c-58fb6dc2b9c5,19,,,"[51.5, 6.2]",3754311,0,,,True,-0.4736807,,,,,"[63.4, 0.1]",,High Pass,,13.372359,,,Out,,,,,,,,Recovery,1,From Goal Kick,Martin Olsson,3576.0,Left Back,3,Swansea City,26,"['770b22a9-10b5-4c3e-81f8-0ab9cae511ff', 'f0ac133c-8490-40a6-b8f5-bac4db2d9765']",45,,,,,,,,,,,,,,,,,Norwich City,56,00:00:45.823,Pass,True
,,,,,,,,,,,,,,,1.219514,,,,,,,,,,,,,,8a499aa9-e880-463a-a66a-8c9bce8c7439,20,,,"[56.7, 80.0]",3754311,1,,,,-0.3289189,,,,,"[73.4, 74.3]",,High Pass,,17.645962,,,Incomplete,Bafétimbi Gomis,20521.0,,,,,,Throw-in,1,From Throw In,Kyle Naughton,3340.0,Right Back,4,Swansea City,26,"['9bfcf21f-0573-4b49-a11b-184044f6f654', 'e8c06138-6bcd-4f9e-a818-f13cb68dd537']",2,,,,,,,,,,,,,,,,,Swansea City,26,00:01:02.034,Pass,
,,,,,,,,,,,,,,,2.025991,,,,,,,,,,,,,,e8c06138-6bcd-4f9e-a818-f13cb68dd537,22,,,"[46.7, 5.8]",3754311,1,,,,0.26705015,,Head,,,"[67.9, 11.6]",,High Pass,,21.97908,,,,Cameron Jerome,4807.0,,,,,,Recovery,1,From Throw In,Martin Olsson,3576.0,Left Back,4,Swansea City,26,"['5656b957-5e8b-4d95-99a4-f2ff5162d99a', '8a499aa9-e880-463a-a66a-8c9bce8c7439']",3,,,,,,,,,,,,,,,,,Norwich City,56,00:01:03.253,Pass,
,,,,,,,,,,,,,,,0.791076,,,,,,,,,,,,,,80346475-097d-477a-b745-db5d2f9f7a85,27,,,"[58.0, 66.8]",3754311,1,,,,-1.9850143,,Left Foot,,,"[52.9, 55.2]",,Low Pass,,12.671622,,,,Jonjo Shelvey,3057.0,,,,,,Recovery,1,From Throw In,André Ayew Pelé,3347.0,Right Wing,4,Swansea City,26,['8e8e26c6-51ac-4077-9112-154013e3f21f'],6,,,,,,,,,,,,,,,,,Swansea City,26,00:01:06.481,Pass,
,,,,,,,,,,,,,,,1.084915,,,,,,,,,,,,,,54e9bd84-d564-4d62-83a8-0442939467dd,30,,,"[52.9, 55.2]",3754311,1,,,,-2.858018,,Left Foot,,,"[35.4, 50.1]",,Low Pass,,18.228,,,,Ashley Williams,3644.0,,,,,,,1,From Throw In,Jonjo Shelvey,3057.0,Left Center Midfield,4,Swansea City,26,['27c48d9c-b007-433c-aa35-d65ad30ad991'],7,,,,,,,,,,,,,,,,,Swansea City,26,00:01:07.312,Pass,
,,,,,,,,,,,,,,,1.860084,,,,,,,,,,,,,,c2be50cd-6bfc-48de-beba-35e1fac3c24b,33,,,"[35.5, 50.1]",3754311,1,,,,-1.4296229,,Right Foot,,,"[41.0, 11.4]",,Ground Pass,,39.088875,,,,Neil Taylor,9627.0,,,,,,,1,From Throw In,Ashley Williams,3644.0,Left Center Back,4,Swansea City,26,['ef7d3729-a7e3-4ea3-b04e-73f595e7f9f2'],9,,,,,,,,,,,,,,,,,Swansea City,26,00:01:09.660,Pass,
,,,,,,,,,,,,,,,0.962035,,,,,,,,,,,,,,7b39c62b-3538-47a9-a61b-f82f73aa31bd,36,,,"[45.9, 8.3]",3754311,1,,,,1.3696694,,Left Foot,,,"[48.0, 18.6]",,Ground Pass,,10.511898,,,,Jonjo Shelvey,3057.0,,,,,,,1,From Throw In,Neil Taylor,9627.0,Left Back,4,Swansea City,26,['7293ff8e-ec55-4b32-97ce-99896f0a2341'],12,,,,,,,,,,,,,,,,,Swansea City,26,00:01:12.948,Pass,
,,,,,,,,,,,,,,,1.377119,,,,,,,,,,,,,,c2f4a846-55b6-4cda-8916-5999b5520933,39,,,"[77.4, 16.2]",3754311,1,,,,-0.5591506,,Right Foot,,,"[93.7, 6.0]",,Ground Pass,,19.228365,,,,Gylfi Þór Sigurðsson,3944.0,,,,,,,1,From Throw In,Jonjo Shelvey,3057.0,Left Center Midfield,4,Swansea City,26,['4b4e69c3-1435-48a2-a16a-2c03bd4c3eab'],20,,,,,,,,,,,,,,,,,Swansea City,26,00:01:20.068,Pass,
,,,,,,,,,,,,,,,0.190806,,,,,,,,,,,,,,6f4a47d4-ebc0-42ba-9b6b-5d098f0a5c12,42,,,"[104.0, 7.2]",3754311,1,,,,2.024135,,Right Foot,,,"[102.1, 11.1]",,Low Pass,,4.3382025,,,Incomplete,,,,,,,,,1,From Throw In,Gylfi Þór Sigurðsson,3944.0,Center Attacking Midfield,4,Swansea City,26,['13cbf78b-9b4b-454d-bebc-8402c0a9bca7'],25,,,,,,,,,,,,,,,,,Swansea City,26,00:01:25.255,Pass,
,,,,,,,,,,,,,,,1.73606,,,,,,,,,,,,,,07802155-1414-4954-bb63-9b42f2259f35,49,,,"[87.0, 0.1]",3754311,1,,,,1.4953098,1a80958c-c905-4380-ac98-5cab97bffaae,,,,"[88.8, 23.9]",,High Pass,,23.86797,,,,Bafétimbi Gomis,20521.0,True,,,,,Throw-in,1,From Throw In,Neil Taylor,9627.0,Left Back,5,Swansea City,26,['013ca1df-00d9-4472-9671-27f9557c4fb0'],42,,,,,,,,,,,,,,,,,Swansea City,26,00:01:42.936,Pass,
,,,,,,,,,,,,,,,3.230088,,,,,,,,,,,,,,451a8c5e-baf1-4acc-88b4-5ba52c33bb87,54,,,"[6.0, 36.0]",3754311,2,True,,,0.9462481,,Right Foot,,,"[31.3, 71.1]",,Ground Pass,,43.267773,,,,Andre Wisdom,4808.0,,,,,,Goal Kick,1,From Goal Kick,John Ruddy,23635.0,Goalkeeper,6,Norwich City,56,['2cda2d19-9afd-4353-81da-fa0379250e1b'],2,,,,,,,,,,,,,,,,,Norwich City,56,00:02:02.940,Pass,
,,,,,,,,,,,,,,,1.056713,,,,,,,,,,,,,,78e79876-b3cc-4a55-9b51-6600a49124ec,56,,,"[41.0, 72.0]",3754311,2,,,,-0.50466937,,Right Foot,,,"[51.5, 66.2]",,Ground Pass,,11.995416,,,,Alexander Banor Tettey,9463.0,,,,,,,1,From Goal Kick,Andre Wisdom,4808.0,Right Back,6,Norwich City,56,['a8639a1f-40b3-440a-8d68-1d6f7988c9f2'],7,,,,,,,,,,,,,,,,,Norwich City,56,00:02:07.430,Pass,
,,,,,,,,,,,,,,,1.112626,,,,,,,,,,,,,,06d2ccae-3747-4a83-ad84-03f2d86da961,59,,,"[66.0, 67.4]",3754311,2,,,,-0.635756,,Right Foot,,,"[84.7, 53.6]",,Ground Pass,,23.240698,,,Incomplete,Cameron Jerome,4807.0,,,,,,,1,From Goal Kick,Alexander Banor Tettey,9463.0,Right Defensive Midfield,6,Norwich City,56,"['d1ff97fc-cd0a-425b-9437-0ceec247c084', 'e0221a31-b0a3-4b42-adaf-ac4aea646e4e']",10,,,,,,,,,,,,,,,,,Norwich City,56,00:02:10.418,Pass,
,,,,,,,,,,,,,,,0.766388,,,,,,,,,,,,,,4796bd3d-979b-40a7-a64e-e6f8bc449cb1,64,,,"[38.0, 24.0]",3754311,2,,,,-0.5597969,,Right Foot,,,"[45.5, 19.3]",,Ground Pass,,8.850988,,,,Jonjo Shelvey,3057.0,,,,,,,1,Regular Play,Ashley Williams,3644.0,Left Center Back,7,Swansea City,26,"['224e50e3-0f68-4823-b78d-fb2ec0f8598c', '57d06e7f-1e6b-4ce2-bcf7-840ac9fa1ddf']",12,,,,,,,,,,,,,,,,,Swansea City,26,00:02:12.696,Pass,True
,,,,,,,,,,,,,,,0.943668,,,,,,,,,,,,,,72fcf01d-9bf2-4a94-aaa5-2662a7e3d499,67,,,"[45.5, 19.3]",3754311,2,,,,-2.0816193,,Right Foot,,,"[40.4, 10.2]",,Ground Pass,,10.431683,,,,Neil Taylor,9627.0,,,,,,,1,Regular Play,Jonjo Shelvey,3057.0,Left Center Midfield,7,Swansea City,26,['2d315216-5194-406f-8da5-158d74e40766'],14,,,,,,,,,,,,,,,,,Swansea City,26,00:02:14.262,Pass,
,,,,,,,,,,,,,,,1.690089,,,,,,,,,,,,,,eafe4064-f5c6-4e69-910a-186359a86bad,70,,,"[41.0, 9.0]",3754311,2,,,,0.3230212,,Left Foot,,,"[64.6, 16.9]",,High Pass,,24.887146,,,Incomplete,Gylfi Þór Sigurðsson,3944.0,,,,,,,1,Regular Play,Neil Taylor,9627.0,Left Back,7,Swansea City,26,"['3cb5df1e-b1cc-493c-bec1-14fce9f7e766', '72100b0b-ded5-4b6f-8fe5-1a5bd074e3bf']",16,,,,,,,,,,,,,,,,,Swansea City,26,00:02:16.340,Pass,
,,,,,,,,,,,,,,,0.806506,,,,,,,,,,,,,,3cb5df1e-b1cc-493c-bec1-14fce9f7e766,72,,,"[55.5, 63.2]",3754311,2,,,,-0.032246884,,Right Foot,,,"[64.8, 62.9]",,Low Pass,,9.304837,,,Incomplete,Wes Hoolahan,10966.0,,,,,,Recovery,1,Regular Play,Alexander Banor Tettey,9463.0,Right Defensive Midfield,7,Swansea City,26,"['23729fbb-7b9b-4845-8b08-fbec3c3e3c50', 'd5afe34c-36fd-41a6-985e-efa641ca5a1f', 'eafe4064-f5c6-4e69-910a-186359a86bad']",18,,,,,,,,,,,,,,,,,Norwich City,56,00:02:18.030,Pass,
,,,,,,,,,,,,,,,0.516008,,,,,,,,,,,,,,23729fbb-7b9b-4845-8b08-fbec3c3e3c50,74,,,"[55.3, 17.2]",3754311,2,,,,-0.06241881,,Left Foot,,,"[60.1, 16.9]",,Low Pass,,4.8093657,,,,Gylfi Þór Sigurðsson,3944.0,,,,,,Recovery,1,Regular Play,Jonjo Shelvey,3057.0,Left Center Midfield,7,Swansea City,26,"['1082e389-c36a-4651-a812-3e504520a190', '3cb5df1e-b1cc-493c-bec1-14fce9f7e766']",18,,,,,,,,,,,,,,,,,Swansea City,26,00:02:18.836,Pass,
,,,,,,,,,,,,,,,0.845519,,,,,,,,,,,,,,94ce82bf-ab20-4bdb-920f-d35cbe407887,77,,,"[60.1, 16.9]",3754311,2,,,,2.1327178,,Other,,,"[56.7, 22.3]",,Low Pass,,6.3812222,,,,Jonjo Shelvey,3057.0,,,,,,,1,Regular Play,Gylfi Þór Sigurðsson,3944.0,Center Attacking Midfield,7,Swansea City,26,['327f3ef7-5f12-4a2e-a9e3-9bb3f7949efb'],19,,,,,,,,,,,,,,,,,Swansea City,26,00:02:19.412,Pass,
,,,,,,,,,,,,,,,1.735033,,,,,,,,,,,,,,905452f5-4a6f-4cb9-81ef-d5634a12a3d9,80,,,"[56.7, 22.3]",3754311,2,,,,1.7326337,,Right Foot,,,"[49.5, 66.4]",,Low Pass,,44.68389,,,,Kyle Naughton,3340.0,,,True,,,,1,Regular Play,Jonjo Shelvey,3057.0,Left Center Midfield,7,Swansea City,26,['a72b45eb-047f-471d-94a7-c37a010178a0'],21,,,,,,,,,,,,,,,,,Swansea City,26,00:02:21.218,Pass,
,,,,,,,,,,,,,,,1.653797,,,,,,,,,,,,,,18ad7f7d-1a08-4fc2-a9f1-d117835f1c06,83,,,"[49.5, 66.4]",3754311,2,,,,-2.2346838,,Right Foot,,,"[36.2, 49.4]",,Ground Pass,,21.584486,,,,Federico Fernández,3290.0,,,,,,,1,Regular Play,Kyle Naughton,3340.0,Right Back,7,Swansea City,26,['16d54ac0-71df-41f3-bdc7-2d1badf42de9'],25,,,,,,,,,,,,,,,,,Swansea City,26,00:02:25.804,Pass,
,,,,,,,,,,,,,,,1.106919,,,,,,,,,,,,,,3b9d76cf-459b-4fb5-bb61-10de36db576f,86,,,"[36.2, 49.4]",3754311,2,,,,-1.3709285,,Right Foot,,,"[42.5, 18.3]",,Ground Pass,,31.731688,,,,Ashley Williams,3644.0,,,,,,,1,Regular Play,Federico Fernández,3290.0,Right Center Back,7,Swansea City,26,['4915a3e7-e842-4ba4-ac3e-991615181524'],28,,,,,,,,,,,,,,,,,Swansea City,26,00:02:28.479,Pass,
,,,,,,,,,,,,,,,0.886773,,,,,,,,,,,,,,05e6d956-23a6-492d-9940-e56a46add9de,89,,,"[48.8, 17.4]",3754311,2,,,,-0.81835324,,Right Foot,,,"[53.2, 12.7]",,Ground Pass,,6.4381676,,,,Jonjo Shelvey,3057.0,,,,,,,1,Regular Play,Ashley Williams,3644.0,Left Center Back,7,Swansea City,26,['bc33ed49-4b05-4c02-9f0f-0435aacc6ff9'],30,,,,,,,,,,,,,,,,,Swansea City,26,00:02:30.813,Pass,
,,,,,,,,,,,,,,,1.797929,,,,,,,,,,,,,,5f9ea4c4-de16-4d5a-a6bc-0bcc029952f6,92,,,"[53.2, 12.7]",3754311,2,,,,1.670465,,Right Foot,,,"[48.0, 64.7]",,Low Pass,,52.259354,,,,Sung-Yeung Ki,3605.0,,,True,,,,1,Regular Play,Jonjo Shelvey,3057.0,Left Center Midfield,7,Swansea City,26,['937d293d-c413-41b3-b7d3-270f5b02f71b'],32,,,,,,,,,,,,,,,,,Swansea City,26,00:02:32.835,Pass,
,,,,,,,,,,,,,,,1.314999,,,,,,,,,,,,,,a83c50ba-7dc4-40ec-bc65-d037bcf84e49,95,,,"[72.8, 62.2]",3754311,2,,,,1.673878,,Left Foot,,,"[71.3, 76.7]",,Ground Pass,,14.57738,,,,Kyle Naughton,3340.0,,,,,,,1,Regular Play,Sung-Yeung Ki,3605.0,Right Center Midfield,7,Swansea City,26,['b3c0fe7d-9792-472d-9a3d-4f7687341dc4'],39,,,,,,,,,,,,,,,,,Swansea City,26,00:02:39.128,Pass,
,,,,,,,,,,,,,,,1.851983,,,,,,,,,,,,,,3f3d18bb-b898-44a1-b748-d8762ac8ec76,98,,,"[71.3, 76.7]",3754311,2,,,,-2.5515862,,Right Foot,,,"[48.3, 61.3]",,Ground Pass,,27.679596,,,,Federico Fernández,3290.0,,,,,,,1,Regular Play,Kyle Naughton,3340.0,Right Back,7,Swansea City,26,['6acd2667-f182-4bce-ba44-41dd5b749241'],41,,,,,,,,,,,,,,,,,Swansea City,26,00:02:41.635,Pass,
,,,,,,,,,,,,,,,1.789432,,,,,,,,,,,,,,e9ddf3f8-1598-4734-9123-0e466546811f,101,,,"[48.3, 61.3]",3754311,2,,,,-1.5598679,,Right Foot,,,"[48.7, 24.7]",,Ground Pass,,36.602184,,,,Ashley Williams,3644.0,,,,,,,1,Regular Play,Federico Fernández,3290.0,Right Center Back,7,Swansea City,26,['5e04dbf0-a008-4cdf-a52e-d5e4bd46e415'],44,,,,,,,,,,,,,,,,,Swansea City,26,00:02:44.647,Pass,
,,,,,,,,,,,,,,,1.456065,,,,,,,,,,,,,,22768479-8e88-4d5b-9786-ce9031b4fd21,104,,,"[50.8, 20.2]",3754311,2,,,,-0.9874233,,Right Foot,,,"[57.4, 10.2]",,Ground Pass,,11.981652,,,,Neil Taylor,9627.0,,,,,,,1,Regular Play,Ashley Williams,3644.0,Left Center Back,7,Swansea City,26,['23535985-c2f4-4c59-abd5-4c0c01d5a053'],47,,,,,,,,,,,,,,,,,Swansea City,26,00:02:47.145,Pass,
,,,,,,,,,,,,,,,2.390428,,,,,,,,,,,,,,9b0a5b17-1a14-476e-8f61-ab6184974fc9,107,,,"[57.4, 10.2]",3754311,2,,,,0.06981641,,Left Foot,,,"[100.3, 13.2]",,High Pass,,43.00477,,,Pass Offside,Gylfi Þór Sigurðsson,3944.0,,,,,,,1,Regular Play,Neil Taylor,9627.0,Left Back,7,Swansea City,26,['43f054d0-339f-40a8-bd97-e0f713b5cbf7'],50,,,,,,,,,,,,,,,,,Swansea City,26,00:02:50.200,Pass,
,,,,,,,,,,,,,,,6.092435,,,,,,,,,,,,,,790d50fd-ae76-4138-860b-b6dcec0f77d8,109,,,"[19.8, 66.9]",3754311,3,,,,-0.45770073,,Right Foot,,,"[107.5, 23.7]",,High Pass,,97.76262,,,Incomplete,Cameron Jerome,4807.0,,,True,,,Free Kick,1,From Free Kick,John Ruddy,23635.0,Goalkeeper,8,Norwich City,56,"['c5bafd9f-1e72-4038-a3f4-5d9320842c19', 'dd88a351-3d96-41fe-87e7-6b799ecaf720']",10,,,,,,,,,,,,,,,,,Norwich City,56,00:03:10.538,Pass,
,,,,,,,,,,,,,,,1.913845,,,,,,,,,,,,,,c5bafd9f-1e72-4038-a3f4-5d9320842c19,111,,,"[12.6, 56.4]",3754311,3,,,,1.0738277,,Right Foot,,,"[25.4, 80.0]",,High Pass,,26.84772,,,Out,,,,,,,,Recovery,1,From Free Kick,Federico Fernández,3290.0,Right Center Back,8,Norwich City,56,['790d50fd-ae76-4138-860b-b6dcec0f77d8'],16,,,,,,,,,,,,,,,,,Swansea City,26,00:03:16.631,Pass,
,,,,,,,,,,,,,,,0.913822,,,,,,,,,,,,,,905b4044-510b-445c-bbb8-daf9b04bf13b,112,,,"[103.6, 0.1]",3754311,3,,,,1.4303137,,,,,"[105.0, 10.0]",,Low Pass,,9.9985,,,,Robert Brady,10967.0,,,,,,Throw-in,1,From Throw In,Martin Olsson,3576.0,Left Back,9,Norwich City,56,['ceaabc24-29bb-4b44-ae45-b6a8a78989b8'],31,,,,,,,,,,,,,,,,,Norwich City,56,00:03:31.207,Pass,
