50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.97254,,,,,,,,,,,,,,,,c3455fd0-9d91-4959-82b2-56b501b9fc15,19,,"[22.9, 80.0]",3754261,0,,True,,,-0.21419547,,,,,"[53.7, 73.3]",,High Pass,,31.520311,,,,Mesut Özil,3496.0,,,,,Throw-in,1,From Throw In,Héctor Bellerín Moruno,3511.0,Right Back,3,Arsenal,1,['bc84e99c-eecb-4ad3-b679-dccdf64e998c'],36,,,,,,,,,,,,,,,,Arsenal,1,00:00:36.786,Pass,
,,,,,,,,,,,,,,,,,,1.684716,,,,,,,,,,,,,,,,213080bd-ae98-4384-bd3e-58a9bef69ecf,22,,"[66.9, 65.0]",3754261,0,,,,,-1.6291243,,Left Foot,,,"[65.3, 37.6]",,Ground Pass,,27.446676,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,From Throw In,Mesut Özil,3496.0,Center Attacking Midfield,3,Arsenal,1,"['c1f8cf5d-7943-4f3e-a9de-19dd871b4df1', 'e51ce932-8b73-46f7-961c-b05650d2f7bb']",40,,,,,,,,,,,,,,,,Arsenal,1,00:00:40.132,Pass,True
,,,,,,,,,,,,,,,,,,2.044387,,,,,,,,,,,,,,,,cb62f7a8-acae-4b86-abfe-d5a3b74c9c69,25,,"[66.9, 41.6]",3754261,0,,,,,0.45202023,,Right Foot,,,"[101.5, 58.4]",,Low Pass,,38.46297,,,,Alex Oxlade-Chamberlain,3525.0,,,,,,1,From Throw In,Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,3,Arsenal,1,['1ca9cacf-7594-4b14-8a0f-62179cb086a3'],42,,,,,,,,,,,,,,,,Arsenal,1,00:00:42.767,Pass,
,,,,,,,,,,,,,,,,,,0.941524,,,,,,,,,,,,,,,,66e9cb61-9460-4be6-8974-2fd4211dd63c,28,,"[111.2, 55.6]",3754261,0,,,,,-1.4731696,,Right Foot,,,"[113.1, 36.2]",,Ground Pass,,19.492819,,Incomplete,,Mesut Özil,3496.0,,,,,,1,From Throw In,Alex Oxlade-Chamberlain,3525.0,Right Wing,3,Arsenal,1,"['08c72218-5d82-43c3-9550-f610eae97ace', '3005ca02-b71d-4d7c-ad61-62c088e7ed15']",46,,,,,,,,,,,,,,,,Arsenal,1,00:00:46.244,Pass,
,,,,,,,,,,,,,,,,,,2.147907,,,,,,,,,,,,,,,,730d3919-ee7f-483a-af3b-744c420ab9d2,31,,"[120.0, 0.1]",3754261,1,,,,,1.6309913,f8241037-0fab-4300-8d15-a4f128d3bb87,Right Foot,,,"[117.3, 44.9]",,High Pass,True,44.881287,,,,Alexis Alejandro Sánchez Sánchez,3385.0,True,True,Inswinging,,Corner,1,From Corner,Alex Oxlade-Chamberlain,3525.0,Right Wing,4,Arsenal,1,['4829d568-0089-4744-83a2-df5946c376ed'],18,,,,,,,,,,,,,,,,Arsenal,1,00:01:18.120,Pass,
,,,,,,,,,,,,,,,,,,7.182609,,,,,,,,,,,,,,,,d5768336-84f5-4ac3-9251-e63afb28dc52,36,,"[7.0, 44.1]",3754261,1,,True,,,0.33136564,,Right Foot,,,"[69.2, 65.5]",,High Pass,,65.77842,,Incomplete,,Riyad Mahrez,3814.0,,,,,Goal Kick,1,From Goal Kick,Kasper Schmeichel,3815.0,Goalkeeper,5,Leicester City,22,"['2292817a-744b-4e4e-b919-b4a288efd996', 'c313556c-b3ff-48db-b2fb-a2d08f992895']",50,,,,,,,,,,,,,,,,Leicester City,22,00:01:50.160,Pass,
,,,,,,,,,,,,,,,,,,1.141671,,,,,,,,,,,,,,,,808cd39b-57a1-4a95-9105-777efc737221,40,,"[70.9, 68.7]",3754261,1,,,,,-0.27829966,,Right Foot,,,"[85.6, 64.5]",,High Pass,,15.288231,,Incomplete,,Jamie Vardy,10960.0,,,,,Interception,1,From Goal Kick,Danny Drinkwater,3662.0,Right Defensive Midfield,5,Leicester City,22,"['06c4a0e8-cbef-4231-86be-46c6d9a5fec0', 'a136aba5-1782-4b4a-b1e4-0acb6813bc2a']",58,,,,,,,,,,,,,,,,Leicester City,22,00:01:58.506,Pass,
,,,,,,,,,,,,,,,,,,0.483291,,,,,,,,,,,,,,,,e3feba92-4b09-4848-9e4a-19d78cd7dd0c,43,,"[84.4, 70.2]",3754261,2,,,,,-0.48064315,,Head,,,"[98.4, 62.9]",,High Pass,,15.78892,,Pass Offside,,Jamie Vardy,10960.0,,,,,Recovery,1,From Goal Kick,Riyad Mahrez,3814.0,Right Midfield,5,Leicester City,22,['82f34bea-216e-4249-ba70-1b3e28a6e94c'],1,,,,,,,,,,,,,,,,Leicester City,22,00:02:01.421,Pass,
,,,,,,,,,,,,,,,,,,3.343351,,,,,,,,,,,,,,,,35094976-4513-4e3e-9979-5b6e48cb7766,45,,"[30.2, 16.6]",3754261,2,,,,,-0.17764412,,Left Foot,,,"[82.0, 7.3]",,High Pass,,52.628223,,,,Olivier Giroud,3604.0,,,,,Free Kick,1,From Free Kick,Petr Čech,3461.0,Goalkeeper,6,Arsenal,1,['c2f43e28-b31a-4170-b8c1-4f93c84fb2d3'],19,,,,,,,,,,,,,,,,Arsenal,1,00:02:19.136,Pass,
,,,,,,,,,,,,,,,,,,0.72589,,,,,,,,,,,,,,,,7021d97a-2f28-4b18-85a1-174d17a64238,48,,"[85.4, 6.8]",3754261,2,,,,,-1.8207749,,Left Foot,,,"[84.2, 2.1]",,Ground Pass,,4.8507733,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,From Free Kick,Olivier Giroud,3604.0,Center Forward,6,Arsenal,1,['9541f25a-45a8-4af8-814e-e83da5d18cf9'],23,,,,,,,,,,,,,,,,Arsenal,1,00:02:23.445,Pass,
,,,,,,,,,,,,,,,,,,3.078502,,,,,,,,,,,,,,,,86ab8389-5cc6-48ef-a146-cb2ab4f61bb4,51,,"[83.0, 7.5]",3754261,2,,,,,1.6466959,,Right Foot,,,"[79.0, 60.1]",,High Pass,,52.751873,,,,Héctor Bellerín Moruno,3511.0,,True,,,,1,From Free Kick,Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,6,Arsenal,1,['6f05f8c3-8785-42be-b008-3d6c6176095d'],26,,,,,,,,,,,,,,,,Arsenal,1,00:02:26.546,Pass,
,,,,,,,,,,,,,,,,,,1.050302,,,,,,,,,,,,,,,,7ac9cca6-4572-43a8-ab5a-87eb0fb595db,54,,"[78.3, 60.1]",3754261,2,,,,,-1.5962145,,Right Foot,,,"[78.0, 48.3]",,Ground Pass,,11.803813,,,,Francis Joseph Coquelin,3437.0,,,,,,1,From Free Kick,Héctor Bellerín Moruno,3511.0,Right Back,6,Arsenal,1,['a66132ef-cf95-4902-b714-89f36e44f903'],30,,,,,,,,,,,,,,,,Arsenal,1,00:02:30.732,Pass,
,,,,,,,,,,,,,,,,,,0.884768,,,,,,,,,,,,,,,,8c8a91ae-55d2-42a4-9dce-d84e6018c663,58,,"[78.7, 51.3]",3754261,2,,,,,1.3973736,,Right Foot,,,"[81.1, 65.0]",,Ground Pass,,13.90863,,,,Héctor Bellerín Moruno,3511.0,,,,,,1,From Free Kick,Francis Joseph Coquelin,3437.0,Right Defensive Midfield,6,Arsenal,1,"['3dfad1f9-f5a0-41fe-a36b-94c8acb30a60', 'bd771358-98a3-4892-b6a4-8cd7c228b9ac']",32,,,,,,,,,,,,,,,,Arsenal,1,00:02:32.580,Pass,True
,,,,,,,,,,,,,,,,,,0.988322,,,,,,,,,,,,,,,,332ce234-a91a-4ccc-9218-9e9c2bb18fa8,61,,"[79.4, 65.5]",3754261,2,,,,,0.42439285,,Right Foot,,,"[92.9, 71.6]",,Ground Pass,,14.814182,,,,Alex Oxlade-Chamberlain,3525.0,,,,,,1,From Free Kick,Héctor Bellerín Moruno,3511.0,Right Back,6,Arsenal,1,['42c2c6eb-e946-4c49-bda8-c8884c75819b'],34,,,,,,,,,,,,,,,,Arsenal,1,00:02:34.045,Pass,
,,,,,,,,,,,,,,,,,,0.953645,,,,,,,,,,,,,,,,de5af461-fc0d-41e8-943e-1d9c3e9c0f75,65,,"[93.2, 74.3]",3754261,2,,,,,3.0855765,,Right Foot,,,"[82.5, 74.9]",,Ground Pass,,10.716809,,,,Héctor Bellerín Moruno,3511.0,,,,,,1,From Free Kick,Alex Oxlade-Chamberlain,3525.0,Right Wing,6,Arsenal,1,"['70acab3a-5797-4213-9384-85bf6147b13b', '9daf5fc0-9d0d-41d0-9862-a3e124539105']",35,,,,,,,,,,,,,,,,Arsenal,1,00:02:35.499,Pass,True
,,,,,,,,,,,,,,,,,,1.19605,,,,,,,,,,,,,,,,984569fd-243e-4dd7-ab1a-b25ec5ffddc0,71,,"[74.7, 80.0]",3754261,2,,,,,-1.2264624,,,,,"[79.9, 65.5]",,Low Pass,,15.404221,,,,Francis Joseph Coquelin,3437.0,,,,,Throw-in,1,From Throw In,Héctor Bellerín Moruno,3511.0,Right Back,7,Arsenal,1,['5dc62381-e7d8-4b74-9917-5dad2cad156b'],43,,,,,,,,,,,,,,,,Arsenal,1,00:02:43.954,Pass,
,,,,,,,,,,,,,,,,,,0.861751,,,,,,,,,,,,,,,,829b40d2-da96-4c28-8600-d952fc9ed29f,75,,"[79.7, 65.3]",3754261,2,,,,,1.5236615,,Right Foot,,,"[80.2, 75.9]",,Low Pass,,10.611786,,,,Héctor Bellerín Moruno,3511.0,,,,,,1,From Throw In,Francis Joseph Coquelin,3437.0,Right Defensive Midfield,7,Arsenal,1,"['23be294d-22f5-4abd-b1e9-fcd430a8e456', '2916d772-7b3e-41a9-a298-3e80cd82b486', '6b326a58-fe7c-44af-81a4-c583c6647cc9']",45,,,,,,,,,,,,,,,,Arsenal,1,00:02:45.150,Pass,True
,,,,,,,,,,,,,,,,,,0.967134,,,,,,,,,,,,,,,,9e8132c5-f83a-4986-8149-f53ece13e589,77,,"[80.2, 75.9]",3754261,2,,,,,-0.25811112,,Head,,,"[92.7, 72.6]",,High Pass,,12.928264,,,,Alex Oxlade-Chamberlain,3525.0,,,,,,1,From Throw In,Héctor Bellerín Moruno,3511.0,Right Back,7,Arsenal,1,['c98e2d6f-2cce-4522-a89e-1b8c4c7f74a7'],46,,,,,,,,,,,,,,,,Arsenal,1,00:02:46.012,Pass,
,,,,,,,,,,,,,,,,,,2.028713,,,,,,,,,,,,,,,,dce54df8-0324-42a0-876f-fadc33c2fbb0,83,,"[27.7, 0.1]",3754261,3,,,,,0.44223186,,,,,"[57.9, 14.4]",,High Pass,,33.414516,,Incomplete,,Shinji Okazaki,3810.0,,,,,Throw-in,1,From Throw In,Christian Fuchs,3812.0,Left Back,8,Leicester City,22,"['53ef3f13-1c68-4423-833a-284f65a1740e', 'a6e463e9-735a-4e2d-9f56-27829f11620d']",6,,,,,,,,,,,,,,,,Leicester City,22,00:03:06.795,Pass,
,,,,,,,,,,,,,,,,,,1.846853,,,,,,,,,,,,,,,,fccda564-abb3-4234-a05c-b86ab038f288,86,,"[46.3, 13.7]",3754261,3,,,,,0.61072594,,Head,,,"[55.3, 20.0]",,High Pass,,10.9859,,Incomplete,,Shinji Okazaki,3810.0,,,,,Recovery,1,From Throw In,N''Golo Kanté,3961.0,Left Defensive Midfield,8,Leicester City,22,"['202c60be-1cee-446d-be7e-07de3df36a1c', '784e4bb3-6551-43ed-8a2e-20cdf1d08b91']",10,,,,,,,,,,,,,,,,Leicester City,22,00:03:10.735,Pass,
,,,,,,,,,,,,,,,,,,2.187892,,,,,,,,,,,,,,,,784e4bb3-6551-43ed-8a2e-20cdf1d08b91,88,,"[64.8, 60.1]",3754261,3,,,,,0.7853982,,Left Foot,,,"[79.0, 74.3]",,High Pass,,20.081833,,Incomplete,,Mesut Özil,3496.0,,,,,Recovery,1,From Throw In,Francis Joseph Coquelin,3437.0,Right Defensive Midfield,8,Leicester City,22,"['2f72a565-a65b-4cba-8989-2362262e19a7', 'ddd7a83c-8a52-48dc-a5f6-26a3f7714e01', 'fccda564-abb3-4234-a05c-b86ab038f288']",12,,,,,,,,,,,,,,,,Arsenal,1,00:03:12.582,Pass,
,,,,,,,,,,,,,,,,,,0.157212,,,,,,,,,,,,,,,,2f72a565-a65b-4cba-8989-2362262e19a7,91,,"[41.1, 5.8]",3754261,3,,,,,0.5611634,,Left Foot,,,"[44.6, 8.0]",,Low Pass,,4.1340055,,Incomplete,,N''Golo Kanté,3961.0,,,,,Recovery,1,From Throw In,Christian Fuchs,3812.0,Left Back,8,Leicester City,22,"['784e4bb3-6551-43ed-8a2e-20cdf1d08b91', '84f70f33-8f4a-4ca3-9f71-fca1e013569e', '9fdcc47e-12fc-4684-a8ff-0628c90664da']",14,,,,,,,,,,,,,,,,Leicester City,22,00:03:14.770,Pass,
,,,,,,,,,,,,,,,,,,1.168432,,,,,,,,,,,,,,,,63db2b1f-e629-4f67-bc60-e9f75d1dcebe,101,,"[84.0, 80.0]",3754261,3,,,,,-1.3465616,,,,,"[86.6, 68.6]",,Low Pass,,11.692733,,,,Mesut Özil,3496.0,,,,,Throw-in,1,From Throw In,Héctor Bellerín Moruno,3511.0,Right Back,9,Arsenal,1,['6a913e10-f22f-4718-809e-5ce08ed7df76'],28,,,,,,,,,,,,,,,,Arsenal,1,00:03:28.379,Pass,
,,,,,,,,,,,,,,,,,,1.091396,,,,,,,,,,,,,,,,251ee02d-a1c0-4fbe-8d25-09f61482e9e2,104,,"[86.1, 68.6]",3754261,3,,,,,2.3892949,,Right Foot,,,"[78.3, 75.9]",,Low Pass,,10.683165,,,,Héctor Bellerín Moruno,3511.0,,,,,,1,From Throw In,Mesut Özil,3496.0,Center Attacking Midfield,9,Arsenal,1,"['e2a85996-93b1-4f4f-b4ab-095d36bab3d5', 'f2427d2b-05d7-4b10-bb5a-c74a35ba33bb']",29,,,,,,,,,,,,,,,,Arsenal,1,00:03:29.547,Pass,True
,,,,,,,,,,,,,,,,,,0.470922,,,,,,,,,,,,,,,,4c21247e-9e0d-4817-9daf-41f3122da384,108,,"[78.1, 75.4]",3754261,3,,,,,-2.158799,,Right Foot,,,"[75.9, 72.1]",,Ground Pass,,3.9661064,,Unknown,,Aaron Ramsey,3517.0,,,,,,1,From Throw In,Héctor Bellerín Moruno,3511.0,Right Back,9,Arsenal,1,"['93de393d-801e-4eea-a83d-57fdf8ccb401', 'a6e22312-4980-49e3-a9f9-3ff90657d1ea']",31,,,,,,,,,,,,,,,,Arsenal,1,00:03:31.496,Pass,True
,,,,,,,,,,,,,,,,,,2.210292,,,,,,,,,,,,,,,,4e78345c-2908-4ae2-b1aa-9aab723d7a3c,111,,"[75.0, 71.2]",3754261,3,,True,,,-2.3242226,,Right Foot,,,"[52.3, 47.0]",,Ground Pass,,33.180264,,,,Laurent Koscielny,3394.0,,,,,Free Kick,1,From Free Kick,Aaron Ramsey,3517.0,Left Defensive Midfield,10,Arsenal,1,['b2837a62-7217-4bc2-89bf-30a8e28ba90a'],36,,,,,,,,,,,,,,,,Arsenal,1,00:03:36.800,Pass,
,,,,,,,,,,,,,,,,,,1.509091,,,,,,,,,,,,,,,,e1b677d6-334e-451e-9240-8a8b9e045037,113,,"[61.3, 42.6]",3754261,3,,,,,1.8388013,,Right Foot,,,"[56.0, 61.9]",,Ground Pass,,20.014494,,,,Per Mertesacker,3475.0,,,,,,1,From Free Kick,Laurent Koscielny,3394.0,Left Center Back,10,Arsenal,1,['8968e21d-0a2b-4d59-861f-937dde13b2bd'],43,,,,,,,,,,,,,,,,Arsenal,1,00:03:43.331,Pass,
,,,,,,,,,,,,,,,,,,0.812204,,,,,,,,,,,,,,,,ef691caa-c07b-450b-aa6c-c5558feb67c7,116,,"[55.8, 61.9]",3754261,3,,,,,-0.7853982,,Right Foot,,,"[64.3, 53.4]",,Ground Pass,,12.020815,,,,Aaron Ramsey,3517.0,,,,,,1,From Free Kick,Per Mertesacker,3475.0,Right Center Back,10,Arsenal,1,['b77aa931-7790-4bd7-8272-6ca6f75ad974'],46,,,,,,,,,,,,,,,,Arsenal,1,00:03:46.342,Pass,
,,,,,,,,,,,,,,,,,,1.308012,,,,,,,,,,,,,,,,79ff7a8c-b166-4db7-bc26-eefab286e55b,119,,"[64.3, 53.4]",3754261,3,,,,,2.8250234,,Right Foot,,,"[52.7, 57.2]",,Ground Pass,,12.206555,,,,Per Mertesacker,3475.0,,,,,,1,From Free Kick,Aaron Ramsey,3517.0,Left Defensive Midfield,10,Arsenal,1,['76afc57d-9438-4a4d-83d2-35fb73ee4c23'],47,,,,,,,,,,,,,,,,Arsenal,1,00:03:47.171,Pass,
,,,,,,,,,,,,,,,,,,1.065587,,,,,,,,,,,,,,,,294fa0a4-672d-4ff1-95e1-f38edc07148c,122,,"[52.0, 57.4]",3754261,3,,,,,0.80722874,,Left Foot,,,"[63.2, 69.1]",,Ground Pass,,16.196604,,,,Francis Joseph Coquelin,3437.0,,,,,,1,From Free Kick,Per Mertesacker,3475.0,Right Center Back,10,Arsenal,1,['8ce9124e-740b-4b1d-a19d-94bf051f16a3'],49,,,,,,,,,,,,,,,,Arsenal,1,00:03:49.620,Pass,
,,,,,,,,,,,,,,,,,,1.620926,,,,,,,,,,,,,,,,8106fef1-50b0-4ffd-a54a-c7d8a7a2e386,125,,"[64.1, 74.0]",3754261,3,,,,,-2.337329,,Right Foot,,,"[51.1, 60.5]",,Ground Pass,,18.741665,,,,Per Mertesacker,3475.0,,,,,,1,From Free Kick,Francis Joseph Coquelin,3437.0,Right Defensive Midfield,10,Arsenal,1,['a9b083f1-58dd-4db0-a8f5-8329a4341892'],52,,,,,,,,,,,,,,,,Arsenal,1,00:03:52.217,Pass,
