50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,181a91a1-5827-481e-bd70-a3cfe4f38c8c,1,,,3754031,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sunderland,41,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 9539, 'name': 'Vito Mannone'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 3658, 'name': 'DeAndre Yedlin'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 13286, 'name': 'Lamine Koné'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 16890, 'name': ""John O''Shea""}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 13846, 'name': 'Jan Kirchhoff'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 16295, 'name': ""Dame N''Doye""}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 10783, 'name': 'Lee Cattermole'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 4429, 'name': ""Yann Gérard M''Vila""}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 3196, 'name': 'Wahbi Khazri'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 22}, {'player': {'id': 3337, 'name': 'Jermain Defoe'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Sunderland,41,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d1eed491-b962-448f-8633-f3832314af54,2,,,3754031,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sunderland,41,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4587, 'name': 'Matteo Darmian'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 36}, {'player': {'id': 10958, 'name': 'Chris Smalling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 12}, {'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 10779, 'name': 'Cameron Borthwick-Jackson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 43}, {'player': {'id': 3600, 'name': 'Morgan Schneiderlin'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 28}, {'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 3293, 'name': 'Jesse Lingard'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 35}, {'player': {'id': 3294, 'name': 'Juan Manuel Mata García'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 20039, 'name': 'Anthony Martial'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 3538, 'name': 'Wayne Mark Rooney'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Manchester United,39,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,0f8f9ca0-894f-4d83-8eb8-06a46fdb447f,3,,,3754031,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sunderland,41,['984d6b2a-20c6-4ef9-a876-8c274344c51e'],0,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,984d6b2a-20c6-4ef9-a876-8c274344c51e,4,,,3754031,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sunderland,41,['0f8f9ca0-894f-4d83-8eb8-06a46fdb447f'],0,,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,04b55254-7dfe-4ac4-85c6-71ccb7dcda7d,1672,,,3754031,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,90,Manchester United,39,['3514065b-e78d-403e-9374-a593c952da97'],0,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,3514065b-e78d-403e-9374-a593c952da97,1673,,,3754031,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,90,Manchester United,39,['04b55254-7dfe-4ac4-85c6-71ccb7dcda7d'],0,,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.446719,,,,,,,,,,,,faa31896-4553-4540-a08d-01e82e758ac7,5,,"[61.0, 40.1]",3754031,0,,,,1.3397057,,Right Foot,,,"[61.4, 41.8]",Ground Pass,,1.7464249,,,,Jermain Defoe,3337.0,,,,,Kick Off,1,From Kick Off,Jan Kirchhoff,13846.0,Center Defensive Midfield,2,Sunderland,41,['2f2c1459-5e95-469c-9857-0a2023bc1c36'],0,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.188,Pass,
,,,,,,,,,,,,,,,,0.420356,,,,,,,,,,,,0223d6c1-34da-44d0-89ae-7444593a5fa5,8,,"[68.3, 29.1]",3754031,0,,,,-0.09751581,,Right Foot,,,"[77.5, 28.2]",Low Pass,,9.2439165,,Incomplete,,Wahbi Khazri,3196.0,,,,,,1,From Kick Off,Jermain Defoe,3337.0,Center Forward,2,Sunderland,41,"['0f24b6d3-fdd2-4597-a721-47516f52bc85', '6716779e-cae0-4475-9105-e95554a6f237']",2,,,,,,,,,,,,,,,,,Sunderland,41,00:00:02.776,Pass,
,,,,,,,,,,,,,,,,0.97391,,,,,,,,,,,,ac489ab2-f2ff-4958-8a21-0b9d91b822a7,17,,"[24.2, 60.5]",3754031,0,,,,-0.30704573,,Right Foot,,,"[36.5, 56.6]",High Pass,,12.903488,,,,Morgan Schneiderlin,3600.0,,,,,Recovery,1,Regular Play,Michael Carrick,4751.0,Left Defensive Midfield,3,Manchester United,39,"['88f06582-33ed-47cc-82a0-cd96991dbb8e', '8d265bfa-4a16-4bec-a1a9-7c2209ab3fde']",6,,,,,,,,,,,,,,,,,Manchester United,39,00:00:06.720,Pass,True
,,,,,,,,,,,,,,,,0.788402,,,,,,,,,,,,bbd75296-893f-43eb-aa35-aff2757d6b45,19,,"[36.7, 56.6]",3754031,0,,,,0.5839785,,Head,,,"[48.2, 64.2]",High Pass,,13.784411,,,,Wayne Mark Rooney,3538.0,,,,,,1,Regular Play,Morgan Schneiderlin,3600.0,Right Defensive Midfield,3,Manchester United,39,['8a1d92cb-3f60-45a9-994e-2ddf2299537f'],7,,,,,,,,,,,,,,,,,Manchester United,39,00:00:07.774,Pass,
,,,,,,,,,,,,,,,,1.678944,,,,,,,,,,,,bf1d4f50-b150-43ba-ad38-ac3b39f1f9f7,21,,"[48.2, 64.2]",3754031,0,,,,-1.775613,,Left Foot,,,"[43.9, 43.5]",Low Pass,,21.141901,,,,Juan Manuel Mata García,3294.0,,,,,,1,Regular Play,Wayne Mark Rooney,3538.0,Center Forward,3,Manchester United,39,['a25361f0-7670-409e-93e6-9b1976247800'],8,,,,,,,,,,,,,,,,,Manchester United,39,00:00:08.563,Pass,
,,,,,,,,,,,,,,,,0.757243,,,,,,,,,,,,5bf2e47d-8745-4a33-9e40-a1bbdc132444,24,,"[43.9, 43.1]",3754031,0,,,,-3.026716,,Head,,,"[36.1, 42.2]",Low Pass,,7.8517513,,,,Michael Carrick,4751.0,,,,,,1,Regular Play,Juan Manuel Mata García,3294.0,Center Attacking Midfield,3,Manchester United,39,['e6806199-2bac-4b92-8271-90243a501b9c'],10,,,,,,,,,,,,,,,,,Manchester United,39,00:00:10.320,Pass,
,,,,,,,,,,,,,,,,2.916069,,,,,,,,,,,,2a58ac80-3e6a-4443-ba7d-6ba943756acd,27,,"[36.1, 42.2]",3754031,0,,,,0.62389576,,Right Foot,,,"[77.5, 72.0]",High Pass,,51.009804,,Incomplete,,Wayne Mark Rooney,3538.0,,,,,,1,Regular Play,Michael Carrick,4751.0,Left Defensive Midfield,3,Manchester United,39,"['6692b29e-778c-4427-9c9a-a60dc9a38ae6', '8959bfec-2ed2-472a-81bb-41efe6e292ec']",11,,,,,,,,,,,,,,,,,Manchester United,39,00:00:11.140,Pass,
,,,,,,,,,,,,,,,,1.029021,,,,,,,,,,,,6692b29e-778c-4427-9c9a-a60dc9a38ae6,29,,"[42.6, 8.1]",3754031,0,,,,0.53527373,,Head,,,"[51.2, 13.2]",High Pass,,9.9985,,,,Yann Gérard M''Vila,4429.0,,,,,Recovery,1,Regular Play,John O''Shea,16890.0,Left Center Back,4,Sunderland,41,"['2a58ac80-3e6a-4443-ba7d-6ba943756acd', 'b4796893-8b55-42de-992f-6de6dd89b1ac']",14,,,,,,,,,,,,,,,,,Sunderland,41,00:00:14.056,Pass,
,,,,,,,,,,,,,,,,2.721402,,,,,,,,,,,,1b0e85ec-571d-473c-93c6-b321edb78316,31,,"[51.2, 13.5]",3754031,0,,,,2.0891645,,Head,,,"[35.4, 41.2]",Low Pass,,31.88934,,,,Lamine Koné,13286.0,,,,,,1,Regular Play,Yann Gérard M''Vila,4429.0,Left Center Midfield,4,Sunderland,41,['8f89d3ab-5add-412e-922d-281f8154aee9'],15,,,,,,,,,,,,,,,,,Sunderland,41,00:00:15.173,Pass,
