ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_out,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,1a4e0418-8b16-4baf-98d7-902824b78175,1,,,,3754174,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,,0,,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 28782, 'name': 'Ritchie De Laet'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3520, 'name': 'Jeffrey Schlupp'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 26}, {'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Leicester City,22,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,df2f8cf3-dce3-4f04-92fd-53b6e620757a,2,,,,3754174,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3461, 'name': 'Petr Čech'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 33}, {'player': {'id': 3511, 'name': 'Héctor Bellerín Moruno'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 24}, {'player': {'id': 3475, 'name': 'Per Mertesacker'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3394, 'name': 'Laurent Koscielny'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3498, 'name': 'Ignacio Monreal Eraso'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 6631, 'name': 'Mathieu Flamini'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 11386, 'name': 'Santiago Cazorla González'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 19}, {'player': {'id': 3517, 'name': 'Aaron Ramsey'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 3668, 'name': 'Theo Walcott'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Arsenal,1,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,399d1781-1d49-450c-9718-4936ad604ad4,3,,,,3754174,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,['b43a0884-4f70-4ab3-9b4a-e357e7c5035f'],0,,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,b43a0884-4f70-4ab3-9b4a-e357e7c5035f,4,,,,3754174,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,['399d1781-1d49-450c-9718-4936ad604ad4'],0,,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,da98fd35-5f92-4785-81f4-e0ef3d8e433d,1830,,,,3754174,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,87,Arsenal,1,['33c6926e-ac64-4ca6-9c3a-51ea4673e812'],0,,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,33c6926e-ac64-4ca6-9c3a-51ea4673e812,1831,,,,3754174,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,87,Arsenal,1,['da98fd35-5f92-4785-81f4-e0ef3d8e433d'],0,,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.296321,,,,,,,,,,,,,,,36cfdf75-c538-42f2-8f77-815985b9bfc2,5,,,"[60.0, 40.0]",3754174,0,,,,,-1.6614562,,Left Foot,,,"[59.8, 37.8]",,Ground Pass,,2.209072,,,,N''Golo Kanté,3961.0,,,,,Kick Off,1,From Kick Off,Shinji Okazaki,3810.0,Right Center Forward,2,Leicester City,22,['ded78f04-3054-4572-91f4-eb4fa00eb501'],0,,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.082,Pass,
,,,,,,,,,,,,,,,,,1.660723,,,,,,,,,,,,,,,cba32dab-8447-487a-9570-92dd84c8dff8,8,,,"[59.2, 37.5]",3754174,0,,,,,2.8706458,,Left Foot,,,"[52.0, 39.5]",,Ground Pass,,7.4726167,,,,Danny Drinkwater,3662.0,,,,,,1,From Kick Off,N''Golo Kanté,3961.0,Right Center Midfield,2,Leicester City,22,['5ff9d788-6f07-473e-97b2-dedf8bd9217a'],0,,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.419,Pass,
,,,,,,,,,,,,,,,,,3.157315,,,,,,,,,,,,,,,a16b2071-fa2c-453d-a302-9170c2adae75,11,,,"[53.2, 39.5]",3754174,0,,,,,-0.5257685,,Right Foot,,,"[93.7, 16.0]",,High Pass,,46.82414,,Incomplete,,,,,,,,,1,From Kick Off,Danny Drinkwater,3662.0,Left Center Midfield,2,Leicester City,22,['a4c7c201-357f-4349-a7bb-9a8e78a97722'],2,,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:02.159,Pass,
,,,,,,,,,,,,,,,,,1.68107,,,,,,,,,,,,,,,a4c7c201-357f-4349-a7bb-9a8e78a97722,12,,,"[26.4, 64.1]",3754174,0,,,,,-0.118297525,,Head,,,"[50.8, 61.2]",,High Pass,,24.571732,,Incomplete,,,,,,,,Recovery,1,From Kick Off,Per Mertesacker,3475.0,Right Center Back,2,Leicester City,22,"['7cf4588b-9e81-4ea5-be85-ebc897e001d6', 'a16b2071-fa2c-453d-a302-9170c2adae75']",5,,,,,,,,,,,,,,,,,,,Arsenal,1,00:00:05.317,Pass,
