50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.823413,,,,,,,,,,,,,6fa6ca82-ad54-4f0c-9c52-1105b25c8b0d,18,,"[44.5, 62.8]",3754197,0,,,,,1.6130247,,Right Foot,,,,"[43.9, 77.0]",,Ground Pass,,14.21267,,,,Kevin De Bruyne,3089.0,,,,,,1,From Kick Off,Fernando Luiz Rosa,3054.0,Left Defensive Midfield,2,Manchester City,36,['9fc8b2a0-db56-4af7-a422-bce4f5b1036c'],7,,,,,,,,,,,,,,,,,Manchester City,36,00:00:07.146,Pass,
,,,,,,,,,,,,,,,,,1.443789,,,,,,,,,,,,,e8fb2269-dac1-440a-9086-b36a3f308a3c,22,,"[41.8, 75.5]",3754197,0,,,,,-1.4066427,,Right Foot,,,,"[44.5, 59.2]",,Low Pass,,16.522106,,,,Fernando Francisco Reges,16003.0,,,,,,1,From Kick Off,Kevin De Bruyne,3089.0,Right Wing,2,Manchester City,36,['1afa8a08-60aa-425f-b256-849883ed0813'],9,,,,,,,,,,,,,,,,,Manchester City,36,00:00:09.082,Pass,
,,,,,,,,,,,,,,,,,1.345781,,,,,,,,,,,,,8af5df35-97a5-42f0-848c-d2675a9daded,26,,"[50.3, 57.5]",3754197,0,,,,,-2.1112158,,Left Foot,,,,"[46.7, 51.5]",,Ground Pass,,6.9971423,,,,Fernando Luiz Rosa,3054.0,,,,,,1,From Kick Off,Fernando Francisco Reges,16003.0,Right Defensive Midfield,2,Manchester City,36,"['1d436eab-b72e-4edd-a728-0f6cc9e4d1dd', '2d766728-4864-477a-bdc8-7e830cf62879']",15,,,,,,,,,,,,,,,,,Manchester City,36,00:00:15.265,Pass,True
,,,,,,,,,,,,,,,,,1.700401,,,,,,,,,,,,,c267269a-8036-4e83-a950-dc975d759a38,29,,"[46.0, 51.1]",3754197,0,,,,,-1.6630448,,Left Foot,,,,"[43.9, 28.4]",,Ground Pass,,22.79693,,,,Nicolás Hernán Otamendi,3090.0,,,,,,1,From Kick Off,Fernando Luiz Rosa,3054.0,Left Defensive Midfield,2,Manchester City,36,['e3167169-0b01-4913-85c7-718c662f6e7e'],16,,,,,,,,,,,,,,,,,Manchester City,36,00:00:16.933,Pass,
,,,,,,,,,,,,,,,,,0.971144,,,,,,,,,,,,,272071e1-eb8e-402c-a1a5-948ffdf28b96,32,,"[52.7, 24.8]",3754197,0,,,,,0.42892212,,Left Foot,,,,"[69.1, 32.3]",,Ground Pass,,18.033579,,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,From Kick Off,Nicolás Hernán Otamendi,3090.0,Left Center Back,2,Manchester City,36,['a69f3e82-bf1b-463f-85ec-6f5b090dd943'],21,,,,,,,,,,,,,,,,,Manchester City,36,00:00:21.266,Pass,
,,,,,,,,,,,,,,,,,0.440462,,,,,,,,,,,,,b0ef81c2-f3cb-4fef-ad14-1e621cd8002a,35,,"[69.1, 32.5]",3754197,0,,,,,-1.6373645,,Left Foot,,,,"[68.7, 26.5]",,Ground Pass,,6.0133185,,Incomplete,,Raheem Sterling,3233.0,,,,,,1,From Kick Off,Gnégnéri Yaya Touré,3087.0,Center Attacking Midfield,2,Manchester City,36,"['504ede4f-f186-4066-a889-6d56c780a10a', 'a0851c59-0b16-44f5-bc11-0173ebad038a']",22,,,,,,,,,,,,,,,,,Manchester City,36,00:00:22.299,Pass,
,,,,,,,,,,,,,,,,,3.388695,,,,,,,,,,,,,03a84636-30be-4483-a024-da53e123a736,41,,"[73.6, 74.6]",3754197,0,,,,,-0.48021528,,Right Foot,,,,"[114.3, 53.4]",,High Pass,,45.89041,,Incomplete,,Harry Kane,10955.0,,,,,,1,From Kick Off,Heung-Min Son,3083.0,Center Attacking Midfield,2,Manchester City,36,"['7b2ef95a-bd09-4142-a2d2-3761bac6eeac', 'a59b6c73-563d-4531-940e-3b85f58adfb1', 'c3a9145d-60a6-4fb3-82f8-6cf69545691a']",28,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:28.658,Pass,True
,,,,,,,,,,,,,,,,,6.122645,,,,,,,,,,,,,77c1ec1e-b6cd-4ca7-a216-7e7c31355cd5,45,,"[12.2, 26.0]",3754197,0,,,,,-0.05135667,,Drop Kick,,,,"[97.8, 21.6]",,High Pass,,85.71301,,Incomplete,,Raheem Sterling,3233.0,,,,,,1,From Kick Off,Wilfredo Daniel Caballero,3659.0,Goalkeeper,2,Manchester City,36,"['8983ffec-f97b-40f5-9bbf-4cc9283d411c', 'a3878b89-9b39-43a1-8798-15ac79c9efbb']",37,,,,,,,,,,,,,,,,,Manchester City,36,00:00:37.285,Pass,
,,,,,,,,,,,,,,,,,3.183761,,,,,,,,,,,,,46a89f6a-9c09-4e2f-b890-6f5fae70f77b,49,,"[62.5, 59.0]",3754197,0,,,,True,-0.4523699,,,,,,"[73.2, 53.8]",,Low Pass,,11.896638,,Incomplete,,Harry Kane,10955.0,,,,,Recovery,1,From Kick Off,Erik Lamela,3585.0,Right Wing,2,Manchester City,36,"['10c5e8c3-79b1-4d0d-abbc-00d5bb823130', '8f08377c-b1bd-4765-a2f8-489b81a41b14', 'e2693601-b120-4a4b-b302-d947d2ec4145']",45,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:45.195,Pass,True
,,,,,,,,,,,,,,,,,1.437968,,,,,,,,,,,,,10c5e8c3-79b1-4d0d-abbc-00d5bb823130,51,,"[46.9, 26.3]",3754197,0,,,,,0.9556101,,Right Foot,,,,"[52.2, 33.8]",,Low Pass,,9.1836815,,,,Martín Gastón Demichelis,19288.0,,,,,Recovery,1,From Kick Off,Fernando Luiz Rosa,3054.0,Left Defensive Midfield,2,Manchester City,36,"['46a89f6a-9c09-4e2f-b890-6f5fae70f77b', '65af710e-c3cb-42fd-8810-63ac81ac4e54']",48,,,,,,,,,,,,,,,,,Manchester City,36,00:00:48.379,Pass,
,,,,,,,,,,,,,,,,,1.852038,,,,,,,,,,,,,337080d5-b181-4991-9bb5-fdb528977231,54,,"[43.0, 47.0]",3754197,0,,,,,1.1232764,,Right Foot,,,,"[57.4, 77.0]",,Ground Pass,,33.27702,,,,Bacary Sagna,7110.0,,,,,,1,From Kick Off,Martín Gastón Demichelis,19288.0,Right Center Back,2,Manchester City,36,['e4eb1395-5cc3-4600-b4a9-9674c6eb61e2'],51,,,,,,,,,,,,,,,,,Manchester City,36,00:00:51.652,Pass,
,,,,,,,,,,,,,,,,,0.945083,,,,,,,,,,,,,33a71520-1db7-415e-973c-b3e4faed0238,57,,"[65.3, 76.3]",3754197,0,,,,,-1.7931451,,Right Foot,,,,"[62.7, 64.8]",,Ground Pass,,11.79025,,,,Fernando Luiz Rosa,3054.0,,,,,,1,From Kick Off,Bacary Sagna,7110.0,Right Back,2,Manchester City,36,['01b76c1c-5a6f-4a29-9978-c1f42b9ec14f'],55,,,,,,,,,,,,,,,,,Manchester City,36,00:00:55.456,Pass,
,,,,,,,,,,,,,,,,,0.90123,,,,,,,,,,,,,cbba48bf-d5d5-4897-99cf-c5f29688dd62,61,,"[62.3, 71.0]",3754197,0,,,,,-0.14090401,,Right Foot,,,,"[76.4, 69.0]",,Ground Pass,,14.2411375,,,,Kevin De Bruyne,3089.0,,,,,,1,From Kick Off,Fernando Luiz Rosa,3054.0,Left Defensive Midfield,2,Manchester City,36,"['aabe50ec-5b28-47be-b036-e978a1d18cab', 'db1dedbf-42c0-45a9-8e27-5059e02520cb']",57,,,,,,,,,,,,,,,,,Manchester City,36,00:00:57.372,Pass,True
,,,,,,,,,,,,,,,,,1.02849,,,,,,,,,,,,,02745b11-173b-4ef1-9e94-edcba94a395f,63,,"[76.6, 68.2]",3754197,0,,,,,0.861202,,Right Foot,,,,"[83.9, 76.7]",,Ground Pass,,11.204463,,,,Bacary Sagna,7110.0,,,,,,1,From Kick Off,Kevin De Bruyne,3089.0,Right Wing,2,Manchester City,36,['4ed0bed0-3df1-45d5-b30a-0b9af6f495d7'],58,,,,,,,,,,,,,,,,,Manchester City,36,00:00:58.273,Pass,
,,,,,,,,,,,,,,,,,0.063125,,,,,,,,,,,,,d6b9dd60-8b6a-4eea-a046-705ad311493a,66,,"[83.9, 76.7]",3754197,0,,,,,-0.1746722,,Right Foot,,,,"[87.3, 76.1]",,Ground Pass,,3.4525354,,Incomplete,,Kevin De Bruyne,3089.0,,,,,,1,From Kick Off,Bacary Sagna,7110.0,Right Back,2,Manchester City,36,"['ea5ddbbb-85bf-4b7c-b7bd-8f3a3dd8cd53', 'f0555670-1669-464c-ac2f-eac726e0a1bd']",59,,,,,,,,,,,,,,,,,Manchester City,36,00:00:59.986,Pass,
,,,,,,,,,,,,,,,,,1.28278,,,,,,,,,,,,,2031cbc5-4f82-4fa1-b0a0-34005743473b,69,,"[85.8, 80.0]",3754197,1,,,,,-1.226717,,,,,,"[90.1, 68.0]",,High Pass,,12.747156,,,,Gnégnéri Yaya Touré,3087.0,,,,,Throw-in,1,From Throw In,Bacary Sagna,7110.0,Right Back,3,Manchester City,36,['ccffb5c9-0383-471c-91db-0a480785d498'],2,,,,,,,,,,,,,,,,,Manchester City,36,00:01:02.407,Pass,
,,,,,,,,,,,,,,,,,1.20697,,,,,,,,,,,,,d4241d26-fb06-4836-ab87-b0526a01db9d,73,,"[88.6, 68.8]",3754197,1,,,,,1.2946993,,Right Foot,,,,"[90.3, 74.8]",,Ground Pass,,6.2361846,,,,Bacary Sagna,7110.0,,,,,,1,From Throw In,Gnégnéri Yaya Touré,3087.0,Center Attacking Midfield,3,Manchester City,36,"['7fa467cb-39ae-40d3-b4c0-b1cd6dff343f', 'dfb26cd2-25bb-42ee-b9df-7bb5c046af58']",4,,,,,,,,,,,,,,,,,Manchester City,36,00:01:04.399,Pass,True
,,,,,,,,,,,,,,,,,1.73821,,,,,,,,,,,,,8ecf7e30-0293-4cb0-929a-4ce153e9779e,76,,"[88.0, 76.5]",3754197,1,,,,,-0.34766564,,Right Foot,,,,"[109.8, 68.6]",,Ground Pass,,23.18728,,,,Kevin De Bruyne,3089.0,,,,,,1,From Throw In,Bacary Sagna,7110.0,Right Back,3,Manchester City,36,['0ff8c4d7-38eb-4313-b83d-ac447662663a'],6,,,,,,,,,,,,,,,,,Manchester City,36,00:01:06.565,Pass,
,,,,,,,,,,,,,,,,,0.249287,,,,,,,,,,,,,70a9c7bb-5a25-48c4-a99f-3f810c7e1ee5,79,,"[109.8, 68.6]",3754197,1,,,,,-1.1712809,,Right Foot,,,,"[111.7, 64.1]",,Ground Pass,,4.88467,,Incomplete,,Sergio Leonel Agüero del Castillo,3237.0,,,,,,1,From Throw In,Kevin De Bruyne,3089.0,Right Wing,3,Manchester City,36,"['20da716a-f10d-4cf1-9a26-3bb31a1a8638', 'dc762ba4-1eb9-495f-8738-27ebd60b8a40']",8,,,,,,,,,,,,,,,,,Manchester City,36,00:01:08.359,Pass,
,,,,,,,,,,,,,,,,,1.727707,,,,,,,,,,,,,f1ac9b2c-323d-479d-997b-a3bcd6667be9,82,,"[120.0, 80.0]",3754197,1,,,,,-1.8507178,,Right Foot,,,,"[108.3, 39.3]",,High Pass,,42.348316,,Incomplete,True,Martín Gastón Demichelis,19288.0,,True,Outswinging,,Corner,1,From Corner,Kevin De Bruyne,3089.0,Right Wing,4,Manchester City,36,"['8e10fc3c-f74e-41e3-a288-b817d40c43d0', 'a6d3d93f-ced4-40a8-8d67-b2678ffad35c']",29,,,,,,,,,,,,,,,,,Manchester City,36,00:01:29.971,Pass,
,,,,,,,,,,,,,,,,,1.08024,,,,,,,,,,,,,b65d5044-404a-433b-b701-a7abc27becda,88,,"[19.1, 80.0]",3754197,1,,True,,,-2.2481828,,,,,,"[8.0, 66.2]",,Low Pass,,17.710167,,,,Toby Alderweireld,20005.0,,,,,Throw-in,1,From Throw In,Kyle Walker,3205.0,Right Back,5,Tottenham Hotspur,38,['7cbbbee7-b2c5-437d-be7d-476b0cc0ba82'],45,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:45.881,Pass,
,,,,,,,,,,,,,,,,,1.524806,,,,,,,,,,,,,c490fe7b-5cd2-4078-a1a0-404e4143a426,90,,"[5.0, 66.5]",3754197,1,,,,,-1.5805048,,Right Foot,,,,"[4.8, 45.9]",,Ground Pass,,20.600971,,,,Hugo Lloris,3099.0,,,,,,1,From Throw In,Toby Alderweireld,20005.0,Right Center Back,5,Tottenham Hotspur,38,['91a3fd50-fcd5-4e2f-8101-39e3d68283d9'],47,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:47.020,Pass,
,,,,,,,,,,,,,,,,,1.683974,,,,,,,,,,,,,8e9796d9-93c2-4753-8f47-a995575ecc5c,94,,"[4.6, 44.9]",3754197,1,,,,,-1.2304864,,Left Foot,,,,"[13.7, 19.2]",,Ground Pass,,27.263529,,,,Jan Vertonghen,3077.0,,,,,,1,From Throw In,Hugo Lloris,3099.0,Goalkeeper,5,Tottenham Hotspur,38,['17eb6469-872f-40e0-ba1d-6bf51e2d0216'],50,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:50.415,Pass,
,,,,,,,,,,,,,,,,,1.499572,,,,,,,,,,,,,06a88ab1-0398-491f-8fa2-dd24188e61b8,97,,"[41.1, 20.9]",3754197,1,,,,,1.7743592,,Left Foot,,,,"[36.6, 42.7]",,Ground Pass,,22.259605,,,,Eric Dier,10956.0,,,,,,1,From Throw In,Jan Vertonghen,3077.0,Left Center Back,5,Tottenham Hotspur,38,['34a1691a-b8eb-4b7d-bb34-a3deb225193f'],56,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:56.023,Pass,
,,,,,,,,,,,,,,,,,1.379185,,,,,,,,,,,,,cce752a5-42d5-4e62-b3da-7e71d39c28c1,100,,"[39.2, 43.1]",3754197,1,,,,,1.2709111,,Right Foot,,,,"[48.6, 73.5]",,Ground Pass,,31.82012,,,,Kyle Walker,3205.0,,,,,,1,From Throw In,Eric Dier,10956.0,Right Center Midfield,5,Tottenham Hotspur,38,['c242b1f7-4322-4b2a-b743-6dd302645595'],59,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:59.156,Pass,
,,,,,,,,,,,,,,,,,0.937605,,,,,,,,,,,,,c2f68134-fdc3-417d-92e5-f4b156bfd465,103,,"[47.5, 70.3]",3754197,2,,,,,-1.1760052,,Right Foot,,,,"[54.0, 54.7]",,Ground Pass,,16.9,,,,Eric Dier,10956.0,,,,,,1,From Throw In,Kyle Walker,3205.0,Right Back,5,Tottenham Hotspur,38,['ea9859fc-ecec-400a-bf74-e2b8230041c7'],1,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:01.253,Pass,
,,,,,,,,,,,,,,,,,1.104724,,,,,,,,,,,,,a6a712b0-3ef1-49da-93ad-aebab8ffeb58,106,,"[54.0, 54.7]",3754197,2,,,,,0.32792333,,Right Foot,,,,"[73.4, 61.3]",,Ground Pass,,20.49195,,,,Heung-Min Son,3083.0,,,,,,1,From Throw In,Eric Dier,10956.0,Right Center Midfield,5,Tottenham Hotspur,38,['cac545b1-a330-4053-9a49-7c132737512e'],2,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:02.230,Pass,
,,,,,,,,,,,,,,,,,0.987403,,,,,,,,,,,,,b28a6cb1-2ff0-4d7c-ba00-f97eb51db3a5,109,,"[73.4, 61.3]",3754197,2,,,,,-2.7690384,,Right Foot,,,,"[64.7, 57.9]",,Ground Pass,,9.340771,,,,Erik Lamela,3585.0,,,,,,1,From Throw In,Heung-Min Son,3083.0,Center Attacking Midfield,5,Tottenham Hotspur,38,['f40a815e-14cb-489d-a063-95c2c1c095b8'],3,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:03.948,Pass,
,,,,,,,,,,,,,,,,,1.644683,,,,,,,,,,,,,c2c84cda-8eed-4d4a-8db0-8f474f81d15f,115,,"[66.6, 66.2]",3754197,2,,,,,-2.9925094,,Right Foot,,,,"[41.3, 62.4]",,Ground Pass,,25.583784,,,,Toby Alderweireld,20005.0,,,,,Free Kick,1,From Free Kick,Eric Dier,10956.0,Right Center Midfield,6,Tottenham Hotspur,38,['56c5c01f-7e10-4696-a888-da84bbb08abd'],18,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:18.125,Pass,
,,,,,,,,,,,,,,,,,1.581379,,,,,,,,,,,,,f2ee10a7-45ae-460a-b82b-f917a3f302c7,118,,"[41.3, 60.0]",3754197,2,,,,,-1.4775828,,Right Foot,,,,"[44.6, 24.7]",,Ground Pass,,35.453915,,,,Jan Vertonghen,3077.0,,,,,,1,From Free Kick,Toby Alderweireld,20005.0,Right Center Back,6,Tottenham Hotspur,38,['6de38eb5-6395-45db-bc6b-8f0348c64268'],21,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:21.227,Pass,
,,,,,,,,,,,,,,,,,1.024908,,,,,,,,,,,,,990c6f33-b4e5-414c-8254-8f91fc418fe7,122,,"[53.1, 17.7]",3754197,2,,,,,-0.58394307,,Left Foot,,,,"[70.2, 6.4]",,Ground Pass,,20.496342,,,,Ben Davies,3086.0,,,,,,1,From Free Kick,Jan Vertonghen,3077.0,Left Center Back,6,Tottenham Hotspur,38,['746e8812-ad39-482e-9282-f26446411110'],26,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:02:26.702,Pass,
