50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,4.066388,,,,,,,,,,,2fa2acb1-51bf-44da-81ef-d1267280532d,16,,"[2.8, 27.5]",3754125,0,,,,,0.2399044,,Left Foot,,,,"[67.8, 43.4]",,High Pass,,66.91644,Incomplete,,Diego da Silva Costa,5198.0,,,,,,1,From Kick Off,Thibaut Courtois,3509.0,Goalkeeper,2,Chelsea,33,"['50aa72ab-c57f-414f-adf1-ba51ea975c42', '694c9fa0-dd84-4cbf-9026-91dbb27742c2']",10,,,,,,,,,,,,,,,,,Chelsea,33,00:00:10.629,Pass,
,,,,,,,,,,,,,,,,,,1.870037,,,,,,,,,,,b2002052-adec-45b9-934b-12742d7a6dd1,21,,"[64.6, 44.9]",3754125,0,,,,,-1.5821273,,Right Foot,,,,"[64.2, 9.6]",,Ground Pass,,35.302265,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,From Kick Off,Willian Borges da Silva,3472.0,Right Wing,2,Chelsea,33,['48b75488-ad5a-4f62-affd-d4c6d2d3672c'],18,,,,,,,,,,,,,,,,,Chelsea,33,00:00:18.799,Pass,
,,,,,,,,,,,,,,,,,,1.021501,,,,,,,,,,,5f27b16f-1517-4b7e-9bfe-cb10970263e8,24,,"[70.2, 14.3]",3754125,0,,,,,-0.5880026,,Right Foot,,,,"[79.2, 8.3]",,Ground Pass,,10.816654,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Kick Off,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,2,Chelsea,33,['a8bfde27-bdc6-4418-bfc5-ad5bb23faa88'],25,,,,,,,,,,,,,,,,,Chelsea,33,00:00:25.428,Pass,
,,,,,,,,,,,,,,,,,,3.077332,,,,,,,,,,,61b5fd74-aedd-4fd6-90c6-f4a627dd9962,27,,"[79.8, 8.5]",3754125,0,,,,,-0.2425844,,Right Foot,,,,"[109.3, 1.2]",,Ground Pass,,30.389801,Out,,César Azpilicueta Tanco,3957.0,,,,,,1,From Kick Off,Francesc Fàbregas i Soler,3478.0,Center Attacking Midfield,2,Chelsea,33,['2c574549-0837-4acd-809e-00fa9f738bca'],26,,,,,,,,,,,,,,,,,Chelsea,33,00:00:26.890,Pass,
,,,,,,,,,,,,,,,,,,1.342396,,,,,,,,,,,838b601a-d213-428c-bac4-0a17aced0f70,29,,"[7.3, 80.0]",3754125,0,,,,,-1.8870825,,,,,,"[3.7, 69.0]",,Low Pass,,11.574109,,,John Stones,3244.0,,,,,Throw-in,1,From Throw In,Bryan Oviedo,5836.0,Right Back,3,Everton,29,['d6e8d25c-26a4-4e2b-b03b-d02f8b5af907'],37,,,,,,,,,,,,,,,,,Everton,29,00:00:37.259,Pass,
,,,,,,,,,,,,,,,,,,2.617487,,,,,,,,,,,fd7c31d6-a2ae-4084-947d-ffc19f1c3f52,32,,"[7.5, 69.7]",3754125,0,,,,,0.11348093,,Right Foot,,,,"[61.9, 75.9]",,High Pass,,54.75217,Incomplete,,Romelu Lukaku Menama,3289.0,,,,,,1,From Throw In,John Stones,3244.0,Right Center Back,3,Everton,29,"['6cb561a0-ba40-4ddd-b484-415a3ac9230d', 'beed4d80-6d31-409d-b512-3e93874c572f']",40,,,,,,,,,,,,,,,,,Everton,29,00:00:40.201,Pass,
,,,,,,,,,,,,,,,,,,1.289228,,,,,,,,,,,beed4d80-6d31-409d-b512-3e93874c572f,34,,"[58.2, 4.2]",3754125,0,,,,,-0.07393904,,Head,,,,"[71.7, 3.2]",,Low Pass,,13.536986,,,César Azpilicueta Tanco,3957.0,,,,,Recovery,1,From Throw In,John Terry,20287.0,Left Center Back,3,Everton,29,"['90e7a971-d2d0-473a-9b13-cc20e6c4f823', 'fd7c31d6-a2ae-4084-947d-ffc19f1c3f52']",42,,,,,,,,,,,,,,,,,Chelsea,33,00:00:42.819,Pass,
,,,,,,,,,,,,,,,,,,0.834607,,,,,,,,,,,2d15324b-7e8c-4d1e-969f-23277861630c,36,,"[73.2, 4.2]",3754125,0,,,,,-0.29226848,,Right Foot,,,,"[84.5, 0.8]",,High Pass,,11.800424,Out,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,From Throw In,César Azpilicueta Tanco,3957.0,Left Back,3,Everton,29,['7258277a-7890-4b97-ac15-3490f829d554'],44,,,,,,,,,,,,,,,,,Chelsea,33,00:00:44.108,Pass,
,,,,,,,,,,,,,,,,,,1.725001,,,,,,,,,,,c5f5f0a4-481e-483b-9435-2f69935d4f0c,39,,"[38.1, 80.0]",3754125,0,,,,,-1.6215142,,,,,,"[37.1, 60.3]",,Low Pass,,19.725365,,,Ross Barkley,4275.0,,,,,Throw-in,1,From Throw In,Bryan Oviedo,5836.0,Right Back,4,Everton,29,['56f7d636-ce5e-4d66-8c82-4a8dfaf07572'],51,,,,,,,,,,,,,,,,,Everton,29,00:00:51.898,Pass,
,,,,,,,,,,,,,,,,,,1.834039,,,,,,,,,,,7c64c0a2-f5a7-4f78-9713-a50bac4b5935,43,,"[38.3, 61.3]",3754125,0,,,,,-2.3624837,,Left Foot,,,,"[22.3, 45.5]",,Ground Pass,,22.48644,,,Phil Jagielka,20046.0,,,,,,1,From Throw In,Ross Barkley,4275.0,Center Attacking Midfield,4,Everton,29,['26fa33ae-1c98-47dd-91e1-e2b47df4149f'],54,,,,,,,,,,,,,,,,,Everton,29,00:00:54.239,Pass,
,,,,,,,,,,,,,,,,,,2.587417,,,,,,,,,,,ec2d563f-4677-4405-bc84-2061a18947f5,47,,"[22.1, 45.5]",3754125,0,,,,,-1.2924967,,Right Foot,,,,"[30.9, 14.7]",,Ground Pass,,32.032482,,,Leighton Baines,3518.0,,,,,,1,From Throw In,Phil Jagielka,20046.0,Left Center Back,4,Everton,29,"['127b48ec-cb43-47a3-8a7d-ecfe222c6676', 'fd08aa29-77d9-4bd0-9e45-e9f494cdbeeb']",56,,,,,,,,,,,,,,,,,Everton,29,00:00:56.113,Pass,True
,,,,,,,,,,,,,,,,,,0.877358,,,,,,,,,,,4c124e72-a44b-4780-a2da-84eddc0ec614,50,,"[48.6, 2.3]",3754125,1,,,,,1.3539227,,Left Foot,,,,"[51.2, 14.1]",,Ground Pass,,12.083046,,,Muhamed Bešić,3476.0,,,,,,1,From Throw In,Leighton Baines,3518.0,Left Back,4,Everton,29,['cf18b8c2-69da-498d-99d6-f46e5e412290'],3,,,,,,,,,,,,,,,,,Everton,29,00:01:03.306,Pass,
,,,,,,,,,,,,,,,,,,0.764136,,,,,,,,,,,fafd3828-de4f-449f-a571-408c69abdece,54,,"[57.4, 33.7]",3754125,1,,,,,0.96811974,,Left Foot,,,,"[64.9, 44.6]",,Ground Pass,,13.231024,,,Ross Barkley,4275.0,,,,,,1,From Throw In,Muhamed Bešić,3476.0,Left Center Midfield,4,Everton,29,['2c68781e-2920-4ae9-a465-a1f717a311e9'],9,,,,,,,,,,,,,,,,,Everton,29,00:01:09.143,Pass,
,,,,,,,,,,,,,,,,,,0.944817,,,,,,,,,,,95d60a42-e9cf-4568-bae1-31ae0b62ae22,57,,"[65.3, 49.6]",3754125,1,,,,,0.2914568,,Right Foot,,,,"[77.3, 53.2]",,Ground Pass,,12.528368,,,Romelu Lukaku Menama,3289.0,,,,,,1,From Throw In,Ross Barkley,4275.0,Center Attacking Midfield,4,Everton,29,['3acd4704-0b8f-4448-b6f5-9150cd148de7'],10,,,,,,,,,,,,,,,,,Everton,29,00:01:10.741,Pass,
,,,,,,,,,,,,,,,,,,1.425743,,,,,,,,,,,381dbeb4-e815-4671-b1dc-5baf36323937,60,,"[72.8, 54.7]",3754125,1,,,,,1.8393757,,Right Foot,,,,"[66.8, 76.5]",,Ground Pass,,22.610617,,,Bryan Oviedo,5836.0,,,,,,1,From Throw In,Romelu Lukaku Menama,3289.0,Center Forward,4,Everton,29,['0cf8cdc3-ecfe-4158-841a-21aa1da56d5e'],13,,,,,,,,,,,,,,,,,Everton,29,00:01:13.149,Pass,
,,,,,,,,,,,,,,,,,,0.425827,,,,,,,,,,,57f1d94e-ea37-4f7e-b8c6-109f90cdc603,63,,"[67.4, 75.9]",3754125,1,,,,,-0.6007138,,Right Foot,,,,"[72.8, 72.2]",,Ground Pass,,6.545991,Incomplete,,Aaron Lennon,3953.0,,,,,,1,From Throw In,Bryan Oviedo,5836.0,Right Back,4,Everton,29,"['0b8a81b4-efe0-451d-b185-39ce549b2df0', '5b76c8d0-3c50-45aa-98fa-02f272becb6d']",15,,,,,,,,,,,,,,,,,Everton,29,00:01:15.353,Pass,
,,,,,,,,,,,,,,,,,,0.664025,,,,,,,,,,,e00ffdd9-6325-457a-9ee2-615f6a54f3a9,69,,"[43.5, 9.4]",3754125,1,,,,,2.7080112,,Right Foot,,,,"[38.1, 11.9]",,Ground Pass,,5.95063,,,César Azpilicueta Tanco,3957.0,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,5,Chelsea,33,"['2e7ec914-65b9-458a-9161-2ee2fa89505b', 'e803fde6-5a51-4f8c-97d9-a65505797dc1', 'ea78bd24-f1ca-4c38-99d4-e4737b4ecf66']",16,,,,,,,,,,,,,,,,,Chelsea,33,00:01:16.890,Pass,True
,,,,,,,,,,,,,,,,,,1.054732,,,,,,,,,,,1751f7b2-e97f-44f3-8d6e-26f457cbdd9a,72,,"[37.0, 12.1]",3754125,1,,,,,0.70931214,,Right Foot,,,,"[49.0, 22.4]",,Ground Pass,,15.814234,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,Regular Play,César Azpilicueta Tanco,3957.0,Left Back,5,Chelsea,33,['de4a2bc5-90f1-41b5-b82d-ea9b6c0ff3fb'],17,,,,,,,,,,,,,,,,,Chelsea,33,00:01:17.920,Pass,
,,,,,,,,,,,,,,,,,,0.587699,,,,,,,,,,,bdca4254-5d34-4765-b900-ee8cc175e2f0,74,,"[49.0, 22.4]",3754125,1,,,,,-2.7849724,,Right Foot,,,,"[43.9, 20.5]",,Ground Pass,,5.4424257,,,Nemanja Matić,3381.0,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Center Attacking Midfield,5,Chelsea,33,['7e897a47-702d-424e-93fa-d3e2b39d3cd6'],18,,,,,,,,,,,,,,,,,Chelsea,33,00:01:18.975,Pass,
,,,,,,,,,,,,,,,,,,1.053134,,,,,,,,,,,5b4ffb78-ced8-4a79-8d34-34c22deeb365,76,,"[43.9, 20.5]",3754125,1,,,,,1.657756,,Left Foot,,,,"[42.2, 40.0]",,Ground Pass,,19.573963,Incomplete,,John Michael Nchekwube Obinna,5475.0,,,,,,1,Regular Play,Nemanja Matić,3381.0,Left Defensive Midfield,5,Chelsea,33,"['946c5b87-6900-468d-baae-85f663fcfca5', 'ea81b95c-6242-4396-bd26-a18d74ef5c31']",19,,,,,,,,,,,,,,,,,Chelsea,33,00:01:19.562,Pass,
,,,,,,,,,,,,,,,,,,3.06385,,,,,,,,,,,3409a3f7-ad39-4349-82cc-b44173486cd1,82,,"[57.2, 40.4]",3754125,1,,,,,-3.0447402,,Right Foot,,,,"[15.0, 36.3]",,Ground Pass,,42.398705,,,Tim Howard,13042.0,,,,,,1,Regular Play,Kevin Mirallas,4317.0,Left Wing,6,Everton,29,"['1ff573aa-7c58-49d2-a101-6d8dcb2ffaeb', '95cfdab1-4240-46b1-9b53-df5978414b4a']",23,,,,,,,,,,,,,,,,,Everton,29,00:01:23.495,Pass,True
,,,,,,,,,,,,,,,,,,1.877418,,,,,,,,,,,96c68ac5-8d56-40bd-8238-12f72275d828,85,,"[15.0, 36.5]",3754125,1,,,,,1.0296152,,Left Foot,,,,"[26.6, 55.8]",,Ground Pass,,22.51777,,,John Stones,3244.0,,,,,,1,Regular Play,Tim Howard,13042.0,Goalkeeper,6,Everton,29,['5208848e-ec5f-4629-b4af-fbf084f4abc0'],26,,,,,,,,,,,,,,,,,Everton,29,00:01:26.599,Pass,
,,,,,,,,,,,,,,,,,,1.753984,,,,,,,,,,,7a1552ed-9444-4444-afe1-2f456ad38e68,88,,"[26.4, 55.5]",3754125,1,,,,,-0.8086498,,Right Foot,,,,"[41.1, 40.1]",,Ground Pass,,21.289669,,,Muhamed Bešić,3476.0,,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,6,Everton,29,['edf6e26e-a24b-4eb8-8b32-a04d36aa0f64'],29,,,,,,,,,,,,,,,,,Everton,29,00:01:29.452,Pass,
,,,,,,,,,,,,,,,,,,1.827154,,,,,,,,,,,a55ffc66-cec6-419e-9d22-911bd99b590f,91,,"[42.2, 25.4]",3754125,1,,,,,-1.2173941,,Right Foot,,,,"[50.5, 2.9]",,Ground Pass,,23.982077,,,Leighton Baines,3518.0,,,,,,1,Regular Play,Muhamed Bešić,3476.0,Left Center Midfield,6,Everton,29,['a9a98dfa-4c63-48ac-987d-3f3b5f173d40'],34,,,,,,,,,,,,,,,,,Everton,29,00:01:34.418,Pass,
,,,,,,,,,,,,,,,,,,1.518368,,,,,,,,,,,ccd3e3cd-4460-4564-91af-e08fd2ab3ccf,94,,"[55.7, 3.1]",3754125,1,,,,,2.8288238,,Left Foot,,,,"[35.6, 9.6]",,Ground Pass,,21.124866,,,Phil Jagielka,20046.0,,,,,,1,Regular Play,Leighton Baines,3518.0,Left Back,6,Everton,29,['55802111-c543-4df1-9c0d-f01e624e0db0'],39,,,,,,,,,,,,,,,,,Everton,29,00:01:39.272,Pass,
,,,,,,,,,,,,,,,,,,1.679729,,,,,,,,,,,a7fe2468-0697-4671-b421-059def54e7d7,97,,"[29.4, 14.1]",3754125,1,,,,,1.5979215,,Right Foot,,,,"[28.7, 39.9]",,Ground Pass,,25.809494,,,Gareth Barry,3633.0,,,,,,1,Regular Play,Phil Jagielka,20046.0,Left Center Back,6,Everton,29,['4a581172-a57c-4c91-a74c-a4746ef0a596'],42,,,,,,,,,,,,,,,,,Everton,29,00:01:42.717,Pass,
,,,,,,,,,,,,,,,,,,1.55587,,,,,,,,,,,124a1439-b599-4469-a318-209239953395,100,,"[30.4, 42.5]",3754125,1,,,,,1.1122681,,Left Foot,,,,"[42.0, 66.0]",,Ground Pass,,26.20706,,,John Stones,3244.0,,,,,,1,Regular Play,Gareth Barry,3633.0,Right Center Midfield,6,Everton,29,['19be2b87-0679-44b6-af15-b882941a62b7'],45,,,,,,,,,,,,,,,,,Everton,29,00:01:45.707,Pass,
,,,,,,,,,,,,,,,,,,1.611599,,,,,,,,,,,c034b28e-6a45-4ad8-b343-e472ef9f3f18,104,,"[49.0, 69.5]",3754125,1,,,,,-2.3370886,,Right Foot,,,,"[41.3, 61.5]",,Ground Pass,,11.103603,,,Gareth Barry,3633.0,,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,6,Everton,29,"['2849b4d5-7861-4fe9-af55-562653b98b49', 'e41816e4-034d-4be7-b882-ef91a51ea57c']",50,,,,,,,,,,,,,,,,,Everton,29,00:01:50.090,Pass,True
,,,,,,,,,,,,,,,,,,0.746794,,,,,,,,,,,759cd878-9ee2-40e8-bdb8-c5a0b15adbcb,108,,"[42.4, 62.2]",3754125,1,,,,,2.0533097,,Left Foot,,,,"[36.9, 72.7]",,Ground Pass,,11.85327,,,John Stones,3244.0,,,,,,1,Regular Play,Gareth Barry,3633.0,Right Center Midfield,6,Everton,29,['d68a4541-eb7b-4689-a9a6-70da9b596e8c'],51,,,,,,,,,,,,,,,,,Everton,29,00:01:51.742,Pass,
,,,,,,,,,,,,,,,,,,1.485874,,,,,,,,,,,e1ee70cc-9cdb-4318-96ce-97bfdc87ce2d,112,,"[33.9, 58.1]",3754125,1,,,,,-1.9379702,,Right Foot,,,,"[26.4, 38.6]",,Ground Pass,,20.892582,,,Phil Jagielka,20046.0,,,,,,1,Regular Play,John Stones,3244.0,Right Center Back,6,Everton,29,['4165a769-bdc6-4bc6-81c7-0bc3162ef6dc'],56,,,,,,,,,,,,,,,,,Everton,29,00:01:56.453,Pass,
,,,,,,,,,,,,,,,,,,1.288018,,,,,,,,,,,36770480-8e99-424d-91b7-cc9aee4eaeb6,115,,"[26.6, 36.7]",3754125,1,,,,,-1.3599118,,Right Foot,,,,"[33.6, 4.0]",,Ground Pass,,33.44084,,,Leighton Baines,3518.0,,,,,,1,Regular Play,Phil Jagielka,20046.0,Left Center Back,6,Everton,29,['68ef0f5e-31a4-46aa-b5e3-b7cd5a5682fb'],59,,,,,,,,,,,,,,,,,Everton,29,00:01:59.079,Pass,
,,,,,,,,,,,,,,,,,,1.277918,,,,,,,,,,,59e50f71-3996-4862-b1a6-7d945620dea7,118,,"[34.9, 4.0]",3754125,2,,,,,-0.05088197,,Left Foot,,,,"[56.5, 2.9]",,Ground Pass,,21.62799,,,Ross Barkley,4275.0,,,,,,1,Regular Play,Leighton Baines,3518.0,Left Back,6,Everton,29,['d82f7f43-36e8-4945-ae73-2e4228b9e5a7'],2,,,,,,,,,,,,,,,,,Everton,29,00:02:02.974,Pass,
,,,,,,,,,,,,,,,,,,0.933433,,,,,,,,,,,a9e8b13f-3cae-4de1-afe9-f631ccd15c3e,121,,"[55.5, 3.4]",3754125,2,,,,,2.3191743,,Right Foot,,,,"[49.0, 10.4]",,Ground Pass,,9.552486,,,Muhamed Bešić,3476.0,,,,,,1,Regular Play,Ross Barkley,4275.0,Center Attacking Midfield,6,Everton,29,['99ea0846-3014-46bc-b23b-f0217aae969c'],5,,,,,,,,,,,,,,,,,Everton,29,00:02:05.727,Pass,
,,,,,,,,,,,,,,,,,,2.042254,,,,,,,,,,,90c50917-affe-40af-a535-d14c62ff982e,124,,"[50.1, 16.2]",3754125,2,,,,,1.0572625,,Right Foot,,,,"[80.5, 70.1]",,High Pass,,61.881905,Incomplete,,Aaron Lennon,3953.0,,True,,,,1,Regular Play,Muhamed Bešić,3476.0,Left Center Midfield,6,Everton,29,"['4aa75887-8220-442c-bb79-b8a7cb91a429', '5c2bf253-efb1-40d5-96e1-4486a47f49ad']",8,,,,,,,,,,,,,,,,,Everton,29,00:02:08.605,Pass,
