50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.557291,,,,,,,,,,,,,,,,,7fec21f5-3c42-488d-84e7-fda32d379082,18,,"[67.2, 64.4]",3754127,0,,,,,-2.950091,,Right Foot,,,,"[57.4, 62.5]",,Ground Pass,,9.982485,,,,,Gilbert Gianelli Imbula Wanga,4346.0,,,,,,,1,From Kick Off,Xherdan Shaqiri,3533.0,Right Wing,2,Stoke City,30,"['4970d1e7-2a0b-4b8a-9bc6-39c9c7e0c431', '6a8f8b2c-9790-40a8-8a16-52e4c6db9b5d']",9,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:09.549,Pass,True
,,,,,,,,,,,,,,,1.065972,,,,,,,,,,,,,,,,,4f402975-0c15-4e35-a2ec-e2033e12a0cd,22,,"[56.7, 62.8]",3754127,0,,,,,-1.8457062,,Left Foot,,,,"[53.4, 51.1]",,Ground Pass,,12.15648,,,,,Glenn Whelan,9625.0,,,,,,,1,From Kick Off,Gilbert Gianelli Imbula Wanga,4346.0,Left Center Midfield,2,Stoke City,30,"['6c6e3e07-886f-4bcf-bfa1-364dcdce7063', 'd2cef865-4135-49ce-9353-dbe4cd6043db']",10,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:10.888,Pass,True
,,,,,,,,,,,,,,,1.460326,,,,,,,,,,,,,,,,,a8ba3213-fac3-455f-9d80-49382b3bcad8,26,,"[53.4, 48.0]",3754127,0,,,,,-1.9599551,,Right Foot,,,,"[42.0, 20.2]",,Ground Pass,,30.04663,,,,,Marc Muniesa Martínez,6560.0,,,,,,,1,From Kick Off,Glenn Whelan,9625.0,Center Defensive Midfield,2,Stoke City,30,"['89b0d710-2459-4973-acaf-3d201cb04736', 'e1f3ba0c-2ef6-4c3d-9d53-13c619ab7f5b']",12,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:12.578,Pass,True
,,,,,,,,,,,,,,,2.088075,,,,,,,,,,,,,,,,,55eed743-2d8f-4148-a9d7-ff4c035be3ea,29,,"[44.7, 21.0]",3754127,0,,,,,1.5884156,,Left Foot,,,,"[43.9, 66.4]",,Ground Pass,,45.407047,,,,,Philipp Wollscheid,40121.0,,,True,,,,1,From Kick Off,Marc Muniesa Martínez,6560.0,Left Center Back,2,Stoke City,30,['58271095-018d-4f34-9ac5-24d60b319067'],16,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:16.275,Pass,
,,,,,,,,,,,,,,,1.262102,,,,,,,,,,,,,,,,,97a41b5c-3cd7-4a39-817b-9f310ce590de,32,,"[43.9, 67.1]",3754127,0,,,,,0.61320734,,Right Foot,,,,"[52.0, 72.8]",,Ground Pass,,9.904545,,,,,Glen Johnson,4724.0,,,,,,,1,From Kick Off,Philipp Wollscheid,40121.0,Right Center Back,2,Stoke City,30,['8970b817-3f70-440f-b0e9-951565139e68'],18,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:18.616,Pass,
,,,,,,,,,,,,,,,1.21751,,,,,,,,,,,,,,,,,9b80f865-bb3e-42ae-8874-4f4d11cf607b,35,,"[51.0, 64.4]",3754127,0,,,,,-2.1406603,,Right Foot,,,,"[44.4, 54.1]",,Ground Pass,,12.233151,,,,,Glenn Whelan,9625.0,,,,,,,1,From Kick Off,Glen Johnson,4724.0,Right Back,2,Stoke City,30,['322f641a-5289-45a8-96de-8d3bf93ccbdc'],22,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:22.149,Pass,
,,,,,,,,,,,,,,,3.539134,,,,,,,,,,,,,,,,,5f4c26aa-dfdc-48f1-a558-780802af5b47,38,,"[44.4, 54.1]",3754127,0,,,,,0.13793597,,Right Foot,,,,"[83.3, 59.5]",,High Pass,,39.273018,,,Incomplete,,,,,,,,,,1,From Kick Off,Glenn Whelan,9625.0,Center Defensive Midfield,2,Stoke City,30,['661352b1-a32d-432c-a90b-870e6a84ffa3'],23,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:23.498,Pass,
,,,,,,,,,,,,,,,2.003923,,,,,,,,,,,,,,,,,661352b1-a32d-432c-a90b-870e6a84ffa3,39,,"[36.8, 20.6]",3754127,0,,,,,0.3758848,,Head,,,,"[66.7, 32.4]",,High Pass,,32.144207,,,,,Romelu Lukaku Menama,3289.0,,,,,,Recovery,1,Regular Play,José Ramiro Funes Mori,4629.0,Left Center Back,3,Everton,29,"['5f4c26aa-dfdc-48f1-a558-780802af5b47', '9df68990-9800-49ae-8739-3bab37a50ea4']",27,,,,,,,,,,,,,,,,,,,Everton,29,00:00:27.037,Pass,
,,,,,,,,,,,,,,,1.681119,,,,,,,,,,,,,,,,,effffb2d-963c-41f4-b3b1-43814bc8fca3,42,,"[66.7, 32.4]",3754127,0,,,,,1.5458015,,Other,,,,"[67.0, 44.4]",,Low Pass,,12.00375,,,,,Aaron Lennon,3953.0,,,,,,,1,Regular Play,Romelu Lukaku Menama,3289.0,Center Forward,3,Everton,29,['83754cc6-9ee7-4140-9a28-faf24136c7eb'],29,,,,,,,,,,,,,,,,,,,Everton,29,00:00:29.121,Pass,
,,,,,,,,,,,,,,,1.125109,,,,,,,,,,,,,,,,,6ef6296f-ffa7-431b-af88-be94337cb466,48,,"[43.3, 38.3]",3754127,0,,,,,-0.19297081,,Left Foot,,,,"[52.0, 36.6]",,Low Pass,,8.864536,,,,,Gilbert Gianelli Imbula Wanga,4346.0,,,,,,Recovery,1,Regular Play,Marc Muniesa Martínez,6560.0,Left Center Back,4,Stoke City,30,"['e181d0b0-4410-44e8-99ec-4cc65bea562a', 'f6aa3822-d09f-4987-8e01-8d4545f57a29']",31,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:31.889,Pass,True
,,,,,,,,,,,,,,,0.914991,,,,,,,,,,,,,,,,,ad1196f9-8810-4fe3-a1c0-fc06c1bc6fa8,53,,"[55.5, 45.0]",3754127,0,,,,,1.0927093,,Left Foot,,,,"[61.2, 56.0]",,Ground Pass,,12.389108,,,,,Ibrahim Afellay,4891.0,,,,,,,1,Regular Play,Gilbert Gianelli Imbula Wanga,4346.0,Left Center Midfield,4,Stoke City,30,['37ab3350-a5e7-4b1c-b338-132517d91a5f'],39,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:39.026,Pass,
,,,,,,,,,,,,,,,1.374338,,,,,,,,,,,,,,,,,95c06355-9e7d-493e-a144-1d2f7a35d526,56,,"[57.4, 56.8]",3754127,0,,,,,1.9098136,,Right Foot,,,,"[50.7, 75.8]",,Ground Pass,,20.146711,,,,,Glen Johnson,4724.0,,,,,,,1,Regular Play,Ibrahim Afellay,4891.0,Right Center Midfield,4,Stoke City,30,['4d75f9c5-fd48-46ce-98ed-752a25c0df26'],40,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:40.987,Pass,
,,,,,,,,,,,,,,,1.146536,,,,,,,,,,,,,,,,,df02389d-f4f1-4f57-b6d2-9e5f547e80c1,59,,"[50.7, 75.8]",3754127,0,,,,,-1.3748152,,Right Foot,,,,"[53.4, 62.2]",,Ground Pass,,13.865424,,,,,Ibrahim Afellay,4891.0,,,,,,,1,Regular Play,Glen Johnson,4724.0,Right Back,4,Stoke City,30,['c5b6fdc1-7452-4c59-9472-1814098772d9'],44,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:44.172,Pass,
,,,,,,,,,,,,,,,1.973008,,,,,,,,,,,,,,,,,25280790-aef7-4bc9-8dd6-1c41a4b47334,62,,"[44.4, 68.5]",3754127,0,,,,,-1.6294088,,Left Foot,,,,"[42.0, 27.6]",,Ground Pass,,40.970356,,,,,Marc Muniesa Martínez,6560.0,,,True,,,,1,Regular Play,Ibrahim Afellay,4891.0,Right Center Midfield,4,Stoke City,30,['dd22ee5b-7d08-4b61-b484-accce2c90afc'],46,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:46.635,Pass,
,,,,,,,,,,,,,,,3.138061,,,,,,,,,,,,,,,,,3e2ff1af-f3c1-41cc-8953-09ced4352e66,65,,"[38.4, 11.8]",3754127,0,,,,,0.0938197,,Left Foot,,,,"[92.6, 16.9]",,High Pass,,54.439415,,,Incomplete,,Mame Biram Diouf,3603.0,,,,,,,1,Regular Play,Marc Muniesa Martínez,6560.0,Left Center Back,4,Stoke City,30,"['c87cc469-f3ed-4a37-a35c-973c72bd999b', 'ead28694-b91c-41ef-9262-4d520533ef55']",50,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:50.948,Pass,
,,,,,,,,,,,,,,,2.201767,,,,,,,,,,,,,,,,,7f6a1485-3e7c-4791-92c0-1105b16de874,70,,"[21.5, 80.0]",3754127,1,,,,,-0.17345299,,,,,,"[44.9, 75.9]",,High Pass,,23.756474,,,,,Romelu Lukaku Menama,3289.0,,,,,,Throw-in,1,From Throw In,Séamus Coleman,4589.0,Right Back,5,Everton,29,['65be5964-4ef8-4491-9e03-4538894cc042'],15,,,,,,,,,,,,,,,,,,,Everton,29,00:01:15.940,Pass,
,,,,,,,,,,,,,,,1.580038,,,,,,,,,,,,,,,,,66774a7e-5c2e-4cb3-bf25-47f49a2b3c12,85,,"[67.8, 25.2]",3754127,1,,,,,3.109929,,Left Foot,,,,"[45.7, 25.9]",,Ground Pass,,22.111084,,,,,Philipp Wollscheid,40121.0,,,,,,,1,Regular Play,Erik Pieters,3467.0,Left Back,6,Stoke City,30,"['33c0bea0-95cf-4812-adab-04c32ee944d9', '6c32a5d1-a9e0-4371-8b72-34d6442b37f5']",23,,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:23.262,Pass,True
,,,,,,,,,,,,,,,1.714919,,,,,,,,,,,,,,,,,c0363297-0ac7-4872-b195-f3be968fb8e2,88,,"[45.0, 45.3]",3754127,1,,,,,1.7226044,,Left Foot,,,,"[40.9, 72.1]",,Ground Pass,,27.111805,,,,,Glen Johnson,4724.0,,,,,,,1,Regular Play,Philipp Wollscheid,40121.0,Right Center Back,6,Stoke City,30,['c05d9b63-cbd3-4663-91a8-63013015f1ed'],30,,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:30.331,Pass,
,,,,,,,,,,,,,,,1.456414,,,,,,,,,,,,,,,,,fdc10165-b0de-46bb-a0bd-aaca07605960,91,,"[43.0, 56.7]",3754127,1,,,,,-2.884269,,Right Foot,,,,"[31.6, 53.7]",,Ground Pass,,11.78813,,,,,Philipp Wollscheid,40121.0,,,,,,,1,Regular Play,Glen Johnson,4724.0,Right Back,6,Stoke City,30,['e6d68851-d4f6-4286-8a34-f383624e6d3b'],37,,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:37.338,Pass,
,,,,,,,,,,,,,,,1.642529,,,,,,,,,,,,,,,,,a79f4288-403a-43f4-85c7-05441c36e532,94,,"[31.6, 53.7]",3754127,1,,,,,0.8008608,,Right Foot,,,,"[50.7, 73.4]",,Ground Pass,,27.439024,,,,,Ibrahim Afellay,4891.0,,,,,,,1,Regular Play,Philipp Wollscheid,40121.0,Right Center Back,6,Stoke City,30,['aa9af720-2f1d-45cf-8318-3f5075648390'],39,,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:39.537,Pass,
,,,,,,,,,,,,,,,1.048288,,,,,,,,,,,,,,,,,1e16d6a7-ca5e-41e5-ba03-81797caa57ae,97,,"[59.7, 72.4]",3754127,1,,,,,-0.4531217,,Right Foot,,,,"[78.8, 63.1]",,Ground Pass,,21.243822,,,,,Xherdan Shaqiri,3533.0,,,,,,,1,Regular Play,Ibrahim Afellay,4891.0,Right Center Midfield,6,Stoke City,30,['a4eb8769-6868-47da-b4be-f7d37c15629f'],42,,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:42.607,Pass,
,,,,,,,,,,,,,,,1.216215,,,,,,,,,,,,,,,,,253a8dbc-dd39-4abf-8c12-e8f08a1ea24e,100,,"[115.0, 60.8]",3754127,1,,,,,-1.6172744,,Right Foot,True,,,"[114.0, 39.3]",,High Pass,,21.523243,,,Incomplete,,Mame Biram Diouf,3603.0,,,,,,,1,Regular Play,Xherdan Shaqiri,3533.0,Right Wing,6,Stoke City,30,"['337d2d7a-b071-4532-b622-6ab4dc22af19', 'd9b0499c-d15f-4ee7-8ea9-dad2f6cd7722']",48,,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:48.390,Pass,
,,,,,,,,,,,,,,,2.165321,,,,,,,,,,,,,,,,,bd635f83-c82c-410f-b32e-608281a4116b,107,,"[98.3, 54.1]",3754127,1,,,,,1.1185119,,Right Foot,,,,"[106.9, 71.8]",,Ground Pass,,19.678669,,,,,Xherdan Shaqiri,3533.0,,,,,,,1,Regular Play,Ibrahim Afellay,4891.0,Right Center Midfield,6,Stoke City,30,"['221e013c-3e86-4ca8-bfc8-cce22eafb1b6', '97e4ff77-2e6f-45e4-aa95-8feb024204a0']",52,,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:52.467,Pass,True
,,,,,,,,,,,,,,,0.153757,,,,,,,,,,,,,,,,,06c8942b-993d-44b2-a086-d5ff7f2c6aee,110,,"[105.2, 73.1]",3754127,1,,,,,-1.4089589,,Left Foot,,,,"[106.0, 68.2]",,Low Pass,,4.9648767,,,Incomplete,,,,,,,,,,1,Regular Play,Xherdan Shaqiri,3533.0,Right Wing,6,Stoke City,30,['8bb9a7ee-bbe4-4e33-b629-e57ec66d1e5e'],56,,,,,,,,,,,,,,,,,,,Stoke City,30,00:01:56.628,Pass,
,,,,,,,,,,,,,,,6.771832,,,,,,,,,,,,,,,,,13f3c39d-0775-4f95-a003-14a44490b89b,115,,"[16.2, 8.6]",3754127,2,,,,,-0.01252343,,Left Foot,,,,"[120.0, 7.3]",,High Pass,,103.80814,,,Out,,Romelu Lukaku Menama,3289.0,,,,,,,1,Regular Play,Bryan Oviedo,5836.0,Left Back,6,Stoke City,30,"['33e611e2-69d5-4035-94a4-8afbfe9cba52', 'dad78e2a-40f1-4d73-a4c4-71bdd420c3c6']",1,,,,,,,,,,,,,,,,,,,Everton,29,00:02:01.407,Pass,True
,,,,,,,,,,,,,,,3.314055,,,,,,,,,,,,,,,,,cbf2f879-633f-4a02-82a4-9c6871cd70bd,117,,"[6.0, 36.0]",3754127,2,,,,,-0.4713103,,Right Foot,,,,"[68.4, 4.2]",,High Pass,,70.035706,,,,,Mame Biram Diouf,3603.0,,,,,,Goal Kick,1,From Goal Kick,Jack Butland,3537.0,Goalkeeper,7,Stoke City,30,['3dd59529-6b80-42de-9810-5ef5311b65c3'],38,,,,,,,,,,,,,,,,,,,Stoke City,30,00:02:38.555,Pass,
,,,,,,,,,,,,,,,1.514361,,,,,,,,,,,,,,,,,9265d630-9370-422f-a5fe-56fe9056aa5d,122,,"[60.7, 75.9]",3754127,2,,,,,-2.4853418,,Right Foot,,,,"[52.0, 69.2]",,Low Pass,,10.980892,,,,,James McCarthy,3607.0,,,,,,Recovery,1,Regular Play,Aaron Lennon,3953.0,Right Wing,8,Everton,29,"['03972a03-297b-4896-874a-6c91d63ed2e9', 'a221dfa3-dc85-47b2-95d9-968d02bd5c72']",42,,,,,,,,,,,,,,,,,,,Everton,29,00:02:42.813,Pass,True
,,,,,,,,,,,,,,,1.909412,,,,,,,,,,,,,,,,,c31630ef-232d-44af-be81-b75b659892db,126,,"[50.9, 67.8]",3754127,2,,,,,-2.7343369,,Right Foot,,,,"[35.6, 61.2]",,Ground Pass,,16.662832,,,,,Phil Jagielka,20046.0,,,,,,,1,Regular Play,James McCarthy,3607.0,Right Defensive Midfield,8,Everton,29,"['d544d3e5-c3ad-4098-aab6-34bb081b5edd', 'fef8bf5b-7477-4525-9f9b-fd8cbefc907b']",44,,,,,,,,,,,,,,,,,,,Everton,29,00:02:44.747,Pass,True
,,,,,,,,,,,,,,,4.433397,,,,,,,,,,,,,,,,,b33c7e4f-6707-4047-9a0d-f601d2f796fe,128,,"[35.6, 62.4]",3754127,2,,,,,-2.331158,,Right Foot,,,,"[6.4, 31.7]",,Ground Pass,,42.368973,,,,,Joel Robles Blázquez,16309.0,,,,,,,1,Regular Play,Phil Jagielka,20046.0,Right Center Back,8,Everton,29,"['3f4635d0-53cf-47f1-b87c-c63754c88990', 'd544d3e5-c3ad-4098-aab6-34bb081b5edd']",46,,,,,,,,,,,,,,,,,,,Everton,29,00:02:46.657,Pass,True
,,,,,,,,,,,,,,,3.325341,,,,,,,,,,,,,,,,,c37a991e-0ec4-4f48-b8cd-f06714fa2709,131,,"[6.4, 31.7]",3754127,2,,,,,-0.10366433,,Right Foot,,,,"[70.8, 25.0]",,High Pass,,64.74759,,,Incomplete,,Romelu Lukaku Menama,3289.0,,,,,,,1,Regular Play,Joel Robles Blázquez,16309.0,Goalkeeper,8,Everton,29,"['3c0e1a6c-60c0-4e54-96c6-59ef6be5c169', 'cfd9ffae-11c8-47e6-871f-78006f947320']",51,,,,,,,,,,,,,,,,,,,Everton,29,00:02:51.250,Pass,
,,,,,,,,,,,,,,,0.932914,,,,,,,,,,,,,,,,,3c0e1a6c-60c0-4e54-96c6-59ef6be5c169,134,,"[49.3, 55.1]",3754127,2,,,,True,-0.15913673,,,,,,"[57.4, 53.8]",,High Pass,,8.203658,,,Incomplete,,,,,,,,,Recovery,1,Regular Play,Philipp Wollscheid,40121.0,Right Center Back,8,Everton,29,"['b7ec47b0-c831-46fa-8aae-26df2edfe5f8', 'c37a991e-0ec4-4f48-b8cd-f06714fa2709', 'e5f7c948-2fce-4286-8c65-01b308bb6e2e']",54,,,,,,,,,,,,,,,,,,,Stoke City,30,00:02:54.575,Pass,True
