ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,2.119913,,,,,,,,,,,,09772c3e-4335-4c21-9309-0db83eaad900,18,,"[36.1, 31.3]",3754128,0,,,,,0.24997862,,Head,,,"[59.6, 37.3]",,High Pass,,24.253866,Incomplete,,Joshua King,3346.0,,,,,Recovery,1,From Kick Off,Steve Cook,3341.0,Left Center Back,2,Aston Villa,59,"['126d371d-0107-4b3e-a766-1f202e817f05', '3019cb17-812f-4442-9fad-2d6a5bc2728a', 'ae5cc31c-f71d-443a-9d5d-2fc90d59a80d']",7,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:07.081,Pass,
,,,,,,,,,,,,,,,2.535617,,,,,,,,,,,,ae5cc31c-f71d-443a-9d5d-2fc90d59a80d,20,,"[60.5, 42.8]",3754128,0,,,,,0.194134,,Head,,,"[90.0, 48.6]",,High Pass,,30.064764,Incomplete,,,,,,,,Recovery,1,From Kick Off,Idrissa Gana Gueye,3436.0,Left Center Midfield,2,Aston Villa,59,"['09772c3e-4335-4c21-9309-0db83eaad900', '7bc32991-051a-4158-8153-16007f1d0eea']",9,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:09.201,Pass,
,,,,,,,,,,,,,,,2.123315,,,,,,,,,,,,7bc32991-051a-4158-8153-16007f1d0eea,21,,"[30.1, 31.5]",3754128,0,,,,,2.146221,,Head,,,"[22.9, 42.6]",,High Pass,,13.230646,,,Tommy Elphick,9626.0,,,,,Recovery,1,Regular Play,Steve Cook,3341.0,Left Center Back,3,AFC Bournemouth,28,"['ae5cc31c-f71d-443a-9d5d-2fc90d59a80d', 'b70e4284-f965-4fd9-a99e-7355540b9b47']",11,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:11.737,Pass,
,,,,,,,,,,,,,,,1.233777,,,,,,,,,,,,10efe47a-ca64-4e2d-b55c-614e3bf19e9e,23,,"[23.5, 42.6]",3754128,0,,,,,0.65284663,,Head,,,"[37.1, 53.0]",,Low Pass,,17.120749,,,Matt Ritchie,3049.0,,,,,,1,Regular Play,Tommy Elphick,9626.0,Right Center Back,3,AFC Bournemouth,28,['db4ccb44-0b26-47f3-8679-f6fba5ef97e5'],13,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:13.860,Pass,
,,,,,,,,,,,,,,,0.519927,,,,,,,,,,,,e25f01b9-7623-4c08-a5a6-75b8d9e761bc,26,,"[37.1, 53.0]",3754128,0,,,,,-2.1815224,,Left Foot,,,"[33.6, 48.0]",,Ground Pass,,6.1032777,,,Andrew Surman,3344.0,,,,,,1,Regular Play,Matt Ritchie,3049.0,Right Midfield,3,AFC Bournemouth,28,['160af05f-5b46-4fab-ad8a-5c1591fd3e82'],15,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:15.886,Pass,
,,,,,,,,,,,,,,,1.799621,,,,,,,,,,,,b50e5c43-1575-41cb-b5e7-91e5f1fcd98d,29,,"[36.3, 47.8]",3754128,0,,,,,2.0152156,,Left Foot,,,"[26.3, 68.8]",,Ground Pass,,23.259407,,,Simon Francis,3608.0,,,,,,1,Regular Play,Andrew Surman,3344.0,Left Center Midfield,3,AFC Bournemouth,28,['730dfefc-ecc0-4533-b157-b458e44e7740'],17,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:17.215,Pass,
,,,,,,,,,,,,,,,2.41886,,,,,,,,,,,,541855ac-7797-4ecd-a13a-1668ce710280,33,,"[26.7, 73.5]",3754128,0,,,,,-0.11656519,,Right Foot,,,"[69.4, 68.5]",,High Pass,,42.991745,Incomplete,,Callum Wilson,3616.0,,,,,,1,Regular Play,Simon Francis,3608.0,Right Back,3,AFC Bournemouth,28,"['dc630c82-7036-47e0-a93b-e9a167d4277a', 'e6f2f92e-2f16-4a1d-88d7-1f2c1b0d62e9']",20,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:20.111,Pass,
,,,,,,,,,,,,,,,0.653845,,,,,,,,,,,,f9c5ebdb-5e73-4d28-b251-c58717a7a582,37,,"[49.3, 16.3]",3754128,0,,,,,1.3016288,,Left Foot,,,"[51.7, 25.0]",,Ground Pass,,9.024965,,,Ashley Westwood,3583.0,,,,,,1,Regular Play,Ciaran Clark,3041.0,Left Center Back,4,Aston Villa,59,['16366cf5-388c-46e8-89c7-acef444fccee'],23,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:23.812,Pass,
,,,,,,,,,,,,,,,3.250417,,,,,,,,,,,,1e75580d-ec83-4dfa-9daf-2a8f18e1804a,39,,"[50.6, 24.7]",3754128,0,,,,,2.479651,,Right Foot,,,"[35.2, 36.7]",,Ground Pass,,19.52332,,,Micah Richards,42700.0,,,,,,1,Regular Play,Ashley Westwood,3583.0,Center Defensive Midfield,4,Aston Villa,59,['440537d0-9b79-472e-9924-b577cc9e83e6'],24,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:24.466,Pass,
,,,,,,,,,,,,,,,1.445092,,,,,,,,,,,,2e87f37c-4c55-4638-ad81-a8cd45303d37,42,,"[35.0, 37.3]",3754128,0,,,,,1.5707964,,Right Foot,,,"[35.0, 55.9]",,Ground Pass,,18.6,,,Leandro Bacuna,9533.0,,,,,,1,Regular Play,Micah Richards,42700.0,Right Center Back,4,Aston Villa,59,['1d6319cf-8b70-462d-9084-e355f4ce5ba4'],27,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:27.874,Pass,
,,,,,,,,,,,,,,,2.768822,,,,,,,,,,,,f3527f9b-c789-45da-8fcf-0b88570aa7ce,46,,"[29.6, 54.6]",3754128,0,,,,,-2.5140297,,Right Foot,,,"[10.3, 40.6]",,Ground Pass,,23.843029,,,Bradley Guzan,12608.0,,,,,,1,Regular Play,Leandro Bacuna,9533.0,Right Back,4,Aston Villa,59,"['8d24879a-950d-4516-bb37-ade3ee4d02b9', 'c89b8b6e-ecaf-4b6d-a5aa-2ff0621f6b75']",30,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:30.202,Pass,True
,,,,,,,,,,,,,,,3.358113,,,,,,,,,,,,87e8cb27-9899-496d-9f3b-05892e3352ba,49,,"[12.3, 38.1]",3754128,0,,,,,0.12332407,,Left Foot,,,"[72.0, 45.5]",,High Pass,,60.15688,Incomplete,,Gabriel Imuetinyan Agbonlahor,42699.0,,,,,,1,Regular Play,Bradley Guzan,12608.0,Goalkeeper,4,Aston Villa,59,"['7db51d2f-3b54-40be-80b5-f97149fc3f8e', 'c61106f4-6ed9-403f-8cb4-d7df2776f4ec']",34,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:34.435,Pass,
,,,,,,,,,,,,,,,1.679903,,,,,,,,,,,,7db51d2f-3b54-40be-80b5-f97149fc3f8e,52,,"[48.1, 34.6]",3754128,0,,,,True,0.996768,,,,,"[57.8, 49.6]",,High Pass,,17.86309,,,Matt Ritchie,3049.0,,,,,Recovery,1,Regular Play,Steve Cook,3341.0,Left Center Back,5,AFC Bournemouth,28,"['1cc12a36-51a4-474f-b0d5-ea6195ed1432', '2a5054dc-cf27-45a4-a951-029411f97567', '87e8cb27-9899-496d-9f3b-05892e3352ba']",37,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:37.793,Pass,True
,,,,,,,,,,,,,,,0.771073,,,,,,,,,,,,cb17ba25-8d67-4c6b-aae3-f11227da350d,54,,"[57.8, 49.6]",3754128,0,,,,,-1.7681919,,Head,,,"[56.8, 44.6]",,Low Pass,,5.0990195,,,Andrew Surman,3344.0,,,,,,1,Regular Play,Matt Ritchie,3049.0,Right Midfield,5,AFC Bournemouth,28,['d0afd13a-9aeb-462b-b703-bc50a334382d'],39,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:39.473,Pass,
,,,,,,,,,,,,,,,1.680694,,,,,,,,,,,,2d201333-0661-4cb3-9b47-6e96db207124,58,,"[57.1, 44.6]",3754128,0,,,,,2.1156602,,Left Foot,,,"[43.1, 67.7]",,Ground Pass,,27.011293,,,Simon Francis,3608.0,,,,,,1,Regular Play,Andrew Surman,3344.0,Left Center Midfield,5,AFC Bournemouth,28,"['a227b706-122a-44e6-bd4b-29137da5b378', 'e293a4e6-a4eb-4d86-bdfa-08706fe45bb7']",41,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:41.086,Pass,True
,,,,,,,,,,,,,,,1.947315,,,,,,,,,,,,819733ef-41af-4546-9c74-ee94ccb09617,61,,"[42.9, 69.1]",3754128,0,,,,,0.13142201,,Right Foot,,,"[77.7, 73.7]",,High Pass,,35.102707,Incomplete,,Callum Wilson,3616.0,,,,,,1,Regular Play,Simon Francis,3608.0,Right Back,5,AFC Bournemouth,28,"['11c12699-0e5d-4ce5-84cd-ed90717d1e2d', '21ee8753-1ffd-439b-8b4f-f3a7036e3b19']",43,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:43.800,Pass,
,,,,,,,,,,,,,,,0.448561,,,,,,,,,,,,ec34b5ec-a7d0-4fb8-bb72-b3d8f709a218,65,,"[66.8, 80.0]",3754128,0,,True,,,-1.7942729,,,,,"[64.3, 69.0]",,Low Pass,,11.280514,,,Matt Ritchie,3049.0,,,,,Throw-in,1,From Throw In,Simon Francis,3608.0,Right Back,6,AFC Bournemouth,28,['f0255c44-3fcf-46f1-a2a4-8b414add2235'],50,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:50.636,Pass,
,,,,,,,,,,,,,,,1.499854,,,,,,,,,,,,15e07c94-00f1-456e-872f-9fbeda595d88,67,,"[64.2, 69.3]",3754128,0,,True,,,1.6594522,,Right Foot,,,"[63.4, 78.3]",,Low Pass,,9.035485,,,Simon Francis,3608.0,,,,,,1,From Throw In,Matt Ritchie,3049.0,Right Midfield,6,AFC Bournemouth,28,['588ac6f8-f466-44e1-8200-e97a0d8f68bb'],51,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:51.160,Pass,
,,,,,,,,,,,,,,,1.582985,,,,,,,,,,,,a803df87-2237-438a-863e-aa4c28614b14,69,,"[63.4, 78.6]",3754128,0,,,,,-0.96262354,,Right Foot,,,"[68.9, 70.7]",,Low Pass,,9.626006,,,Andrew Surman,3344.0,,,,,,1,From Throw In,Simon Francis,3608.0,Right Back,6,AFC Bournemouth,28,['2a0e0953-ace9-4a30-86c4-ca8878dfcce9'],52,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:52.660,Pass,
,,,,,,,,,,,,,,,1.847343,,,,,,,,,,,,b1dad3f2-63c3-4f0a-85e9-5e09ac44fbd5,72,,"[66.4, 69.6]",3754128,0,,,,,-2.976444,,Right Foot,,,"[41.8, 65.5]",,Ground Pass,,24.939327,,,Tommy Elphick,9626.0,,,,,,1,From Throw In,Andrew Surman,3344.0,Left Center Midfield,6,AFC Bournemouth,28,['029336a5-c5c1-4e09-b768-96d0922bffa1'],54,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:54.243,Pass,
,,,,,,,,,,,,,,,1.327021,,,,,,,,,,,,f9676228-fbe5-4f07-b6df-d1f14f150d27,75,,"[39.9, 66.1]",3754128,0,,,,,-1.127931,,Right Foot,,,"[48.2, 48.6]",,Ground Pass,,19.36853,,,Dan Gosling,3343.0,,,,,,1,From Throw In,Tommy Elphick,9626.0,Right Center Back,6,AFC Bournemouth,28,['08da8849-ef47-4ae5-a60c-d77281121e6b'],58,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:58.656,Pass,
,,,,,,,,,,,,,,,1.749719,,,,,,,,,,,,dd7da243-3db2-42e2-9aa4-5907429a7522,79,,"[48.4, 48.2]",3754128,1,,,,,2.2618806,,Left Foot,,,"[35.0, 64.4]",,Ground Pass,,21.023796,,,Tommy Elphick,9626.0,,,,,,1,From Throw In,Dan Gosling,3343.0,Right Center Midfield,6,AFC Bournemouth,28,"['67e78b55-f29b-4cbc-b248-99e17879baf1', '9a1d6e50-71c8-4ebd-9e3e-47f87f47d814']",0,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:00.063,Pass,True
,,,,,,,,,,,,,,,0.975678,,,,,,,,,,,,f9f6fa52-1469-463f-bf3f-3131641585df,83,,"[35.5, 66.0]",3754128,1,,,,,1.4259838,,Right Foot,,,"[36.9, 75.6]",,Ground Pass,,9.701547,,,Simon Francis,3608.0,,,,,,1,From Throw In,Tommy Elphick,9626.0,Right Center Back,6,AFC Bournemouth,28,"['62ba4f7e-7edf-45a5-8e66-d93f4b30f1ae', 'c643f634-7386-4b22-ab72-bda755027a34']",2,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:02.796,Pass,True
,,,,,,,,,,,,,,,1.548996,,,,,,,,,,,,e653e55b-9d2c-4a2b-986f-0f5756774a03,87,,"[37.2, 75.7]",3754128,1,,,,,-2.779423,,Right Foot,,,"[21.1, 69.6]",,Ground Pass,,17.216852,,,Tommy Elphick,9626.0,,,,,,1,From Throw In,Simon Francis,3608.0,Right Back,6,AFC Bournemouth,28,"['62be6e55-7aa5-40db-b7e4-8e375921cc22', '8d7eedda-87cb-4b1e-9e67-54f154b7cc64']",4,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:04.841,Pass,True
,,,,,,,,,,,,,,,2.330352,,,,,,,,,,,,bd7ef450-4b7c-4721-9fdd-6cde3d0d39f1,91,,"[24.9, 69.6]",3754128,1,,,,,-0.07916115,,Right Foot,,,"[66.5, 66.3]",,High Pass,,41.730682,,,Callum Wilson,3616.0,,,,,,1,From Throw In,Tommy Elphick,9626.0,Right Center Back,6,AFC Bournemouth,28,['e8598749-b2ce-47d4-b949-e6b64e443bd8'],9,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:09.186,Pass,
,,,,,,,,,,,,,,,1.162957,,,,,,,,,,,,05c212c9-89b1-441b-a7d8-aac9801f963c,94,,"[67.3, 66.9]",3754128,1,,,,True,-3.0471377,,,,,"[57.8, 66.0]",,Low Pass,,9.542537,,,Matt Ritchie,3049.0,,,,,,1,From Throw In,Callum Wilson,3616.0,Left Center Forward,6,AFC Bournemouth,28,"['3face08a-7cc4-4f3a-b9a4-85a27612fadb', '845bff33-cc00-48b4-bd90-7c2d96fa4a99']",11,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:11.516,Pass,True
,,,,,,,,,,,,,,,3.124212,,,,,,,,,,,,1adc8abb-25dd-4f49-a866-1b337cdbc454,98,,"[58.2, 55.0]",3754128,1,,,,,-1.2905973,,Left Foot,,,"[70.2, 13.3]",,Ground Pass,,43.39228,,,Marc Pugh,3646.0,,True,,,,1,From Throw In,Matt Ritchie,3049.0,Right Midfield,6,AFC Bournemouth,28,['e5abd501-3c70-4622-b218-8f62c04ddc05'],14,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:14.440,Pass,
,,,,,,,,,,,,,,,1.04667,,,,,,,,,,,,255f2c1b-35db-4568-b954-795d281a6961,101,,"[77.4, 13.3]",3754128,1,,,,,-0.77349395,,Right Foot,,,"[85.9, 5.0]",,Ground Pass,,11.880236,,,Charlie Daniels,3345.0,,,,,,1,From Throw In,Marc Pugh,3646.0,Left Midfield,6,AFC Bournemouth,28,['fa0ce507-a9da-486a-a5c1-40f0680a0ebb'],19,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:19.077,Pass,
,,,,,,,,,,,,,,,2.215026,,,,,,,,,,,,eb2412cc-38ce-4e43-b109-7135e09ab5d1,105,,"[85.9, 5.3]",3754128,1,,,,,0.4368683,,Left Foot,,,"[108.6, 15.9]",,Ground Pass,,25.052944,Incomplete,,Marc Pugh,3646.0,,,,,,1,From Throw In,Charlie Daniels,3345.0,Left Back,6,AFC Bournemouth,28,"['5dda5d53-151b-4164-9f36-bb460a2613cf', 'db9a5f83-e2ee-41f8-98bc-42a8f690e662', 'f9c7da7a-88a7-4a13-be79-20bdd3b21ec5']",20,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:20.603,Pass,True
,,,,,,,,,,,,,,,1.3026,,,,,,,,,,,,80014b36-a8e6-4fdb-a69e-65549caf9eaa,115,,"[78.8, 3.0]",3754128,1,,,,,2.3187788,,Right Foot,,,"[69.8, 12.7]",,Ground Pass,,13.232158,,,Andrew Surman,3344.0,,,,,,1,From Throw In,Charlie Daniels,3345.0,Left Back,6,AFC Bournemouth,28,['d17d00d8-5fb1-450b-bd77-2ae3b4aba10a'],29,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:29.895,Pass,
,,,,,,,,,,,,,,,0.577885,,,,,,,,,,,,8a1a969b-25d3-48b0-b35d-053c07ef27d4,118,,"[69.5, 12.9]",3754128,1,,,,,-1.3934345,,Left Foot,,,"[71.4, 2.3]",,Low Pass,,10.768937,,,Charlie Daniels,3345.0,,,,,,1,From Throw In,Andrew Surman,3344.0,Left Center Midfield,6,AFC Bournemouth,28,['373cbfa4-9a7e-41c4-8667-f3f241e24e2f'],31,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:31.763,Pass,
,,,,,,,,,,,,,,,2.301024,,,,,,,,,,,,24ff47ee-8efd-49d0-b134-6f359de3aab0,120,,"[71.1, 2.5]",3754128,1,,,,,2.8249571,,Left Foot,,,"[47.6, 10.2]",,Low Pass,,24.729334,,,Steve Cook,3341.0,,,,,,1,From Throw In,Charlie Daniels,3345.0,Left Back,6,AFC Bournemouth,28,['72d3b3ce-1dae-499f-8e16-beb577c27bea'],32,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:32.341,Pass,
,,,,,,,,,,,,,,,1.310633,,,,,,,,,,,,13f8df1d-b0db-42ac-8dbb-d67107c564dd,123,,"[46.8, 33.7]",3754128,1,,,,,1.8440412,,Right Foot,,,"[42.4, 49.4]",,Ground Pass,,16.304907,,,Tommy Elphick,9626.0,,,,,,1,From Throw In,Steve Cook,3341.0,Left Center Back,6,AFC Bournemouth,28,['90f13504-1c78-4c06-886b-7ca3990a952b'],39,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:39.543,Pass,
