bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f3d301da-3690-415b-817b-d53cf7a8a2d2,1,,,3754115,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea,33,,0,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 3339, 'name': 'Asmir Begović'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3957, 'name': 'César Azpilicueta Tanco'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 3456, 'name': 'Kurt Happy Zouma'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 20287, 'name': 'John Terry'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 12325, 'name': 'Abdul Rahman Baba'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 28100, 'name': 'Ramires Santos do Nascimento'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 3472, 'name': 'Willian Borges da Silva'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 22}, {'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 17}, {'player': {'id': 3504, 'name': 'Ruben Loftus-Cheek'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 36}, {'player': {'id': 5198, 'name': 'Diego da Silva Costa'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Chelsea,33,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,df0aad14-fc83-4381-ace1-43702cbac1eb,2,,,3754115,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea,33,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 42701, 'name': 'Kieran Richardson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 6800, 'name': 'Carles Gil de Pareja Vicent'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 9638, 'name': 'Jack Grealish'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 40}, {'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 19362, 'name': 'Rudy Gestede'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 39}]}",Aston Villa,59,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,6f0389b4-57d2-4c4c-bd88-39c564115ed6,3,,,3754115,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea,33,['ff5ff068-2c83-46b3-b1ae-14e386543177'],0,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ff5ff068-2c83-46b3-b1ae-14e386543177,4,,,3754115,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Chelsea,33,['6f0389b4-57d2-4c4c-bd88-39c564115ed6'],0,,,,,,,,,,,,,,,,,Chelsea,33,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f6e4927c-269c-4a88-9bb0-c5412efea65f,1630,,,3754115,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,112,Aston Villa,59,['57c24160-9368-4ca9-a3ef-08f727671ad6'],0,,,,,,,,,,,,,,,,,Chelsea,33,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,57c24160-9368-4ca9-a3ef-08f727671ad6,1631,,,3754115,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,112,Aston Villa,59,['f6e4927c-269c-4a88-9bb0-c5412efea65f'],0,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.545329,,,,,,,,,,,,250ba5b8-8c94-45a5-8409-09e6d6d5a413,5,,"[60.0, 40.0]",3754115,0,,,,,-1.2587543,,Left Foot,,,"[61.0, 36.9]",,Ground Pass,,3.2572994,,,,Jack Grealish,9638.0,,,,,,Kick Off,1,From Kick Off,Carles Gil de Pareja Vicent,6800.0,Right Wing,2,Aston Villa,59,['9a735eaf-325f-4963-abc0-759fd80d285b'],0,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.134,Pass,
,,,,,,,,,,,,,,,,,,1.266036,,,,,,,,,,,,6e71e59c-5847-490f-8cca-872c969c10b5,7,,"[61.4, 36.5]",3754115,0,,,,,2.8602002,,Right Foot,,,"[48.6, 40.2]",,Ground Pass,,13.3240385,,,,Ashley Westwood,3583.0,,,,,,,1,From Kick Off,Jack Grealish,9638.0,Center Attacking Midfield,2,Aston Villa,59,['5f5e7ddf-0ca1-4b05-a910-11d2135894a3'],0,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.679,Pass,
,,,,,,,,,,,,,,,,,,2.849354,,,,,,,,,,,,cf4f1bf3-6d0a-4be1-a70a-bd2acb0f67a1,10,,"[48.6, 40.2]",3754115,0,,,,,-0.66315734,,Right Foot,,,"[91.1, 7.0]",,High Pass,,53.93042,,Incomplete,,Rudy Gestede,19362.0,,,,,,,1,From Kick Off,Ashley Westwood,3583.0,Right Center Midfield,2,Aston Villa,59,"['c080c034-0411-483a-a2a3-de5d53f1eaec', 'e7a309d6-2c54-4ba8-96ec-1150ba4ec42c']",2,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:02.013,Pass,
,,,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,e7a309d6-2c54-4ba8-96ec-1150ba4ec42c,13,,"[29.0, 73.1]",3754115,0,,,,True,-0.19739556,,,,,"[30.0, 72.9]",,Low Pass,,1.0198039,,Incomplete,,,,,,,,,Recovery,1,From Kick Off,Kurt Happy Zouma,3456.0,Right Center Back,2,Aston Villa,59,"['3151ebf5-34d5-4f55-88f8-db1a39acc197', 'a967f779-1893-4dc6-b5b3-5a1595a443d1', 'cf4f1bf3-6d0a-4be1-a70a-bd2acb0f67a1']",4,,,,,,,,,,,,,,,,,Chelsea,33,00:00:04.863,Pass,True
,,,,,,,,,,,,,,,,,,2.129231,,,,,,,,,,,,538ef59b-1325-489a-be02-197fa5b42a8d,15,,"[23.0, 67.1]",3754115,0,,,,,0.31613263,,Head,,,"[33.7, 70.6]",,High Pass,,11.257886,,Incomplete,,,,,,,,,Recovery,1,From Kick Off,Kurt Happy Zouma,3456.0,Right Center Back,2,Aston Villa,59,['52eabd2e-3ff5-468c-9281-152ba8244da1'],6,,,,,,,,,,,,,,,,,Chelsea,33,00:00:06.855,Pass,
,,,,,,,,,,,,,,,,,,1.169917,,,,,,,,,,,,52eabd2e-3ff5-468c-9281-152ba8244da1,16,,"[86.4, 9.5]",3754115,0,,,,True,-0.9272952,,,,,"[87.9, 7.5]",,Low Pass,,2.5,,Incomplete,,Jordan Ayew,3450.0,,,,,,Recovery,1,From Kick Off,Rudy Gestede,19362.0,Center Forward,2,Aston Villa,59,"['191f337c-07eb-4fb7-83d8-77346900e9fd', '2b990395-1da6-4c26-aaee-41f25799e661', '538ef59b-1325-489a-be02-197fa5b42a8d', '5b65a9b8-df8e-4c48-b734-e208c0ce4587']",8,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:08.984,Pass,True
,,,,,,,,,,,,,,,,,,1.037834,,,,,,,,,,,,191f337c-07eb-4fb7-83d8-77346900e9fd,19,,"[32.2, 72.6]",3754115,0,,,,,-1.5145178,,Left Foot,,,"[32.6, 65.5]",,Low Pass,,7.1112585,,,,Ramires Santos do Nascimento,28100.0,,,,,,Recovery,1,Regular Play,Willian Borges da Silva,3472.0,Right Midfield,3,Chelsea,33,"['205907ad-f789-4904-b31f-6700b186c3e6', '52eabd2e-3ff5-468c-9281-152ba8244da1']",10,,,,,,,,,,,,,,,,,Chelsea,33,00:00:10.154,Pass,
,,,,,,,,,,,,,,,,,,2.259102,,,,,,,,,,,,cde1f15f-04ba-4e1e-ac6e-974d6b207392,22,,"[32.6, 63.0]",3754115,0,,,,,-2.5956073,,Right Foot,,,"[16.8, 53.4]",,Ground Pass,,18.487833,,,,Kurt Happy Zouma,3456.0,,,,,,,1,Regular Play,Ramires Santos do Nascimento,28100.0,Right Defensive Midfield,3,Chelsea,33,['b8fe7e4d-521c-4498-89ad-d8970e33f533'],11,,,,,,,,,,,,,,,,,Chelsea,33,00:00:11.192,Pass,
,,,,,,,,,,,,,,,,,,1.437275,,,,,,,,,,,,12808dc6-91d3-4c0c-a3ee-2f5d812b4828,25,,"[17.6, 51.9]",3754115,0,,,,,-2.5665205,,Right Foot,,,"[6.8, 44.9]",,Ground Pass,,12.87012,,,,Asmir Begović,3339.0,,,,,,,1,Regular Play,Kurt Happy Zouma,3456.0,Right Center Back,3,Chelsea,33,"['6725569a-66ae-4613-8187-379712383683', '89f7d65e-52e8-4ded-8eb0-f7b0dfdceb80']",13,,,,,,,,,,,,,,,,,Chelsea,33,00:00:13.451,Pass,True
,,,,,,,,,,,,,,,,,,3.050603,,,,,,,,,,,,4aada076-eb80-4263-947d-20bad1767360,27,,"[7.9, 44.9]",3754115,0,,,,,-0.35667983,,Right Foot,,,"[65.6, 23.4]",,High Pass,,61.57548,,Incomplete,,,,,,,,,,1,Regular Play,Asmir Begović,3339.0,Goalkeeper,3,Chelsea,33,"['24ec14d4-8a4d-469f-b88f-37a1d9b7dabd', '89f7d65e-52e8-4ded-8eb0-f7b0dfdceb80']",14,,,,,,,,,,,,,,,,,Chelsea,33,00:00:14.888,Pass,True
