50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,,2.274953,,,,,,,,,,,,,74b7ec45-abd5-4242-a5a2-206757bf1a9d,17,,"[28.3, 11.5]",3754134,0,,,,,0.24550973,,Left Foot,,,,"[72.6, 22.6]",,High Pass,,45.669464,,Incomplete,,Andy Carroll,4271.0,,,,,,,1,From Kick Off,Aaron Cresswell,3062.0,Left Back,2,West Ham United,40,"['86309117-ed72-4f05-9064-65de6cd4be4f', '95cdd138-18c7-49a2-afbb-68914cdde407']",8,,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:08.444,Pass,
,,,,,,,,,,,,,,,,,,,0.726878,,,,,,,,,,,,,7ad4b8e9-90f4-49b0-a121-e1d6f21ba367,24,,"[71.3, 10.6]",3754134,0,,,,,-1.7221718,,Right Foot,,,,"[70.4, 4.7]",,Ground Pass,,5.9682493,,,,Andy Carroll,4271.0,,,,,,,1,From Kick Off,Manuel Lanzini,3595.0,Right Midfield,2,West Ham United,40,['31ae2dbb-8d39-4d68-aeca-2977628b386e'],14,,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:14.735,Pass,
,,,,,,,,,,,,,,,,,,,0.368138,,,,,,,,,,,,,c4dfe1c8-a8bc-4376-a26d-c71d662fd476,49,,"[40.5, 74.8]",3754134,0,,,,,-1.9900287,,Right Foot,,,,"[36.4, 65.6]",,Ground Pass,,10.072239,,,,Ander Herrera Agüera,3606.0,,,,,,Recovery,1,Regular Play,Luis Antonio Valencia Mosquera,3267.0,Right Back,3,Manchester United,39,['25039363-4fa8-467c-abec-a33bf56f656e'],24,,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:24.169,Pass,
,,,,,,,,,,,,,,,,,,,3.736752,,,,,,,,,,,,,dff9cc40-7c9f-4575-a7a1-cafd96d3e8b8,51,,"[36.4, 65.6]",3754134,0,,,,,-0.08486186,,Right Foot,,,,"[89.3, 61.1]",,High Pass,,53.091053,,Incomplete,,Marcus Rashford,3318.0,,,,,,,1,Regular Play,Ander Herrera Agüera,3606.0,Right Center Midfield,3,Manchester United,39,"['02411cc5-924e-4248-b812-eca666a13e66', 'd728fe6b-e4bd-4ed1-93bb-716a08e86109']",24,,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:24.537,Pass,
,,,,,,,,,,,,,,,,,,,1.909751,,,,,,,,,,,,,d728fe6b-e4bd-4ed1-93bb-716a08e86109,53,,"[30.8, 19.0]",3754134,0,,,,,2.5140736,,Left Foot,,,,"[7.5, 35.9]",,Ground Pass,,28.783676,,,,Darren Randolph,20066.0,,,,,,Recovery,1,Regular Play,Angelo Obinze Ogbonna,3843.0,Left Center Back,4,West Ham United,40,"['9e2f1314-6cfc-4d34-94a1-b559ba60950b', 'dff9cc40-7c9f-4575-a7a1-cafd96d3e8b8']",28,,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:28.274,Pass,
,,,,,,,,,,,,,,,,,,,3.367923,,,,,,,,,,,,,b868ed5d-0122-4e83-9e03-286eacdefe6e,56,,"[12.2, 56.4]",3754134,0,,,,,-0.40567932,,Right Foot,,,,"[88.8, 23.5]",,High Pass,,83.36648,,Incomplete,,Dimitri Payet,3491.0,,,,,,,1,Regular Play,Darren Randolph,20066.0,Goalkeeper,4,West Ham United,40,"['7f63c5ed-05d9-464a-9f79-5f354998a379', 'bafc8b83-6666-4cd0-823c-5f96929ade9e']",36,,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:36.629,Pass,
,,,,,,,,,,,,,,,,,,,1.452823,,,,,,,,,,,,,7f63c5ed-05d9-464a-9f79-5f354998a379,58,,"[31.3, 56.6]",3754134,0,,,,,-0.3623011,,Right Foot,,,,"[43.7, 51.9]",,Low Pass,,13.260844,,Unknown,,,,,,,,,Recovery,1,Regular Play,Luis Antonio Valencia Mosquera,3267.0,Right Back,4,West Ham United,40,['b868ed5d-0122-4e83-9e03-286eacdefe6e'],39,,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:39.997,Pass,
,,,,,,,,,,,,,,,,,,,1.638172,,,,,,,,,,,,,79be9a45-031e-4ce7-a723-632235de87e0,63,,"[80.3, 22.0]",3754134,1,,,,,-0.4005345,,Right Foot,,,,"[102.5, 12.6]",,Ground Pass,,24.10809,,,,Aaron Cresswell,3062.0,,,,,,Free Kick,1,From Free Kick,Dimitri Payet,3491.0,Left Midfield,5,West Ham United,40,['55ffab40-073b-4ab4-8f42-37cedb9874f3'],17,,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:17.047,Pass,
,,,,,,,,,,,,,,,,,,,2.206231,,,,,,,,,,,,,b8264dbc-5b4c-4cac-90a5-4666ada7e0e7,66,,"[105.5, 13.0]",3754134,1,,,,,1.3561323,,Left Foot,True,,,"[113.0, 47.4]",,High Pass,,35.208096,,,,Andy Carroll,4271.0,,,,,,,1,From Free Kick,Aaron Cresswell,3062.0,Left Back,5,West Ham United,40,['e2990785-fba8-4046-aa7d-37c191b9fa9d'],19,,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:19.469,Pass,
,,,,,,,,,,,,,,,,,,,0.722741,,,,,,,,,,,,,37c02694-67bd-4398-986f-9ab2b4b4d886,69,,"[113.0, 47.4]",3754134,1,,,,True,-1.670465,,,,,,"[112.3, 40.4]",,Low Pass,,7.034913,,Incomplete,,Diafra Sakho,3962.0,,,,,,,1,From Free Kick,Andy Carroll,4271.0,Left Center Forward,5,West Ham United,40,"['00c309cc-4b84-4680-a7d8-ad06c8a0dacc', '6a83e38a-9eee-4649-b2fa-b227ea5005a8', '77a55d17-2172-4997-9138-bebaeee5ac85']",21,,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:21.755,Pass,True
,,,,,,,,,,,,,,,,,,,1.301651,,,,,,,,,,,,,74019f8c-b377-4871-8a9a-45f7b3c0ed1e,80,,"[98.9, 42.3]",3754134,1,,,,True,0.67474097,,,,,,"[110.4, 51.5]",,High Pass,,14.727186,,,,Cheikhou Kouyaté,3684.0,,,,,,Recovery,1,From Free Kick,Andy Carroll,4271.0,Left Center Forward,5,West Ham United,40,"['446c9679-e2c4-4c5d-b5d7-cc8595f97e8c', '826e36e9-e5a0-4447-9458-0fec42db2506']",30,,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:30.394,Pass,True
,,,,,,,,,,,,,,,,,,,1.129043,,,,,,,,,,,,,43ed33f0-2017-4922-848c-ef020676def3,84,,"[115.5, 64.3]",3754134,1,,,,,2.5352097,,Left Foot,,,,"[103.1, 72.9]",,Ground Pass,,15.090394,,,,Michail Antonio,3349.0,,,,,,,1,From Free Kick,Cheikhou Kouyaté,3684.0,Right Defensive Midfield,5,West Ham United,40,['e94a7934-46c3-4071-8cac-b6cd19495014'],35,,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:35.506,Pass,
,,,,,,,,,,,,,,,,,,,1.742362,,,,,,,,,,,,,371eb8e9-7741-4e27-9274-2bc54c7b2e84,87,,"[101.4, 72.3]",3754134,1,,,,,-1.3982859,,Left Foot,True,,,"[108.3, 32.7]",,High Pass,,40.19664,,,,Diafra Sakho,3962.0,,,,,,,1,From Free Kick,Michail Antonio,3349.0,Right Back,5,West Ham United,40,['7aa448ee-8d3b-423c-8754-812727a221f3'],38,,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:38.481,Pass,
,,,,,,,,,,,,,,,,,,,2.029624,,,,,,,,,,,,,a52e0d72-ca44-4bd0-b285-7e8245dba5c3,89,,"[108.3, 32.7]",3754134,1,,,,,1.727087,,Head,,,,"[105.7, 49.2]",,High Pass,,16.703592,,Incomplete,,Andy Carroll,4271.0,,,,,,,1,From Free Kick,Diafra Sakho,3962.0,Right Center Forward,5,West Ham United,40,"['0c773c1d-70f1-4a89-ba01-7c3341193ea2', '4ecf87e8-dd76-49ee-95b2-4d45226af7d1']",40,,,,,,,,,,,,,,,,,,,West Ham United,40,00:01:40.229,Pass,
,,,,,,,,,,,,,,,,,,,3.498297,,,,,,,,,,,,,0ed99539-4771-404e-8f8e-ef077acea669,96,,"[6.0, 44.0]",3754134,2,,,,,0.54270524,,Right Foot,,,,"[57.4, 75.0]",,High Pass,,60.024662,,,,Luis Antonio Valencia Mosquera,3267.0,,,,,,Goal Kick,1,From Goal Kick,David de Gea Quintana,3333.0,Goalkeeper,6,Manchester United,39,['a96d36e5-0aa2-4da6-84f2-747b84cc6a3e'],33,,,,,,,,,,,,,,,,,,,Manchester United,39,00:02:33.723,Pass,
,,,,,,,,,,,,,,,,,,,1.816566,,,,,,,,,,,,,3dd1d12b-f609-44bc-ada0-bf54196a7b00,98,,"[57.2, 75.0]",3754134,2,,,,True,-1.1601716,,,,,,"[63.6, 60.3]",,High Pass,,16.03278,,Incomplete,,Ander Herrera Agüera,3606.0,,,,,,,1,From Goal Kick,Luis Antonio Valencia Mosquera,3267.0,Right Back,6,Manchester United,39,"['41999647-e8a3-4379-9395-e757b38a6bbc', '54233376-30ce-41df-8323-76946c2bcae4', 'e30ff31e-f1f8-45cf-917c-b5773cde72e3']",37,,,,,,,,,,,,,,,,,,,Manchester United,39,00:02:37.221,Pass,True
,,,,,,,,,,,,,,,,,,,1.963278,,,,,,,,,,,,,e30ff31e-f1f8-45cf-917c-b5773cde72e3,101,,"[56.5, 19.8]",3754134,2,,,,,0.34464732,,Head,,,,"[72.1, 25.4]",,High Pass,,16.57468,,Incomplete,,Andy Carroll,4271.0,,,,,,Recovery,1,From Goal Kick,Cheikhou Kouyaté,3684.0,Right Defensive Midfield,6,Manchester United,39,"['3dd1d12b-f609-44bc-ada0-bf54196a7b00', '9bac3bad-9223-49ed-8600-73fedb75e66d', 'f153080d-5cd8-4659-b1f5-61ecaa7670c5']",39,,,,,,,,,,,,,,,,,,,West Ham United,40,00:02:39.038,Pass,
,,,,,,,,,,,,,,,,,,,1.220371,,,,,,,,,,,,,ced6b16f-74ff-4a21-86bb-5a51dc65baa4,106,,"[53.3, 54.9]",3754134,2,,,,,1.2946993,,Right Foot,,,,"[55.0, 60.9]",,Low Pass,,6.2361846,,Incomplete,,Ander Herrera Agüera,3606.0,,,,,,,1,From Goal Kick,Morgan Schneiderlin,3600.0,Center Defensive Midfield,6,Manchester United,39,"['2ea0a18a-c247-4f2a-9a3a-14569ce9c22d', 'bd5ddda4-6335-44e7-9456-bdf60194d5c2']",41,,,,,,,,,,,,,,,,,,,Manchester United,39,00:02:41.863,Pass,
,,,,,,,,,,,,,,,,,,,0.136211,,,,,,,,,,,,,c13ffea4-b39d-4bb3-89a3-47bed3339246,111,,"[56.3, 76.7]",3754134,2,,,,,-0.18109265,,Right Foot,,,,"[63.4, 75.4]",,Ground Pass,,7.218033,,Incomplete,,Juan Manuel Mata García,3294.0,,,,,,,1,From Goal Kick,Ander Herrera Agüera,3606.0,Right Center Midfield,6,Manchester United,39,"['3722243c-dc20-4863-9564-3211c3c2d732', 'd51fd16c-fcb5-4730-9453-df438cbf5889']",45,,,,,,,,,,,,,,,,,,,Manchester United,39,00:02:45.837,Pass,
,,,,,,,,,,,,,,,,,,,0.841547,,,,,,,,,,,,,ed930d11-e00a-4110-88a5-a3bc6f6910ae,114,,"[63.6, 80.0]",3754134,3,,True,,,-1.3662885,,,,,,"[66.4, 66.5]",,Low Pass,,13.787313,,,,Juan Manuel Mata García,3294.0,,,,,,Throw-in,1,From Throw In,Luis Antonio Valencia Mosquera,3267.0,Right Back,7,Manchester United,39,['4b976209-5913-4de1-99a5-120f76919b32'],0,,,,,,,,,,,,,,,,,,,Manchester United,39,00:03:00.768,Pass,
,,,,,,,,,,,,,,,,,,,1.727229,,,,,,,,,,,,,477f62dd-7f03-42fb-ab97-f7d11d10a458,116,,"[63.8, 66.7]",3754134,3,,,,,-3.1108856,,Left Foot,,,,"[34.5, 65.8]",,Ground Pass,,29.31382,,,,Chris Smalling,10958.0,,,,,,,1,From Throw In,Juan Manuel Mata García,3294.0,Right Midfield,7,Manchester United,39,['30b0275c-346c-440d-8154-b2dfe25e619b'],2,,,,,,,,,,,,,,,,,,,Manchester United,39,00:03:02.456,Pass,
,,,,,,,,,,,,,,,,,,,2.113459,,,,,,,,,,,,,bce4c76d-c469-48b9-9019-4d986f029ab6,119,,"[32.6, 60.7]",3754134,3,,,,,-1.7061946,,Right Foot,,,,"[27.9, 26.2]",,Ground Pass,,34.818672,,,,Daley Blind,3311.0,,,,,,,1,From Throw In,Chris Smalling,10958.0,Right Center Back,7,Manchester United,39,['f967574b-d556-40f2-9918-81d71569310e'],5,,,,,,,,,,,,,,,,,,,Manchester United,39,00:03:05.194,Pass,
,,,,,,,,,,,,,,,,,,,1.315699,,,,,,,,,,,,,e25d4508-730a-45ed-aaec-ed2989848a90,122,,"[32.8, 28.4]",3754134,3,,,,,0.8606328,,Left Foot,,,,"[51.2, 49.8]",,Ground Pass,,28.222687,,,,Juan Manuel Mata García,3294.0,,,,,,,1,From Throw In,Daley Blind,3311.0,Left Center Back,7,Manchester United,39,['aca177f9-5f7b-4f0f-916e-ae2f103a88d7'],8,,,,,,,,,,,,,,,,,,,Manchester United,39,00:03:08.111,Pass,
,,,,,,,,,,,,,,,,,,,1.542764,,,,,,,,,,,,,808f4113-03f4-4dc6-95b3-fb69a9d635bf,124,,"[51.2, 49.8]",3754134,3,,,,,-2.3873458,,Left Foot,,,,"[33.0, 32.7]",,Ground Pass,,24.972986,,,,Daley Blind,3311.0,,,,,,,1,From Throw In,Juan Manuel Mata García,3294.0,Right Midfield,7,Manchester United,39,['d17557c4-982b-4322-8f57-56d9c908b7d2'],9,,,,,,,,,,,,,,,,,,,Manchester United,39,00:03:09.427,Pass,
,,,,,,,,,,,,,,,,,,,1.265106,,,,,,,,,,,,,7b29277f-c5ae-47f8-af94-f16aba820ea0,127,,"[46.3, 36.5]",3754134,3,,,,,1.19029,,Left Foot,,,,"[53.5, 54.5]",,Ground Pass,,19.386593,,,,Juan Manuel Mata García,3294.0,,,,,,,1,From Throw In,Daley Blind,3311.0,Left Center Back,7,Manchester United,39,['21a63cac-89cd-457e-96dd-c458ec048665'],16,,,,,,,,,,,,,,,,,,,Manchester United,39,00:03:16.293,Pass,
,,,,,,,,,,,,,,,,,,,1.004345,,,,,,,,,,,,,c475f785-eac0-4f3f-baca-edf9c8a3d6b5,130,,"[51.4, 54.1]",3754134,3,,,,,-2.896614,,Left Foot,,,,"[39.4, 51.1]",,Ground Pass,,12.369317,,,,Chris Smalling,10958.0,,,,,,,1,From Throw In,Juan Manuel Mata García,3294.0,Right Midfield,7,Manchester United,39,['52dd3ac3-bc39-4a20-a5b0-032220501ba2'],21,,,,,,,,,,,,,,,,,,,Manchester United,39,00:03:21.257,Pass,
,,,,,,,,,,,,,,,,,,,1.880985,,,,,,,,,,,,,56df0dc5-38be-4937-af0d-916c7f89e949,133,,"[39.4, 51.1]",3754134,3,,,,,-1.6281657,,Right Foot,,,,"[37.7, 21.5]",,Ground Pass,,29.648777,,,,Daley Blind,3311.0,,,,,,,1,From Throw In,Chris Smalling,10958.0,Right Center Back,7,Manchester United,39,['fe872a72-2a43-4d26-9714-ca45db710bbd'],23,,,,,,,,,,,,,,,,,,,Manchester United,39,00:03:23.292,Pass,
,,,,,,,,,,,,,,,,,,,1.595204,,,,,,,,,,,,,82d89d16-6b0d-4229-85fe-a19118654e84,136,,"[63.6, 17.7]",3754134,3,,,,,-0.5544654,,Left Foot,,,,"[85.4, 4.2]",,High Pass,,25.641567,,Incomplete,,Anthony Martial,20039.0,,,,,,,1,From Throw In,Daley Blind,3311.0,Left Center Back,7,Manchester United,39,"['d12ef67b-ed34-4dd2-9bac-ba0afa6715a6', 'fba447ed-78fa-42b6-845f-001acbd60695']",30,,,,,,,,,,,,,,,,,,,Manchester United,39,00:03:30.681,Pass,
,,,,,,,,,,,,,,,,,,,1.097149,,,,,,,,,,,,,fba447ed-78fa-42b6-845f-001acbd60695,138,,"[34.7, 75.9]",3754134,3,,,,,-0.098776594,,Right Foot,,,,"[45.8, 74.8]",,Low Pass,,11.154371,,,,Diafra Sakho,3962.0,,,,,,Interception,1,Regular Play,Michail Antonio,3349.0,Right Back,8,West Ham United,40,"['5cba9d7e-4d27-49bf-8047-37da9e8ffd74', '82d89d16-6b0d-4229-85fe-a19118654e84']",32,,,,,,,,,,,,,,,,,,,West Ham United,40,00:03:32.277,Pass,
,,,,,,,,,,,,,,,,,,,0.725858,,,,,,,,,,,,,e7457bca-4c02-4822-9c92-4d63081afdf8,142,,"[45.2, 76.1]",3754134,3,,,,,-2.5324292,,Right Foot,,,,"[40.9, 73.1]",,Ground Pass,,5.2430906,,,,Michail Antonio,3349.0,,,,,,,1,Regular Play,Diafra Sakho,3962.0,Right Center Forward,8,West Ham United,40,['739a803c-6b78-4433-833a-d5f52e49c986'],34,,,,,,,,,,,,,,,,,,,West Ham United,40,00:03:34.550,Pass,
,,,,,,,,,,,,,,,,,,,1.250996,,,,,,,,,,,,,412ec213-17f0-408c-81cb-d032333eae45,145,,"[43.7, 72.3]",3754134,3,,,,,-1.18429,,Right Foot,,,,"[50.7, 55.1]",,Ground Pass,,18.569868,,Incomplete,,Cheikhou Kouyaté,3684.0,,,,,,,1,Regular Play,Michail Antonio,3349.0,Right Back,8,West Ham United,40,"['00069b74-7855-43ba-974c-83952313bf3e', 'cb23df68-c5fc-44be-9aa4-3b6259fc7c8c']",36,,,,,,,,,,,,,,,,,,,West Ham United,40,00:03:36.244,Pass,
