ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a5fb0513-7bc7-4480-a08c-de9e160e440f,1,,,3754053,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Aston Villa,59,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 24380, 'name': 'Tetchi Jores Charlemagne Ulrich Okore'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 43}, {'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 6800, 'name': 'Carles Gil de Pareja Vicent'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 7153, 'name': 'Jordan Veretout'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 17}, {'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 19}, {'player': {'id': 19362, 'name': 'Rudy Gestede'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 39}]}",Aston Villa,59,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e97565eb-cfba-493d-925c-42b73856c77d,2,,,3754053,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Aston Villa,59,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3611, 'name': 'Kevin Wimmer'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 27}, {'player': {'id': 3594, 'name': 'Danny Rose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3037, 'name': 'Mousa Sidi Yaya Dembélé'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 3585, 'name': 'Erik Lamela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Tottenham Hotspur,38,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,4d6947dd-8dde-432f-a862-5ebc1780c0c1,3,,,3754053,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Aston Villa,59,['76b9e869-b5a0-468c-8b0d-a2b4f0bf2c2c'],0,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,76b9e869-b5a0-468c-8b0d-a2b4f0bf2c2c,4,,,3754053,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Aston Villa,59,['4d6947dd-8dde-432f-a862-5ebc1780c0c1'],0,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,19021a07-4748-4eaa-a192-fac4f37b3fcd,1689,,,3754053,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,99,Aston Villa,59,['3deac086-f3ec-4e83-91a9-f8040a87754f'],0,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3deac086-f3ec-4e83-91a9-f8040a87754f,1690,,,3754053,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,99,Aston Villa,59,['19021a07-4748-4eaa-a192-fac4f37b3fcd'],0,,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.572824,,,,,,,,,,,,,81f66739-abf6-4af6-a44d-03f6dcb49a68,5,,"[60.0, 40.0]",3754053,0,,,,,1.8000282,,Right Foot,,,,"[59.3, 43.0]",,Ground Pass,,3.0805843,,,,Harry Kane,10955.0,,,,,,Kick Off,1,From Kick Off,Christian Dannemann Eriksen,3043.0,Center Attacking Midfield,2,Tottenham Hotspur,38,['85d093d4-a8c3-48c0-8032-37a31981fbf7'],0,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.100,Pass,
,,,,,,,,,,,,,,,,,1.378845,,,,,,,,,,,,,7fed1299-933e-4ed9-b468-ac61c28b9d1a,7,,"[59.6, 41.8]",3754053,0,,,,,-2.8692524,,Right Foot,,,,"[37.4, 35.6]",,Ground Pass,,23.049513,,,,Kevin Wimmer,3611.0,,,,,,,1,From Kick Off,Harry Kane,10955.0,Center Forward,2,Tottenham Hotspur,38,['d09f57c8-ddad-433e-afd0-94b1f23fbf37'],0,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.672,Pass,
,,,,,,,,,,,,,,,,,1.436375,,,,,,,,,,,,,b076019e-5036-41b7-be4e-77aac8e737b3,10,,"[33.4, 36.5]",3754053,0,,,,,1.640451,,Left Foot,,,,"[32.2, 53.7]",,Ground Pass,,17.24181,,,,Toby Alderweireld,20005.0,,,,,,,1,From Kick Off,Kevin Wimmer,3611.0,Left Center Back,2,Tottenham Hotspur,38,['2567056b-813a-45f6-bf4b-727c2b4352e8'],3,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:03.111,Pass,
,,,,,,,,,,,,,,,,,1.508419,,,,,,,,,,,,,25753012-a49d-4992-bbb8-6c5601b4fedd,13,,"[32.7, 55.4]",3754053,0,,,,,-1.7832284,,Right Foot,,,,"[27.2, 29.9]",,Ground Pass,,26.086395,,,,Kevin Wimmer,3611.0,,,,,,,1,From Kick Off,Toby Alderweireld,20005.0,Right Center Back,2,Tottenham Hotspur,38,['dcf6d70d-94f8-4764-bc2f-57148415d356'],5,,,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:05.254,Pass,
