50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,f0862538-df3a-4842-88b5-20506e3111ac,1,,,3754106,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 28782, 'name': 'Ritchie De Laet'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3520, 'name': 'Jeffrey Schlupp'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 20230, 'name': 'Gökhan İnler'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 33}, {'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 26}, {'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Leicester City,22,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,fcb9b47e-7486-4056-a6ab-fcdb59ec70bd,2,,,3754106,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 7}, {'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 4347, 'name': 'Jordan Amavi'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 5685, 'name': 'Carlos Alberto Sánchez Moreno'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 3583, 'name': 'Ashley Westwood'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 6800, 'name': 'Carles Gil de Pareja Vicent'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 9638, 'name': 'Jack Grealish'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 40}, {'player': {'id': 11117, 'name': 'Scott Sinclair'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 42699, 'name': 'Gabriel Imuetinyan Agbonlahor'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Aston Villa,59,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,016f9074-5bb6-4287-b87f-75cdd266056d,3,,,3754106,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,['227ad1f5-d3a7-4e5b-9ef9-a6edfa11f00e'],0,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,227ad1f5-d3a7-4e5b-9ef9-a6edfa11f00e,4,,,3754106,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,['016f9074-5bb6-4287-b87f-75cdd266056d'],0,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,dd95f480-b284-44dd-85a2-bb5d58ded790,1709,,,3754106,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,103,Leicester City,22,['e7b14ac2-3de4-4b98-83fb-31834f3a70cc'],0,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,e7b14ac2-3de4-4b98-83fb-31834f3a70cc,1710,,,3754106,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,103,Leicester City,22,['dd95f480-b284-44dd-85a2-bb5d58ded790'],0,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.259072,,,,,,,,,,,,bab9a910-58b7-4658-8fa7-f3068fe3936f,5,,"[61.0, 40.1]",3754106,0,,,,1.7894653,,Right Foot,,,,"[60.2, 43.7]",,Ground Pass,,3.6878178,,,Gabriel Imuetinyan Agbonlahor,42699.0,,,,,,Kick Off,1,From Kick Off,Scott Sinclair,11117.0,Left Wing,2,Aston Villa,59,['27cfe57f-763a-4bce-a738-e6dc32246352'],0,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.941,Pass,
,,,,,,,,,,,,,,,,1.469924,,,,,,,,,,,,cdda09e1-2b81-4a75-9e28-4cee05d4a3f5,8,,"[60.0, 41.6]",3754106,0,,,,-2.5790946,,Right Foot,,,,"[46.2, 32.9]",,Ground Pass,,16.313492,,,Carlos Alberto Sánchez Moreno,5685.0,,,,,,,1,From Kick Off,Gabriel Imuetinyan Agbonlahor,42699.0,Center Forward,2,Aston Villa,59,['0e059f0c-96b8-4eaa-bea7-f6c973f70017'],1,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:01.213,Pass,
,,,,,,,,,,,,,,,,2.23432,,,,,,,,,,,,20b0d0c9-e515-4f96-ace7-c2a29afd9c9a,11,,"[45.5, 35.9]",3754106,0,,,,1.5091462,,Right Foot,,,,"[48.0, 76.4]",,Low Pass,,40.577087,,,Leandro Bacuna,9533.0,,,True,,,,1,From Kick Off,Carlos Alberto Sánchez Moreno,5685.0,Right Defensive Midfield,2,Aston Villa,59,['7819b506-a13f-498c-9e72-396b3a09e55a'],3,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:03.542,Pass,
,,,,,,,,,,,,,,,,1.79851,,,,,,,,,,,,eb62c29b-3d40-4ad8-b338-f24bad251994,15,,"[49.2, 78.5]",3754106,0,,,,0.025635408,,Right Foot,,,,"[68.7, 79.0]",,Low Pass,,19.506409,Incomplete,,Carles Gil de Pareja Vicent,6800.0,,,,,,,1,From Kick Off,Leandro Bacuna,9533.0,Right Back,2,Aston Villa,59,"['282879fe-44be-41a2-b651-4a2417551c7c', '3f0e63d3-3a5c-4e23-8069-e677f7d02c99']",6,,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:06.375,Pass,
