bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c72fa27e-0be7-4c87-bcff-14b0090c4aac,1,,,3754180,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sunderland,41,,0,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 6871, 'name': 'Costel Fane Pantilimon'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 6300, 'name': 'Sebastián Coates Nión'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 16890, 'name': ""John O''Shea""}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 10783, 'name': 'Lee Cattermole'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 16457, 'name': 'Jeremain Lens'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 4429, 'name': ""Yann Gérard M''Vila""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 18751, 'name': 'Jack Rodwell'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3337, 'name': 'Jermain Defoe'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 18}, {'player': {'id': 4217, 'name': 'Danny Graham'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Sunderland,41,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ca8be669-62de-4589-8ed4-6ed427efc702,2,,,3754180,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sunderland,41,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3340, 'name': 'Kyle Naughton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 9627, 'name': 'Neil Taylor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3462, 'name': 'Jack Frank Porteous Cork'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 3057, 'name': 'Jonjo Shelvey'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3347, 'name': 'André Ayew Pelé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 3944, 'name': 'Gylfi Þór Sigurðsson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 7063, 'name': 'Jefferson Antonio Montero Vite'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 20521, 'name': 'Bafétimbi Gomis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Swansea City,26,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,85d22ee0-aa08-4cca-897f-c3ff7e7bb76d,3,,,3754180,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sunderland,41,['9cef14e6-9038-421e-bdbd-4190e91a4971'],0,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9cef14e6-9038-421e-bdbd-4190e91a4971,4,,,3754180,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sunderland,41,['85d22ee0-aa08-4cca-897f-c3ff7e7bb76d'],0,,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,11e56b47-359d-497c-bb42-5b827dbf4689,1778,,,3754180,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,99,Sunderland,41,['271c7469-5e66-439b-985d-8913de2dd24e'],0,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,271c7469-5e66-439b-985d-8913de2dd24e,1779,,,3754180,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,99,Sunderland,41,['11e56b47-359d-497c-bb42-5b827dbf4689'],0,,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,,0.226068,,,,,,,,,,,,,8851ffc4-fac9-4564-9b24-379fd89ac7b8,5,,"[61.0, 40.1]",3754180,0,,,,,2.7069225,,Right Foot,,,"[58.2, 41.4]",,Ground Pass,,3.0870697,,,Gylfi Þór Sigurðsson,3944.0,,,,,,Kick Off,1,From Kick Off,Bafétimbi Gomis,20521.0,Center Forward,2,Swansea City,26,['de69ae9e-6701-47cc-bc47-1fbe92af74fa'],0,,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.418,Pass,
,,,,,,,,,,,,,,,,,,0.384421,,,,,,,,,,,,,ddf2cf77-b981-4228-a6cd-dba13897c034,8,,"[59.6, 42.7]",3754180,0,,,,,-2.3932147,,Right Foot,,,"[58.2, 41.4]",,Ground Pass,,1.9104973,,,Jonjo Shelvey,3057.0,,,,,,,1,From Kick Off,Gylfi Þór Sigurðsson,3944.0,Center Attacking Midfield,2,Swansea City,26,['7e766fc2-d94f-4dcb-b989-ca579f97f137'],0,,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.845,Pass,
,,,,,,,,,,,,,,,,,,2.313774,,,,,,,,,,,,,3e882e3b-247b-405d-83b8-a802c392a402,11,,"[57.0, 41.4]",3754180,0,,,,,1.9433506,,Right Foot,,,"[43.4, 76.2]",,Ground Pass,,37.363083,,,Kyle Naughton,3340.0,,,,,,,1,From Kick Off,Jonjo Shelvey,3057.0,Left Defensive Midfield,2,Swansea City,26,['99bcdc22-b32f-47ec-948f-ba1ddb9f4810'],1,,,,,,,,,,,,,,,,,Swansea City,26,00:00:01.950,Pass,
,,,,,,,,,,,,,,,,,,0.672675,,,,,,,,,,,,,ecb95857-3760-4cdb-a169-61a02dacf41b,14,,"[45.4, 75.6]",3754180,0,,,,,-1.3761108,,Right Foot,,,"[46.8, 68.5]",,Ground Pass,,7.236712,,,Jack Frank Porteous Cork,3462.0,,,,,,,1,From Kick Off,Kyle Naughton,3340.0,Right Back,2,Swansea City,26,['145273f3-3efa-46b8-bdda-a4b496c2e8ca'],5,,,,,,,,,,,,,,,,,Swansea City,26,00:00:05.068,Pass,
,,,,,,,,,,,,,,,,,,1.407845,,,,,,,,,,,,,caa8f93d-dc7b-4c85-a090-006ce54299d0,17,,"[46.8, 68.5]",3754180,0,,,,,1.8755994,,Right Foot,,,"[44.0, 77.4]",,Ground Pass,,9.330059,,,Kyle Naughton,3340.0,,,,,,,1,From Kick Off,Jack Frank Porteous Cork,3462.0,Right Defensive Midfield,2,Swansea City,26,['3f3647a9-a9fe-4fea-947f-e825bddb28f6'],5,,,,,,,,,,,,,,,,,Swansea City,26,00:00:05.953,Pass,
