ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1e9d3ffb-d10a-4bfa-9678-305607b26ce5,1,,,3754033,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3270, 'name': 'Danny Simpson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 7884, 'name': 'Marcin Ryszard Wasilewski'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 27}, {'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3812, 'name': 'Christian Fuchs'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 28}, {'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 26}, {'player': {'id': 3961, 'name': ""N''Golo Kanté""}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 14}, {'player': {'id': 3665, 'name': 'Andrew Philip King'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Leicester City,22,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1b220298-1477-4f9a-b81c-93e3fda640d1,2,,,3754033,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 16309, 'name': 'Joel Robles Blázquez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5836, 'name': 'Bryan Oviedo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 3244, 'name': 'John Stones'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 4700, 'name': 'Matthew Pennington'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 38}, {'player': {'id': 3518, 'name': 'Leighton Baines'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 4275, 'name': 'Ross Barkley'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 3607, 'name': 'James McCarthy'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 3953, 'name': 'Aaron Lennon'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 12}, {'player': {'id': 3683, 'name': 'Tom Cleverley'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 15}, {'player': {'id': 3442, 'name': 'El-Hadji Baye Oumar Niasse'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 14}, {'player': {'id': 3289, 'name': 'Romelu Lukaku Menama'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Everton,29,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,16237c8d-671c-479e-9623-cd2d06f536ae,3,,,3754033,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,['d87a39da-6396-4e18-8e42-a044c351d306'],0,,,,,,,,,,,,,,,,,,Everton,29,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d87a39da-6396-4e18-8e42-a044c351d306,4,,,3754033,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,['16237c8d-671c-479e-9623-cd2d06f536ae'],0,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,83a4a875-029c-419f-b596-3b04b0e230b4,1758,,,3754033,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,84,Leicester City,22,['592a9119-41ce-489b-baf3-75e9473f9d7d'],0,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,592a9119-41ce-489b-baf3-75e9473f9d7d,1759,,,3754033,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,84,Leicester City,22,['83a4a875-029c-419f-b596-3b04b0e230b4'],0,,,,,,,,,,,,,,,,,,Everton,29,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.865893,,,,,,,,,,,,,,17b7f91a-c230-4fe2-9f6b-33a5d45055d1,5,,"[61.0, 40.1]",3754033,0,,,,2.646041,,Right Foot,,,,"[53.6, 44.1]",,Ground Pass,,8.411897,,,Ross Barkley,4275.0,,,,,,Kick Off,1,From Kick Off,El-Hadji Baye Oumar Niasse,3442.0,Right Center Forward,2,Everton,29,['8daf7e4b-4bd3-4964-a761-9eb2d44d3c50'],0,,,,,,,,,,,,,,,,,,Everton,29,00:00:00.289,Pass,
,,,,,,,,,,,,,,,,1.079259,,,,,,,,,,,,,,c3f0baf6-9b11-4371-9063-4f0115c0d722,7,,"[53.6, 44.1]",3754033,0,,,,0.09751581,,Right Foot,,,,"[62.8, 45.0]",,Ground Pass,,9.2439165,,,El-Hadji Baye Oumar Niasse,3442.0,,,,,,,1,From Kick Off,Ross Barkley,4275.0,Right Defensive Midfield,2,Everton,29,['e726f25d-21bb-4fab-84d0-762c38f84cce'],1,,,,,,,,,,,,,,,,,,Everton,29,00:00:01.155,Pass,
,,,,,,,,,,,,,,,,3.072217,,,,,,,,,,,,,,86cbeb45-f0fe-4d34-80a9-5664dd6ba24c,9,,"[62.8, 45.0]",3754033,0,,,,2.3265002,,Right Foot,,,,"[38.3, 71.0]",,High Pass,,35.72464,,,Bryan Oviedo,5836.0,,,,,,,1,From Kick Off,El-Hadji Baye Oumar Niasse,3442.0,Right Center Forward,2,Everton,29,['c3bd978a-aafa-44e1-bdea-651cd9facd52'],2,,,,,,,,,,,,,,,,,,Everton,29,00:00:02.234,Pass,
,,,,,,,,,,,,,,,,1.109118,,,,,,,,,,,,,,cf1a4a99-66a5-4381-a3b9-7dc07b9a45ac,12,,"[34.1, 71.3]",3754033,0,,,,-2.5884147,,Left Foot,,,,"[15.8, 60.0]",,Ground Pass,,21.507673,,,John Stones,3244.0,,,,,,,1,From Kick Off,Bryan Oviedo,5836.0,Right Back,2,Everton,29,['4d133b0a-ab8a-4f26-b737-e50263d06f0f'],6,,,,,,,,,,,,,,,,,,Everton,29,00:00:06.675,Pass,
,,,,,,,,,,,,,,,,0.864276,,,,,,,,,,,,,,ccdc1cb7-6684-4a22-8638-daef0fe75d52,16,,"[15.3, 58.7]",3754033,0,,,,-0.36787167,,Right Foot,,,,"[24.9, 55.0]",,Ground Pass,,10.288342,,,Ross Barkley,4275.0,,,,,,,1,From Kick Off,John Stones,3244.0,Right Center Back,2,Everton,29,['c2f5b8f8-6375-419d-958b-1f75b6c2d5df'],9,,,,,,,,,,,,,,,,,,Everton,29,00:00:09.300,Pass,
,,,,,,,,,,,,,,,,2.64134,,,,,,,,,,,,,,39badb5a-141d-4cd6-a125-39741877e6bb,19,,"[27.3, 54.0]",3754033,0,,,,-1.3346827,,Right Foot,,,,"[36.9, 14.1]",,High Pass,,41.03864,,,Leighton Baines,3518.0,,,,,,,1,From Kick Off,Ross Barkley,4275.0,Right Defensive Midfield,2,Everton,29,['6fb9a036-dca2-4046-ad17-3510b497d4a2'],11,,,,,,,,,,,,,,,,,,Everton,29,00:00:11.730,Pass,
,,,,,,,,,,,,,,,,1.414784,,,,,,,,,,,,,,b97843b9-9a82-494c-9687-674c54a4b2b0,22,,"[35.7, 13.7]",3754033,0,,,,2.4351666,,Left Foot,,,,"[20.7, 26.5]",,Ground Pass,,19.719027,,,Matthew Pennington,4700.0,,,,,,,1,From Kick Off,Leighton Baines,3518.0,Left Back,2,Everton,29,['e8dbfbc0-aaea-475b-b084-8a44b9721a2c'],15,,,,,,,,,,,,,,,,,,Everton,29,00:00:15.224,Pass,
,,,,,,,,,,,,,,,,1.723869,,,,,,,,,,,,,,2434c9f8-1ff4-46e7-9da1-d1b814f09627,25,,"[20.5, 26.9]",3754033,0,,,,2.3381243,,Right Foot,,,,"[4.2, 43.8]",,Ground Pass,,23.479778,,,Joel Robles Blázquez,16309.0,,,,,,,1,From Kick Off,Matthew Pennington,4700.0,Left Center Back,2,Everton,29,['53ba359c-0031-46da-bc05-61f0aa3011ef'],17,,,,,,,,,,,,,,,,,,Everton,29,00:00:17.531,Pass,
,,,,,,,,,,,,,,,,2.380451,,,,,,,,,,,,,,2d620572-3ca8-4b03-875c-366393e85b8d,29,,"[5.4, 48.0]",3754033,0,,,,0.5138118,,Right Foot,,,,"[62.1, 80.0]",,High Pass,,65.10676,Out,,,,,,,,,,1,From Kick Off,Joel Robles Blázquez,16309.0,Goalkeeper,2,Everton,29,['be09411f-c9d7-40a3-9a75-85d8a994c0c1'],20,,,,,,,,,,,,,,,,,,Everton,29,00:00:20.782,Pass,True
,,,,,,,,,,,,,,,,2.711355,,,,,,,,,,,,,,ff68b704-d59b-4201-9acd-3db157ef2cb0,30,,"[56.3, 0.1]",3754033,0,,,,0.99799526,,,,,,"[74.1, 27.7]",,Low Pass,,32.842045,Incomplete,,Marc Albrighton,3307.0,,,,,,Throw-in,1,From Throw In,Christian Fuchs,3812.0,Left Back,3,Leicester City,22,"['5a7f6bbf-6f9d-4225-b4f3-562b058a2ce7', '7918b174-4f0b-4788-ba83-ea02617355bd']",39,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:39.389,Pass,
,,,,,,,,,,,,,,,,1.976013,,,,,,,,,,,,,,2fee6a89-ea5e-44d3-8b1f-e8c77186279d,35,,"[47.7, 52.2]",3754033,0,,,,0.7121959,,Right Foot,,,,"[63.8, 66.1]",,Ground Pass,,21.270166,,,Riyad Mahrez,3814.0,,,,,,,1,From Throw In,Danny Simpson,3270.0,Right Back,3,Leicester City,22,['65406647-ff29-433b-981e-b90b7bb6519a'],45,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:45.054,Pass,
,,,,,,,,,,,,,,,,2.971987,,,,,,,,,,,,,,c2cf9573-ba26-46fc-9e25-bd5b2796e306,38,,"[68.9, 60.6]",3754033,0,,,,-1.4615211,,Left Foot,,,,"[75.0, 5.0]",,High Pass,,55.93362,,,Christian Fuchs,3812.0,,,True,,,,1,From Throw In,Riyad Mahrez,3814.0,Right Midfield,3,Leicester City,22,['72fab58e-796a-4ee3-8101-ed9b8379cc96'],50,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:50.888,Pass,
,,,,,,,,,,,,,,,,2.253379,,,,,,,,,,,,,,92d8ccdd-d313-491b-a2f8-ab78fc27a52a,41,,"[79.9, 8.2]",3754033,0,,,,1.210737,,Left Foot,,,,"[89.5, 33.7]",,Ground Pass,,27.247202,Incomplete,,,,,,,,,,1,From Throw In,Christian Fuchs,3812.0,Left Back,3,Leicester City,22,['5304be27-aac1-4d58-b7b4-18f329b31ef8'],55,,,,,,,,,,,,,,,,,,Leicester City,22,00:00:55.350,Pass,
