bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d9f19736-0381-4914-ac5c-0c9c7d974ebe,1,,,,3754036,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sunderland,41,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 9539, 'name': 'Vito Mannone'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 10503, 'name': 'Billy Jones'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 16890, 'name': ""John O''Shea""}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 16}, {'player': {'id': 40366, 'name': 'Wes Brown'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3321, 'name': 'Patrick van Aanholt'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 10783, 'name': 'Lee Cattermole'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 4429, 'name': ""Yann Gérard M''Vila""}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 22281, 'name': 'Duncan Watmore'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 41}, {'player': {'id': 42902, 'name': 'Adam Johnson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 7171, 'name': 'Fabio Borini'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 3337, 'name': 'Jermain Defoe'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Sunderland,41,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,804dbf7b-d531-420d-a8da-782412d2e3ed,2,,,,3754036,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sunderland,41,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 27146, 'name': 'Aly Cissokho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 43}, {'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 7153, 'name': 'Jordan Veretout'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 6800, 'name': 'Carles Gil de Pareja Vicent'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 25}, {'player': {'id': 9638, 'name': 'Jack Grealish'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 40}, {'player': {'id': 19362, 'name': 'Rudy Gestede'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 39}]}",Aston Villa,59,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,22856bc3-0ecb-42a6-912f-451296a6d97f,3,,,,3754036,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sunderland,41,['c4e95be1-44ff-432d-8f2e-679bf6a1de5c'],0,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c4e95be1-44ff-432d-8f2e-679bf6a1de5c,4,,,,3754036,0,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sunderland,41,['22856bc3-0ecb-42a6-912f-451296a6d97f'],0,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,33d6924c-333e-4aac-86a0-fa4d302a6398,1772,,,,3754036,45,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,102,Aston Villa,59,['69257266-8b89-4ef4-9075-d25ab4976c13'],0,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,69257266-8b89-4ef4-9075-d25ab4976c13,1773,,,,3754036,45,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,102,Aston Villa,59,['33d6924c-333e-4aac-86a0-fa4d302a6398'],0,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.435185,,,,,,,,,,,,,ca3536a3-c66f-4bf1-a469-c7646c51f224,5,,,"[60.0, 40.0]",3754036,0,,,,,-1.0734537,,Right Foot,,"[61.9, 36.5]",,Ground Pass,,3.9824615,,,Adam Johnson,42902.0,,,,Kick Off,1,From Kick Off,Lee Cattermole,10783.0,Right Defensive Midfield,2,Sunderland,41,['229334e1-4a30-407a-b2db-d623056ca330'],0,,,,,,,,,,,,,,,,,Sunderland,41,00:00:00.346,Pass,
,,,,,,,,,,,,,,,,,0.999198,,,,,,,,,,,,,9d89e055-9b47-47c2-afda-3b1ff95403d6,8,,,"[64.2, 53.0]",3754036,0,,,,,0.66639787,,Left Foot,,"[74.5, 61.1]",,Ground Pass,,13.103435,,,Duncan Watmore,22281.0,,,,,1,From Kick Off,Adam Johnson,42902.0,Center Attacking Midfield,2,Sunderland,41,['ec64e9e1-02ff-45ee-ae0f-7369fa24f97a'],3,,,,,,,,,,,,,,,,,Sunderland,41,00:00:03.524,Pass,
,,,,,,,,,,,,,,,,,0.7826,,,,,,,,,,,,,ff00dd83-9f86-44b4-a847-7fdb0981671a,12,,,"[40.5, 24.6]",3754036,0,,,,,-1.4337301,,Right Foot,,"[41.3, 18.8]",,Ground Pass,,5.8549123,,,Aly Cissokho,27146.0,,,,Recovery,1,From Kick Off,Leandro Bacuna,9533.0,Right Center Midfield,2,Sunderland,41,['c483a1b0-e396-4d1c-8cda-958f9732e983'],4,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:04.936,Pass,
,,,,,,,,,,,,,,,,,3.3173,,,,,,,,,,,,,84e10441-cfa5-45aa-9363-581ac5ec8fb5,15,,,"[38.5, 18.1]",3754036,0,,,,,-0.43092436,,Left Foot,,"[77.0, 0.4]",,High Pass,,42.373814,Out,,Rudy Gestede,19362.0,,,,,1,From Kick Off,Aly Cissokho,27146.0,Left Back,2,Sunderland,41,['ed01b57f-572b-4591-bebc-2fbfd4e4b77e'],6,,,,,,,,,,,,,,,,,Aston Villa,59,00:00:06.554,Pass,
