50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,99202a7b-5e63-41b7-980e-a12bc723c2a0,1,,,3754187,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stoke City,30,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 20446, 'name': 'Shay Given'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 24}, {'player': {'id': 3480, 'name': 'Geoff Cameron'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 4035, 'name': 'Ryan Shawcross'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 6560, 'name': 'Marc Muniesa Martínez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 4346, 'name': 'Gilbert Gianelli Imbula Wanga'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3533, 'name': 'Xherdan Shaqiri'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 3325, 'name': 'Marko Arnautović'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 4913, 'name': 'Bojan Krkíc Pérez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Stoke City,30,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,af3befa0-e46a-4f46-ba5b-03ac3c26b57f,2,,,3754187,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stoke City,30,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3594, 'name': 'Danny Rose'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 3037, 'name': 'Mousa Sidi Yaya Dembélé'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 3585, 'name': 'Erik Lamela'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 3094, 'name': 'Bamidele Alli'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 20}, {'player': {'id': 3043, 'name': 'Christian Dannemann Eriksen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 23}, {'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Tottenham Hotspur,38,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,50eb04b5-8caa-4ca9-b15c-f26d7128969e,3,,,3754187,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stoke City,30,['9c9901fa-e597-42f3-932d-a146cbdecca8'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9c9901fa-e597-42f3-932d-a146cbdecca8,4,,,3754187,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Stoke City,30,['50eb04b5-8caa-4ca9-b15c-f26d7128969e'],0,,,,,,,,,,,,,,,,,Stoke City,30,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8e814aaf-f07e-4a46-bec5-65238fbe6eb7,1633,,,3754187,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,99,Tottenham Hotspur,38,['db6cc580-9b33-424c-a733-42651073a3ca'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,db6cc580-9b33-424c-a733-42651073a3ca,1634,,,3754187,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,99,Tottenham Hotspur,38,['8e814aaf-f07e-4a46-bec5-65238fbe6eb7'],0,,,,,,,,,,,,,,,,,Stoke City,30,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.461675,,,,,,,,,,,,,6d155f71-65dc-4c5b-a835-1f4642907a75,5,,"[61.0, 40.1]",3754187,0,,,,,1.7234457,,Right Foot,,,,"[60.4, 44.0]",,Ground Pass,,3.945884,,,,Harry Kane,10955.0,,,,,Kick Off,1,From Kick Off,Mousa Sidi Yaya Dembélé,3037.0,Left Defensive Midfield,2,Tottenham Hotspur,38,['c4e4f937-20fb-4632-a6db-5be8ce6bf536'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.157,Pass,
,,,,,,,,,,,,,,,,,0.861287,,,,,,,,,,,,,2331852c-e6f8-4784-a807-b346c94bb8f3,8,,"[60.4, 43.8]",3754187,0,,,,,-2.8322637,,Right Foot,,,,"[50.7, 40.7]",,Ground Pass,,10.18332,,,,Christian Dannemann Eriksen,3043.0,,,,,,1,From Kick Off,Harry Kane,10955.0,Center Forward,2,Tottenham Hotspur,38,['a125a6a7-a6e6-4fe5-8ec4-85dd043f77a8'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.738,Pass,
,,,,,,,,,,,,,,,,,2.854424,,,,,,,,,,,,,d8f61634-15d7-4486-a1ed-b19ddbe46b9b,11,,"[51.2, 40.7]",3754187,0,,,,,0.23985706,,Right Foot,,,,"[88.0, 49.7]",,High Pass,,37.88456,,Incomplete,,Erik Lamela,3585.0,,,,,,1,From Kick Off,Christian Dannemann Eriksen,3043.0,Left Wing,2,Tottenham Hotspur,38,"['53cbcbc8-8107-45e1-99b3-b3d2f3c2a061', 'e299076c-1e11-49ba-a143-587d33a57b30']",2,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:02.259,Pass,
,,,,,,,,,,,,,,,,,1.135903,,,,,,,,,,,,,e299076c-1e11-49ba-a143-587d33a57b30,13,,"[32.1, 30.4]",3754187,0,,,,,-0.45277846,,Head,,,,"[43.2, 25.0]",,Low Pass,,12.343824,,,,Gilbert Gianelli Imbula Wanga,4346.0,,,,,Recovery,1,Regular Play,Philipp Wollscheid,40121.0,Left Center Back,3,Stoke City,30,"['bdf71562-38ee-4581-b8c9-9e2bc0a033aa', 'd8f61634-15d7-4486-a1ed-b19ddbe46b9b']",5,,,,,,,,,,,,,,,,,Stoke City,30,00:00:05.113,Pass,
,,,,,,,,,,,,,,,,,0.743762,,,,,,,,,,,,,3e2c45af-b7e3-4ae2-b03c-baff59f21c87,16,,"[45.4, 26.4]",3754187,0,,,,,2.230928,,Left Foot,,,,"[39.5, 34.0]",,Ground Pass,,9.62133,,,,Glenn Whelan,9625.0,,,,,,1,Regular Play,Gilbert Gianelli Imbula Wanga,4346.0,Left Defensive Midfield,3,Stoke City,30,"['1fafcbc6-e808-4cee-9c11-e45148dbe02f', '9515f7d5-1ac7-4ab7-8643-ec416d50413a']",6,,,,,,,,,,,,,,,,,Stoke City,30,00:00:06.249,Pass,True
,,,,,,,,,,,,,,,,,1.483045,,,,,,,,,,,,,07a29327-f1f7-4ca4-869a-d34ade2d584b,19,,"[37.8, 31.3]",3754187,0,,,,,-1.8779612,,Right Foot,,,,"[31.9, 12.7]",,Ground Pass,,19.513329,,,,Marc Muniesa Martínez,6560.0,,,,,,1,Regular Play,Glenn Whelan,9625.0,Right Defensive Midfield,3,Stoke City,30,['f6db449b-d185-4f1a-b118-4402512c727d'],6,,,,,,,,,,,,,,,,,Stoke City,30,00:00:06.993,Pass,
,,,,,,,,,,,,,,,,,2.362566,,,,,,,,,,,,,a5fee0bc-3ef1-4743-bd2e-e2c0d6452717,22,,"[34.2, 12.7]",3754187,0,,,,,2.4921918,,Left Foot,,,,"[7.2, 33.2]",,Ground Pass,,33.90059,,,,Shay Given,20446.0,,,,,,1,Regular Play,Marc Muniesa Martínez,6560.0,Left Back,3,Stoke City,30,['740fd608-1bfd-4a0b-a2b0-f40ad733c568'],11,,,,,,,,,,,,,,,,,Stoke City,30,00:00:11.645,Pass,
,,,,,,,,,,,,,,,,,2.11706,,,,,,,,,,,,,e93e4df9-41c1-44f1-acd5-90b98c787a18,26,,"[6.6, 41.0]",3754187,0,,,,,0.76693875,,Right Foot,,,,"[39.7, 72.9]",,High Pass,,45.969772,,,,Geoff Cameron,3480.0,,,,,,1,Regular Play,Shay Given,20446.0,Goalkeeper,3,Stoke City,30,"['a8464645-7b32-4eb0-a0d5-e9ba33875fb1', 'd0713ba8-d4ea-4660-886f-ae57ee8190a2']",15,,,,,,,,,,,,,,,,,Stoke City,30,00:00:15.441,Pass,True
,,,,,,,,,,,,,,,,,1.784831,,,,,,,,,,,,,5ee3cae5-280c-477d-b4fa-f3844886317e,29,,"[39.7, 72.9]",3754187,0,,,,,-0.21687362,,Right Foot,,,,"[51.5, 70.3]",,High Pass,,12.083046,,,,Xherdan Shaqiri,3533.0,,,,,,1,Regular Play,Geoff Cameron,3480.0,Right Back,3,Stoke City,30,['0621d76a-a847-43df-9419-9f6c6c5d9dc3'],17,,,,,,,,,,,,,,,,,Stoke City,30,00:00:17.601,Pass,
,,,,,,,,,,,,,,,,,1.139791,,,,,,,,,,,,,591d3b8d-51b4-4abd-bef0-edc3cade733d,32,,"[47.2, 68.4]",3754187,0,,,,,-1.7942729,,Left Foot,,,,"[43.7, 53.0]",,Low Pass,,15.79272,,,,Ibrahim Afellay,4891.0,,,,,,1,Regular Play,Xherdan Shaqiri,3533.0,Right Wing,3,Stoke City,30,['55c73b43-2fb3-410b-990e-500e9b78fc44'],20,,,,,,,,,,,,,,,,,Stoke City,30,00:00:20.410,Pass,
,,,,,,,,,,,,,,,,,1.768473,,,,,,,,,,,,,28f3bd5c-dc5a-4e38-a7f0-47f00cc2d476,36,,"[43.9, 57.8]",3754187,0,,,,,2.01756,,Right Foot,,,,"[33.6, 79.3]",,Ground Pass,,23.839882,,Out,,Geoff Cameron,3480.0,,,,,,1,Regular Play,Ibrahim Afellay,4891.0,Center Attacking Midfield,3,Stoke City,30,['fc114b47-b66c-43fa-b894-0e9efbaffd78'],23,,,,,,,,,,,,,,,,,Stoke City,30,00:00:23.010,Pass,
,,,,,,,,,,,,,,,,,1.387476,,,,,,,,,,,,,7ab74164-f4ac-4fe3-b984-79a9f3a7f109,38,,"[84.6, 0.1]",3754187,0,,,,,1.8627833,,,,,,"[79.4, 17.4]",,Low Pass,,18.064606,,,,Erik Lamela,3585.0,,,,,Throw-in,1,From Throw In,Danny Rose,3594.0,Left Back,4,Tottenham Hotspur,38,['a97542fe-f0f4-4133-b59e-e92503780077'],35,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:35.852,Pass,
,,,,,,,,,,,,,,,,,0.581224,,,,,,,,,,,,,9689ea58-3128-4700-8140-5b390e72faee,41,,"[79.4, 17.4]",3754187,0,,,,,0.23602368,,Left Foot,,,,"[87.3, 19.3]",,Ground Pass,,8.125269,,,,Harry Kane,10955.0,,,,,,1,From Throw In,Erik Lamela,3585.0,Right Wing,4,Tottenham Hotspur,38,['2faa10bd-6fb5-430a-86bc-486baa76c43f'],37,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:37.716,Pass,
,,,,,,,,,,,,,,,,,0.581801,,,,,,,,,,,,,61c7eb5b-ea05-488b-89f6-11985d47e26c,44,,"[87.3, 19.3]",3754187,0,,,,,1.5707964,,Right Foot,,,,"[87.3, 28.0]",,Ground Pass,,8.7,,,,Bamidele Alli,3094.0,,,,,,1,From Throw In,Harry Kane,10955.0,Center Forward,4,Tottenham Hotspur,38,['08af35b1-8f19-41bd-a417-92e830b791e1'],38,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:38.782,Pass,
,,,,,,,,,,,,,,,,,1.477862,,,,,,,,,,,,,a0ac831c-b7d9-455f-aacf-983202743681,50,,"[70.3, 22.1]",3754187,0,,,,,2.7711322,,Right Foot,,,,"[47.9, 30.8]",,Ground Pass,,24.03019,,,,Toby Alderweireld,20005.0,,,,,Recovery,1,From Throw In,Christian Dannemann Eriksen,3043.0,Left Wing,4,Tottenham Hotspur,38,['911785ab-9de1-4d23-a36d-ee0556a18948'],42,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:42.589,Pass,
,,,,,,,,,,,,,,,,,1.060704,,,,,,,,,,,,,7d979f23-c5cf-4890-83b2-c1dbb4bbc3d5,53,,"[45.5, 33.4]",3754187,0,,,,,-1.5707964,,Right Foot,,,,"[45.5, 21.4]",,Ground Pass,,12.0,,,,Jan Vertonghen,3077.0,,,,,,1,From Throw In,Toby Alderweireld,20005.0,Right Center Back,4,Tottenham Hotspur,38,['04458e37-2422-4d72-8299-5d63107fc213'],45,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:45.126,Pass,
,,,,,,,,,,,,,,,,,0.933428,,,,,,,,,,,,,9a0b46bf-3cb2-43a8-847c-60b1c8353242,56,,"[45.5, 17.9]",3754187,0,,,,,0.054944642,,Left Foot,,,,"[65.5, 19.0]",,Ground Pass,,20.030228,,,,Christian Dannemann Eriksen,3043.0,,,,,,1,From Throw In,Jan Vertonghen,3077.0,Left Center Back,4,Tottenham Hotspur,38,['f289a6f9-12d4-45b9-84da-af6dd5f15a76'],47,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:47.790,Pass,
,,,,,,,,,,,,,,,,,0.994614,,,,,,,,,,,,,d9a0ac00-c800-40d6-b41d-48a6fee27050,59,,"[65.5, 19.0]",3754187,0,,,,,-1.1071488,,Left Foot,,,,"[72.2, 5.6]",,Ground Pass,,14.981655,,,,Danny Rose,3594.0,,,,,,1,From Throw In,Christian Dannemann Eriksen,3043.0,Left Wing,4,Tottenham Hotspur,38,['b78b0821-8bb3-4be4-91f2-c991ab902ae2'],49,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:49.536,Pass,
,,,,,,,,,,,,,,,,,1.249339,,,,,,,,,,,,,19495e5a-cae5-47de-8895-84756ebcef7c,65,,"[77.1, 4.8]",3754187,1,,,,,1.8802524,,Left Foot,,,,"[72.4, 19.5]",,Ground Pass,,15.433082,,,,Mousa Sidi Yaya Dembélé,3037.0,,,,,Free Kick,1,From Free Kick,Danny Rose,3594.0,Left Back,5,Tottenham Hotspur,38,['595b396e-bb86-4ee3-aaa3-a3223f00d972'],14,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:01:14.675,Pass,
