50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e0f47142-9a82-4e30-8871-4b3920df3a88,1,,,,3754096,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United,40,,0,,,,,,,,,,,,,,,,,,"{'formation': 4141, 'lineup': [{'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 3316, 'name': 'James Tomkins'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 3482, 'name': 'James Collins'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 3843, 'name': 'Angelo Obinze Ogbonna'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 3062, 'name': 'Aaron Cresswell'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 27053, 'name': 'Alexandre Dimitri Song-Billong'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 27853, 'name': 'Mauro Matías Zárate'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 10}, {'player': {'id': 3874, 'name': 'Mark Noble'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 16}, {'player': {'id': 3684, 'name': 'Cheikhou Kouyaté'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3349, 'name': 'Michail Antonio'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 30}, {'player': {'id': 4271, 'name': 'Andy Carroll'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",West Ham United,40,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3b7ff687-9aeb-4ff2-b46e-bc177b0b9c80,2,,,,3754096,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United,40,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3537, 'name': 'Jack Butland'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4724, 'name': 'Glen Johnson'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 4035, 'name': 'Ryan Shawcross'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 17}, {'player': {'id': 40121, 'name': 'Philipp Wollscheid'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 26}, {'player': {'id': 3467, 'name': 'Erik Pieters'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3480, 'name': 'Geoff Cameron'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 9625, 'name': 'Glenn Whelan'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 4891, 'name': 'Ibrahim Afellay'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 14}, {'player': {'id': 8251, 'name': 'Marco van Ginkel'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 15}, {'player': {'id': 3325, 'name': 'Marko Arnautović'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 4913, 'name': 'Bojan Krkíc Pérez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 27}]}",Stoke City,30,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,298679e9-869a-44ce-b2c4-93521e60fa4d,3,,,,3754096,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United,40,['d8d17412-56ce-4274-bc5b-0d31b490f5a0'],0,,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d8d17412-56ce-4274-bc5b-0d31b490f5a0,4,,,,3754096,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,West Ham United,40,['298679e9-869a-44ce-b2c4-93521e60fa4d'],0,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8c541741-766e-4670-a44a-bbc8e001bfca,1694,,,,3754096,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,102,Stoke City,30,['877b9717-efa7-40d3-ae4c-7effbe9562f0'],0,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,877b9717-efa7-40d3-ae4c-7effbe9562f0,1695,,,,3754096,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,102,Stoke City,30,['8c541741-766e-4670-a44a-bbc8e001bfca'],0,,,,,,,,,,,,,,,,,,,West Ham United,40,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,,0.912896,,,,,,,,,,,,,15e7e490-40b7-47e2-bb06-d1dc21fb5ff6,5,,,"[60.0, 40.0]",3754096,0,,,,,1.4711276,,Right Foot,,,"[60.1, 41.0]",Ground Pass,,1.0049876,,,,,Bojan Krkíc Pérez,4913.0,,,,,,Kick Off,1,From Kick Off,Marco van Ginkel,8251.0,Center Attacking Midfield,2,Stoke City,30,['caaebe0b-c4d1-4e2d-a291-0e425598de48'],0,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:00.329,Pass,
,,,,,,,,,,,,,,,,,1.059192,,,,,,,,,,,,,d49e0fdf-71e1-46b5-9dd0-4920be61c50f,11,,,"[49.1, 51.5]",3754096,0,,,,,1.519413,,Left Foot,,,"[50.0, 69.0]",Ground Pass,,17.523129,,,,,Glen Johnson,4724.0,,,,,,Free Kick,1,From Free Kick,Geoff Cameron,3480.0,Right Defensive Midfield,3,Stoke City,30,['4d2f32db-09da-49fb-be80-ef481e269141'],6,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:06.399,Pass,
,,,,,,,,,,,,,,,,,1.075829,,,,,,,,,,,,,3e62747c-ba60-475c-b6c1-9a52416c0692,14,,,"[49.2, 69.0]",3754096,0,,,,,-0.10409994,,Right Foot,,,"[55.9, 68.3]",Ground Pass,,6.736468,,,,,Ibrahim Afellay,4891.0,,,,,,,1,From Free Kick,Glen Johnson,4724.0,Right Back,3,Stoke City,30,['b3ff4baf-5c8e-45ef-aedd-fa1f80e965fe'],8,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:08.123,Pass,
,,,,,,,,,,,,,,,,,0.943081,,,,,,,,,,,,,0b39ef7f-464a-4a53-b333-121874cb4fba,16,,,"[55.9, 68.3]",3754096,0,,,,,2.9976673,,Left Foot,,,"[49.0, 69.3]",Ground Pass,,6.9720874,,,,,Glen Johnson,4724.0,,,,,,,1,From Free Kick,Ibrahim Afellay,4891.0,Right Wing,3,Stoke City,30,['81fc696f-aae4-4dde-b472-2b7b48a481bf'],9,,,,,,,,,,,,,,,,,,,Stoke City,30,00:00:09.199,Pass,
