ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,2e3667c6-9a27-4bec-b900-6362299b64f6,1,,,,3754124,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City,36,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3291, 'name': 'Joe Hart'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 7110, 'name': 'Bacary Sagna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 19288, 'name': 'Martín Gastón Demichelis'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 26}, {'player': {'id': 3389, 'name': 'Eliaquim Mangala'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 20}, {'player': {'id': 20302, 'name': 'Gaël Clichy'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 42}, {'player': {'id': 3054, 'name': 'Fernando Luiz Rosa'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 6821, 'name': 'Jesús Navas González'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 3064, 'name': 'David Josué Jiménez Silva'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 21}, {'player': {'id': 3233, 'name': 'Raheem Sterling'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 3237, 'name': 'Sergio Leonel Agüero del Castillo'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Manchester City,36,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,be41a0f5-6ff4-4339-a773-2e7cdb5161c1,2,,,,3754124,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City,36,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 3333, 'name': 'David de Gea Quintana'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4587, 'name': 'Matteo Darmian'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 36}, {'player': {'id': 10958, 'name': 'Chris Smalling'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 12}, {'player': {'id': 3311, 'name': 'Daley Blind'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 3602, 'name': 'Faustino Marcos Alberto Rojo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 4751, 'name': 'Michael Carrick'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 3293, 'name': 'Jesse Lingard'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 35}, {'player': {'id': 3600, 'name': 'Morgan Schneiderlin'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 28}, {'player': {'id': 3294, 'name': 'Juan Manuel Mata García'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 20039, 'name': 'Anthony Martial'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 3318, 'name': 'Marcus Rashford'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 39}]}",Manchester United,39,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,70a41d1b-7485-4fab-9b8e-773540d3477c,3,,,,3754124,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City,36,['c6ee19f1-fe75-44aa-b6cd-da429e86d806'],0,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c6ee19f1-fe75-44aa-b6cd-da429e86d806,4,,,,3754124,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Manchester City,36,['70a41d1b-7485-4fab-9b8e-773540d3477c'],0,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7219b35a-52f7-4114-99a8-29522ba1f0bd,1779,,,,3754124,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,102,Manchester United,39,['279c5d14-1119-42ce-89a2-decfafdc6f9e'],0,,,,,,,,,,,,,,,,,,Manchester United,39,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,279c5d14-1119-42ce-89a2-decfafdc6f9e,1780,,,,3754124,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,102,Manchester United,39,['7219b35a-52f7-4114-99a8-29522ba1f0bd'],0,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,,0.54211,,,,,,,,,,,,b57484ed-0216-49f8-8844-77618bfe35be,5,,,"[60.0, 40.0]",3754124,0,,,,1.9138203,,Right Foot,,,,"[59.5, 41.4]",,Ground Pass,,1.4866068,,,David Josué Jiménez Silva,3064.0,,,,,,Kick Off,1,From Kick Off,Sergio Leonel Agüero del Castillo,3237.0,Center Forward,2,Manchester City,36,['89793ae9-63a0-4ead-b9c9-dfb7c4833af9'],0,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:00.224,Pass,
,,,,,,,,,,,,,,,,0.920469,,,,,,,,,,,,5db87849-badb-476c-96ae-1c5b2fceeb90,8,,,"[60.0, 38.4]",3754124,0,,,,-2.7915478,,Left Foot,,,,"[53.7, 36.1]",,Ground Pass,,6.706713,,,Gnégnéri Yaya Touré,3087.0,,,,,,,1,From Kick Off,David Josué Jiménez Silva,3064.0,Center Attacking Midfield,2,Manchester City,36,['7d1a9698-dc67-4e37-88d9-2df3cf1b7f49'],0,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:00.968,Pass,
,,,,,,,,,,,,,,,,1.253299,,,,,,,,,,,,b4ba15cc-8a9c-4da5-a59b-1b309f0e94cb,11,,,"[53.7, 37.4]",3754124,0,,,,1.8536444,,Right Foot,,,,"[47.8, 57.7]",,Ground Pass,,21.140009,,,Martín Gastón Demichelis,19288.0,,,,,,,1,From Kick Off,Gnégnéri Yaya Touré,3087.0,Right Defensive Midfield,2,Manchester City,36,['c73d98b3-a7ed-45a4-9b0f-687a7a56c378'],2,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:02.576,Pass,
,,,,,,,,,,,,,,,,0.952676,,,,,,,,,,,,c9bc89f9-bc80-4960-86b2-8f2c78378ba9,14,,,"[55.0, 56.2]",3754124,0,,,,0.95470196,,Left Foot,,,,"[64.7, 69.9]",,Ground Pass,,16.786304,,,Jesús Navas González,6821.0,,,,,,,1,From Kick Off,Martín Gastón Demichelis,19288.0,Right Center Back,2,Manchester City,36,['313a39c0-021c-4ff0-b39d-764e71ccf7b4'],5,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:05.692,Pass,
,,,,,,,,,,,,,,,,1.989501,,,,,,,,,,,,cbce5e94-703f-42cf-b8dc-85bc5604815b,18,,,"[106.2, 70.3]",3754124,0,,,,-1.4691647,,Right Foot,True,,,"[109.8, 35.0]",,High Pass,,35.483093,Incomplete,,Sergio Leonel Agüero del Castillo,3237.0,,,,,,,1,From Kick Off,Jesús Navas González,6821.0,Right Wing,2,Manchester City,36,"['03a068e4-ad40-4a0f-bb9a-2c1f0b861b53', 'f7c7765f-96c6-4280-94a9-1e73fa2437d6']",13,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:13.177,Pass,
,,,,,,,,,,,,,,,,1.693095,,,,,,,,,,,,2eb9a952-1fb2-4edf-a57e-ae56c8f97d21,21,,,"[120.0, 0.1]",3754124,0,,,,1.8044363,,Left Foot,,,,"[109.6, 43.8]",,High Pass,,44.920486,Incomplete,True,Fernando Luiz Rosa,3054.0,,,True,Outswinging,,Corner,1,From Corner,David Josué Jiménez Silva,3064.0,Center Attacking Midfield,3,Manchester City,36,"['2b845db5-982d-4797-bbbc-a664668b21d4', 'fa94d793-0fef-467c-9cfd-9dd327a1bb3a']",35,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:35.210,Pass,
,,,,,,,,,,,,,,,,3.017476,,,,,,,,,,,,2fef7c69-eac6-493b-94b5-80c9fde3b4c0,32,,,"[29.2, 63.9]",3754124,0,,,,-2.6374266,,Right Foot,,,,"[11.8, 54.3]",,Ground Pass,,19.872595,,,Joe Hart,3291.0,,,,,,,1,From Corner,Gaël Clichy,20302.0,Left Back,3,Manchester City,36,['c813f87f-63d4-4b41-b412-de14df8735a4'],50,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:50.266,Pass,
,,,,,,,,,,,,,,,,1.603926,,,,,,,,,,,,b697ec6a-1b15-482a-b998-965456337472,35,,,"[11.2, 51.9]",3754124,0,,,,0.46803355,,Right Foot,,,,"[29.4, 61.1]",,Ground Pass,,20.393137,,,Martín Gastón Demichelis,19288.0,,,,,,,1,From Corner,Joe Hart,3291.0,Goalkeeper,3,Manchester City,36,['2ea4b778-b3b7-4e9f-9ea4-a55447d827d8'],55,,,,,,,,,,,,,,,,,,Manchester City,36,00:00:55.765,Pass,
,,,,,,,,,,,,,,,,1.178395,,,,,,,,,,,,4b838821-0fea-4920-996a-b783a8df4ef7,39,,,"[35.1, 59.2]",3754124,1,,,,-0.038308773,,Right Foot,,,,"[63.8, 58.1]",,Low Pass,,28.721073,Incomplete,,Sergio Leonel Agüero del Castillo,3237.0,,,,,,,1,From Corner,Martín Gastón Demichelis,19288.0,Right Center Back,3,Manchester City,36,"['0d36804c-e730-422b-9213-c75ed6da2f68', '64b70395-c9c2-4a14-ab4e-f799e7e7a383', '7110e727-5fbc-4060-8f0b-15ec437ed784']",0,,,,,,,,,,,,,,,,,,Manchester City,36,00:01:00.407,Pass,True
