bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,da31a412-697c-47f4-96c5-db9456393464,1,,,,3754017,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Aston Villa,59,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 12608, 'name': 'Bradley Guzan'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 9642, 'name': 'Alan Hutton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 42700, 'name': 'Micah Richards'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 20285, 'name': 'Joleon Lescott'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 16}, {'player': {'id': 42701, 'name': 'Kieran Richardson'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 9533, 'name': 'Leandro Bacuna'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 3436, 'name': 'Idrissa Gana Gueye'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3450, 'name': 'Jordan Ayew'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 9638, 'name': 'Jack Grealish'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 40}, {'player': {'id': 42699, 'name': 'Gabriel Imuetinyan Agbonlahor'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 19362, 'name': 'Rudy Gestede'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 39}]}",Aston Villa,59,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,83394bbf-7e2e-42ec-befb-fff4ea88890f,2,,,,3754017,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Aston Villa,59,,0,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3262, 'name': 'Łukasz Fabiański'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3340, 'name': 'Kyle Naughton'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 26}, {'player': {'id': 3290, 'name': 'Federico Fernández'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 33}, {'player': {'id': 3644, 'name': 'Ashley Williams'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 9627, 'name': 'Neil Taylor'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 3605, 'name': 'Sung-Yeung Ki'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3057, 'name': 'Jonjo Shelvey'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3347, 'name': 'André Ayew Pelé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 3944, 'name': 'Gylfi Þór Sigurðsson'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 23}, {'player': {'id': 7063, 'name': 'Jefferson Antonio Montero Vite'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 20521, 'name': 'Bafétimbi Gomis'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Swansea City,26,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,d366202c-b2ec-458a-8388-b900e516a484,3,,,,3754017,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Aston Villa,59,['ec8220e0-1f2d-43de-b3f0-4db774d5cac1'],0,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ec8220e0-1f2d-43de-b3f0-4db774d5cac1,4,,,,3754017,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Aston Villa,59,['d366202c-b2ec-458a-8388-b900e516a484'],0,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,4015b631-9d79-43a4-b96e-128a24210c20,1665,,,,3754017,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,120,Swansea City,26,['132dd69b-344a-442d-bf4f-58dcb02c07a6'],0,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,132dd69b-344a-442d-bf4f-58dcb02c07a6,1666,,,,3754017,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,120,Swansea City,26,['4015b631-9d79-43a4-b96e-128a24210c20'],0,,,,,,,,,,,,,,,,Swansea City,26,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.3183,,,,,,,,,,,,5d236cd9-6ba7-4a16-be3f-0f2779df75b6,5,,,"[60.0, 40.0]",3754017,0,,,,-1.8753072,,Right Foot,,,,"[58.9, 36.5]",,Ground Pass,,3.6687872,,,,Jordan Ayew,3450.0,,,,,,Kick Off,1,From Kick Off,Jack Grealish,9638.0,Center Attacking Midfield,2,Aston Villa,59,['26143890-202c-4e08-9a7a-2ecc8ba98a8d'],0,,,,,,,,,,,,,,,,Aston Villa,59,00:00:00.200,Pass,
,,,,,,,,,,,,,,,0.710972,,,,,,,,,,,,1cf3cd3a-9121-4cb7-bf7b-71e8002a206a,8,,,"[57.8, 37.2]",3754017,0,,,,2.3308835,,Right Foot,,,,"[50.1, 45.3]",,Ground Pass,,11.175867,,,,Leandro Bacuna,9533.0,,,,,,,1,From Kick Off,Jordan Ayew,3450.0,Right Wing,2,Aston Villa,59,['32ae3120-a65a-4007-9d54-df8b9019e695'],1,,,,,,,,,,,,,,,,Aston Villa,59,00:00:01.034,Pass,
,,,,,,,,,,,,,,,3.008316,,,,,,,,,,,,1bc908d2-5225-473c-9923-bf6c741f7538,11,,,"[51.3, 40.5]",3754017,0,,,,-0.8993847,,Right Foot,,,,"[83.4, 0.1]",,High Pass,,51.600098,,Out,,Rudy Gestede,19362.0,,,True,,,,1,From Kick Off,Leandro Bacuna,9533.0,Right Defensive Midfield,2,Aston Villa,59,['073344dd-abf8-491f-b61c-df34e36fa903'],2,,,,,,,,,,,,,,,,Aston Villa,59,00:00:02.841,Pass,
,,,,,,,,,,,,,,,0.781153,,,,,,,,,,,,f01d87c1-3250-4842-872e-aedea9cb95fa,13,,,"[38.1, 80.0]",3754017,0,,,,-0.46959993,,,,,,"[44.8, 76.6]",,Low Pass,,7.5133214,,,,André Ayew Pelé,3347.0,,,,,,Throw-in,1,From Throw In,Kyle Naughton,3340.0,Right Back,3,Swansea City,26,['c274fef2-c8af-49c8-84ce-b49b6484f3eb'],16,,,,,,,,,,,,,,,,Swansea City,26,00:00:16.881,Pass,
