ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,1.378999,,,,,,,,,,,,,da6234de-fd0a-48ac-90d0-3b01f725d45c,17,,,"[35.8, 5.3]",3754077,0,,,,,0.5029859,,Left Foot,,,,"[62.7, 20.1]",,Ground Pass,,30.702606,,,Dimitri Payet,3491.0,,,,,,,1,From Kick Off,Aaron Cresswell,3062.0,Left Back,2,West Ham United,40,['26c30722-d62d-4090-bbcd-44f627659bb2'],10,,,,,,,,,,,,,,,,,West Ham United,40,00:00:10.599,Pass,
,,,,,,,,,,,,,,,2.201169,,,,,,,,,,,,,b7d9d834-e8f3-44c6-96ec-6efa399f5335,28,,,"[53.5, 53.6]",3754077,0,,,,,-2.1598473,,Left Foot,,,,"[38.8, 31.6]",,Ground Pass,,26.459213,,,Eliaquim Mangala,3389.0,,,,,,,1,Regular Play,Fernando Luiz Rosa,3054.0,Left Center Midfield,3,Manchester City,36,['40e0eadd-5d8c-49e0-92ed-038f636c0d07'],14,,,,,,,,,,,,,,,,,Manchester City,36,00:00:14.784,Pass,
,,,,,,,,,,,,,,,2.608359,,,,,,,,,,,,,f5ca7ef3-3a6b-45e0-8d99-ef10a2fa27ad,31,,,"[44.6, 33.9]",3754077,0,,,,,1.6468399,,Left Foot,,,,"[42.2, 65.4]",,Ground Pass,,31.591297,,,Bacary Sagna,7110.0,,,,,,,1,Regular Play,Eliaquim Mangala,3389.0,Left Center Back,3,Manchester City,36,['b8786d61-e021-4ff1-bf1a-a74aae49f3b7'],19,,,,,,,,,,,,,,,,,Manchester City,36,00:00:19.303,Pass,
,,,,,,,,,,,,,,,1.539728,,,,,,,,,,,,,54bce44e-d4e3-49ed-8984-3eee49f47304,34,,,"[42.2, 65.6]",3754077,0,,,,,-1.8310304,,Right Foot,,,,"[37.7, 48.7]",,Ground Pass,,17.488853,,,Nicolás Hernán Otamendi,3090.0,,,,,,,1,Regular Play,Bacary Sagna,7110.0,Right Back,3,Manchester City,36,['7912a1bc-d255-4137-bd67-e45e044b3c0e'],22,,,,,,,,,,,,,,,,,Manchester City,36,00:00:22.584,Pass,
,,,,,,,,,,,,,,,2.487295,,,,,,,,,,,,,e35f1c44-ccb8-4071-8546-33af654a3b68,37,,,"[37.7, 48.7]",3754077,0,,,,,-1.5468647,,Right Foot,,,,"[38.6, 11.1]",,Ground Pass,,37.61077,,,Eliaquim Mangala,3389.0,,,,,,,1,Regular Play,Nicolás Hernán Otamendi,3090.0,Right Center Back,3,Manchester City,36,['a2de0306-925d-497d-acbf-7e2a6732e299'],24,,,,,,,,,,,,,,,,,Manchester City,36,00:00:24.950,Pass,
,,,,,,,,,,,,,,,1.541539,,,,,,,,,,,,,e2180610-e923-4872-9f19-9fadd23bf5b3,40,,,"[51.6, 20.3]",3754077,0,,,,,1.2454357,,Right Foot,,,,"[57.2, 36.9]",,Ground Pass,,17.519133,,,Gnégnéri Yaya Touré,3087.0,,,,,,,1,Regular Play,Eliaquim Mangala,3389.0,Left Center Back,3,Manchester City,36,['25c8c828-1303-4c3f-a131-ad338069e1b8'],31,,,,,,,,,,,,,,,,,Manchester City,36,00:00:31.653,Pass,
,,,,,,,,,,,,,,,2.241771,,,,,,,,,,,,,071f2189-8f09-4871-8a83-cf38c1f34d78,43,,,"[60.2, 39.5]",3754077,0,,,,,0.08717686,,Right Foot,,,,"[109.4, 43.8]",,High Pass,,49.38755,Incomplete,,Jesús Navas González,6821.0,,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Right Center Midfield,3,Manchester City,36,"['714cc188-e3ba-4822-beca-ca98f3a59272', '74b22f44-b14d-48cc-919f-75fd4b3846e2']",34,,,,,,,,,,,,,,,,,Manchester City,36,00:00:34.929,Pass,
,,,,,,,,,,,,,,,2.779639,,,,,,,,,,,,,568f2f16-b8be-4ad3-a7b5-4d4259de9f39,46,,,"[10.5, 31.8]",3754077,0,,True,,,0.0,,Drop Kick,,,,"[78.5, 31.8]",,High Pass,,68.0,Incomplete,,Victor Moses,3963.0,,,,,,,1,Regular Play,Adrián San Miguel del Castillo,3623.0,Goalkeeper,4,West Ham United,40,"['7021d512-61ed-4ec3-aaa6-b3a7b6e4bae4', '797a83dd-d78b-45ef-8736-cef03078597e']",50,,,,,,,,,,,,,,,,,West Ham United,40,00:00:50.603,Pass,
,,,,,,,,,,,,,,,1.435563,,,,,,,,,,,,,7021d512-61ed-4ec3-aaa6-b3a7b6e4bae4,49,,,"[41.6, 48.3]",3754077,0,,,,True,0.5123895,,,,,,"[48.0, 51.9]",,Low Pass,,7.343024,Incomplete,,,,,,,,,Recovery,1,Regular Play,Nicolás Hernán Otamendi,3090.0,Right Center Back,4,West Ham United,40,"['568f2f16-b8be-4ad3-a7b5-4d4259de9f39', 'ce942f57-69fe-4b61-9473-785fd30a89e2', 'fb687132-6352-4d8d-92b4-ce65dc56d55c']",53,,,,,,,,,,,,,,,,,Manchester City,36,00:00:53.383,Pass,True
,,,,,,,,,,,,,,,0.470834,,,,,,,,,,,,,7f28e8fa-e9e1-478c-8791-864dafb3ee5a,52,,,"[80.7, 15.6]",3754077,0,,,,,-1.8846315,,Right Foot,,,,"[77.0, 4.2]",,Ground Pass,,11.985408,,,Dimitri Payet,3491.0,,,,,,,1,Regular Play,Manuel Lanzini,3595.0,Left Center Midfield,4,West Ham United,40,['35a9d91c-499a-49a8-9195-9fe9d4b28262'],55,,,,,,,,,,,,,,,,,West Ham United,40,00:00:55.870,Pass,
,,,,,,,,,,,,,,,1.674154,,,,,,,,,,,,,35e299e5-ec82-47bb-ae03-76ee9d6d7901,55,,,"[86.9, 11.7]",3754077,0,,,,,0.4636476,,Right Foot,,,,"[108.7, 22.6]",,Ground Pass,,24.37314,,,Diafra Sakho,3962.0,,,,,,,1,Regular Play,Dimitri Payet,3491.0,Left Midfield,4,West Ham United,40,['aa52c53c-f67f-4eb7-aea3-e32239474224'],59,,,,,,,,,,,,,,,,,West Ham United,40,00:00:59.429,Pass,
,,,,,,,,,,,,,,,4.098078,,,,,,,,,,,,,14dbe630-85cc-47a0-ac3e-b26adf97eb27,66,,,"[108.7, 22.2]",3754077,1,,,,,1.3747034,,Right Foot,True,,,"[117.5, 66.5]",,High Pass,,45.165585,,,Victor Moses,3963.0,,,True,,,,1,Regular Play,Diafra Sakho,3962.0,Center Forward,4,West Ham United,40,['aea0fc9d-d525-4470-9595-491c6fb42a6b'],5,,,,,,,,,,,,,,,,,West Ham United,40,00:01:05.833,Pass,
,,,,,,,,,,,,,,,1.308602,,,,,,,,,,,,,99aa2621-a1fc-455a-bae1-80c520bea4a6,69,,,"[115.1, 77.8]",3754077,1,,,,,3.0558658,,Left Foot,,,,"[102.3, 78.9]",,Ground Pass,,12.847178,,,Carl Jenkinson,21254.0,,,,,,,1,Regular Play,Victor Moses,3963.0,Right Midfield,4,West Ham United,40,['e67d636b-509d-4122-8b41-f3acdf96dd65'],10,,,,,,,,,,,,,,,,,West Ham United,40,00:01:10.999,Pass,
,,,,,,,,,,,,,,,1.076184,,,,,,,,,,,,,4b054983-42ca-461c-b13b-8a6e3891414d,73,,,"[106.8, 78.7]",3754077,1,,,,,-2.9802175,,Right Foot,,,,"[102.5, 78.0]",,Ground Pass,,4.356604,,,Victor Moses,3963.0,,,,,,,1,Regular Play,Carl Jenkinson,21254.0,Right Back,4,West Ham United,40,"['c610010a-3369-4f10-8e44-4681b5ae1be4', 'd7fad6f6-744a-4503-9868-448a1dbc5468']",15,,,,,,,,,,,,,,,,,West Ham United,40,00:01:15.075,Pass,True
,,,,,,,,,,,,,,,1.802002,,,,,,,,,,,,,cff00348-a0b7-4dea-b0f3-3e346cc76092,84,,,"[3.1, 17.5]",3754077,1,,,,,-0.06458666,,Right Foot,,,,"[43.3, 14.9]",,High Pass,,40.283993,Incomplete,,Kevin De Bruyne,3089.0,,,,,,,1,Regular Play,Fernando Luiz Rosa,3054.0,Left Center Midfield,5,Manchester City,36,"['9e991f9b-3b1c-4512-92d5-42091431f6c3', 'eb51ec62-7306-43fe-bc1e-72a2fc11fdce']",25,,,,,,,,,,,,,,,,,Manchester City,36,00:01:25.642,Pass,
,,,,,,,,,,,,,,,1.452047,,,,,,,,,,,,,9e991f9b-3b1c-4512-92d5-42091431f6c3,86,,,"[76.8, 65.2]",3754077,1,,,,,0.50319535,,Right Foot,,,,"[87.7, 71.2]",,Low Pass,,12.442266,Incomplete,,Mark Noble,3874.0,,,,,,Recovery,1,Regular Play,Pedro Mba Obiang Avomo,3897.0,Center Defensive Midfield,5,Manchester City,36,"['2040b6b2-b89f-4436-86db-17dd51ea98b3', '78de8a20-9a82-4c6b-9a9c-82f79dd784be', 'cff00348-a0b7-4dea-b0f3-3e346cc76092']",27,,,,,,,,,,,,,,,,,West Ham United,40,00:01:27.444,Pass,
,,,,,,,,,,,,,,,1.289258,,,,,,,,,,,,,2040b6b2-b89f-4436-86db-17dd51ea98b3,88,,,"[32.4, 8.9]",3754077,1,,,,,0.1665834,,Right Foot,,,,"[43.7, 10.8]",,Low Pass,,11.458621,Incomplete,,Kevin De Bruyne,3089.0,,,,,,Recovery,1,Regular Play,Raheem Sterling,3233.0,Left Wing,5,Manchester City,36,"['9e991f9b-3b1c-4512-92d5-42091431f6c3', 'b298208e-13bc-4fb0-b75a-aa6d9bc845e9', 'd4cb37fa-164e-4fed-ab6b-fafc3ed0a3e7']",28,,,,,,,,,,,,,,,,,Manchester City,36,00:01:28.896,Pass,
,,,,,,,,,,,,,,,2.41214,,,,,,,,,,,,,b298208e-13bc-4fb0-b75a-aa6d9bc845e9,90,,,"[76.4, 69.3]",3754077,1,,,,,1.2956071,,Right Foot,,,,"[78.8, 77.8]",,Low Pass,,8.832327,Incomplete,,Pedro Mba Obiang Avomo,3897.0,,,,,,Recovery,1,Regular Play,Mark Noble,3874.0,Right Center Midfield,5,Manchester City,36,"['2040b6b2-b89f-4436-86db-17dd51ea98b3', '5b48ff53-e235-4d1b-ab03-30590596b1fc', '76b18afa-edc7-4e46-a86d-d00903b9dac1']",30,,,,,,,,,,,,,,,,,West Ham United,40,00:01:30.185,Pass,
,,,,,,,,,,,,,,,1.854279,,,,,,,,,,,,,ae1ce3a6-5c0a-4f3a-bf66-b6f6711067e7,97,,,"[41.3, 0.1]",3754077,1,,,,,2.2633688,,,,,,"[26.2, 18.3]",,Low Pass,,23.648468,,,Eliaquim Mangala,3389.0,,,,,,Throw-in,1,From Throw In,Aleksandar Kolarov,5596.0,Left Back,6,Manchester City,36,['19d88cd0-8442-4f1a-b6fa-29c18f7ac365'],41,,,,,,,,,,,,,,,,,Manchester City,36,00:01:41.065,Pass,
,,,,,,,,,,,,,,,4.443019,,,,,,,,,,,,,6df21f00-3fc0-4411-9746-f837b7cfcc90,99,,,"[26.2, 18.3]",3754077,1,,True,,,1.541819,,Right Foot,,,,"[27.0, 45.9]",,Ground Pass,,27.611591,,,Nicolás Hernán Otamendi,3090.0,,,,,,,1,From Throw In,Eliaquim Mangala,3389.0,Left Center Back,6,Manchester City,36,['803e49d4-1d57-477a-94b1-2baf8aac2760'],43,,,,,,,,,,,,,,,,,Manchester City,36,00:01:43.557,Pass,
,,,,,,,,,,,,,,,2.087139,,,,,,,,,,,,,71ea3ccd-2cf3-4d8c-8d01-f01059ee9287,101,,,"[45.0, 49.1]",3754077,1,,,,,-1.7548748,,Right Foot,,,,"[38.8, 15.8]",,Ground Pass,,33.87226,,,Eliaquim Mangala,3389.0,,,,,,,1,From Throw In,Nicolás Hernán Otamendi,3090.0,Right Center Back,6,Manchester City,36,['61515106-f9f9-45cb-bcbc-11ccc0f9450f'],51,,,,,,,,,,,,,,,,,Manchester City,36,00:01:51.686,Pass,
,,,,,,,,,,,,,,,1.388394,,,,,,,,,,,,,c7c6a743-6092-4856-ba09-0663c77b6551,104,,,"[44.6, 20.7]",3754077,1,,,,,0.72425,,Right Foot,,,,"[55.0, 29.9]",,Ground Pass,,13.885244,,,Gnégnéri Yaya Touré,3087.0,,,,,,,1,From Throw In,Eliaquim Mangala,3389.0,Left Center Back,6,Manchester City,36,['8bb8a317-2e90-4374-8844-e98d730424d4'],55,,,,,,,,,,,,,,,,,Manchester City,36,00:01:55.081,Pass,
,,,,,,,,,,,,,,,1.427493,,,,,,,,,,,,,d6875143-abd6-4cb1-951a-6699017cc3fd,108,,,"[53.7, 32.2]",3754077,1,,,,,2.2916079,,Right Foot,,,,"[44.3, 42.9]",,Ground Pass,,14.242542,,,Nicolás Hernán Otamendi,3090.0,,,,,,,1,From Throw In,Gnégnéri Yaya Touré,3087.0,Right Center Midfield,6,Manchester City,36,"['853a70a5-5f19-4ed8-b7a1-9ff7126e6340', '9631bd2a-d73c-4755-b2e7-b27f83ec3fe7']",57,,,,,,,,,,,,,,,,,Manchester City,36,00:01:57.026,Pass,True
,,,,,,,,,,,,,,,1.051395,,,,,,,,,,,,,113f987a-ea0a-458e-b864-dcc4bba31ed9,111,,,"[47.3, 45.5]",3754077,2,,,,,-0.49642277,,Right Foot,,,,"[49.7, 44.2]",,Ground Pass,,2.7294688,,,Gnégnéri Yaya Touré,3087.0,,,,,,,1,From Throw In,Nicolás Hernán Otamendi,3090.0,Right Center Back,6,Manchester City,36,['b47093cf-c943-4cbd-b451-6d39a3f8d56e'],3,,,,,,,,,,,,,,,,,Manchester City,36,00:02:03.063,Pass,
,,,,,,,,,,,,,,,1.759335,,,,,,,,,,,,,a1a4aa69-a8c0-414a-9b36-91eecf04e459,114,,,"[48.8, 40.6]",3754077,2,,,,,-1.4801364,,Right Foot,,,,"[51.0, 16.4]",,Ground Pass,,24.299795,,,Eliaquim Mangala,3389.0,,,,,,,1,From Throw In,Gnégnéri Yaya Touré,3087.0,Right Center Midfield,6,Manchester City,36,['c3ddab95-f0e6-4121-b547-0a4ecd8c3e95'],7,,,,,,,,,,,,,,,,,Manchester City,36,00:02:07.884,Pass,
,,,,,,,,,,,,,,,1.511541,,,,,,,,,,,,,74e457af-ad6b-42de-b08e-95d0ad9be8e9,117,,,"[56.1, 18.5]",3754077,2,,,,,1.5496354,,Right Foot,,,,"[56.5, 37.4]",,Ground Pass,,18.904232,,,Fernando Luiz Rosa,3054.0,,,,,,,1,From Throw In,Eliaquim Mangala,3389.0,Left Center Back,6,Manchester City,36,['82ff0757-37c7-4757-8cc3-494d0c571a07'],13,,,,,,,,,,,,,,,,,Manchester City,36,00:02:13.687,Pass,
,,,,,,,,,,,,,,,1.429585,,,,,,,,,,,,,9b435bda-ec23-4a44-aa7f-608320ec4d40,120,,,"[64.9, 43.6]",3754077,2,,,,,-0.833234,,Right Foot,,,,"[82.8, 23.9]",,Ground Pass,,26.617662,,,Raheem Sterling,3233.0,,,,,,,1,From Throw In,Fernando Luiz Rosa,3054.0,Left Center Midfield,6,Manchester City,36,['34c6f9f9-50e4-4a18-a9f1-c8168c431049'],17,,,,,,,,,,,,,,,,,Manchester City,36,00:02:17.504,Pass,
,,,,,,,,,,,,,,,1.386534,,,,,,,,,,,,,dc39d323-9ccc-4b21-818f-8cc9600dd911,123,,,"[83.1, 15.3]",3754077,2,,,,,-2.0993245,,Right Foot,,,,"[75.1, 1.6]",,Ground Pass,,15.86474,,,Aleksandar Kolarov,5596.0,,,,,,,1,From Throw In,Raheem Sterling,3233.0,Left Wing,6,Manchester City,36,['c17119da-abc2-4e46-a28b-b23a8688df1f'],20,,,,,,,,,,,,,,,,,Manchester City,36,00:02:20.009,Pass,
,,,,,,,,,,,,,,,1.69397,,,,,,,,,,,,,fa6252ce-e97b-4a3a-9229-5ebb4150ba3c,126,,,"[75.1, 1.6]",3754077,2,,,,,1.9942358,,Left Foot,,,,"[68.7, 15.8]",,Ground Pass,,15.575622,,,Gnégnéri Yaya Touré,3087.0,,,,,,,1,From Throw In,Aleksandar Kolarov,5596.0,Left Back,6,Manchester City,36,['c83a6eb6-ecc0-4526-9fdf-cd6aa101b96c'],21,,,,,,,,,,,,,,,,,Manchester City,36,00:02:21.479,Pass,
,,,,,,,,,,,,,,,0.994597,,,,,,,,,,,,,9d058f90-00eb-4046-a437-e4d13694ddc4,129,,,"[62.5, 18.3]",3754077,2,,,,,1.7693295,,Right Foot,,,,"[59.1, 35.2]",,Ground Pass,,17.238619,,,Fernando Luiz Rosa,3054.0,,,,,,,1,From Throw In,Gnégnéri Yaya Touré,3087.0,Right Center Midfield,6,Manchester City,36,['5ed41520-a7c7-4cca-b9c1-52bea0bd37f2'],25,,,,,,,,,,,,,,,,,Manchester City,36,00:02:25.356,Pass,
,,,,,,,,,,,,,,,1.136998,,,,,,,,,,,,,bcf36aba-6f54-4b3a-a531-3fd3ce7ced40,132,,,"[61.7, 38.6]",3754077,2,,,,,1.0508286,,Right Foot,,,,"[69.2, 51.7]",,Ground Pass,,15.095033,,,Jesús Navas González,6821.0,,,,,,,1,From Throw In,Fernando Luiz Rosa,3054.0,Left Center Midfield,6,Manchester City,36,['36ce856f-7459-40c1-b38e-30225e74d356'],27,,,,,,,,,,,,,,,,,Manchester City,36,00:02:27.797,Pass,
,,,,,,,,,,,,,,,0.938677,,,,,,,,,,,,,950f1d34-685c-4168-b6ee-1951489489e9,135,,,"[70.9, 36.7]",3754077,2,,,,,-2.1332943,,Right Foot,,,,"[65.1, 27.5]",,Ground Pass,,10.875661,,,Gnégnéri Yaya Touré,3087.0,,,,,,,1,From Throw In,Jesús Navas González,6821.0,Right Wing,6,Manchester City,36,['8325d13f-d401-48e2-8528-5a5560cb605e'],31,,,,,,,,,,,,,,,,,Manchester City,36,00:02:31.444,Pass,
