ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.831388,,,,,,,,,,,,8d699603-31b8-40e5-82e7-b0af94e05e17,24,,,"[28.5, 12.8]",3754238,0,,,,,-2.5963655,,Right Foot,,,"[22.4, 9.1]",,Ground Pass,,7.1344237,,,,Charlie Daniels,3345.0,,,,Recovery,1,Regular Play,Dan Gosling,3343.0,Left Center Midfield,4,AFC Bournemouth,28,['5ae0dc25-9469-484d-b804-e2f48731acc8'],24,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:24.791,Pass,
,,,,,,,,,,,,,,,1.644113,,,,,,,,,,,,5b857993-6a5a-42fc-9a2f-81d93f9e7275,27,,,"[22.4, 9.1]",3754238,0,,,,,2.3491025,,Left Foot,,,"[15.4, 16.2]",,Ground Pass,,9.970456,,,,Sylvain Distin,40218.0,,,,,1,Regular Play,Charlie Daniels,3345.0,Left Back,4,AFC Bournemouth,28,['7749b76a-7781-4484-92f0-6aab52f4fe90'],26,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:26.686,Pass,
,,,,,,,,,,,,,,,0.859915,,,,,,,,,,,,20fae0d0-bba5-44bf-86de-31383620557d,30,,,"[17.2, 13.4]",3754238,0,,,,,-0.20749623,,Left Foot,,,"[36.2, 9.4]",,Ground Pass,,19.416489,,,,Junior Stanislas,3463.0,,,,,1,Regular Play,Sylvain Distin,40218.0,Left Center Back,4,AFC Bournemouth,28,['a747ccd9-955e-4ca8-9665-f2bd602e11b3'],29,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:29.851,Pass,
,,,,,,,,,,,,,,,0.69304,,,,,,,,,,,,e8c29b66-37e2-43a7-8d9f-5db1e2a3bbb5,32,,,"[36.2, 9.4]",3754238,0,,,,,2.2774105,,Right Foot,,,"[32.7, 13.5]",,Low Pass,,5.390733,,,,Dan Gosling,3343.0,,,,,1,Regular Play,Junior Stanislas,3463.0,Left Midfield,4,AFC Bournemouth,28,['ee5bc9f4-639a-4665-84ac-4fd85e9dd54c'],30,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:30.711,Pass,
,,,,,,,,,,,,,,,0.649153,,,,,,,,,,,,4f6f9f50-e2ca-4971-ae4e-e2d0648e401f,35,,,"[32.7, 13.5]",3754238,0,,,,,-0.5624979,,Right Foot,,,"[41.9, 7.7]",,Ground Pass,,10.875661,,,,Junior Stanislas,3463.0,,,,,1,Regular Play,Dan Gosling,3343.0,Left Center Midfield,4,AFC Bournemouth,28,['8ce9c831-9fef-47b9-919b-1de15e9182c6'],32,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:32.186,Pass,
,,,,,,,,,,,,,,,0.179181,,,,,,,,,,,,a2fb7876-183e-4605-96b2-d4b4643af8ae,43,,,"[37.7, 8.7]",3754238,0,,,,,-0.48833394,,Left Foot,,,"[40.9, 7.0]",,Ground Pass,,3.6235342,,,Incomplete,Junior Stanislas,3463.0,,,,,1,Regular Play,Dan Gosling,3343.0,Left Center Midfield,4,AFC Bournemouth,28,"['71b6ecb7-ed86-42ed-b59c-2d0aca2a85f7', 'ec710a79-d1a4-4f63-bf43-188c001b9d53']",34,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:34.450,Pass,
,,,,,,,,,,,,,,,2.196497,,,,,,,,,,,,677270e9-2788-45a4-874d-23e4873026dd,46,,,"[20.0, 22.1]",3754238,0,,,,,1.4184588,,Left Foot,,,"[23.7, 46.2]",,Ground Pass,,24.38237,,,,Simon Francis,3608.0,,,,Recovery,1,Regular Play,Sylvain Distin,40218.0,Left Center Back,4,AFC Bournemouth,28,['0ca51a60-5ed2-4e13-81af-8d48657dd5f5'],37,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:37.422,Pass,
,,,,,,,,,,,,,,,1.669563,,,,,,,,,,,,57daedb4-8152-47ec-a2a6-ca4eedbe08d3,49,,,"[25.1, 57.0]",3754238,0,,,,,1.0063677,,Right Foot,,,"[35.8, 73.9]",,Ground Pass,,20.0025,,,,Adam Smith,6409.0,,,,,1,Regular Play,Simon Francis,3608.0,Right Center Back,4,AFC Bournemouth,28,['7e9f276c-3439-414f-9711-6b91b8b2ca9f'],41,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:41.429,Pass,
,,,,,,,,,,,,,,,1.172674,,,,,,,,,,,,a94020df-fd3a-4a70-9b07-b1bbd16a6649,52,,,"[36.1, 73.7]",3754238,0,,,,,-2.5048864,,Right Foot,,,"[21.9, 63.2]",,Ground Pass,,17.660408,,,,Simon Francis,3608.0,,,,,1,Regular Play,Adam Smith,6409.0,Right Back,4,AFC Bournemouth,28,['f30ae867-eb6c-4f74-911b-9dcede2f1a81'],43,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:43.907,Pass,
,,,,,,,,,,,,,,,2.070605,,,,,,,,,,,,16ac3f36-5024-42d7-8616-87acd259767a,56,,,"[26.2, 66.6]",3754238,0,,,,,-0.09756162,,Right Foot,,,"[73.2, 62.0]",,High Pass,,47.22457,,,,Joshua King,3346.0,,,,,1,Regular Play,Simon Francis,3608.0,Right Center Back,4,AFC Bournemouth,28,"['4f4e4072-caa7-473a-b091-77a33e05061b', '68782110-f575-45f1-a3d9-97f2ad04ab48']",46,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:46.631,Pass,True
,,,,,,,,,,,,,,,2.183294,,,,,,,,,,,,a154b27f-b33d-4f2d-a7dd-6532b0f12f67,59,,,"[72.8, 62.3]",3754238,0,,,,True,-2.5422108,,,,,"[56.7, 51.3]",,High Pass,,19.498974,,,,Dan Gosling,3343.0,,,,,1,Regular Play,Joshua King,3346.0,Center Forward,4,AFC Bournemouth,28,"['3af90c14-ec33-41b9-a4ef-232af07a4a9c', 'f0cfe4fe-867c-4ca5-b270-713105570872']",48,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:48.701,Pass,True
,,,,,,,,,,,,,,,0.132616,,,,,,,,,,,,742afc45-b2c5-443a-8671-672e0b48930b,63,,,"[55.1, 53.1]",3754238,0,,,,,0.75976276,,Right Foot,,,"[57.1, 55.0]",,High Pass,,2.758623,,,Incomplete,,,,,,,1,Regular Play,Dan Gosling,3343.0,Left Center Midfield,4,AFC Bournemouth,28,"['619bd106-b831-4c2c-8407-acfe54faca9c', 'ae66652a-6cc0-4a8a-9671-46a1910a9de6']",51,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:00:51.481,Pass,True
,,,,,,,,,,,,,,,0.865321,,,,,,,,,,,,87cf3e23-c5b4-4dfa-baf4-82ce069f2176,67,,,"[67.3, 12.6]",3754238,0,,,,,0.36019313,,Right Foot,,,"[75.0, 15.5]",,Ground Pass,,8.228001,,,,Aleksandar Mitrović,4269.0,,,,,1,Regular Play,Georginio Wijnaldum,3567.0,Left Midfield,5,Newcastle United,37,['d1962cfe-b0f9-4bbe-9a0b-8fd33428e0b4'],53,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:53.014,Pass,
,,,,,,,,,,,,,,,0.753185,,,,,,,,,,,,dffdb012-e9c8-4a12-8cba-61d8a6359413,70,,,"[74.1, 20.0]",3754238,0,,,,,2.4610715,,Right Foot,,,"[67.8, 25.1]",,Ground Pass,,8.105554,,,,Ayoze Pérez Gutiérrez,3076.0,,,,,1,Regular Play,Aleksandar Mitrović,4269.0,Right Center Forward,5,Newcastle United,37,['460e0915-1aaf-438e-b096-c7161d048603'],54,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:54.476,Pass,
,,,,,,,,,,,,,,,0.904678,,,,,,,,,,,,0a8600cd-7b16-494b-a7f7-eed5f60f9608,73,,,"[63.7, 31.7]",3754238,0,,,,,1.086847,,Right Foot,,,"[67.8, 39.5]",,Ground Pass,,8.811924,,,,Moussa Sissoko,3091.0,,,,,1,Regular Play,Ayoze Pérez Gutiérrez,3076.0,Left Center Forward,5,Newcastle United,37,['e8493fe1-4e50-4fa1-9cc0-812b31f91b59'],56,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:56.392,Pass,
,,,,,,,,,,,,,,,1.311804,,,,,,,,,,,,056b9397-5996-43c0-9af5-5dfec7fa30ec,76,,,"[67.8, 39.5]",3754238,0,,,,,2.6915188,,Right Foot,,,"[50.0, 48.1]",,Ground Pass,,19.768661,,,,Chancel Mbemba Mangulu,3044.0,,,,,1,Regular Play,Moussa Sissoko,3091.0,Right Midfield,5,Newcastle United,37,['6f582f70-812d-42c1-ad03-4b76167bd816'],57,,,,,,,,,,,,,,,,,Newcastle United,37,00:00:57.337,Pass,
,,,,,,,,,,,,,,,1.330878,,,,,,,,,,,,c2f03b5a-48a4-4d55-b96e-5d6e9e4c9fa1,79,,,"[64.5, 52.9]",3754238,1,,,,,1.027186,,Right Foot,,,"[78.4, 75.9]",,Ground Pass,,26.873964,,,,Daryl Janmaat,3650.0,,,,,1,Regular Play,Chancel Mbemba Mangulu,3044.0,Right Center Back,5,Newcastle United,37,['112cad13-8490-4196-886a-aa1c69d92513'],1,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:01.313,Pass,
,,,,,,,,,,,,,,,2.480571,,,,,,,,,,,,0f1589fa-c4e5-4326-a1d7-0305cb34a7ea,82,,,"[71.4, 74.5]",3754238,1,,,,,-2.3746257,,Right Foot,,,"[49.3, 53.2]",,Ground Pass,,30.693647,,,,Chancel Mbemba Mangulu,3044.0,,,,,1,Regular Play,Daryl Janmaat,3650.0,Right Back,5,Newcastle United,37,['a1436647-8a25-4f67-b2b2-3ce3ee92ee8b'],4,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:04.768,Pass,
,,,,,,,,,,,,,,,1.187224,,,,,,,,,,,,71fad4e3-4693-4cf8-b225-7c881cdf4526,85,,,"[49.3, 52.9]",3754238,1,,,,,-1.558552,,Right Foot,,,"[49.6, 28.4]",,Ground Pass,,24.501837,,,,Fabricio Coloccini,26207.0,,,,,1,Regular Play,Chancel Mbemba Mangulu,3044.0,Right Center Back,5,Newcastle United,37,['ec357eac-643b-43c3-a195-c9fc12869ee3'],7,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:07.287,Pass,
,,,,,,,,,,,,,,,1.244192,,,,,,,,,,,,cf4236cd-7ac3-47e5-a401-ac94ae911ea9,88,,,"[49.6, 28.4]",3754238,1,,,,,-1.4162997,,Left Foot,,,"[51.5, 16.2]",,Ground Pass,,12.347064,,,,Cheik Ismaël Tioté,42900.0,,,,,1,Regular Play,Fabricio Coloccini,26207.0,Left Center Back,5,Newcastle United,37,['e0e4e90b-ffde-447d-9298-afce4722c7f1'],8,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:08.544,Pass,
,,,,,,,,,,,,,,,1.33455,,,,,,,,,,,,f0e19760-72bb-46f4-8b76-a2087399ebfc,90,,,"[51.8, 16.2]",3754238,1,,,,,2.095592,,Right Foot,,,"[46.3, 25.7]",,Ground Pass,,10.977249,,,,Fabricio Coloccini,26207.0,,,,,1,Regular Play,Cheik Ismaël Tioté,42900.0,Right Center Midfield,5,Newcastle United,37,['07664630-70f7-4abc-b114-aa7e689a3e13'],9,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:09.789,Pass,
,,,,,,,,,,,,,,,1.993579,,,,,,,,,,,,639b2efc-acfa-46be-b350-20a8af33ddf7,93,,,"[46.9, 25.7]",3754238,1,,,,,2.039559,,Right Foot,,,"[39.0, 41.3]",,Ground Pass,,17.48628,,,,Chancel Mbemba Mangulu,3044.0,,,,,1,Regular Play,Fabricio Coloccini,26207.0,Left Center Back,5,Newcastle United,37,['78560d08-3497-40be-bcc1-638d4706023d'],11,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:11.123,Pass,
,,,,,,,,,,,,,,,1.534927,,,,,,,,,,,,d940bcff-9e81-4c35-8af8-53637c2e7b78,96,,,"[38.3, 41.8]",3754238,1,,,,,1.3776779,,Left Foot,,,"[42.7, 64.3]",,Ground Pass,,22.926186,,,,Vurnon Anita,16072.0,,,,,1,Regular Play,Chancel Mbemba Mangulu,3044.0,Right Center Back,5,Newcastle United,37,['f15a2967-2843-48d6-a914-547eb03ff5de'],13,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:13.840,Pass,
,,,,,,,,,,,,,,,1.283674,,,,,,,,,,,,7b285a5b-850f-4e37-ab66-99edb023d395,99,,,"[48.4, 75.1]",3754238,1,,,,,-1.4973092,,Right Foot,,,"[49.6, 58.8]",,Ground Pass,,16.344112,,,,Cheik Ismaël Tioté,42900.0,,,,,1,Regular Play,Vurnon Anita,16072.0,Left Center Midfield,5,Newcastle United,37,['ceabc681-95b2-4c92-adef-c249814fdc61'],17,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:17.661,Pass,
,,,,,,,,,,,,,,,2.105713,,,,,,,,,,,,992e97c1-b6ae-469e-8bc1-3107ffef92b8,102,,,"[50.6, 56.4]",3754238,1,,,,,-2.1502936,,Right Foot,,,"[38.1, 37.3]",,Ground Pass,,22.826738,,,,Chancel Mbemba Mangulu,3044.0,,,,,1,Regular Play,Cheik Ismaël Tioté,42900.0,Right Center Midfield,5,Newcastle United,37,['56fcb3e0-44fb-44f3-b958-3637883e66b3'],20,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:20.383,Pass,
,,,,,,,,,,,,,,,1.52199,,,,,,,,,,,,559e797f-9563-4fb5-a3b7-d455cdf57a07,104,,,"[38.1, 37.3]",3754238,1,,,,,-1.351665,,Right Foot,,,"[43.2, 14.4]",,Ground Pass,,23.461031,,,,Fabricio Coloccini,26207.0,,,,,1,Regular Play,Chancel Mbemba Mangulu,3044.0,Right Center Back,5,Newcastle United,37,['ad156bf0-6e56-49c0-acd2-7af6629e6c48'],22,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:22.489,Pass,
,,,,,,,,,,,,,,,1.878503,,,,,,,,,,,,1c4fb813-3602-491a-b485-80fa15a326b1,107,,,"[51.8, 23.7]",3754238,1,,,,,-0.12249914,,Right Foot,,,"[91.6, 18.8]",,High Pass,,40.1005,,,Pass Offside,Aleksandar Mitrović,4269.0,,,,,1,Regular Play,Fabricio Coloccini,26207.0,Left Center Back,5,Newcastle United,37,['e58953c7-1e48-4ee8-8c05-6b7880e4a6a1'],26,,,,,,,,,,,,,,,,,Newcastle United,37,00:01:26.143,Pass,
,,,,,,,,,,,,,,,0.610235,,,,,,,,,,,,bc228e7a-e7af-4c6a-83aa-12a535d99a11,109,,,"[28.5, 53.6]",3754238,1,,True,,,-1.1502692,,Right Foot,,,"[35.7, 37.5]",,Ground Pass,,17.63661,,,,Sylvain Distin,40218.0,,,,Free Kick,1,From Free Kick,Andrew Surman,3344.0,Right Center Midfield,6,AFC Bournemouth,28,['2e41d798-81c9-4a2a-9eda-144eec375742'],49,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:49.769,Pass,
,,,,,,,,,,,,,,,2.349008,,,,,,,,,,,,6ddb2722-bebe-4567-bb98-e215fa2b7aa9,111,,,"[36.7, 30.6]",3754238,1,,True,,,-1.0540255,,Left Foot,,,"[49.6, 7.9]",,Ground Pass,,26.109385,,,,Charlie Daniels,3345.0,,,,,1,From Free Kick,Sylvain Distin,40218.0,Left Center Back,6,AFC Bournemouth,28,['c347eb8a-07e4-4b80-98c9-d2aca8f84ae0'],51,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:51.492,Pass,
,,,,,,,,,,,,,,,0.700379,,,,,,,,,,,,3872a67f-7e0f-44d9-bfa5-160d26dcaa2a,113,,,"[55.7, 6.6]",3754238,1,,,,,0.66404617,,Left Foot,,,"[64.9, 13.8]",,Ground Pass,,11.682466,,,,Junior Stanislas,3463.0,,,,,1,From Free Kick,Charlie Daniels,3345.0,Left Back,6,AFC Bournemouth,28,['9cc7e98c-bfde-442d-8649-e5039b793bc4'],53,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:53.922,Pass,
,,,,,,,,,,,,,,,1.513988,,,,,,,,,,,,d1d7a3bb-8118-4ce1-bc54-cb177d8c335a,117,,,"[59.0, 12.5]",3754238,1,,,,,3.1250196,,Right Foot,,,"[40.9, 12.8]",,Ground Pass,,18.102486,,,,Sylvain Distin,40218.0,,,,,1,From Free Kick,Junior Stanislas,3463.0,Left Midfield,6,AFC Bournemouth,28,"['43acffae-3866-46b1-8f12-2d070ddd0c48', '4ba39c5c-315f-4af6-b810-f2e46e3c673c']",56,,,,,,,,,,,,,,,,,AFC Bournemouth,28,00:01:56.192,Pass,True
