bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,9ee35cac-b49d-4969-b1d0-04858bb80d41,1,,,3753987,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3815, 'name': 'Kasper Schmeichel'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 28782, 'name': 'Ritchie De Laet'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 40123, 'name': 'Robert Huth'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 3813, 'name': 'Wes Morgan'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3520, 'name': 'Jeffrey Schlupp'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 3814, 'name': 'Riyad Mahrez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 26}, {'player': {'id': 3665, 'name': 'Andrew Philip King'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 3662, 'name': 'Danny Drinkwater'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3307, 'name': 'Marc Albrighton'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 11}, {'player': {'id': 3810, 'name': 'Shinji Okazaki'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 20}, {'player': {'id': 10960, 'name': 'Jamie Vardy'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Leicester City,22,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,b264f86e-70da-458c-b317-ffcc6ecbd81a,2,,,3753987,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3099, 'name': 'Hugo Lloris'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3205, 'name': 'Kyle Walker'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 20005, 'name': 'Toby Alderweireld'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 3077, 'name': 'Jan Vertonghen'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 3086, 'name': 'Ben Davies'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 33}, {'player': {'id': 10956, 'name': 'Eric Dier'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 15}, {'player': {'id': 40127, 'name': 'Ryan Mason'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 3037, 'name': 'Mousa Sidi Yaya Dembélé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 3585, 'name': 'Erik Lamela'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 4831, 'name': 'Nacer Chadli'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 22}, {'player': {'id': 10955, 'name': 'Harry Kane'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Tottenham Hotspur,38,00:00:00.000,Starting XI,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,96fe779d-ece7-4d3c-8839-14a85f5e052c,3,,,3753987,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,['9db8e315-f5ff-44f6-9da9-fe80e5a4c55d'],0,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,9db8e315-f5ff-44f6-9da9-fe80e5a4c55d,4,,,3753987,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leicester City,22,['96fe779d-ece7-4d3c-8839-14a85f5e052c'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,5bf1e06b-a1d0-4624-ad08-d2b45e918e36,1805,,,3753987,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,81,Leicester City,22,['14d20566-c94c-436b-b2fb-2352d9c00e04'],0,,,,,,,,,,,,,,,,,Leicester City,22,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,14d20566-c94c-436b-b2fb-2352d9c00e04,1806,,,3753987,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,81,Leicester City,22,['5bf1e06b-a1d0-4624-ad08-d2b45e918e36'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.000,Half Start,
,,,,,,,,,,,,,,,0.243155,,,,,,,,,,,e6251dd4-262f-4773-8ebe-0fff6898338d,5,,"[61.0, 40.1]",3753987,0,,,,,1.8588518,,Right Foot,,,"[60.2, 42.8]",,Ground Pass,,2.8160255,,,,,Erik Lamela,3585.0,,,,,,Kick Off,1,From Kick Off,Harry Kane,10955.0,Center Forward,2,Tottenham Hotspur,38,['65e1dfa7-15da-4985-958c-9258bb0c74c8'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.141,Pass,
,,,,,,,,,,,,,,,0.52,,,,,,,,,,,adddf9f2-f920-4f8c-904e-45e54fb19123,7,,"[59.6, 43.3]",3753987,0,,,,,-2.2974386,,Right Foot,,,"[56.4, 39.7]",,Ground Pass,,4.816638,,,,,Ryan Mason,40127.0,,,,,,,1,From Kick Off,Erik Lamela,3585.0,Center Attacking Midfield,2,Tottenham Hotspur,38,['4c9f4261-8494-45dd-be6e-359f996a9660'],0,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:00.384,Pass,
,,,,,,,,,,,,,,,0.999998,,,,,,,,,,,7a1b88f3-5bcc-43eb-a701-9cff2d00f875,10,,"[56.4, 40.0]",3753987,0,,,,,2.9562447,,Left Foot,,,"[42.0, 42.7]",,Ground Pass,,14.650939,,,,,Eric Dier,10956.0,,,,,,,1,From Kick Off,Ryan Mason,40127.0,Left Defensive Midfield,2,Tottenham Hotspur,38,['ce1f4a0f-3ef1-4fe6-a2d2-90c37039c53b'],1,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:01.504,Pass,
,,,,,,,,,,,,,,,1.26437,,,,,,,,,,,190d2cac-82c5-4401-83e4-dba593972e29,13,,"[46.5, 50.5]",3753987,0,,,,,1.5596443,,Right Foot,,,"[46.8, 77.4]",,Ground Pass,,26.901672,,,,,Kyle Walker,3205.0,,,,,,,1,From Kick Off,Eric Dier,10956.0,Right Defensive Midfield,2,Tottenham Hotspur,38,['4e0c2d79-d4cd-4c97-b362-804fd25e6c12'],3,,,,,,,,,,,,,,,,,Tottenham Hotspur,38,00:00:03.744,Pass,
